Semana,CNPJ_Fundo,Gestor_Apelido,Captacao,Resgate,PL_Medio,DataBase
2025-11-17,20519416000128,"MAG",0,0,298785625.92,2025-11-21
2025-11-17,20519417000172,"AZ Quest",0,0,93485034.7,2025-11-21
2025-11-17,20833920000106,"JGP",3132280.19,415574.95,1179158423.38,2025-11-21
2025-11-17,20833938000108,"Icatu",1653000,977000,1021613877.27,2025-11-21
2025-11-17,20833940000179,"MAG",0,0,91037164.24,2025-11-21
2025-11-17,20879578000177,"Inter",14450346.17,20477185.15,1520139614.04,2025-11-21
2025-11-17,20887247000189,"Plural",0,464950,700101268.35,2025-11-21
2025-11-17,20889471000100,"Sulamérica",813937.45,2165530.55,379728331.72,2025-11-21
2025-11-17,20889498000100,"Sulamérica",0,0,20773390.82,2025-11-21
2025-11-17,21015780000113,"Rafter",0,0,60674207.67,2025-11-21
2025-11-17,21040600000153,"BTG WM",1413000,11419383.31,925018504.25,2025-11-21
2025-11-17,21082099000198,"Franklin Templeton",0,106723.94,225234537.29,2025-11-21
2025-11-17,21336427000135,"BTG Asset",2070085.38,6311337.13,1362366897.12,2025-11-21
2025-11-17,21336440000194,"BTG Asset",741536.98,3689641.97,1762412377.81,2025-11-21
2025-11-17,21596021000191,"BTG WM",0,4900000,156172128.17,2025-11-21
2025-11-17,21613158000107,"BTG WM",0,441079.81,165160765.29,2025-11-21
2025-11-17,21762085000115,"JGP",1513862.23,667000,532574886.31,2025-11-21
2025-11-17,21791224000139,"BRZ",0,0,96483358.29,2025-11-21
2025-11-17,21888723000149,"IAM",3048836.9,12105334.12,3097702732.05,2025-11-21
2025-11-17,22041150000186,"Plural",72089.73,2050035.06,334283824.98,2025-11-21
2025-11-17,22118303000146,"Capitânia",0,0,128486164.59,2025-11-21
2025-11-17,22232878000195,"BTG Asset",15109.35,0,1554697676.62,2025-11-21
2025-11-17,22985070000189,"XPG",0,0,256089828.5,2025-11-21
2025-11-17,23225882000199,"Atena",1200000,1804000,109180484.62,2025-11-21
2025-11-17,23225888000166,"Butiá",4811000,5320999.99,378197787.2,2025-11-21
2025-11-17,23272391000107,"Capitânia",190560.6,6171625.45,180081199.05,2025-11-21
2025-11-17,23376623000169,"Polo",139059.9,420000,70148271.04,2025-11-21
2025-11-17,23502713000159,"Plural",126589.34,3050342.54,229384612.06,2025-11-21
2025-11-17,23556180000198,"AZ Quest",14590011.3,19548781.22,2385474683.69,2025-11-21
2025-11-17,23556204000109,"AZ Quest",3655700,34288941.01,4470620868.54,2025-11-21
2025-11-17,23731475000153,"UBS",0,0,28410597.47,2025-11-21
2025-11-17,23738226000190,"AZ Quest",9666156.64,43670009.94,3574373844.99,2025-11-21
2025-11-17,23748539000129,"Sulamérica",0,0,205061010.58,2025-11-21
2025-11-17,23781888000142,"BTG WM",0,0,65579551.22,2025-11-21
2025-11-17,24011864000177,"Porto Asset",615023.99,797227.82,472668185.56,2025-11-21
2025-11-17,24068085000108,"TAG",0,0,80898346.68,2025-11-21
2025-11-17,24215239000147,"JGP",0,0,2016135210.41,2025-11-21
2025-11-17,24215307000178,"Quantitas",0,0,1609141821.06,2025-11-21
2025-11-17,24444154000130,"Sparta",1212500,6286374,623202782.67,2025-11-21
2025-11-17,24572511000146,"Galt",3370412.79,1696508.83,151088150.2,2025-11-21
2025-11-17,24986620000100,"Polo",0,0,65341283.68,2025-11-21
2025-11-17,25036659000129,"G5",0,0,35742528.79,2025-11-21
2025-11-17,25079461000122,"Safra Asset",0,0,64818003.54,2025-11-21
2025-11-17,25234711000151,"BB Asset",67054.15,4073990.58,8701404468.07,2025-11-21
2025-11-17,25307339000166,"UBS",145633.64,1695113.32,952371276.48,2025-11-21
2025-11-17,25341064000187,"IAM",731073241.39,574334473.92,45048818488.7,2025-11-21
2025-11-17,25682025000143,"ASA",279773,436150.25,32178829.74,2025-11-21
2025-11-17,26143135000108,"G5",0,0,20430149.66,2025-11-21
2025-11-17,26173300000166,"BV Asset",0,0,6760397.42,2025-11-21
2025-11-17,26313371000117,"Principal",0,0,71562755.4,2025-11-21
2025-11-17,26313391000198,"Polo",0,0,127785641.44,2025-11-21
2025-11-17,26324274000120,"BNP",976400,1234000,2854284708.36,2025-11-21
2025-11-17,26370161000160,"Franklin Templeton",136685,1060,18315315.85,2025-11-21
2025-11-17,26374791000103,"UBS",0,0,10158482.92,2025-11-21
2025-11-17,26491419000187,"Kinea",60666913.72,15884186.31,5606159621.78,2025-11-21
2025-11-17,26498249000162,"Capitânia",37726.66,8397963.93,139574090.95,2025-11-21
2025-11-17,26525450000191,"JGP",198929.2,0,96351306.11,2025-11-21
2025-11-17,26664935000166,"Devant",0,598533.95,9737644.91,2025-11-21
2025-11-17,26703080000135,"BTG WM",0,0,26549168.36,2025-11-21
2025-11-17,26725148000187,"G5",0,0,23930579.97,2025-11-21
2025-11-17,26773252000147,"BB Asset",0,0,59261809.26,2025-11-21
2025-11-17,26845906000109,"Investcoop",0,672256.67,1279059802.18,2025-11-21
2025-11-17,26861544000131,"XPG",0,0,12721408.17,2025-11-21
2025-11-17,26978438000132,"Iridium",15467333.43,16755034.15,1626281695.59,2025-11-21
2025-11-17,27293743000153,"Somma",0,8920.87,206554451.04,2025-11-21
2025-11-17,27566032000105,"Sonata",0,0,24019231.72,2025-11-21
2025-11-17,27826059000190,"Inter",3830116.55,3988552.12,267496680.81,2025-11-21
2025-11-17,27883656000156,"Dynamo",0,0,471113521.54,2025-11-21
2025-11-17,27927529000101,"BTG WM",0,0,30854084.71,2025-11-21
2025-11-17,27974854000125,"Brainvest",0,0,22550936.76,2025-11-21
2025-11-17,28206220000195,"Somma",197241.17,80533.9,440501875.4,2025-11-21
2025-11-17,28320857000108,"Franklin Templeton",0,0,2916844673.72,2025-11-21
2025-11-17,28581607000121,"4UM",612,184717.45,336835272.89,2025-11-21
2025-11-17,28648875000113,"Plural",0,0,47838191.57,2025-11-21
2025-11-17,28651424000135,"SFI",127314.51,201935.78,88299385.03,2025-11-21
2025-11-17,28767162000179,"JGP",1750524.21,3436650.45,474450358.39,2025-11-21
2025-11-17,28788460000145,"Icatu",0,0,161608273.23,2025-11-21
2025-11-17,28840203000105,"IAM",4118755,30711725.12,1499255622.06,2025-11-21
2025-11-17,28851713000188,"IAM",22029352.29,15454201.98,2645229467.1,2025-11-21
2025-11-17,29044189000104,"AF Invest",827054.62,4113417.48,364923909.27,2025-11-21
2025-11-17,29106510000120,"UBS",0,0,25502088.43,2025-11-21
2025-11-17,29109266000159,"Investcoop",0,0,316492195.48,2025-11-21
2025-11-17,29157520000194,"CEF Asset",88658774.7,270191162.42,15201317712.76,2025-11-21
2025-11-17,29196718000187,"IAM",0,0,7072647218.09,2025-11-21
2025-11-17,29250121000173,"Daycoval",10335033.88,2091548.53,851926509.18,2025-11-21
2025-11-17,29259723000191,"IAM",2016831.8,94893153.71,16021149328.3,2025-11-21
2025-11-17,29259957000139,"SAM",0,0,615433215.64,2025-11-21
2025-11-17,29626006000150,"Principal",13922.1,591252.15,45555425.68,2025-11-21
2025-11-17,29733674000187,"Rafter",480000,0,96776455.88,2025-11-21
2025-11-17,29734143000109,"UBS",0,0,68004986.47,2025-11-21
2025-11-17,29983496000142,"Franklin Templeton",0,0,537741058.12,2025-11-21
2025-11-17,30056825000199,"Safra Asset",21907451.93,10702233.61,1397728259.7,2025-11-21
2025-11-17,30330495000188,"Icatu",0,0,137407069.21,2025-11-21
2025-11-17,30338831000139,"XPG",6164000,795925.1,42403687.04,2025-11-21
2025-11-17,30338838000150,"Capitânia",400000,8150000,766417782.85,2025-11-21
2025-11-17,30353549000120,"Augme",0,0,24380900.87,2025-11-21
2025-11-17,30392659000100,"BRAM",0,3617964.45,955471224.58,2025-11-21
2025-11-17,30453289000165,"G5",10544000,16608123.84,584864705.1,2025-11-21
2025-11-17,30506088000189,"XPG",0,3525000,27490509.21,2025-11-21
2025-11-17,30568172000127,"Augme",0,0,576199197.55,2025-11-21
2025-11-17,30568485000185,"Augme",0,0,137272692.1,2025-11-21
2025-11-17,30593140000181,"IAM",18242775.7,27860503.99,15229564508.07,2025-11-21
2025-11-17,30608416000158,"Safra Asset",0,1805000,176854484.08,2025-11-21
2025-11-17,30630324000174,"JGP",0,0,140401031.56,2025-11-21
2025-11-17,30869395000124,"Sparta",735045,7996446,577442399.66,2025-11-21
2025-11-17,31120022000119,"ARX",602915,12534398,409959094.94,2025-11-21
2025-11-17,31217083000107,"IAM",0,0,7530004183.14,2025-11-21
2025-11-17,31247970000110,"BTG WM",0,0,143018837.3,2025-11-21
2025-11-17,31611340000182,"UBS",1251028.6,20396797.84,568995564.71,2025-11-21
2025-11-17,31908013000197,"Atena",700000,4669414.83,227855440.58,2025-11-21
2025-11-17,31961612000174,"XPG",0,10273261.98,421330860.51,2025-11-21
2025-11-17,31962100000122,"Sparta",5940000,8580992,2540715670.25,2025-11-21
2025-11-17,31963396000104,"Devant",2298.48,14356.88,5975056.95,2025-11-21
2025-11-17,31964159000150,"Tyton",4353635.53,2556146.61,237947227.23,2025-11-21
2025-11-17,32158371000192,"AZ Quest",9160,56613.14,93360726.12,2025-11-21
2025-11-17,32159534000151,"IAM",4000000,30000000,1703673935.96,2025-11-21
2025-11-17,32225253000150,"Iridium",734891.83,659630,241437139.24,2025-11-21
2025-11-17,32225995000185,"Sparta",0,0,64740722.42,2025-11-21
2025-11-17,32312120000110,"BRAM",531433307.41,1028753137.98,69218412126.44,2025-11-21
2025-11-17,32312343000188,"Iridium",517856.37,2554682.88,569590648.22,2025-11-21
2025-11-17,32312678000104,"ARX",58023202.64,19927677.97,9465156262.33,2025-11-21
2025-11-17,32319525000180,"JGP",10750858.03,16868715.41,4530517787.67,2025-11-21
2025-11-17,32385140000111,"MAG",1141392.15,546701.41,210751078.45,2025-11-21
2025-11-17,32388077000177,"BRAM",245694028.51,232606153.03,33380200816.94,2025-11-21
2025-11-17,32397641000118,"Principal",4500,331428.58,20872282.98,2025-11-21
2025-11-17,32711923000148,"IAM",0,0,36696446.18,2025-11-21
2025-11-17,32742673000103,"Principal",0,58125.52,64622619.34,2025-11-21
2025-11-17,32760072000123,"Icatu",60000,500000,600889015.61,2025-11-21
2025-11-17,32770526000147,"ARX",335424,8878000,561449410.61,2025-11-21
2025-11-17,32771072000129,"XPG",219000,7589000,518583036.92,2025-11-21
2025-11-17,32990051000102,"Kinea",5312033.52,6579697.25,1167888365.96,2025-11-21
2025-11-17,33342285000106,"BRZ",1000,505194.19,11210795.01,2025-11-21
2025-11-17,33520988000179,"Butiá",400000,0,178533050.9,2025-11-21
2025-11-17,33599991000120,"BTG Asset",2154743.15,3479991.07,410789265.27,2025-11-21
2025-11-17,33701828000126,"Sulamérica",806264.7,11627728.01,1003467915.24,2025-11-21
2025-11-17,33842492000111,"Safra Asset",247168112.37,131560847.99,6567365474.56,2025-11-21
2025-11-17,33953262000120,"Berkana",0,0,32246849.38,2025-11-21
2025-11-17,34080987000113,"BRAM",0,0,173526615.67,2025-11-21
2025-11-17,34081211000118,"Icatu",0,6040000,2321508441.84,2025-11-21
2025-11-17,34109940000135,"BRAM",0,0,1061386032.77,2025-11-21
2025-11-17,34143987000115,"Vinci",20000,56400,22234449,2025-11-21
2025-11-17,34172479000165,"BTG WM",0,0,221700333.05,2025-11-21
2025-11-17,34200585000105,"Safra Asset",0,0,118941440.59,2025-11-21
2025-11-17,34270943000156,"Capitânia",641545.17,41239.28,105277458.16,2025-11-21
2025-11-17,34369940000174,"Angá",0,0,2424121.12,2025-11-21
2025-11-17,34431868000168,"Root",26392083.49,2929000,1195040383.91,2025-11-21
2025-11-17,34447278000123,"XPG",0,0,47522596.25,2025-11-21
2025-11-17,34474470000109,"ARX",9301000,18002000,2724602984.35,2025-11-21
2025-11-17,34474989000197,"ARX",12315000,11268000,3048621391.98,2025-11-21
2025-11-17,34475149000149,"XPG",0,0,5657795.57,2025-11-21
2025-11-17,34476006000151,"SAM",69886.68,9455547.25,647794233.98,2025-11-21
2025-11-17,34488907000163,"BB Asset",28915457.37,61561212.18,14858983657.68,2025-11-21
2025-11-17,34525051000159,"Sulamérica",125000,0,1212722505.08,2025-11-21
2025-11-17,34613727000166,"BB Asset",280000,280359.21,232150018.46,2025-11-21
2025-11-17,34657939000145,"San WM",0,0,21021995.94,2025-11-21
2025-11-17,34781259000139,"Icatu",0,508531.94,703103270.97,2025-11-21
2025-11-17,34799162000153,"BBM Asset",152204.84,1586549.6,185733153.54,2025-11-21
2025-11-17,34799393000167,"BBM Asset",0,600000,869380431.5,2025-11-21
2025-11-17,34962302000162,"ARX",7244000,4760000,761276292.95,2025-11-21
2025-11-17,35001422000166,"BTG Asset",0,0,1720221393.16,2025-11-21
2025-11-17,35120235000100,"San WM",0,0,58772585.36,2025-11-21
2025-11-17,35377796000180,"Porto Asset",1572000,2252821.43,552832109.5,2025-11-21
2025-11-17,35399404000184,"Vinci",10248856.13,7800000,940118642.54,2025-11-21
2025-11-17,35435878000134,"Inter",0,0,12004944.98,2025-11-21
2025-11-17,35491217000126,"SPX",12039811.89,34789431.9,4387413808.89,2025-11-21
2025-11-17,35500650000180,"IAM",2685213.71,13623270.67,2906892072.22,2025-11-21
2025-11-17,35600771000102,"Stonex",0,0,196509117.3,2025-11-21
2025-11-17,35609382000130,"Icatu",2949136.62,1192340.15,1120619265.3,2025-11-21
2025-11-17,35646238000173,"SPX",517763.56,610389.71,170381521.32,2025-11-21
2025-11-17,35765444000100,"BTG Asset",0,0,39768505.25,2025-11-21
2025-11-17,35803277000137,"Valora",0,1640000,184487767.88,2025-11-21
2025-11-17,35820685000105,"Augme",1900000,0,301085419.72,2025-11-21
2025-11-17,35844780000130,"Safra Asset",0,0,24555679.51,2025-11-21
2025-11-17,35916343000185,"BTG WM",0,0,105126715.81,2025-11-21
2025-11-17,35916528000190,"Brainvest",0,0,43271396.38,2025-11-21
2025-11-17,35927084000198,"XPG",0,0,53408389.5,2025-11-21
2025-11-17,35927331000156,"Sparta",117000,0,268867314.45,2025-11-21
2025-11-17,36015218000167,"UBS",0,0,13096618.89,2025-11-21
2025-11-17,36017195000120,"Augme",25000,0,230120953.22,2025-11-21
2025-11-17,36181909000130,"Onze",4696.29,52889.5,53760741.48,2025-11-21
2025-11-17,36233973000118,"SAM",245207.99,8777140,2216073739.32,2025-11-21
2025-11-17,36247749000185,"Riza",0,2214051.59,115285378.99,2025-11-21
2025-11-17,36295878000149,"Amazonia",0,0,310114918.64,2025-11-21
2025-11-17,36318479000156,"Vinci",16854751.05,40727582.48,1995321143.54,2025-11-21
2025-11-17,36327365000172,"Capitânia",0,260000,24506775.43,2025-11-21
2025-11-17,36352346000104,"ARX",0,0,68041898.46,2025-11-21
2025-11-17,36352509000140,"AZ Quest",3701616.99,1436794.42,546126612.28,2025-11-21
2025-11-17,36368438000174,"Safra Asset",0,0,216248379.35,2025-11-21
2025-11-17,36498670000127,"Riza",29204992.58,61763139.58,4300585796.02,2025-11-21
2025-11-17,36517858000175,"Inter",587800,501100,381104345.02,2025-11-21
2025-11-17,36518029000107,"JGP",0,0,366844110.55,2025-11-21
2025-11-17,36521640000194,"Icatu",0,0,78020510.44,2025-11-21
2025-11-17,36521676000178,"Franklin Templeton",0,0,617479190.54,2025-11-21
2025-11-17,36521686000103,"AZ Quest",0,0,1226346585.92,2025-11-21
2025-11-17,36521750000156,"Icatu",0,0,366029690.61,2025-11-21
2025-11-17,36532178000120,"XPG",0,0,16744328.31,2025-11-21
2025-11-17,36617679000100,"Icatu",16089.12,0,367444548.96,2025-11-21
2025-11-17,36620786000197,"Oriz",0,0,148264455.43,2025-11-21
2025-11-17,36671861000149,"Daycoval",11500,0,277046458.02,2025-11-21
2025-11-17,37008673000106,"Galapagos",0,0,17843184.17,2025-11-21
2025-11-17,37099037000129,"Vinci",0,0,299578972.38,2025-11-21
2025-11-17,37235948000136,"BRAM",62821808.22,61687391.89,26401578655.46,2025-11-21
2025-11-17,37253989000155,"San WM",0,0,27752010.4,2025-11-21
2025-11-17,37266789000137,"San WM",0,0,17558750.43,2025-11-21
2025-11-17,37267132000194,"San WM",0,0,17487261.45,2025-11-21
2025-11-17,37319367000182,"Investcoop",0,0,448439962.14,2025-11-21
2025-11-17,37322048000126,"Ibuina",5894502.84,8965943.71,1085725429.89,2025-11-21
2025-11-17,37331175000191,"Investcoop",0,0,95823941.57,2025-11-21
2025-11-17,37440121000164,"Augme",0,0,140431040.92,2025-11-21
2025-11-17,37452819000108,"UBS",0,0,211120284.38,2025-11-21
2025-11-17,37467474000158,"Norte",3515000,313000,174286362.48,2025-11-21
2025-11-17,37539419000126,"XPG",0,4640051.55,125659149.65,2025-11-21
2025-11-17,37626651000100,"Legacy",2210000,4060000,227428945.42,2025-11-21
2025-11-17,37780270000172,"VCM",0,0,52742478.46,2025-11-21
2025-11-17,37805950000101,"BTG WM",0,0,21695531.9,2025-11-21
2025-11-17,37842935000125,"BTG WM",0,0,29113148.69,2025-11-21
2025-11-17,37887955000112,"XPG",0,0,37247464.4,2025-11-21
2025-11-17,37895276000195,"AZ Quest",0,0,200527725.85,2025-11-21
2025-11-17,37899720000140,"XPG",0,0,264830701.62,2025-11-21
2025-11-17,38026869000188,"Sparta",1020000,6136404,437865096.75,2025-11-21
2025-11-17,38111943000164,"IAM",0,0,74455375.66,2025-11-21
2025-11-17,38120661000123,"Portofino",0,0,23964247.21,2025-11-21
2025-11-17,38150833000101,"G5",0,0,56091856.59,2025-11-21
2025-11-17,38195881000116,"Rafter",0,0,53998834.72,2025-11-21
2025-11-17,38230040000100,"Regia",0,2174532.16,281401881.01,2025-11-21
2025-11-17,38439714000173,"BTG WM",0,0,25344681.09,2025-11-21
2025-11-17,38542842000148,"BNP",0,0,61257704.94,2025-11-21
2025-11-17,38653941000105,"BRAM",144508.32,34500,1743406207.98,2025-11-21
2025-11-17,39152991000163,"BRAM",72992.7,873626.44,271186582.95,2025-11-21
2025-11-17,39314609000170,"Warren",0,0,11135993.72,2025-11-21
2025-11-17,39354788000170,"Augme",0,0,54918803.32,2025-11-21
2025-11-17,39375554000109,"Monte Bravo",16353635.56,11726344.33,439145737.07,2025-11-21
2025-11-17,39487617000119,"Legacy",4769052.25,23003197.72,915647091.27,2025-11-21
2025-11-17,39488674000112,"Franklin Templeton",0,0,107087645.28,2025-11-21
2025-11-17,39488907000187,"UBS",0,0,71262926.19,2025-11-21
2025-11-17,39502502000156,"Augme",0,0,11787743.39,2025-11-21
2025-11-17,39511694000167,"Brainvest",0,0,13202443.33,2025-11-21
2025-11-17,39573262000180,"Vitra",0,0,27925203.82,2025-11-21
2025-11-17,39682386000102,"CEF Asset",5302371.5,3559984.56,350291115.35,2025-11-21
2025-11-17,39958460000162,"M8",1726790.13,12171538.55,364414910.94,2025-11-21
2025-11-17,40022460000135,"BRAM",1528230,4171630.41,317431940.12,2025-11-21
2025-11-17,40142060000163,"BRAM",0,19918.36,438575826.26,2025-11-21
2025-11-17,40152515000121,"BTG WM",0,0,57239405.28,2025-11-21
2025-11-17,40152982000151,"BTG WM",0,0,20634491.31,2025-11-21
2025-11-17,40153085000162,"BTG WM",0,0,35319971.49,2025-11-21
2025-11-17,40156669000191,"Safra Asset",0,2002397.15,45528882.23,2025-11-21
2025-11-17,40194274000183,"CEF Asset",0,978894.39,154562248.61,2025-11-21
2025-11-17,40194279000106,"CEF Asset",25365.25,233674.11,96103816.56,2025-11-21
2025-11-17,40219186000199,"Ekho",0,0,21940477.33,2025-11-21
2025-11-17,40226109000166,"Vêneto",0,0,23694067.43,2025-11-21
2025-11-17,40413612000120,"BRAM",0,0,559826843.79,2025-11-21
2025-11-17,40456260000190,"Valora",2000000,7600000.01,438374069.49,2025-11-21
2025-11-17,40456283000103,"BTG WM",0,0,119755446.64,2025-11-21
2025-11-17,40476059000175,"IAM",0,0,49144914.47,2025-11-21
2025-11-17,40764095000134,"UBS",0,0,24992766.73,2025-11-21
2025-11-17,40815606000108,"Monte Bravo",0,0,16650182.28,2025-11-21
2025-11-17,40832863000140,"CEF Asset",3837581.6,5776464.45,9735567871.96,2025-11-21
2025-11-17,40897658000162,"Butiá",0,0,28485678.76,2025-11-21
2025-11-17,40963283000191,"XPG",0,0,246796680.53,2025-11-21
2025-11-17,41083033000120,"IAM",0,0,56329184.16,2025-11-21
2025-11-17,41128444000194,"Valora",2035247.2,12627961.23,2242478935.33,2025-11-21
2025-11-17,41348601000177,"BTG WM",0,0,24546484.84,2025-11-21
2025-11-17,41348664000123,"BTG WM",0,0,42301590.76,2025-11-21
2025-11-17,41348781000197,"BTG WM",0,0,27828634.48,2025-11-21
2025-11-17,41348869000109,"Altera",0,0,20005148.71,2025-11-21
2025-11-17,41348917000169,"BTG WM",0,0,36803291.8,2025-11-21
2025-11-17,41349195000167,"BTG WM",0,0,32217430.77,2025-11-21
2025-11-17,41349248000140,"BTG WM",0,0,81352434.77,2025-11-21
2025-11-17,41544993000140,"MAG",0,0,95284696.06,2025-11-21
2025-11-17,41545043000130,"Ibuina",11821.81,447861.63,75744012.43,2025-11-21
2025-11-17,41545586000157,"Icatu",0,0,196491803.26,2025-11-21
2025-11-17,41575809000129,"ARX",9890000,5722000,1536540290.52,2025-11-21
2025-11-17,41579176000127,"MAG",26226.3,10000,38137680.79,2025-11-21
2025-11-17,41601781000157,"AMW",0,0,528964312.02,2025-11-21
2025-11-17,41610520000101,"XPG",0,0,116015990.05,2025-11-21
2025-11-17,41610657000158,"Sulamérica",0,0,104465554.64,2025-11-21
2025-11-17,41649957000140,"IAM",0,0,150760484.26,2025-11-21
2025-11-17,41672242000109,"Capitânia",779270.45,4911189.89,984621751.94,2025-11-21
2025-11-17,41672376000120,"ARX",0,0,85562043.98,2025-11-21
2025-11-17,41681275000115,"IAM",0,0,83417115.98,2025-11-21
2025-11-17,41681780000160,"EQI",295244,1487000.01,280898966.68,2025-11-21
2025-11-17,41709727000120,"Capitânia",1836213.4,0,94218327.08,2025-11-21
2025-11-17,41710798000142,"Sonata",0,0,20942166.28,2025-11-21
2025-11-17,41722175000190,"SAM",0,0,375442163.36,2025-11-21
2025-11-17,41727038000148,"BB Asset",0,504522.89,66416883.86,2025-11-21
2025-11-17,41734999000180,"BTG Asset",4121.51,1476809.48,161915512.02,2025-11-21
2025-11-17,41736548000181,"BTG Asset",388381.98,9594875.62,1362570423.48,2025-11-21
2025-11-17,41756159000118,"Kinea",45611875.17,20037992.03,10096273543.65,2025-11-21
2025-11-17,41774687000108,"BTG Asset",138209.25,2714738.14,394939498.65,2025-11-21
2025-11-17,41776707000171,"Icatu",700.22,8813.26,27578890.98,2025-11-21
2025-11-17,41776781000198,"Icatu",20510590.5,12815679.54,662420522.1,2025-11-21
2025-11-17,41837419000180,"Portofino",2320314.6,4031476.63,951645825.08,2025-11-21
2025-11-17,41837660000109,"Icatu",0,0,161788600.49,2025-11-21
2025-11-17,41837736000104,"BRAM",0,0,47830275.5,2025-11-21
2025-11-17,41867517000160,"JGP",652803.1,395899.2,149918524.62,2025-11-21
2025-11-17,41881271000180,"Inter",0,0,51314869.38,2025-11-21
2025-11-17,41888721000167,"Principal",0,1192586.32,106429462.85,2025-11-21
2025-11-17,41978506000157,"Kinea",189571740.61,188010473.13,8532451081.51,2025-11-21
2025-11-17,42014178000131,"SPX",2890856.96,11375058.91,1669151936.86,2025-11-21
2025-11-17,42044315000180,"Vinci",0,0,161164926.69,2025-11-21
2025-11-17,42046759000155,"FAR",0,350000,30221523.52,2025-11-21
2025-11-17,42066551000106,"XPG",0,39393.93,13626322.42,2025-11-21
2025-11-17,42119476000196,"Ibuina",92527.07,9142.06,57694254.83,2025-11-21
2025-11-17,42220374000162,"Lifetime",0,0,17111268.1,2025-11-21
2025-11-17,42220446000171,"San WM",240000,0,435165044.69,2025-11-21
2025-11-17,42229399000127,"Kinea",631748.98,40351920.18,11589438526.78,2025-11-21
2025-11-17,42246480000115,"Solis",1266932.83,15262197.9,835618288.92,2025-11-21
2025-11-17,42264017000104,"IAM",1348389.35,2041724.06,482269369.4,2025-11-21
2025-11-17,42282188000158,"IAM",40767678,2850538.37,1469521784.46,2025-11-21
2025-11-17,42294333000110,"Inter",0,0,83946010.77,2025-11-21
2025-11-17,42295379000154,"Inter",0,152112.66,152256263.85,2025-11-21
2025-11-17,42417749000189,"XPG",19251.2,4226692.55,186520581.46,2025-11-21
2025-11-17,42418908000160,"XPG",1919434.08,21776543.53,1791907190.88,2025-11-21
2025-11-17,42449373000194,"Tivio",0,680000,32305898.51,2025-11-21
2025-11-17,42449381000130,"Legacy",152000,7000,34707089.1,2025-11-21
2025-11-17,42535073000128,"Vinci",0,0,200635961.56,2025-11-21
2025-11-17,42682169000119,"BTG WM",0,0,17133044.59,2025-11-21
2025-11-17,42682358000191,"BTG WM",0,0,67705967.1,2025-11-21
2025-11-17,42682380000131,"BTG WM",0,0,27068698.07,2025-11-21
2025-11-17,42682447000138,"BTG WM",0,0,29690184.97,2025-11-21
2025-11-17,42699050000159,"IAM",13821842.48,111829443.14,14949066764.66,2025-11-21
2025-11-17,42716764000128,"Nu Asset",1000000,16377000,3035898439.7,2025-11-21
2025-11-17,42717986000165,"IAM",17446243.79,78325720.22,8849022138.77,2025-11-21
2025-11-17,42730970000192,"BTG Asset",38000,27993.73,74045820.57,2025-11-21
2025-11-17,42747172000173,"Capitânia",0,0,72058247.19,2025-11-21
2025-11-17,42774252000118,"Monte Bravo",716737.69,2354070.13,143873510,2025-11-21
2025-11-17,42777239000112,"Porto Asset",1741019.82,780944.04,489538552.09,2025-11-21
2025-11-17,42813715000103,"BTG WM",0,0,97993453.91,2025-11-21
2025-11-17,42813742000186,"BTG WM",0,0,41014116.71,2025-11-21
2025-11-17,42813751000177,"BTG WM",0,0,56012080.68,2025-11-21
2025-11-17,42814769000193,"IAM",91073553.69,62802538.08,20910691603.78,2025-11-21
2025-11-17,42814813000165,"IAM",10426870.69,17638427.72,1717686259.35,2025-11-21
2025-11-17,42814944000142,"IAM",74353292.17,284874580.25,54474358936.38,2025-11-21
2025-11-17,42827176000161,"Capitânia",1325840.42,0,17764088.69,2025-11-21
2025-11-17,42847253000145,"BTG WM",0,0,36942885.4,2025-11-21
2025-11-17,42847342000191,"Capitânia",1300000,7043000,121223483.21,2025-11-21
2025-11-17,42847484000159,"XPG",0,0,47871814.55,2025-11-21
2025-11-17,42848014000100,"BTG Asset",0,0,132261908.34,2025-11-21
2025-11-17,42865247000110,"BRZ",0,0,84332171.01,2025-11-21
2025-11-17,42865719000135,"Sulamérica",0,0,55844339.78,2025-11-21
2025-11-17,42870959000128,"Capitânia",0,0,46011539.18,2025-11-21
2025-11-17,42921777000139,"UBS",9314.24,1631970.32,678936649.59,2025-11-21
2025-11-17,42922268000120,"Daycoval",0,0,153390224.51,2025-11-21
2025-11-17,42934049000161,"Capitânia",756167.75,46155.26,86870322.48,2025-11-21
2025-11-17,43103846000160,"BTG Asset",386795.74,167757.63,84919533.76,2025-11-21
2025-11-17,43140750000171,"BTG WM",0,0,64036734.96,2025-11-21
2025-11-17,43164438000118,"Polo",967486.69,711908.1,144970401.95,2025-11-21
2025-11-17,43165507000108,"San WM",0,0,101779512.43,2025-11-21
2025-11-17,43450518000130,"AMW",0,21508000.01,628197251.91,2025-11-21
2025-11-17,43508859000119,"Lifetime",0,26126.09,22535373.02,2025-11-21
2025-11-17,43584015000157,"Chromo",0,955762.81,89014824.92,2025-11-21
2025-11-17,43584575000101,"Sonata",0,0,50494208.24,2025-11-21
2025-11-17,43584990000165,"UBS",0,0,29412007.51,2025-11-21
2025-11-17,43597393000175,"Verde",0,13000,257631608.63,2025-11-21
2025-11-17,43619743000157,"SAM",0,2026509.02,1544085011.66,2025-11-21
2025-11-17,43631871000116,"XPG",0,0,36817695.15,2025-11-21
