Semana,CNPJ_Fundo,Gestor_Apelido,Captacao,Resgate,PL_Medio,DataBase
2025-12-15,33842492000111,"Safra Asset",34386800.73,568701898.34,6124893184.45,2025-12-19
2025-12-15,33953262000120,"Berkana",0,0,32589119.54,2025-12-19
2025-12-15,34080987000113,"BRAM",0,0,173524264.89,2025-12-19
2025-12-15,34081211000118,"Icatu",2664000,8819000,2321215700.87,2025-12-19
2025-12-15,34109940000135,"BRAM",23676839,12200340,1128212576.23,2025-12-19
2025-12-15,34143987000115,"Vinci",87400,19100,22718321.77,2025-12-19
2025-12-15,34172479000165,"BTG WM",0,0,230662540.85,2025-12-19
2025-12-15,34200585000105,"Safra Asset",0,0,117097969.53,2025-12-19
2025-12-15,34270943000156,"Capitânia",522606.48,1284449.31,109244335.42,2025-12-19
2025-12-15,34369940000174,"Angá",0,0,2418463.19,2025-12-19
2025-12-15,34431868000168,"Root",39458597.46,4379000,1281575758.06,2025-12-19
2025-12-15,34447278000123,"XPG",0,0,47978537.83,2025-12-19
2025-12-15,34474470000109,"ARX",18766000,28349000,2767355751,2025-12-19
2025-12-15,34474989000197,"ARX",10532000,23598000,2939783636.07,2025-12-19
2025-12-15,34475149000149,"XPG",0,0,5705543.53,2025-12-19
2025-12-15,34476006000151,"SAM",525656.65,6587241.68,624944917.82,2025-12-19
2025-12-15,34488907000163,"BB Asset",41500982.1,64464886.48,13776689277.36,2025-12-19
2025-12-15,34525051000159,"Sulamérica",420000,2846123.22,1255231170.95,2025-12-19
2025-12-15,34613727000166,"BB Asset",0,110575300,123719856.2,2025-12-19
2025-12-15,34657939000145,"San WM",0,0,21093234.3,2025-12-19
2025-12-15,34781259000139,"Icatu",0,1219066.67,705037030.54,2025-12-19
2025-12-15,34799162000153,"BBM Asset",4046127.16,2766619.37,190598805.77,2025-12-19
2025-12-15,34799393000167,"BBM Asset",0,1036,874500459.56,2025-12-19
2025-12-15,34962302000162,"ARX",3391000,3279000,751655515.67,2025-12-19
2025-12-15,35001422000166,"BTG Asset",0,0,1716984436.86,2025-12-19
2025-12-15,35120235000100,"San WM",0,9812865.05,53022027.21,2025-12-19
2025-12-15,35377796000180,"Porto Asset",4750000,4359311.13,546957023.59,2025-12-19
2025-12-15,35399404000184,"Vinci",24166936.93,27148000,954764296.82,2025-12-19
2025-12-15,35435878000134,"Inter",0,0,12012600.95,2025-12-19
2025-12-15,35491217000126,"SPX",22549464.71,77751370.04,4075403017.04,2025-12-19
2025-12-15,35500650000180,"IAM",4713237.41,21645303.41,2824838807.56,2025-12-19
2025-12-15,35600771000102,"Stonex",0,0,214997153.26,2025-12-19
2025-12-15,35609382000130,"Icatu",8191577.45,3132239.13,1140122158.73,2025-12-19
2025-12-15,35646238000173,"SPX",3427826.26,4759563.14,171376870.91,2025-12-19
2025-12-15,35765444000100,"BTG Asset",0,0,40270237.23,2025-12-19
2025-12-15,35803277000137,"Valora",0,0,181781932.35,2025-12-19
2025-12-15,35820685000105,"Augme",2600000,0,327100235.46,2025-12-19
2025-12-15,35844780000130,"Safra Asset",0,0,24811670.09,2025-12-19
2025-12-15,35916343000185,"BTG WM",0,0,104083441.12,2025-12-19
2025-12-15,35916528000190,"Brainvest",0,0,43378374.49,2025-12-19
2025-12-15,35927084000198,"XPG",0,0,53977377.35,2025-12-19
2025-12-15,35927331000156,"Sparta",240000,0,270039019.07,2025-12-19
2025-12-15,36015218000167,"UBS",0,0,13112686.66,2025-12-19
2025-12-15,36017195000120,"Augme",0,0,232448750.86,2025-12-19
2025-12-15,36181909000130,"Onze",63621.64,54947.16,54693331.71,2025-12-19
2025-12-15,36233973000118,"SAM",326869.9,6912980,2206395635.43,2025-12-19
2025-12-15,36247749000185,"Riza",0,2087089.88,108926858.61,2025-12-19
2025-12-15,36295878000149,"Amazonia",0,0,310081948.27,2025-12-19
2025-12-15,36318479000156,"Vinci",7161891,22636558.11,1886918511.21,2025-12-19
2025-12-15,36327365000172,"Capitânia",730000,4000000,23206492.78,2025-12-19
2025-12-15,36352346000104,"ARX",0,0,64403190.28,2025-12-19
2025-12-15,36352509000140,"AZ Quest",9024852.98,13987585.79,566076542.41,2025-12-19
2025-12-15,36368438000174,"Safra Asset",0,0,216099791.77,2025-12-19
2025-12-15,36498670000127,"Riza",43546895.95,121611073.01,4107214391,2025-12-19
2025-12-15,36517858000175,"Inter",2577000,22000,389634733.31,2025-12-19
2025-12-15,36518029000107,"JGP",0,0,370824251.09,2025-12-19
2025-12-15,36521640000194,"Icatu",0,0,78684699.03,2025-12-19
2025-12-15,36521676000178,"Franklin Templeton",0,0,583089478.33,2025-12-19
2025-12-15,36521686000103,"AZ Quest",0,0,1197984527.71,2025-12-19
2025-12-15,36521750000156,"Icatu",0,0,360296383.24,2025-12-19
2025-12-15,36532178000120,"XPG",0,0,16911484.6,2025-12-19
2025-12-15,36617679000100,"Icatu",0,0,346576788.04,2025-12-19
2025-12-15,36620786000197,"Oriz",0,0,149467230.65,2025-12-19
2025-12-15,36671861000149,"Daycoval",6107.79,1972058.79,268844051.54,2025-12-19
2025-12-15,37008673000106,"Galapagos",0,0,18024926.18,2025-12-19
2025-12-15,37099037000129,"Vinci",0,0,294499276.49,2025-12-19
2025-12-15,37235948000136,"BRAM",151878730.11,137743414.47,26694382080.85,2025-12-19
2025-12-15,37253989000155,"San WM",0,0,28061641.39,2025-12-19
2025-12-15,37266789000137,"San WM",0,0,17784277.68,2025-12-19
2025-12-15,37267132000194,"San WM",0,0,17626841.41,2025-12-19
2025-12-15,37319367000182,"Investcoop",0,0,401385342.15,2025-12-19
2025-12-15,37322048000126,"Ibuina",26539866.29,7822721.78,1094581100.56,2025-12-19
2025-12-15,37331175000191,"Investcoop",0,0,96646592.67,2025-12-19
2025-12-15,37440121000164,"Augme",0,0,141835634.24,2025-12-19
2025-12-15,37452819000108,"UBS",0,0,214479377.03,2025-12-19
2025-12-15,37467474000158,"Norte",1062940,115500,179816490.96,2025-12-19
2025-12-15,37539419000126,"XPG",0,1969750.37,114915444.34,2025-12-19
2025-12-15,37626651000100,"Legacy",1200000,1720000,227386371.98,2025-12-19
2025-12-15,37780270000172,"VCM",0,0,60226778.15,2025-12-19
2025-12-15,37805950000101,"BTG WM",0,0,21873128.74,2025-12-19
2025-12-15,37842935000125,"BTG WM",0,0,29239573.09,2025-12-19
2025-12-15,37887955000112,"XPG",0,0,37614844.61,2025-12-19
2025-12-15,37895276000195,"AZ Quest",0,0,192450669.53,2025-12-19
2025-12-15,37899720000140,"XPG",0,0,264898568.02,2025-12-19
2025-12-15,38026869000188,"Sparta",1920000,1711250,432932400.17,2025-12-19
2025-12-15,38111943000164,"IAM",0,0,73893833.31,2025-12-19
2025-12-15,38120661000123,"Portofino",0,0,24001827.45,2025-12-19
2025-12-15,38150833000101,"G5",0,0,56550521.94,2025-12-19
2025-12-15,38195881000116,"Rafter",0,0,54511779.62,2025-12-19
2025-12-15,38230040000100,"Regia",15000,738198.63,282651432.36,2025-12-19
2025-12-15,38439714000173,"BTG WM",0,0,25593807.24,2025-12-19
2025-12-15,38542842000148,"BNP",0,0,61286668.58,2025-12-19
2025-12-15,38653941000105,"BRAM",10774779.37,1291700,1848096948.13,2025-12-19
2025-12-15,39152991000163,"BRAM",11238174.58,0,281566504.42,2025-12-19
2025-12-15,39314609000170,"Warren",0,0,11133678.97,2025-12-19
2025-12-15,39354788000170,"Augme",0,0,55583376.18,2025-12-19
2025-12-15,39375554000109,"Monte Bravo",21260661.79,14831340.54,419638026.51,2025-12-19
2025-12-15,39487617000119,"Legacy",2113535.21,13728259.07,877929796.06,2025-12-19
2025-12-15,39488674000112,"Franklin Templeton",0,0,108193622.52,2025-12-19
2025-12-15,39488907000187,"UBS",0,0,71302264.73,2025-12-19
2025-12-15,39502502000156,"Augme",0,0,11858021.4,2025-12-19
2025-12-15,39511694000167,"Brainvest",0,0,13203992.52,2025-12-19
2025-12-15,39573262000180,"Vitra",0,0,21263723.86,2025-12-19
2025-12-15,39682386000102,"CEF Asset",6999896.73,484573.01,367900542.68,2025-12-19
2025-12-15,39958460000162,"M8",3095246.42,10286510.32,367409635.24,2025-12-19
2025-12-15,40022460000135,"BRAM",604358,2908440.63,303815712.45,2025-12-19
2025-12-15,40142060000163,"BRAM",500,45001.7,441061085.59,2025-12-19
2025-12-15,40152515000121,"BTG WM",0,0,57744963.2,2025-12-19
2025-12-15,40152982000151,"BTG WM",0,0,20825906.33,2025-12-19
2025-12-15,40153085000162,"BTG WM",0,0,35612698.38,2025-12-19
2025-12-15,40156669000191,"Safra Asset",13779.95,333.38,45001630.95,2025-12-19
2025-12-15,40194274000183,"CEF Asset",67000.43,145323.01,153323685.49,2025-12-19
2025-12-15,40194279000106,"CEF Asset",6004.24,269600.38,95428800.61,2025-12-19
2025-12-15,40219186000199,"Ekho",0,0,22133579.62,2025-12-19
2025-12-15,40226109000166,"Vêneto",0,0,23609855.39,2025-12-19
2025-12-15,40413612000120,"BRAM",0,0,564271692.47,2025-12-19
2025-12-15,40456260000190,"Valora",50000,1000000,425890711.1,2025-12-19
2025-12-15,40456283000103,"BTG WM",0,0,120969531.56,2025-12-19
2025-12-15,40476059000175,"IAM",0,0,46343343.73,2025-12-19
2025-12-15,40764095000134,"UBS",0,0,25265254.23,2025-12-19
2025-12-15,40815606000108,"Monte Bravo",0,0,16761700.94,2025-12-19
2025-12-15,40832863000140,"CEF Asset",9210784.21,5810870.25,9815447042.98,2025-12-19
2025-12-15,40897658000162,"Butiá",0,0,28348199.65,2025-12-19
2025-12-15,40963283000191,"XPG",0,0,249180154.03,2025-12-19
2025-12-15,41083033000120,"IAM",0,0,54247868.49,2025-12-19
2025-12-15,41128444000194,"Valora",2775597.11,26940152.05,2167911119.61,2025-12-19
2025-12-15,41348601000177,"BTG WM",25000,0,24759236.23,2025-12-19
2025-12-15,41348664000123,"BTG WM",0,0,42662782.77,2025-12-19
2025-12-15,41348781000197,"BTG WM",0,0,28127878.8,2025-12-19
2025-12-15,41348869000109,"Altera",0,0,20227458.86,2025-12-19
2025-12-15,41348917000169,"BTG WM",0,0,37183886.8,2025-12-19
2025-12-15,41349195000167,"BTG WM",0,0,32491155.46,2025-12-19
2025-12-15,41349248000140,"BTG WM",0,0,82229063.48,2025-12-19
2025-12-15,41544993000140,"MAG",0,0,96321940.68,2025-12-19
2025-12-15,41545043000130,"Ibuina",0,0,50646442.35,2025-12-19
2025-12-15,41545586000157,"Icatu",0,0,198436783.72,2025-12-19
2025-12-15,41575809000129,"ARX",11180000,6369000,1573205769.16,2025-12-19
2025-12-15,41579176000127,"MAG",30002.85,40638.26,38579584.07,2025-12-19
2025-12-15,41601781000157,"AMW",0,0,528908248.59,2025-12-19
2025-12-15,41610520000101,"XPG",0,0,117126347.97,2025-12-19
2025-12-15,41610657000158,"Sulamérica",0,0,105286427.66,2025-12-19
2025-12-15,41649957000140,"IAM",0,0,82231245.05,2025-12-19
2025-12-15,41672242000109,"Capitânia",2365792.42,14549523.59,947908349.41,2025-12-19
2025-12-15,41672376000120,"ARX",0,0,85782639.86,2025-12-19
2025-12-15,41681275000115,"IAM",0,0,84813350.61,2025-12-19
2025-12-15,41681780000160,"EQI",526539,941000,277531808.69,2025-12-19
2025-12-15,41709727000120,"Capitânia",9054127.77,41600,112865779.05,2025-12-19
2025-12-15,41710798000142,"Sonata",0,0,20922475.62,2025-12-19
2025-12-15,41722175000190,"SAM",0,0,377186912.54,2025-12-19
2025-12-15,41727038000148,"BB Asset",0,0,51370331.5,2025-12-19
2025-12-15,41734999000180,"BTG Asset",11265.5,4265446.64,157211297.94,2025-12-19
2025-12-15,41736548000181,"BTG Asset",498013.39,12572173.66,1328283667.32,2025-12-19
2025-12-15,41756159000118,"Kinea",34566030.12,72500697.78,10157645878.45,2025-12-19
2025-12-15,41774687000108,"BTG Asset",1181069.25,4967989.58,390967479.95,2025-12-19
2025-12-15,41776707000171,"Icatu",14774.56,3106.71,27552397.31,2025-12-19
2025-12-15,41776781000198,"Icatu",36882617.41,0,773264440.44,2025-12-19
2025-12-15,41837419000180,"Portofino",841280,539866.32,971451956.68,2025-12-19
2025-12-15,41837660000109,"Icatu",0,0,162594756.32,2025-12-19
2025-12-15,41837736000104,"BRAM",0,0,48175343.58,2025-12-19
2025-12-15,41867517000160,"JGP",773632.93,1110522.49,157198055.01,2025-12-19
2025-12-15,41881271000180,"Inter",0,0,51314972.94,2025-12-19
2025-12-15,41888721000167,"Principal",200000,673049.7,104964798.78,2025-12-19
2025-12-15,41978506000157,"Kinea",291728655.08,196479030.97,8550228368.5,2025-12-19
2025-12-15,42014178000131,"SPX",7427233.5,13290970.46,1654304762.16,2025-12-19
2025-12-15,42044315000180,"Vinci",0,0,112716257.7,2025-12-19
2025-12-15,42046759000155,"FAR",290000,0,30461562.5,2025-12-19
2025-12-15,42066551000106,"XPG",0,39393.93,13565857.2,2025-12-19
2025-12-15,42119476000196,"Ibuina",98893.5,55358.79,57931247.61,2025-12-19
2025-12-15,42220374000162,"Lifetime",0,0,16986039.7,2025-12-19
2025-12-15,42220446000171,"San WM",1690000,0,440454819.07,2025-12-19
2025-12-15,42229399000127,"Kinea",4556340.49,27322128.13,11597965657.17,2025-12-19
2025-12-15,42246480000115,"Solis",1387869.22,3257383.4,817875246.09,2025-12-19
2025-12-15,42264017000104,"IAM",1203432.48,2629780.46,472486248.25,2025-12-19
2025-12-15,42282188000158,"IAM",42262313.7,18069051.3,1594208261.14,2025-12-19
2025-12-15,42294333000110,"Inter",0,851302.56,55410704.99,2025-12-19
2025-12-15,42295379000154,"Inter",0,215233623.56,133966563.45,2025-12-19
2025-12-15,42417749000189,"XPG",19509.72,2457838.91,176004691.23,2025-12-19
2025-12-15,42418908000160,"XPG",3671652.47,24514440.12,1741733202.87,2025-12-19
2025-12-15,42449373000194,"Tivio",0,1910000,30039274.82,2025-12-19
2025-12-15,42449381000130,"Legacy",19000,655000,31573309.9,2025-12-19
2025-12-15,42535073000128,"Vinci",0,0,202330573.52,2025-12-19
2025-12-15,42682169000119,"BTG WM",0,0,17279088.49,2025-12-19
2025-12-15,42682358000191,"BTG WM",0,0,68394184.49,2025-12-19
2025-12-15,42682380000131,"BTG WM",0,0,27303391.25,2025-12-19
2025-12-15,42682447000138,"BTG WM",0,0,29945058.71,2025-12-19
2025-12-15,42699050000159,"IAM",22112864.71,135328920.84,14765678049.71,2025-12-19
2025-12-15,42716764000128,"Nu Asset",1400000,9607000,2970741108.17,2025-12-19
2025-12-15,42717986000165,"IAM",24210100.57,84672785.74,8630641439.72,2025-12-19
2025-12-15,42730970000192,"BTG Asset",0,0,74712718.65,2025-12-19
2025-12-15,42747172000173,"Capitânia",0,0,72656588.73,2025-12-19
2025-12-15,42774252000118,"Monte Bravo",1146771.58,5812180.56,137386928.63,2025-12-19
2025-12-15,42777239000112,"Porto Asset",17522.59,4598847.52,483595455.66,2025-12-19
2025-12-15,42813715000103,"BTG WM",0,0,98771195.96,2025-12-19
2025-12-15,42813742000186,"BTG WM",0,0,41341498.61,2025-12-19
2025-12-15,42813751000177,"BTG WM",0,0,56440145.99,2025-12-19
2025-12-15,42814769000193,"IAM",124987478.61,88360992.97,21373047259.97,2025-12-19
2025-12-15,42814813000165,"IAM",10360983.77,6200342.19,1730983921.92,2025-12-19
2025-12-15,42814944000142,"IAM",128685308.77,327912435.25,53855155120.92,2025-12-19
2025-12-15,42827176000161,"Capitânia",544418.32,0,20578572.63,2025-12-19
2025-12-15,42847253000145,"BTG WM",0,0,37282110.85,2025-12-19
2025-12-15,42847342000191,"Capitânia",0,4550000,114003906.01,2025-12-19
2025-12-15,42847484000159,"XPG",0,0,48343471.71,2025-12-19
2025-12-15,42848014000100,"BTG Asset",0,0,133869631.07,2025-12-19
2025-12-15,42865247000110,"BRZ",0,0,85304073.45,2025-12-19
2025-12-15,42865719000135,"Sulamérica",0,0,56232693.62,2025-12-19
2025-12-15,42870959000128,"Capitânia",0,0,46460043.47,2025-12-19
2025-12-15,42921777000139,"UBS",21721.86,10073689.75,650898105.09,2025-12-19
2025-12-15,42922268000120,"Daycoval",0,0,154880374.37,2025-12-19
2025-12-15,42934049000161,"Capitânia",440853.16,141569.79,88711490.96,2025-12-19
2025-12-15,43103846000160,"BTG Asset",1419232.86,464752.04,93904227.43,2025-12-19
2025-12-15,43140750000171,"BTG WM",0,0,33934462.6,2025-12-19
2025-12-15,43164438000118,"Polo",1068133.63,887310.06,146209075.62,2025-12-19
2025-12-15,43165507000108,"San WM",0,0,101965146.94,2025-12-19
2025-12-15,43450518000130,"AMW",614000,5488000,606307402.71,2025-12-19
2025-12-15,43508859000119,"Lifetime",0,181934.28,21098587.36,2025-12-19
2025-12-15,43584015000157,"Chromo",220000,1081010.64,72573165.05,2025-12-19
2025-12-15,43584575000101,"Sonata",0,0,50496950.69,2025-12-19
2025-12-15,43584990000165,"UBS",0,0,29620656.93,2025-12-19
2025-12-15,43597393000175,"Verde",0,0,260391116.28,2025-12-19
2025-12-15,43619743000157,"SAM",2790000,2813270.38,1546713283.16,2025-12-19
2025-12-15,43631871000116,"XPG",0,0,37188355.8,2025-12-19
2025-12-15,43636043000170,"Monte Bravo",0,0,42607463.22,2025-12-19
2025-12-15,43636081000123,"XPG",0,0,40658843.85,2025-12-19
2025-12-15,43636102000100,"XPG",0,0,23225979.97,2025-12-19
2025-12-15,43737615000108,"Sparta",313400,142546.86,41676842.18,2025-12-19
2025-12-15,43760546000153,"Sparta",2721500,749593,194257166.86,2025-12-19
2025-12-15,43778949000120,"XPG",11722099.54,36118672.74,3319413832.97,2025-12-19
2025-12-15,43790923000105,"AMW",0,0,14948775.63,2025-12-19
2025-12-15,43790956000147,"AMW",0,0,31552043.39,2025-12-19
2025-12-15,43915486000109,"Riza",791058.07,9542231.09,748034670.95,2025-12-19
2025-12-15,43960245000173,"AMW",0,231000,89359371.12,2025-12-19
2025-12-15,44025131000107,"AF Invest",307357.94,930000,224563956.28,2025-12-19
2025-12-15,44109989000141,"AMW",0,0,48889569.32,2025-12-19
2025-12-15,44110011000108,"AMW",0,0,17509288.51,2025-12-19
2025-12-15,44196930000138,"UBS",0,0,152921222.05,2025-12-19
2025-12-15,44211989000158,"BNP",0,0,866813738.05,2025-12-19
2025-12-15,44212092000149,"ARX",0,0,993937512.84,2025-12-19
2025-12-15,44212217000130,"Atena",190819.66,7959.03,76852618.59,2025-12-19
2025-12-15,44212301000154,"Icatu",0,0,76326670.71,2025-12-19
2025-12-15,44230868000153,"Vinci",5273628.32,5342930.55,216939037.52,2025-12-19
2025-12-15,44283966000159,"Warren",1497380.04,552764.17,93156929.47,2025-12-19
2025-12-15,44347394000124,"BTG Asset",115531.2,53189.95,110774755.68,2025-12-19
2025-12-15,44371942000151,"UBS",4481880.84,20239964.05,151979202.9,2025-12-19
2025-12-15,44409284000140,"XPG",0,0,28691813.75,2025-12-19
2025-12-15,44409359000192,"XPG",0,0,29761330.79,2025-12-19
2025-12-15,44434922000182,"Cartor",13391387.75,13794487.29,732289607.49,2025-12-19
2025-12-15,44458613000142,"XPG",0,0,29125117.34,2025-12-19
2025-12-15,44459125000150,"AF Invest",0,0,41313152.62,2025-12-19
2025-12-15,44574326000106,"Riza",0,6115545.76,438820698.43,2025-12-19
2025-12-15,44672489000113,"Vinci",0,0,28066674.54,2025-12-19
2025-12-15,44672936000134,"Wise",163099.47,603442.21,45195946.58,2025-12-19
2025-12-15,44703439000156,"Ibuina",5886727.11,208524.53,796654847.72,2025-12-19
2025-12-15,44748987000100,"XPG",0,0,38142584.62,2025-12-19
2025-12-15,44764166000150,"XVI",0,745686.21,14089780.3,2025-12-19
2025-12-15,44835820000179,"Capitânia",106562.42,50746.48,23569470.84,2025-12-19
2025-12-15,44870067000152,"Riza",0,1250000,181721866.08,2025-12-19
2025-12-15,44900549000108,"UBS",0,0,71439046.77,2025-12-19
2025-12-15,44903727000154,"Warren",0,0,38555532.46,2025-12-19
2025-12-15,44917374000141,"Icatu",15590348.27,12809796.27,491095843.06,2025-12-19
2025-12-15,44917400000131,"AMW",0,0,21859955.28,2025-12-19
2025-12-15,44917472000189,"Vinci",0,0,84981971.65,2025-12-19
2025-12-15,44917492000150,"BNP",0,0,225162309.2,2025-12-19
2025-12-15,44967444000176,"Integral",4022.75,12000,24010532.05,2025-12-19
2025-12-15,44977584000125,"Vox",4188300.02,97237.98,71828966.85,2025-12-19
2025-12-15,44980461000143,"BTG WM",0,0,43861801.32,2025-12-19
2025-12-15,45103998000198,"Jive",8960016.94,583863.38,740451951.13,2025-12-19
2025-12-15,45104170000154,"Galapagos",0,0,161182020.04,2025-12-19
2025-12-15,45147116000196,"XPG",0,0,21013253.7,2025-12-19
2025-12-15,45295157000120,"Valora",0,0,194443561.89,2025-12-19
2025-12-15,45295606000130,"BB Asset",7058776.79,9926049.02,2164496203.24,2025-12-19
2025-12-15,45302406000167,"BRAM",822700.9,486771.4,130955379.4,2025-12-19
2025-12-15,45386487000120,"Guardian",5235143.08,326875.56,74918101.11,2025-12-19
2025-12-15,45443993000104,"Novus",443147.88,1857951.81,116800295.91,2025-12-19
2025-12-15,45444067000153,"Icatu",288000,650000,231135343.57,2025-12-19
2025-12-15,45444101000190,"Icatu",34826401.34,5166518.55,491634496.33,2025-12-19
2025-12-15,45494496000135,"AZ Quest",3936380.74,2201018.8,713087680.71,2025-12-19
2025-12-15,45511206000114,"Somma",0,0,104035682.1,2025-12-19
2025-12-15,45642714000131,"Sulamérica",8963280.4,9454684.86,2040607357.1,2025-12-19
2025-12-15,45645190000132,"VLGI",344439.89,101773.95,30811646.92,2025-12-19
2025-12-15,45646162000130,"BTG Asset",37300353.82,25673353.06,6720343335.79,2025-12-19
2025-12-15,45646230000160,"Riza",8750833.67,22403981.58,2103773801.65,2025-12-19
2025-12-15,45656777000147,"Ibuina",10830.32,260,29230692.24,2025-12-19
2025-12-15,45682244000130,"Porto Asset",1876698.36,198150.59,360153055.39,2025-12-19
2025-12-15,45683322000110,"JGP",0,0,341128639.66,2025-12-19
2025-12-15,45688098000150,"Nu Asset",9572000,13873000,770244476.28,2025-12-19
2025-12-15,45722996000187,"BTG Asset",136566.13,0,16724981.16,2025-12-19
2025-12-15,45726917000106,"Sulamérica",1269864.41,1258619.33,316007999.53,2025-12-19
2025-12-15,45756554000151,"Capri",0,0,43806088.5,2025-12-19
2025-12-15,46082347000121,"XPG",0,0,15871776.91,2025-12-19
2025-12-15,46098916000127,"Occam",71015000,96903000,3202613648.82,2025-12-19
2025-12-15,46099626000106,"ARX",7386000,15977500,1395194530.33,2025-12-19
2025-12-15,46246589000103,"BTG WM",0,0,46531075.97,2025-12-19
2025-12-15,46328602000173,"AZ Quest",11215948.05,2581207.8,1466672619.89,2025-12-19
2025-12-15,46329357000119,"Root",0,0,509279622.97,2025-12-19
2025-12-15,46332105000149,"Kinea",0,0,2007283355.25,2025-12-19
2025-12-15,46334681000125,"Sulamérica",1605577.5,1862937.25,128902893.19,2025-12-19
2025-12-15,46373760000145,"Root",608349.33,7483000,1115733321.83,2025-12-19
2025-12-15,46385360000150,"JGP",856599.42,36249.4,100337794.52,2025-12-19
2025-12-15,46401052000170,"JGP",0,0,2083610889.09,2025-12-19
2025-12-15,46415283000133,"Patagônia",0,178468.01,13076882.75,2025-12-19
2025-12-15,46449621000158,"IAM",2143.03,0,7045097.42,2025-12-19
2025-12-15,46467107000145,"BB Asset",0,0,42596134.85,2025-12-19
2025-12-15,46539506000174,"Wise",14983790.48,27146871.36,266059951.53,2025-12-19
2025-12-15,46685489000183,"Icatu",16304000,8526315.38,871104592.72,2025-12-19
2025-12-15,46685502000102,"Icatu",20244099.51,5487595.29,1573966556.63,2025-12-19
2025-12-15,46700364000185,"Icatu",7989168.53,821320.03,289685721.9,2025-12-19
2025-12-15,46762380000100,"Icatu",331583.73,139251.98,30093702.02,2025-12-19
2025-12-15,46762699000128,"Icatu",110000,446000,40364840.76,2025-12-19
2025-12-15,46763213000176,"Somma",0,0,127358097.82,2025-12-19
2025-12-15,46975474000150,"Kinea",0,409999999,4702851784.74,2025-12-19
2025-12-15,46975834000113,"BTG Asset",557000,22200,105997558.05,2025-12-19
2025-12-15,46997370000146,"ARX",1950000,55000,38947231.48,2025-12-19
2025-12-15,46997395000140,"Sparta",340000,1949375.75,480092621.98,2025-12-19
2025-12-15,47020699000115,"Icatu",240071,0,8065502.17,2025-12-19
2025-12-15,47086196000142,"Monte Bravo",108105.45,30000,193763612.93,2025-12-19
2025-12-15,47212494000131,"Icatu",2405527.7,7007.12,104558789.98,2025-12-19
2025-12-15,47227609000161,"Bocaina",0,0,20576302.79,2025-12-19
2025-12-15,47443943000152,"BTG Asset",0,9034728.34,684302081.85,2025-12-19
2025-12-15,47457832000103,"Bocaina",0,0,54963551.25,2025-12-19
2025-12-15,47540095000108,"Icatu",0,0,447555356.51,2025-12-19
2025-12-15,47543107000140,"Icatu",4717911.01,7260529.13,2313174113.77,2025-12-19
2025-12-15,47543238000127,"Onze",960000,0,110344358.49,2025-12-19
2025-12-15,47586388000118,"Occam",16732000,4444000,853814443.16,2025-12-19
2025-12-15,47586503000154,"Occam",8039265.31,208716.4,352358773.04,2025-12-19
2025-12-15,47612777000170,"Absolute",40259805.49,3557132.73,1467427551.01,2025-12-19
2025-12-15,47628822000185,"Absolute",116056,139422336.51,5055553680.23,2025-12-19
2025-12-15,47628918000143,"Absolute",38387148.64,69331952.01,4124114430.17,2025-12-19
2025-12-15,47715736000100,"Sulamérica",5348000,55013000,848921100.45,2025-12-19
2025-12-15,47728212000153,"Monte Bravo",2113105.59,3008427.64,393725112.1,2025-12-19
2025-12-15,47729760000106,"VLGI",8057578.15,11686700.11,180887389.85,2025-12-19
2025-12-15,48411732000109,"Root",0,0,176792888.25,2025-12-19
2025-12-15,48658513000110,"XPG",19883340.46,15338936.64,2602509625.7,2025-12-19
2025-12-15,48670714000133,"BTG WM",0,18008325.42,23866517.07,2025-12-19
2025-12-15,48948661000170,"Nest",0,0,9769604.91,2025-12-19
2025-12-15,48953198000154,"Icatu",0,0,118146256.79,2025-12-19
2025-12-15,48975466000139,"Vinci",10319129.89,0,917113772.92,2025-12-19
2025-12-15,48986296000198,"Absolute",370000,5362294.91,323224320.62,2025-12-19
2025-12-15,49077283000169,"Oriz",0,165000,7299208.05,2025-12-19
2025-12-15,49124184000190,"BTG WM",0,12070362.27,86001085.27,2025-12-19
2025-12-15,49178674000170,"BTG Asset",0,0,635659441.95,2025-12-19
2025-12-15,49227505000182,"XPG",0,0,63370181.8,2025-12-19
2025-12-15,49269925000121,"SAM",1306276.03,6805600,2822609955.86,2025-12-19
2025-12-15,49270021000116,"SAM",3483.19,112000,908789380.42,2025-12-19
2025-12-15,49328341000180,"Safra Asset",29883346.34,31039701.07,7726523495.2,2025-12-19
2025-12-15,49366532000136,"Root",2585832.43,222655.86,227458767.38,2025-12-19
2025-12-15,49438428000100,"AZ Quest",21134174.97,62130578.98,5913769309.08,2025-12-19
2025-12-15,49454180000170,"Monte Azul",0,0,15962347.46,2025-12-19
2025-12-15,49460236000108,"Paramis",0,1000000,156288986.64,2025-12-19
2025-12-15,49558667000101,"Absolute",18599952.27,4029170,1024724134.86,2025-12-19
2025-12-15,49559434000115,"Absolute",19397874.24,18933668,3265097719.51,2025-12-19
2025-12-15,49633643000161,"IAM",0,0,637801694.87,2025-12-19
2025-12-15,49647912000149,"UBS",0,0,39602831.17,2025-12-19
2025-12-15,49768506000134,"Previ",0,33000000,708074064.71,2025-12-19
2025-12-15,49818870000161,"Sparta",2728300,4949094.2,1010248133.06,2025-12-19
2025-12-15,49851069000118,"Daycoval",0,0,13060942.38,2025-12-19
2025-12-15,49924950000100,"Tyton",0,0,47633752.21,2025-12-19
