CNPJ,Fundo,Gestor,DataInicio,idadeMeses,dataM,dataHoje,PL_hoje,PL_medio180,PL_ref,pctAtual,Eleg_0m,Eleg_6m,Eleg_12m,pctExig_0m,pctExig_6m,pctExig_12m,Compra_0m,Compra_6m,Compra_12m,amortEstimada,semDataInicio,semCarteira
55110714000144,ALCYONE FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA,BTG WM,2024-07-01,25,202603,2026-08-04,56731020,56209664,56209664,0.7606,42753333,42307803,42079437,0.85,0.85,0.85,5024881,5470411,5698778,0,0,0
54883919000108,CAPITÂNIA CANA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INF RF CRÉD PRIVADO - RESP LIMITADA,Capitânia,2024-06-01,26,202603,2026-08-04,65238341,63391272,63391272,0.7761,49196347,48437813,46963002,0.85,0.85,0.85,4686234,5444768,6919579,1,0,0
54835274000120,BMV KINEA INFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2024-09-01,23,202603,2026-08-04,34860771,34781494,34781494,0.7066,24576720,24132245,23705954,0.67,0.85,0.85,0,5432025,5858316,0,0,0
55379681000132,SANTANDER PB IG3 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-07-01,25,202603,2026-08-04,33043756,31959091,31959091,0.6867,21947792,21794716,21639648,0.85,0.85,0.85,5217436,5370512,5525579,0,0,0
50946766000131,PÉGASUS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2023-06-01,38,202603,2026-08-04,334309968,320742079,320742079,0.8475,271824777,267266072,262964824,0.85,0.85,0.85,805991,5364696,9665944,0,0,0
53776595000138,CS EVOLUTION  FARO FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉD PRIV RESP LIMITADA,UBS,2024-06-01,26,202603,2026-08-04,34819804,34423515,34423515,0.6971,23996978,23916574,23784266,0.85,0.85,0.85,5263010,5343414,5475722,0,0,0
54486726000105,FQJ2 KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,Kinea,2024-04-01,28,202603,2026-08-04,83009049,82879186,82879186,0.7994,66255559,65104275,63996925,0.85,0.85,0.85,4191750,5343033,6450383,0,0,0
58110964000172,RODANO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-12-01,20,202603,2026-08-04,66918748,68810531,66918748,0.7745,51828306,51557435,51019497,0.67,0.85,0.85,0,5323501,5861439,0,0,0
62672551000159,0409 FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2025-12-01,8,202603,2026-08-04,15553644,15294000,15294000,0.3239,4953262,4929385,4821196,0.67,0.67,0.67,5293718,5317595,5425784,1,0,0
62790193000189,BRONCOS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2025-10-01,10,202603,2026-08-04,23000997,22478184,22478184,0.435,9778349,9742940,9623785,0.67,0.67,0.67,5282035,5317443,5436598,0,0,0
54754380000189,LVT FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-05-01,27,202603,2026-08-04,36687352,36942941,36687352,0.7081,25978965,25874237,25668030,0.85,0.85,0.85,5205284,5310012,5516219,0,0,0
55019751000141,RONTANO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-05-01,27,202603,2026-08-04,59005535,58468092,58468092,0.7645,44697594,44488057,44396568,0.85,0.85,0.85,5000284,5209821,5301310,0,0,0
55897646000105,WHG JBA DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,WHG,2024-07-01,25,202603,2026-08-04,36222477,35511697,35511697,0.7127,25307938,24990342,24706795,0.85,0.85,0.85,4877004,5194601,5478147,0,0,0
22013612000151,TURMALINA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,Perfin,2023-01-01,43,202603,2026-08-04,99013960,85299210,85299210,0.8707,74268699,67324013,58936013,0.85,0.85,0.85,0,5180316,13568315,1,0,0
54644413000138,MALTA KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP  - RESP LIMITADA,Kinea,2024-04-01,28,202603,2026-08-04,57954318,57873096,57873096,0.7729,44729630,44027560,43355108,0.85,0.85,0.85,4462501,5164572,5837023,0,0,0
57138450000162,SOVIZZO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,IAM,2024-09-01,23,202603,2026-08-04,48856674,48418882,48418882,0.747,36169445,35993012,35755067,0.67,0.85,0.85,0,5163038,5400983,1,0,0
55563322000130,CTA FUTURO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-09-01,23,202603,2026-08-04,51171933,49916539,49916539,0.7518,37528373,37273473,36112580,0.67,0.85,0.85,0,5155585,6316478,0,0,0
55507561000173,SANTANDER PB STN INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-12-01,20,202603,2026-08-04,34574644,34651799,34574644,0.7048,24367103,24276330,24190445,0.67,0.85,0.85,0,5112118,5198002,1,0,0
50652489000154,LEIA EXCELLENCE FIF EM INFRA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,Safra Asset,2024-02-01,30,202603,2026-08-04,339507121,261742503,261742503,0.8408,220075249,217375465,211767403,0.85,0.85,0.85,2405879,5105663,10713725,1,0,0
54384365000196,CS EVOLUTION ISLA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,UBS,2024-06-01,26,202603,2026-08-04,35288801,34202282,34202282,0.7045,24096083,24010798,23977879,0.85,0.85,0.85,4975857,5061142,5094061,0,0,0
63405863000169,SANTANDER PB CWB11 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-12-01,8,202603,2026-08-04,14716387,13619722,13619722,0.303,4126555,4119275,4113176,0.67,0.67,0.67,4998659,5005939,5012037,1,0,0
55538070000190,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRAESTRUTURA ANGORÁ,G5,2024-10-01,22,202603,2026-08-04,30463680,30049068,30049068,0.6999,21030325,20562279,19927879,0.67,0.85,0.85,0,4979429,5613829,1,0,0
54374180000109,MONTECATINI FUNDO INCENTIVADO DE INVEST EM INFRA RENDA FIXA CRÉD PRIV RESPONSABILIDADE LIMITADA,Portofino,2024-05-01,27,202603,2026-08-04,31262588,28466594,28466594,0.6812,19390528,19224856,18697305,0.85,0.85,0.85,4806076,4971749,5499299,1,0,0
62806106000134,SANTANDER PB PLANETA BRASIL INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,San WM,2025-11-01,9,202603,2026-08-04,70090923,69734438,69734438,0.6,41841475,41777276,41720542,0.67,0.67,0.67,4880598,4944797,5001531,1,0,0
56175172000150,MNG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRED PRIV RESP LIMITADA,IAM,2024-08-01,24,202603,2026-08-04,49737137,51566188,49737137,0.7546,37529516,37352839,37087175,0.85,0.85,0.85,4747051,4923727,5189391,1,0,0
55112525000100,CATUTTO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2024-08-01,24,202603,2026-08-04,27142526,26890172,26890172,0.6749,18148764,17953662,17878559,0.85,0.85,0.85,4707883,4902985,4978088,0,0,0
54680816000132,FLAG KINEA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP - RESP LIMITADA,Kinea,2024-05-01,27,202603,2026-08-04,52727766,52661322,52661322,0.7692,40507994,39862862,39238226,0.85,0.85,0.85,4254130,4899261,5523897,0,0,0
53980788000106,LOLOCA II FIF - FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRÉD PRIV - RESPONSABILIDADE LIMITADA,IAM,2024-03-01,29,202603,2026-08-04,68860537,67502969,67502969,0.7811,52727761,52489832,52185181,0.85,0.85,0.85,4649763,4887692,5192343,1,0,0
61898585000101,THALASSA INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA - RESP LIMITADA,UBS,2025-10-01,10,202603,2026-08-04,30687852,42709769,30687852,0.5115,15697079,15680676,15605679,0.67,0.67,0.67,4863782,4880184,4955181,0,0,0
62876542000180,SANTANDER PB 316 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2026-01-01,7,202603,2026-08-04,11587399,11236366,11236366,0.2372,2665561,2658044,2651772,0.67,0.67,0.67,4862805,4870321,4876593,1,0,0
58651604000188,SANTANDER PB ZUCCHERO INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-01-01,19,202603,2026-08-04,29455438,28729306,28729306,0.6847,19669524,19574472,19267356,0.67,0.85,0.85,0,4845439,5152554,0,0,0
57279999000177,CS EVOLUTION CARTAGO DEB INFRA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RF CRED PRIV RESP LIMITADA,UBS,2024-12-01,20,202603,2026-08-04,30980504,30002164,30002164,0.6911,20733417,20663846,20604140,0.67,0.85,0.85,0,4837994,4897700,1,0,0
55826207000101,BOCAINA INFRA MASTER V - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Bocaina,2024-07-01,25,202603,2026-08-04,214184005,219118462,214184005,0.8441,180798473,177230060,174666720,0.85,0.85,0.85,1257932,4826345,7389685,0,0,0
57985995000104,LIMA EVALDT CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2025-01-01,19,202603,2026-08-04,34436729,33437793,33437793,0.7107,23765410,23598166,23460473,0.67,0.85,0.85,0,4823958,4961651,1,0,0
55914466000194,CAMBUCA FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,Monte Azul,2024-08-01,24,202603,2026-08-04,23818339,23449894,23449894,0.6568,15402870,15132705,14182210,0.85,0.85,0.85,4529540,4799705,5750201,0,0,0
63211828000109,G5 CRYSTAL FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,G5,2025-11-01,9,202603,2026-08-04,20245675,19999938,19999938,0.434,8679304,8613048,8528933,0.67,0.67,0.67,4720654,4786910,4871026,0,0,0
55467420000174,CS EVOLUTION  BRENTA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉD PRIV RESP LIMTADA,UBS,2024-09-01,23,202603,2026-08-04,33070569,33888755,33070569,0.7125,23563575,23337086,23268156,0.67,0.85,0.85,0,4772898,4841828,1,0,0
48554073000151,DOURO 2 FIF INVEST EM INFRA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESP LIMITADA,Safra Asset,2024-07-01,25,202603,2026-08-04,96649038,94977768,94977768,0.8116,77082772,75976418,73647079,0.85,0.85,0.85,3648331,4754685,7084024,0,0,0
57883031000155,SZS 5 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2025-02-01,18,202603,2026-08-04,34123235,33998897,33998897,0.7246,24634543,24200380,23774008,0.67,0.85,0.85,0,4698682,5125054,0,0,0
58108799000114,SANTANDER PB IG3R3 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-12-01,20,202603,2026-08-04,29102827,28187727,28187727,0.6874,19376189,19270471,19060024,0.67,0.85,0.85,0,4689097,4899543,1,0,0
60950242000178,GALT PINUS HEDGE MASTER FUNDO DE INVESTIMENTO EM INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,Galt,2025-07-01,13,202603,2026-08-04,101746930,98788646,98788646,0.6277,62006783,61520051,60200409,0.67,0.67,0.85,4181610,4668342,23769940,1,0,0
58365044000103,ZUCCHERO INFRA KINEA FIF FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADAD,Kinea,2024-12-01,20,202603,2026-08-04,29565671,29519303,29519303,0.7086,20918373,20528651,20153740,0.67,0.85,0.85,0,4562757,4937668,0,0,0
52272665000158,JE3 DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,XPG,2024-08-01,24,202603,2026-08-04,31216786,30283340,30283340,0.704,21318445,21207816,20846595,0.85,0.85,0.85,4422393,4533023,4894243,1,0,0
57565778000165,POLINVEST III DEBÊNTURES FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,SWM,2024-10-01,22,202603,2026-08-04,15933840,15637723,15637723,0.5614,8778922,8760272,8452667,0.67,0.85,0.85,1698353,4531792,4839398,0,0,0
52984741000158,CS EVOLUTION GAMBOA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LIMITADA,UBS,2024-06-01,26,202603,2026-08-04,32605482,32229524,32229524,0.7117,22937670,22863502,22761318,0.85,0.85,0.85,4457425,4531594,4633778,0,0,0
63159716000156,SANTANDER PB MARÓSTICA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-12-01,8,202603,2026-08-04,19827602,20402400,19827602,0.4425,8773939,8760007,8748440,0.67,0.67,0.67,4510555,4524486,4536054,1,0,0
57747620000106,RMN CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFR RF CRÉD PRIV RESP LIMITADA,IAM,2024-11-01,21,202603,2026-08-04,33396858,32387225,32387225,0.7138,23117786,23008106,22858032,0.67,0.85,0.85,0,4521035,4671110,1,0,0
52963512000157,CS EVOLUTION RALIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CREDITO PRIVADO RESP LIMITADA,UBS,2024-10-01,22,202603,2026-08-04,51483241,54678829,51483241,0.764,39333733,39256084,39027097,0.67,0.85,0.85,0,4504671,4733658,0,0,0
55393064000191,LOTUS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,IAM,2024-06-01,26,202603,2026-08-04,28369928,27458522,27458522,0.6909,18970915,18858586,18721916,0.85,0.85,0.85,4368829,4481157,4617828,1,0,0
36178962000182,KAMYROS FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,Safra Asset,2024-05-01,27,202603,2026-08-04,26572037,26484899,26484899,0.6816,18053199,18035272,18017345,0.85,0.85,0.85,4458965,4476892,4494819,0,0,0
55899469000104,PORTO FINO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2024-07-01,25,202603,2026-08-04,30026133,29886614,29886614,0.713,21308737,20937705,20581453,0.85,0.85,0.85,4094885,4465916,4822169,0,0,0
52875912000100,SANTANDER PB ABEM INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA FIF RESP LIMITADA,San WM,2024-03-01,29,202603,2026-08-04,198421490,195480024,195480024,0.8286,161970483,161714478,160978416,0.85,0.85,0.85,4187538,4443543,5179604,1,0,0
55109529000130,PORTO SAN GIORGIO FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO INVESTIMENTO EM INFRAESTRUTURA,BTG WM,2024-09-01,23,202603,2026-08-04,26200472,25940740,25940740,0.6826,17707110,17610467,17535527,0.67,0.85,0.85,0,4439162,4514102,1,0,0
56879657000125,FUNDO DE INVESTIMENTO FINANCEIRO CI RENDA FIXA INCENTIVADO INVESTIMENTO INFRAESTRUTURA G5 BARDAUNI,G5,2024-10-01,22,202603,2026-08-04,29973484,29648404,29648404,0.7117,21100697,20764059,20315142,0.67,0.85,0.85,0,4437085,4886002,0,0,0
54008795000103,MANACA CDI FIF - FUNDO INCENTIVADO EM INV DEB INFRA RF CRED PRIV - RESP LIMITADA,IAM,2024-03-01,29,202603,2026-08-04,77760545,74943873,74943873,0.7948,59564567,59265615,58873515,0.85,0.85,0.85,4137726,4436677,4828778,1,0,0
34706691000165,JOURNEY CAPITAL ENDURANCE JUROS REAIS MASTER FUNDO INCENTIV DE INVEST FINANCEIRO EM INFRA RENDA FIXA,Journey,2023-01-01,43,202603,2026-08-04,29529523,29906103,29529523,0.7811,23064953,20713519,18563525,0.85,0.85,0.85,2035141,4386575,6536570,1,0,0
54834372000142,JAKE JUROS REAIS FIF - FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV - RESP LIMITADA,IAM,2024-04-01,28,202603,2026-08-04,115071694,114274555,114274555,0.8157,93218430,92746957,92173147,0.85,0.85,0.85,3914941,4386415,4960224,1,0,0
54644328000170,NOVO CICLO ADVANCED KINEA FIF - FUNDO INCENTIVADO EM INV DEB INFRA RF CRED PRIV - RESP LIMITADA,Kinea,2024-05-01,27,202603,2026-08-04,45744018,45645510,45645510,0.7665,34987365,34444395,33920440,0.85,0.85,0.85,3811319,4354289,4878244,0,0,0
62805928000109,SANTANDER PB HEMISFERIO INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-11-01,9,202603,2026-08-04,77157454,76953821,76953821,0.6144,47277842,47207144,47144533,0.67,0.67,0.67,4281218,4351916,4414527,1,0,0
55466958000164,CS EVOLUTION MONTE ROSA H FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉD PRIV RESP LIMITADA,UBS,2024-09-01,23,202603,2026-08-04,28905956,28038372,28038372,0.7006,19643212,19482515,19433426,0.67,0.85,0.85,0,4350101,4399190,1,0,0
58075902000177,SANTANDER PB SANTANNA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-12-01,20,202603,2026-08-04,30225504,30224168,30224168,0.7092,21434582,21346831,21287856,0.67,0.85,0.85,0,4343712,4402686,1,0,0
64776777000125,TM FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,BRAM,2026-03-01,5,202603,2026-08-04,14869469,12907853,12907853,0.3344,4316544,4305917,4203023,0,0.67,0.67,0,4342344,4445238,0,0,0
57744596000151,SANTANDER PB GRAN INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-12-01,20,202603,2026-08-04,43551157,43828596,43551157,0.7534,32812223,32687321,32568338,0.67,0.85,0.85,0,4331162,4450146,1,0,0
61597359000182,POPONHOS FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,Oriz,2025-12-01,8,202603,2026-08-04,15282518,14759690,14759690,0.3801,5610796,5575481,5462737,0.67,0.67,0.67,4278196,4313511,4426256,0,0,0
58674067000191,BTG PACTUAL TOTAL II FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA,BTG Asset,2025-02-01,18,202603,2026-08-04,27617270,26703162,26703162,0.6938,18525553,18392814,18050961,0.67,0.85,0.85,0,4304873,4646727,1,0,0
57628211000190,NILO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2024-12-01,20,202603,2026-08-04,27443773,27210392,27210392,0.6988,19015784,18841708,18574969,0.67,0.85,0.85,0,4287125,4553864,1,0,0
62899553000185,BRP DESCANSO FI FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,BR Partners,2025-11-01,9,202603,2026-08-04,10912397,10693683,10693683,0.2731,2920192,2891522,2855752,0.67,0.67,0.67,4244575,4273246,4309016,0,0,0
54893266000130,CAFOFO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV - RESP LIMITADA,IAM,2024-05-01,27,202603,2026-08-04,29765059,29036738,29036738,0.7078,20551567,20448944,20315833,0.85,0.85,0.85,4129661,4232284,4365395,1,0,0
61543295000137,3AXB FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2025-07-01,13,202603,2026-08-04,49003180,45527060,45527060,0.5963,27146399,26276007,25947092,0.67,0.67,0.85,3356731,4227123,12750909,1,0,0
58307597000100,BRP DIADEMA IV FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,BR Partners,2025-02-01,18,202603,2026-08-04,34245138,33783084,33783084,0.74,25000976,24488701,24111795,0.67,0.85,0.85,0,4226920,4603826,1,0,0
54501503000170,BTG INFRA MASTER IV FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,BTG Asset,2024-03-01,29,202603,2026-08-04,359675292,359274080,359274080,0.8414,302306333,301156691,298028971,0.85,0.85,0.85,3076635,4226277,7353997,0,0,0
55751815000102,RALIA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,IAM,2024-08-01,24,202603,2026-08-04,44445947,44169511,44169511,0.7597,33556480,33386518,33143433,0.85,0.85,0.85,3987604,4157566,4400651,1,0,0
55896144000160,VERO FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,IAM,2024-08-01,24,202603,2026-08-04,41056185,40435299,40435299,0.7515,30385116,30239800,30019188,0.85,0.85,0.85,3984888,4130204,4350815,1,0,0
54200888000135,EAGLE J3 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - CRÉDITO PRIVADO,BTG WM,2024-04-01,28,202603,2026-08-04,43682613,43157456,43157456,0.7591,32760451,32556898,32156259,0.85,0.85,0.85,3923387,4126939,4527579,0,0,0
62729474000126,BB VESA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,BB Asset,2025-10-01,10,202603,2026-08-04,24367281,24186682,24186682,0.5063,12246245,12081778,12023557,0.67,0.67,0.67,3958832,4123298,4181520,0,0,0
54150227000142,CRASSO CLASSE DE INVESTIMENTO EM RENDA FIXA INFRAESTRUTURA INCENTIVADO CRÉDITO PRIVADO,BTG WM,2024-05-01,27,202603,2026-08-04,43840333,43465917,43465917,0.7588,32982687,32830361,32738005,0.85,0.85,0.85,3963343,4115668,4208025,0,0,0
55052986000135,BB WSOARES INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RESP LIMITADA,BB Asset,2024-06-01,26,202603,2026-08-04,56959497,56360907,56360907,0.7784,43869172,43794929,43484665,0.85,0.85,0.85,4037599,4111842,4422106,0,0,0
54463768000120,SOFIE INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-05-01,27,202603,2026-08-04,50487653,49507224,49507224,0.7709,38163536,37989456,37554386,0.85,0.85,0.85,3917605,4091685,4526755,0,0,0
54617556000150,CS EVOLUTION WIN FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,UBS,2024-06-01,26,202603,2026-08-04,30173446,29808625,29808625,0.7168,21367489,21261216,21189562,0.85,0.85,0.85,3969842,4076115,4147769,0,0,0
54811496000102,SELLAS FIF - FUNDO INC EM INV EM DEBÊNTURES DE INF RF CRÉDITO PRIVADO - RESP LIMITADA,IAM,2024-06-01,26,202603,2026-08-04,45936318,45176746,45176746,0.7634,34489914,34332234,34078204,0.85,0.85,0.85,3910320,4068001,4322030,1,0,0
55704392000161,INFRINITY FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRED PRIV RESP LIMITADA,IAM,2024-07-01,25,202603,2026-08-04,26043268,25755028,25755028,0.6964,17934988,17828501,17768440,0.85,0.85,0.85,3956785,4063273,4123334,0,0,0
55101415000143,X2 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-06-01,26,202603,2026-08-04,50820527,49316706,49316706,0.776,38269082,37881803,37582522,0.85,0.85,0.85,3650118,4037397,4336678,0,0,0
57626567000195,VEREDAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,Oriz,2024-10-01,22,202603,2026-08-04,24118068,21521979,21521979,0.6649,14309003,14270823,13987319,0.67,0.85,0.85,110723,4022859,4306363,0,0,0
63052049000108,SANTANDER PB PRAT 334 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2026-01-01,7,202603,2026-08-04,12558966,12356992,12356992,0.3455,4269074,4261020,4254334,0.67,0.67,0.67,4010111,4018165,4024851,1,0,0
64435884000190,BB ALIADIANTE INFRA RENDA FIXA FUNDO INCENTIVADO DE INVEST FINANCEIRO EM INFRAESTRUTURA RESP LIM,BB Asset,2026-02-01,6,202603,2026-08-04,21125726,20023483,20023483,0.4708,9426974,9410289,9327123,0.67,0.67,0.67,3988760,4005444,4088610,0,0,0
48554212000147,PGR FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA,Safra Asset,2023-01-01,43,202603,2026-08-04,147958254,145987116,145987116,0.8369,122182539,120084086,114970582,0.85,0.85,0.85,1906509,4004963,9118467,0,0,0
57967401000132,JACARANDÁ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2024-12-01,20,202603,2026-08-04,32575150,31601828,31601828,0.7281,23010554,22861497,22666309,0.67,0.85,0.85,0,4000056,4195244,1,0,0
56388249000170,SANTANDER PB 522 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2024-09-01,23,202603,2026-08-04,31116118,31192051,31116118,0.7276,22640950,22485093,22240227,0.67,0.85,0.85,0,3963607,4208473,0,0,0
63286762000116,ITAÚ DEB INC PRÉ TARGET 2030 SHIFT ADVISORY FIIF EM INFRA RF CRED PRIV RESP LIMITADA,IAM,2025-10-01,10,202603,2026-08-04,14650876,14338560,14338560,0.3941,5651188,5645452,5638074,0.67,0.67,0.67,3955647,3961383,3968762,0,0,0
57747855000106,FEDELE FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,IAM,2025-02-01,18,202603,2026-08-04,29274673,28410657,28410657,0.7185,20412903,20188819,19927620,0.67,0.85,0.85,0,3960239,4221438,1,0,0
