CNPJ,Fundo,Gestor,DataInicio,idadeMeses,dataM,dataHoje,PL_hoje,PL_medio180,PL_ref,pctAtual,Eleg_0m,Eleg_6m,Eleg_12m,pctExig_0m,pctExig_6m,pctExig_12m,Compra_0m,Compra_6m,Compra_12m,amortEstimada,semDataInicio,semCarteira
31247680000176,DERI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2023-01-01,43,202603,2026-08-04,77543579,76721697,76721697,0.8511,65296228,64382146,63457217,0.85,0.85,0.85,0,831296,1756225,1,0,0
34799490000150,JUQUEHY INFRA FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,BTG WM,2023-01-01,43,202603,2026-08-04,76017722,51441452,51441452,0.8543,43945780,42900476,40959661,0.85,0.85,0.85,0,824759,2765574,0,0,0
37567174000140,RIO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,93493300,93288334,93288334,0.8562,79875603,78500922,77220879,0.85,0.85,0.85,0,794162,2074204,0,0,0
47610743000147,BUDAPESTE CLASSE DE INVESTIMENTO RENDA  FIXA INCENTIVADO EM INFRAESTRUTURA - RESP LIMITADA,ASA,2023-01-01,43,202603,2026-08-04,26415202,26077015,26077015,0.84,21904932,21379046,19978969,0.85,0.85,0.85,260531,786416,2186493,0,0,0
62849964000166,SANTANDER PB MADRID INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-11-01,9,202603,2026-08-04,10276193,10212514,10212514,0.5968,6095188,6086854,6079702,0.67,0.67,0.67,747197,755530,762682,1,0,0
53602540000101,ICATU VANGUARDA VC FIF - CLASSE DE INVESTIMENTO INCENTIVADO EM INFRA RENDA FIXA - RESP LIMITADA,Icatu,2024-03-01,29,202603,2026-08-04,73562242,72362983,72362983,0.8516,61625304,60766576,59787628,0.85,0.85,0.85,0,741960,1720908,1,0,0
54334448000170,KINFRA KINEA FIF - FUNDO INC INVEST DEB DE INFRAESTRUTURA RF CP - RESP LIMITADA,Kinea,2024-03-01,29,202603,2026-08-04,104177595,104018452,104018452,0.8572,89166040,87711966,86317022,0.85,0.85,0.85,0,703718,2098662,0,0,0
54713770000100,CG FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,IAM,2024-04-01,28,202603,2026-08-04,26063053,25898539,25898539,0.8276,21433582,21311541,21169261,0.85,0.85,0.85,580176,702217,844497,1,0,0
62662727000191,AQUASTAR FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2025-09-01,11,202603,2026-08-04,29501073,29379500,29379500,0.6508,19121529,18993393,18757754,0.67,0.67,0.67,562736,690872,926511,0,0,0
62140128000108,RB DEBÊNTURES INCENTIVADAS INFLAÇÃO MASTER FIF RENDA FIXA INVESTIMENTO EM INFRA - RESP LIMITADA,RB Asset,2025-09-01,11,202603,2026-08-04,19190210,18733357,18733357,0.6353,11901918,11860581,11532202,0.67,0.67,0.67,649431,690767,1019147,0,0,0
35491073000108,INGAZINHO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,89963611,89696152,89696152,0.8571,76875715,75551159,74269003,0.85,0.85,0.85,0,690570,1972726,0,0,0
43122009000188,MAKTOUB FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,247571092,246837822,246837822,0.862,212776272,209148217,205643776,0.85,0.85,0.85,0,663931,4168372,0,0,0
55112451000102,COALLA FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,BTG WM,2024-07-01,25,202603,2026-08-04,18884130,21293068,18884130,0.833,15729992,15403769,15180198,0.85,0.85,0.85,321518,647741,871312,0,0,0
54277489000172,TREVISO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-03-01,29,202603,2026-08-04,40829022,40333614,40333614,0.8403,33892496,33641633,33317739,0.85,0.85,0.85,391076,641939,965833,0,0,0
44212650000176,G&J FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA,BTG WM,2023-01-01,43,202603,2026-08-04,79894535,79754605,79754605,0.8671,69153269,67151361,63709128,0.85,0.85,0.85,0,640053,4082286,1,0,0
60096297000162,JOURNEY CAPITAL 90 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Journey,2025-05-01,15,202603,2026-08-04,4969829,4986062,4969829,0.6422,3191507,2701823,1969159,0.67,0.67,0.85,138279,627962,2255196,1,0,0
55299651000116,ESTRUTURA FUND FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-06-01,26,202603,2026-08-04,70458502,77708237,70458502,0.8451,59541370,59272416,58688641,0.85,0.85,0.85,348356,617310,1201085,0,0,0
57010267000187,FIF - CLASSE DE INVESTIMENTO  RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA BORGOTARO,BRAM,2024-09-01,23,202603,2026-08-04,23631714,23367437,23367437,0.8241,19256861,19247092,19226253,0.67,0.85,0.85,0,615229,636069,1,0,0
45081835000151,BB USBACK RF FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,BB Asset,2023-01-01,43,202603,2026-08-04,79811333,79471173,79471173,0.8497,67525790,66938119,63937218,0.85,0.85,0.85,24708,612378,3613279,1,0,0
55563583000150,G5 ROLAND GARROS FIF RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,G5,2025-07-01,13,202603,2026-08-04,83438305,82244026,82244026,0.6722,55283680,54499904,53888155,0.67,0.67,0.85,0,603593,16019267,0,0,0
54391780000177,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADA INVESTIMENTO EM INFRA G5 CASA DE FERRO,G5,2024-03-01,29,202603,2026-08-04,13517254,13198187,13198187,0.8289,10939865,10615720,10399095,0.85,0.85,0.85,278594,602739,819364,1,0,0
49001440000152,BLUE HILL FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,BTG WM,2023-03-01,41,202603,2026-08-04,22552518,22304074,22304074,0.8366,18660468,18366847,17895700,0.85,0.85,0.85,297995,591616,1062763,0,0,0
37893263000187,PAPACALU KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,122509591,122256486,122256486,0.8601,105149369,103335460,101645939,0.85,0.85,0.85,0,582554,2272074,0,0,0
37750682000160,G5 MONTREAL FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,G5,2023-01-01,43,202603,2026-08-04,55033246,54326442,54326442,0.8573,46575558,45599775,44423002,0.85,0.85,0.85,0,577701,1754474,1,0,0
44417248000128,WHISKY INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2023-01-01,43,202603,2026-08-04,42183842,41662101,41662101,0.8457,35233108,34870373,33898500,0.85,0.85,0.85,179678,542412,1514286,1,0,0
54794799000164,SANTANDER PB JPL INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA INFLAÇÃO - FIF RESP LIMITADA,San WM,2024-06-01,26,202603,2026-08-04,11790044,11828441,11790044,0.8192,9658412,9485538,8956017,0.85,0.85,0.85,363126,536000,1065521,1,0,0
64106556000140,JMBI MASTER FUNDO DE INVESTIMENTO INCENTIVADO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,Jive,2025-12-01,8,202603,2026-08-04,442517068,435927585,435927585,0.674,293800150,291573790,286132295,0.67,0.67,0.67,0,497692,5939187,0,0,0
42619279000136,BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,BB Asset,2023-01-01,43,202603,2026-08-04,123288986,121085368,121085368,0.8532,103312470,102426425,97248843,0.85,0.85,0.85,0,496138,5673719,0,0,0
63005076000120,SANTANDER PB HP INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-10-01,10,202603,2026-08-04,38208105,34977765,34977765,0.6578,23007961,22953664,22903930,0.67,0.67,0.67,427141,481438,531172,1,0,0
55945272000156,MAG FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,MAG,2024-08-01,24,202603,2026-08-04,19397703,18980597,18980597,0.8352,15851832,15652574,14137769,0.85,0.85,0.85,281675,480933,1995738,0,0,0
32044389000163,G3 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,149304707,148854217,148854217,0.8616,128247230,126047557,123964157,0.85,0.85,0.85,0,478528,2561927,0,0,0
48553311000104,ZOOX FIF INV EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,Safra Asset,2024-07-01,25,202603,2026-08-04,17416404,17566597,17416404,0.8228,14329399,14329399,14329399,0.85,0.85,0.85,474545,474545,474545,0,0,0
54278859000196,TANGARÁ FIF -FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRÉD PRIV - RESP LIMITADA,IAM,2024-03-01,29,202603,2026-08-04,21575675,21446487,21446487,0.8333,17870816,17771392,17653132,0.85,0.85,0.85,358698,458122,576382,1,0,0
60742631000108,SANTANDER PB PRIME INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,San WM,2025-05-01,15,202603,2026-08-04,19288945,19322102,19288945,0.6483,12505936,12484609,12460199,0.67,0.67,0.85,417657,438984,3935404,0,0,0
60841575000169,CONVAIR FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2025-05-01,15,202603,2026-08-04,24962690,24461245,24461245,0.6976,17064938,15994967,13146294,0.67,0.67,0.85,0,394067,7645764,1,0,0
41763312000134,LM KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,140849607,140428394,140428394,0.862,121053550,118978730,116998349,0.85,0.85,0.85,0,385405,2365786,0,0,0
62911331000130,JAE 2 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2025-10-01,10,202603,2026-08-04,20228461,19612539,19612539,0.6996,13721122,12757074,12158620,0.67,0.67,0.67,0,383327,981781,1,0,0
57136671000100,FIF - CI EM RENDA FIXA INCENTIVADO EM INFRAESTRUTURA KNOWLEDGE,BRAM,2024-09-01,23,202603,2026-08-04,105853029,129608627,105853029,0.8469,89649938,89598349,89353015,0.67,0.85,0.85,0,376726,622060,1,0,0
55894683000160,LENDINARA DEBENTURE FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-08-01,24,202603,2026-08-04,16165939,16028676,16028676,0.8334,13357977,13264235,13161503,0.85,0.85,0.85,266397,360140,462871,0,0,0
50435660000173,LOBO-GUARÁ FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA,Safra Asset,2023-05-01,39,202603,2026-08-04,13716405,13211864,13211864,0.8364,11050687,10870262,10558698,0.85,0.85,0.85,179398,359823,671387,1,0,0
56886777000150,BANDEIRANTES II FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITADA,Inter,2024-09-01,23,202603,2026-08-04,47748410,47148888,47148888,0.8567,40390158,39718023,38934114,0.67,0.85,0.85,0,358532,1142440,1,0,0
61800420000147,JOURNEY CAPITAL 25 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Journey,2025-07-01,13,202603,2026-08-04,5927570,5820015,5820015,0.6634,3860775,3561504,3375644,0.67,0.67,0.85,38635,337906,1571369,0,0,0
54384400000177,BRADESCO FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA APOLO 3,BRAM,2024-05-01,27,202603,2026-08-04,30425563,30088860,30088860,0.8403,25283404,25245133,25195751,0.85,0.85,0.85,292127,330398,379780,0,0,0
41091044000151,PCPAYV FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA,Safra Asset,2023-01-01,43,202603,2026-08-04,41734111,40531112,40531112,0.8547,34642623,34121633,33767729,0.85,0.85,0.85,0,329812,683717,0,0,0
54008556000153,KINEA INCENTIVADO COLABORADORES FIF - FUNDO INCENTIVADO EM INV EM DEB INFRA RF CRÉD PRIV - RESP LTDA,Kinea,2024-03-01,29,202603,2026-08-04,21481292,20206046,20206046,0.848,17134942,16849427,16576541,0.85,0.85,0.85,40197,325712,598598,0,0,0
54029274000132,SHELBY KINEA FIF - FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRÉD PRIV - RESPONSABILIDADE LIMITADA,Kinea,2024-03-01,29,202603,2026-08-04,57562071,57468874,57468874,0.8585,49335792,48552277,47797574,0.85,0.85,0.85,0,296265,1050969,0,0,0
61845849000150,LEOFER FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Être-Davos,2025-09-01,11,202603,2026-08-04,33435397,32886795,32886795,0.6755,22216240,21742643,19648430,0.67,0.67,0.67,0,291509,2385722,1,0,0
54976744000175,S24 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Portofino,2024-05-01,27,202603,2026-08-04,20177600,19938171,19938171,0.8411,16769306,16656498,16367445,0.85,0.85,0.85,178140,290948,580000,1,0,0
30998213000115,PANAMÁ KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,111814001,111680359,111680359,0.8617,96235902,94638928,93121342,0.85,0.85,0.85,0,289377,1806963,0,0,0
62771190000106,SANTANDER PB CASTANHEIRA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-10-01,10,202603,2026-08-04,23962063,23943051,23943051,0.6595,15791309,15757278,15726638,0.67,0.67,0.67,250535,284567,315206,1,0,0
31908005000140,G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA  RENDA FIXA,G5,2023-01-01,43,202603,2026-08-04,36953341,36381954,36381954,0.868,31581068,30641474,29721117,0.85,0.85,0.85,0,283187,1203543,1,0,0
50019162000140,PORTO BAOBA MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,Porto Asset,2023-03-01,41,202603,2026-08-04,45168552,43503681,43503681,0.8512,37031704,36700045,35334131,0.85,0.85,0.85,0,278083,1643998,1,0,0
38489240000174,ROMANEE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA REF CRÉD PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,60588749,60476952,60476952,0.8602,52020863,51133579,50315167,0.85,0.85,0.85,0,271830,1090243,0,0,0
63022260000188,SANTANDER PB FORTE DEI MARMI II INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-10-01,10,202603,2026-08-04,11290528,10940535,10940535,0.6468,7076409,7060162,7045796,0.67,0.67,0.67,253750,269996,284362,1,0,0
42102181000107,ZURIQUE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,BTG WM,2023-01-01,43,202603,2026-08-04,11809116,11692189,11692189,0.8429,9855632,9669928,9511559,0.85,0.85,0.85,82729,268433,426801,0,0,0
52449950000100,V3 CORP FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2023-10-01,34,202603,2026-08-04,26944573,26280068,26280068,0.8505,22350460,22079101,20915293,0.85,0.85,0.85,0,258957,1422764,1,0,0
60742779000142,SANTANDER PB CALAMECCA INVESTIMENTO EM INFRA RF - FIF RESP LIMITADA,San WM,2025-06-01,14,202603,2026-08-04,35656562,34527238,34527238,0.6635,22907529,22874564,22308993,0.67,0.67,0.85,225721,258686,7039159,0,0,0
32045039000111,PRATA 51 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRÉD PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,126549908,126336721,126336721,0.8625,108971507,107131888,105417762,0.85,0.85,0.85,0,254325,1968451,0,0,0
47562268000180,PSL 2 FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2023-01-01,43,202603,2026-08-04,9577046,9440621,9440621,0.9306,8785130,7771956,7216471,0.85,0.85,0.85,0,252572,808057,1,0,0
54008247000183,RIVIERA GB FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,IAM,2024-04-01,28,202603,2026-08-04,16831262,16725168,16725168,0.8402,14052153,13966148,13868816,0.85,0.85,0.85,164239,250245,347576,1,0,0
41776635000162,CAAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,76343238,76255861,76255861,0.8611,65662737,64572416,63521428,0.85,0.85,0.85,0,245066,1296054,0,0,0
51637886000110,SUELO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-08-01,36,202603,2026-08-04,46224497,46195549,46195549,0.8591,39688025,39021754,38378836,0.85,0.85,0.85,0,244462,887381,0,0,0
45088665000137,ALETHEIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,WHG,2023-01-01,43,202603,2026-08-04,35146453,34334572,34334572,0.8581,29461659,28945345,27124179,0.85,0.85,0.85,0,239042,2060208,1,0,0
53177632000191,2 MENINOS FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA  RF CRÉD PRIV - RESP LIMITADA,IAM,2023-12-01,32,202603,2026-08-04,25529101,24948148,24948148,0.8458,21101655,20968054,20812014,0.85,0.85,0.85,104271,237872,393912,1,0,0
62340543000105,JOMITESI FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,BRAM,2025-10-01,10,202603,2026-08-04,39190041,37949185,37949185,0.6642,25207278,25193388,25178504,0.67,0.67,0.67,218675,232566,247449,0,0,0
61240697000162,LUPA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA,XPG,2025-06-01,14,202603,2026-08-04,24591763,23093760,23093760,0.6661,15383243,15242238,15093908,0.67,0.67,0.85,89577,230582,4535788,0,0,0
54248494000157,OCTOGONAL INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,BTG WM,2024-03-01,29,202603,2026-08-04,56099499,54725335,54725335,0.8493,46480297,46286723,46123902,0.85,0.85,0.85,36238,229812,392634,0,0,0
63383901000120,SANTANDER PB DOMUS KINCSEN INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,San WM,2025-11-01,9,202603,2026-08-04,14111771,13780029,13780029,0.6561,9040656,9004621,8960085,0.67,0.67,0.67,191963,227998,272534,1,0,0
41710563000150,PIRACAIA KINEA FUNDO DE INV FINANCEIRO FUNDO INCENTIVADO EM INV EM DEB INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,94103264,93712886,93712886,0.8615,80735324,79432386,78181470,0.85,0.85,0.85,0,223567,1474483,0,0,0
51058091000157,RP INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2023-06-01,38,202603,2026-08-04,34031162,33422325,33422325,0.8582,28684139,28190022,27720660,0.85,0.85,0.85,0,218954,688316,0,0,0
37319460000197,LONGEVITATE KINEA FIF FUNDO INCENTIVADO EM INV EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,38603959,38530756,38530756,0.8586,33083419,32551793,32037513,0.85,0.85,0.85,0,199350,713630,0,0,0
50860797000175,MARESIAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2023-06-01,38,202603,2026-08-04,61027893,60858146,60858146,0.8613,52415927,51530964,50683555,0.85,0.85,0.85,0,198460,1045869,0,0,0
35650677000150,OROBÓ KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,111675679,111508152,111508152,0.8625,96178742,94584222,93113772,0.85,0.85,0.85,0,197708,1668158,0,0,0
49489422000161,BALENO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-03-01,41,202603,2026-08-04,52087273,51921856,51921856,0.8612,44713627,43935951,43201254,0.85,0.85,0.85,0,197626,932324,0,0,0
26725116000181,PASÁRGADA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,IAM,2023-01-01,43,202603,2026-08-04,24460954,24338220,24338220,0.8547,20802957,20494140,19970396,0.85,0.85,0.85,0,193347,717091,0,0,0
61948797000148,RIZA EVORA HEDGE DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RF,Riza,2025-08-01,12,202603,2026-08-04,20669876,17510845,17510845,0.6615,11583226,11541590,11499724,0.67,0.67,0.85,149040,190676,3384495,0,0,0
55101260000145,BOCAINA INFRA 60 INSTITUCIONAL MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA,Bocaina,2024-06-01,26,202603,2026-08-04,10124065,10227967,10124065,0.85,8605021,8416449,8357027,0.85,0.85,0.85,435,189006,248428,0,0,0
49001109000132,ARBA FIF - CLASSE DE  INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA,BTG WM,2023-02-01,42,202603,2026-08-04,32614311,32119785,32119785,0.8549,27457835,27114869,26308356,0.85,0.85,0.85,0,186948,993461,1,0,0
59655691000104,SANTANDER PB FAMA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESPONSABILIDADE LIMITADA,San WM,2025-04-01,16,202603,2026-08-04,19832134,20113784,19832134,0.691,13704962,13112983,13001014,0.67,0.67,0.85,0,174547,3856300,1,0,0
61837406000118,BB RIBEIRÃO INFRA RENDA FIXA FUNDO INCENTIVADO DE INVEST FINAN EM INFRAESTRUTURA RESP LIMITADA,BB Asset,2025-09-01,11,202603,2026-08-04,15048028,14214865,14214865,0.661,9396593,9350330,8534042,0.67,0.67,0.67,127367,173630,989918,0,0,0
40897052000127,FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA BEMAIS -RESP LIMITADA,BTG WM,2023-01-01,43,202603,2026-08-04,12641329,12521514,12521514,0.8616,10788927,10473170,10036892,0.85,0.85,0.85,0,170117,606395,0,0,0
58140887000101,G5 MAKTUB II FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,G5,2024-12-01,20,202603,2026-08-04,46691714,46159692,46159692,0.8591,39654292,39069131,38525095,0.67,0.85,0.85,0,166607,710643,0,0,0
54436219000167,GARDÊNIA FIF - CLASSE DE INVESTIMENTO RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,BRAM,2024-05-01,27,202603,2026-08-04,46871464,45185153,45185153,0.8483,38331880,38257092,37824916,0.85,0.85,0.85,75499,150288,582464,0,0,0
32320609000134,HUAYNA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,66808427,66595437,66595437,0.8629,57466757,56458050,55530968,0.85,0.85,0.85,0,148071,1075153,0,0,0
53991752000128,JACARAÍPE KINEA FIF - FND INC EM INVEST EM DEB DE INFRA RF CRED PRIV - RESP LIMITADA,Kinea,2024-03-01,29,202603,2026-08-04,28649488,28621651,28621651,0.859,24585033,24191457,23824849,0.85,0.85,0.85,0,136947,503555,0,0,0
52259535000185,GROELÂNDIA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,XPG,2024-03-01,29,202603,2026-08-04,140739293,138373333,138373333,0.8536,118111170,117482282,116142145,0.85,0.85,0.85,0,135051,1475188,1,0,0
57535658000115,INFRATREE II FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRED PRIV RESP LIMITADA,IAM,2025-07-01,13,202603,2026-08-04,21286140,21153355,21153355,0.6713,14200486,14038544,13814918,0.67,0.67,0.85,0,134203,4165434,0,0,0
61182281000135,QUATTUOR FRATER II FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,Brainvest,2025-06-01,14,202603,2026-08-04,36029711,35503169,35503169,0.6733,23903106,23658942,23403455,0.67,0.67,0.85,0,128182,6774239,1,0,0
50076958000134,SAFE HAVEN INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA,Kinea,2023-04-01,40,202603,2026-08-04,55938032,55880702,55880702,0.8619,48165458,47370945,46614732,0.85,0.85,0.85,0,127652,883864,0,0,0
43122090000104,ORION KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CP RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,44979700,44843374,44843374,0.8624,38672890,37990097,37357834,0.85,0.85,0.85,0,126770,759034,0,0,0
32044741000160,DEGAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,Kinea,2023-01-01,43,202603,2026-08-04,68378410,68154970,68154970,0.8633,58837531,57808751,56857012,0.85,0.85,0.85,0,122974,1074712,0,0,0
34370754000155,CORLETO PERTICARA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,XPG,2023-01-01,43,202603,2026-08-04,27299523,26910938,26910938,0.8516,22917219,22752545,22693199,0.85,0.85,0.85,0,121752,181098,0,0,0
62489908000168,INVI KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,Kinea,2025-09-01,11,202603,2026-08-04,20638366,20529974,20529974,0.6761,13879676,13637532,13410750,0.67,0.67,0.67,0,117551,344333,0,0,0
