Dia,Gestor_Apelido,Captacao,Resgate,Liquido,PL,Num_Fundos
2026-06-05,"Tenax",50200,1994000,-1943800,342458551.34,1
2026-06-05,"Tivio",0,148051.13,-148051.13,309597972.37,5
2026-06-05,"Tori 21",0,0,0,14651514.51,1
2026-06-05,"Trígono",0,29000,-29000,40658321.94,1
2026-06-05,"Turim",0,0,0,140516981.26,3
2026-06-05,"UBS",0,26417625.64,-26417625.64,7309221299.77,77
2026-06-05,"Valia",6256.46,6256.46,0,93859821.42,1
2026-06-05,"Valora",169000,10721986.98,-10552986.98,510370756.3,2
2026-06-05,"Vêneto",0,0,0,27579976.19,1
2026-06-05,"Vinci",0,8509323.2,-8509323.2,2108602841.66,5
2026-06-05,"Vinland",766183.95,91250970.65,-90484786.7,4626726774.5,9
2026-06-05,"WHG",139431.99,0,139431.99,69536138.88,2
2026-06-05,"XPG",901811.35,40439144.98,-39537333.63,7576642205.13,45
2026-06-05,"YVY",0,0,0,186187207.53,1
2026-06-08,"4UM",0,0,0,74561409.51,1
2026-06-08,"Absolute",3462785.1,132766631.21,-129303846.11,11674481717.66,12
2026-06-08,"Ace",0,1775000,-1775000,23336022.01,1
2026-06-08,"AF Invest",0,0,0,368520882.21,4
2026-06-08,"Altera",0,2035000,-2035000,182663934.35,3
2026-06-08,"Andbank",0,0,0,107880091.17,2
2026-06-08,"ARX",21067615.74,37432926.11,-16365310.37,5911272535.16,9
2026-06-08,"ASA",216800,0,216800,94035069.38,3
2026-06-08,"Asset 1",0,740000,-740000,113631973.24,2
2026-06-08,"Atena",0,0,0,30522223.77,1
2026-06-08,"Augme",0,7704552.98,-7704552.98,482504530.88,2
2026-06-08,"AZ Quest",135406.84,3635942.95,-3500536.11,757252830.98,3
2026-06-08,"BB Asset",2954076.24,77008883.06,-74054806.82,20106200154.78,93
2026-06-08,"BBM Asset",0,264743.12,-264743.12,169511305.66,2
2026-06-08,"BDR",0,0,0,171477732.01,2
2026-06-08,"Black Swan",0,0,0,22606002.94,1
2026-06-08,"Bocaina",737000,979000,-242000,1059871534.21,9
2026-06-08,"BR Partners",0,0,0,713493091.38,14
2026-06-08,"Brainvest",0,0,0,48417642.8,2
2026-06-08,"BRAM",13228830.23,126951705.79,-113722875.56,28918016235.33,80
2026-06-08,"BTG Asset",6280323.83,51919736.36,-45639412.53,7224273259.99,13
2026-06-08,"BTG WM",20541828.85,1398125865.38,-1377584036.53,15492380787.32,219
2026-06-08,"Butiá",0,65913.14,-65913.14,14259548.02,1
2026-06-08,"BV Asset",0,0,0,102810385.24,1
2026-06-08,"Capitânia",184823.05,1461891.73,-1277068.68,2776049639.75,14
2026-06-08,"Citrino",0,0,0,70613262.83,1
2026-06-08,"Daycoval",241200,300394.47,-59194.47,407607943.8,4
2026-06-08,"Daycoval Asset",0,0,0,106527589.88,1
2026-06-08,"Douro",0,3000000,-3000000,35685811.51,2
2026-06-08,"Drys",0,0,0,23560087.78,1
2026-06-08,"EQI",19172.03,352358.26,-333186.23,106113627.08,1
2026-06-08,"Être-Davos",0,0,0,32521190.95,1
2026-06-08,"Exes",0,0,0,42582615.03,1
2026-06-08,"FAR",0,0,0,6869598.3,1
2026-06-08,"Franklin Templeton",0,0,0,255289591.47,1
2026-06-08,"G5",0,302500,-302500,2218892713.66,46
2026-06-08,"Galapagos",0,808687.15,-808687.15,138560294.82,2
2026-06-08,"Galt",0,0,0,167194297.3,2
2026-06-08,"GV Atacama",0,0,0,15557083.29,1
2026-06-08,"Heritage",0,2500000,-2500000,59470708.95,1
2026-06-08,"IAM",17475158.55,248248705.62,-230773547.07,83566840483.94,310
2026-06-08,"Ibuina",1052564.09,19677419.65,-18624855.56,1046942550.18,2
2026-06-08,"Icatu",10352734.4,42714896.34,-32362161.94,5177766929.59,15
2026-06-08,"Inter",634303.84,4804912.85,-4170609.01,1082522214.24,5
2026-06-08,"Iridium",7325.98,12799.76,-5473.78,147523735.46,2
2026-06-08,"ITAU Tsy",397451999.97,0,397451999.97,26142762254.99,2
2026-06-08,"Jera",0,0,0,33226528.5,1
2026-06-08,"JGP",294972.04,21386388.18,-21091416.14,3738210556.39,9
2026-06-08,"Jive",0,0,0,437196946.23,1
2026-06-08,"Journey",15313.99,111397.22,-96083.23,120161232.39,10
2026-06-08,"Kinea",1254500,1192000,62500,13899392243.55,189
2026-06-08,"Lakewood",0,0,0,133800235.49,2
2026-06-08,"Legacy",1481285.8,22417915.77,-20936629.97,3907725871.42,9
2026-06-08,"MAG",0,0,0,19043631.09,1
2026-06-08,"Maud",0,0,0,68494377.61,1
2026-06-08,"Mirabaud",300000,0,300000,37426779.93,1
2026-06-08,"MMZR",0,0,0,10206833.81,1
2026-06-08,"Monte Azul",0,0,0,23243487.16,1
2026-06-08,"Monte Bravo",0,0,0,55822125.28,2
2026-06-08,"Navi",0,0,0,9634544.64,1
2026-06-08,"Newave",0,0,0,48798894.57,1
2026-06-08,"Nikos",121300.26,4284059.61,-4162759.35,209999849.86,3
2026-06-08,"Novus",0,3990000,-3990000,189447718.56,1
2026-06-08,"Nu Asset",0,0,0,102943429.92,1
2026-06-08,"Occam",5000,12805645.55,-12800645.55,1732421047.16,5
2026-06-08,"Opportunity",0,0,0,31192135.34,1
2026-06-08,"Oriz",0,0,0,338142344.67,13
2026-06-08,"Paramis",0,1499999.99,-1499999.99,159322974.37,2
2026-06-08,"Pátria",0,0,0,34348767.41,1
2026-06-08,"Perfin",0,0,0,621493473.57,5
2026-06-08,"Persevera",0,0,0,26086807.48,1
2026-06-08,"Plural",0,16164196.24,-16164196.24,1746522326.96,7
2026-06-08,"Porto Asset",0,230112.19,-230112.19,90497475.9,2
2026-06-08,"Portofino",0,0,0,347810339.95,10
2026-06-08,"Principal",0,0,0,8598863.26,1
2026-06-08,"Proteus",0,20920000,-20920000,500075235.48,1
2026-06-08,"Rafter",0,0,0,346820666.33,3
2026-06-08,"RB Asset",415000,14289335,-13874335,1099230754.65,6
2026-06-08,"RBR",0,0,0,120613547.45,2
2026-06-08,"Rio Bravo",0,237572.64,-237572.64,126390869.45,3
2026-06-08,"Riza",0,6640061.49,-6640061.49,571178514.95,4
2026-06-08,"Root",0,0,0,196071452.43,1
2026-06-08,"Rubik",0,0,0,51986175.11,1
2026-06-08,"Safra Asset",140150,13839248.62,-13699098.62,7636569978.62,67
2026-06-08,"SAM",5792587.05,80634500,-74841912.95,11180588416.24,9
2026-06-08,"San Tsy",0,0,0,19267713718.86,2
2026-06-08,"San WM",73.24,7191629.39,-7191556.15,6559969148.3,140
2026-06-08,"Scalare",0,0,0,1785081339.62,3
2026-06-08,"Seven Pounds",0,0,0,45462925.31,1
2026-06-08,"Somma",300,7509.65,-7209.65,14497074.97,1
2026-06-08,"Sonata",0,0,0,105228631.8,1
2026-06-08,"Sparta",1846187.71,32337276.46,-30491088.75,9855410641.7,19
2026-06-08,"SPX",11000,27133573.59,-27122573.59,1272325941.97,4
2026-06-08,"STK",0,0,0,27041175.99,1
2026-06-08,"Sulamérica",147600,4664772.12,-4517172.12,1485635688.34,5
2026-06-08,"Suno",0,0,0,69818549.61,2
2026-06-08,"SVN",168357.95,2401188.35,-2232830.4,302213378.77,1
2026-06-08,"SWM",0,0,0,522305250.9,4
2026-06-08,"TAG",0,0,0,60681359.88,1
2026-06-08,"Tenax",6879.27,2660000,-2653120.73,339363566.62,1
2026-06-08,"Tivio",0,52064.07,-52064.07,309046450.43,5
2026-06-08,"Tori 21",0,0,0,14606083.77,1
2026-06-08,"Trígono",1190.26,0,1190.26,40611542.81,1
2026-06-08,"Turim",0,0,0,140171110.52,3
2026-06-08,"UBS",0,15036664.43,-15036664.43,7286079490.47,77
2026-06-08,"Valia",1356.62,1356.62,0,93632650.29,1
2026-06-08,"Valora",0,7555730.84,-7555730.84,503158700.39,2
2026-06-08,"Vêneto",0,0,0,27519166.17,1
2026-06-08,"Vinci",794000,5876679.54,-5082679.54,2093567010.79,5
2026-06-08,"Vinland",418900,81521055.64,-81102155.64,4543589090.28,9
2026-06-08,"WHG",0,0,0,69411276.35,2
2026-06-08,"XPG",1871636.39,35566427.7,-33694791.31,7545738883.93,45
2026-06-08,"YVY",0,0,0,186109671.08,1
2026-06-09,"4UM",0,0,0,74612058.58,1
2026-06-09,"Absolute",15486500.59,1000,15485500.59,11701933409.5,12
2026-06-09,"Ace",0,0,0,23367913.74,1
2026-06-09,"AF Invest",0,0,0,368894370.19,4
2026-06-09,"Altera",2000000,15000,1985000,184770482.4,3
2026-06-09,"Andbank",0,0,0,107941676.88,2
2026-06-09,"ARX",3514583.22,0,3514583.22,5919113986.55,9
2026-06-09,"ASA",0,0,0,94072955.26,3
2026-06-09,"Asset 1",0,500000,-500000,113238521.39,2
2026-06-09,"Atena",0,0,0,30558371.3,1
2026-06-09,"Augme",0,0,0,483023109.68,2
2026-06-09,"AZ Quest",32887.33,459170.91,-426283.58,757123194.75,3
2026-06-09,"BB Asset",20003396.69,36434093.92,-16430697.23,20115535144.75,93
2026-06-09,"BBM Asset",2500,38858.06,-36358.06,169576376.07,2
2026-06-09,"BDR",0,0,0,171666175.53,2
2026-06-09,"Black Swan",0,0,0,22630494.07,1
2026-06-09,"Bocaina",430000,553000.01,-123000.01,1059544369.01,9
2026-06-09,"BR Partners",0,0,0,714118355.61,14
2026-06-09,"Brainvest",0,0,0,48457856.58,2
2026-06-09,"BRAM",54378584.59,138823558.9,-84444974.31,28867382506.77,80
2026-06-09,"BTG Asset",3453843.73,11662801.34,-8208957.61,7222838516.02,13
2026-06-09,"BTG WM",1630000,17012195.14,-15382195.14,15486279620.03,219
2026-06-09,"Butiá",0,0,0,14267257.85,1
2026-06-09,"BV Asset",0,0,0,102793087.83,1
2026-06-09,"Capitânia",120275.14,589260.94,-468985.8,2775451899.85,14
2026-06-09,"Citrino",0,0,0,70697345.84,1
2026-06-09,"Daycoval",816300,42969.89,773330.11,408616498.63,4
2026-06-09,"Daycoval Asset",0,0,0,106643866.11,1
2026-06-09,"Douro",0,0,0,35712174.98,2
2026-06-09,"Drys",0,0,0,23560293.41,1
2026-06-09,"EQI",16283.48,200993.46,-184709.98,106119716,1
2026-06-09,"Être-Davos",0,0,0,32545670.58,1
2026-06-09,"Exes",0,400000,-400000,42173543.45,1
2026-06-09,"FAR",0,0,0,6870501.74,1
2026-06-09,"Franklin Templeton",0,0,0,255409888.13,1
2026-06-09,"G5",0,3569500,-3569500,2216796517.6,46
2026-06-09,"Galapagos",0,0,0,138563891.81,2
2026-06-09,"Galt",0,0,0,167517393.86,2
2026-06-09,"GV Atacama",0,0,0,15556462.29,1
2026-06-09,"Heritage",0,0,0,59547214.18,1
2026-06-09,"IAM",12928146.1,136858001.44,-123929855.34,83518371736.19,309
2026-06-09,"Ibuina",2670068.46,0,2670068.46,1050649920.83,2
2026-06-09,"Icatu",4575800,13505000,-8929200,5169703434.9,15
2026-06-09,"Inter",186325.01,4956566.01,-4770241,1078435470.51,5
2026-06-09,"Iridium",66960.26,0,66960.26,147658607.88,2
2026-06-09,"ITAU Tsy",0,0,0,26134470753.35,2
2026-06-09,"Jera",0,0,0,33247886.05,1
2026-06-09,"JGP",2174900.52,254262.15,1920638.37,3744596896.85,9
2026-06-09,"Jive",0,0,0,437031881.84,1
2026-06-09,"Journey",419650.98,18505.58,401145.4,120679720.81,10
2026-06-09,"Kinea",480500,622324.3,-141824.3,13894302370.88,189
2026-06-09,"Lakewood",0,0,0,133868474.45,2
2026-06-09,"Legacy",617015.3,20509946.39,-19892931.09,3889680001,9
2026-06-09,"MAG",0,0,0,19050179.26,1
2026-06-09,"Maud",0,0,0,68538042.58,1
2026-06-09,"Mirabaud",0,0,0,37444828.45,1
2026-06-09,"MMZR",0,0,0,10219809.1,1
2026-06-09,"Monte Azul",0,0,0,23231509.73,1
2026-06-09,"Monte Bravo",0,0,0,55893470.89,2
2026-06-09,"Navi",0,0,0,9626038.53,1
2026-06-09,"Newave",0,0,0,48722096.24,1
2026-06-09,"Nikos",151751.59,0,151751.59,210389701.37,3
2026-06-09,"Novus",0,0,0,189697553.41,1
2026-06-09,"Nu Asset",0,0,0,103083421.96,1
2026-06-09,"Occam",354634004.09,0,354634004.09,2089459229.2,5
2026-06-09,"Opportunity",0,0,0,31235043.98,1
2026-06-09,"Oriz",0,0,0,338401906.59,13
2026-06-09,"Paramis",0,0,0,159325503.55,2
2026-06-09,"Pátria",0,0,0,34338672.16,1
2026-06-09,"Perfin",0,0,0,621866596.32,5
2026-06-09,"Persevera",0,0,0,26122051.35,1
2026-06-09,"Plural",693806.87,1050000,-356193.13,1748126170.1,7
2026-06-09,"Porto Asset",27064.88,0,27064.88,90598246.99,2
2026-06-09,"Portofino",0,0,0,347998510.09,10
2026-06-09,"Principal",0,0,0,8606178.81,1
2026-06-09,"Proteus",0,10360000,-10360000,489264534.19,1
2026-06-09,"Rafter",0,0,0,347227854.26,3
2026-06-09,"RB Asset",300000,11382000,-11082000,1089082941.12,6
2026-06-09,"RBR",0,0,0,120410815.46,2
2026-06-09,"Rio Bravo",0,36695.48,-36695.48,126351612.19,3
2026-06-09,"Riza",0,0,0,571978485.25,4
2026-06-09,"Root",0,0,0,196208621.57,1
2026-06-09,"Rubik",0,0,0,52031452.05,1
2026-06-09,"Safra Asset",521906.83,0,521906.83,9179106005.48,68
2026-06-09,"SAM",5124820.66,40719780,-35594959.34,11164059308.05,9
2026-06-09,"San Tsy",0,0,0,19278115345.71,2
2026-06-09,"San WM",3000000,6813641.62,-3813641.62,6563824084.72,140
2026-06-09,"Scalare",0,0,0,1785841181.26,3
2026-06-09,"Seven Pounds",0,0,0,45460456.53,1
2026-06-09,"Somma",1000000,659.52,999340.48,15507358.81,1
2026-06-09,"Sonata",0,0,0,105335416.24,1
2026-06-09,"Sparta",2228824.91,19624.62,2209200.29,9863585769.34,19
2026-06-09,"SPX",157350.36,0,157350.36,1273670514.64,4
2026-06-09,"STK",0,0,0,27091980.13,1
2026-06-09,"Sulamérica",246500,0,246500,1487225219.13,5
2026-06-09,"Suno",0,0,0,69838318.76,2
2026-06-09,"SVN",466920.97,1600870.2,-1133949.23,301358036.59,1
2026-06-09,"SWM",0,0,0,522727370.18,4
2026-06-09,"TAG",0,0,0,60760785.11,1
2026-06-09,"Tenax",329567.71,0,329567.71,339751315.61,1
2026-06-09,"Tivio",0,0,0,309179523.27,5
2026-06-09,"Tori 21",0,0,0,14611119.14,1
2026-06-09,"Trígono",0,0,0,40628842.17,1
2026-06-09,"Turim",0,0,0,140375700.78,3
2026-06-09,"UBS",5736572.1,0,5736572.1,7300242939.82,77
2026-06-09,"Valia",2696.22,2696.22,0,93665190.61,1
2026-06-09,"Valora",0,0,0,503755444.22,2
2026-06-09,"Vêneto",0,0,0,27511721.56,1
2026-06-09,"Vinci",0,0,0,2091014939.94,5
2026-06-09,"Vinland",1382400,0,1382400,4546395902.11,9
2026-06-09,"WHG",73735.15,20000,53735.15,69499761.45,2
2026-06-09,"XPG",2296132.81,1050649.51,1245483.3,7554156658.7,45
2026-06-09,"YVY",0,0,0,186258442.44,1
2026-06-10,"4UM",0,0,0,74803173.64,1
2026-06-10,"Absolute",13013215.66,74882784.38,-61869568.72,11657165105.24,12
2026-06-10,"Ace",0,231000,-231000,23128318.59,1
2026-06-10,"AF Invest",0,0,0,369296346.15,4
2026-06-10,"Altera",0,0,0,185056499.68,3
2026-06-10,"Andbank",0,0,0,108258752.57,2
2026-06-10,"ARX",3303800.71,42973075.4,-39669274.69,5887109063.34,9
2026-06-10,"ASA",0,20643.26,-20643.26,94183780.37,3
2026-06-10,"Asset 1",0,240000,-240000,113163228.63,2
2026-06-10,"Atena",0,0,0,30669571.32,1
2026-06-10,"Augme",1222587.39,3147136.92,-1924549.53,482164539.33,2
2026-06-10,"AZ Quest",61537.3,1329898.76,-1268361.46,756598301.73,3
2026-06-10,"BB Asset",7362003.46,22940227.67,-15578224.21,20132862895.9,93
2026-06-10,"BBM Asset",356050.4,0,356050.4,170164013.54,2
2026-06-10,"BDR",0,0,0,171912389.31,2
2026-06-10,"Black Swan",0,0,0,22653258.48,1
2026-06-10,"Bocaina",31836,0,31836,1061498923.22,9
2026-06-10,"BR Partners",0,0,0,716325183.18,14
2026-06-10,"Brainvest",0,0,0,48604204.23,2
2026-06-10,"BRAM",5390910.88,100103887.68,-94712976.8,28825972755.69,80
2026-06-10,"BTG Asset",7300484.09,6974118.76,326365.33,7235957939.94,13
2026-06-10,"BTG WM",858523,1106586.4,-248063.4,15532698898.28,219
2026-06-10,"Butiá",0,3517.33,-3517.33,14288218.58,1
2026-06-10,"BV Asset",0,0,0,102889566.22,1
2026-06-10,"Capitânia",117889.15,139572.67,-21683.52,2782204753.44,14
2026-06-10,"Citrino",0,0,0,71008391.79,1
2026-06-10,"Daycoval",2352700,275478.27,2077221.73,411278819.1,4
2026-06-10,"Daycoval Asset",0,0,0,106750749.42,1
2026-06-10,"Douro",0,0,0,35805260.29,2
2026-06-10,"Drys",0,0,0,23617593.64,1
2026-06-10,"EQI",0,977256.18,-977256.18,105343397.56,1
2026-06-10,"Être-Davos",0,0,0,32632044.25,1
2026-06-10,"Exes",0,0,0,42288678.16,1
2026-06-10,"FAR",0,0,0,6886592.7,1
2026-06-10,"Franklin Templeton",0,0,0,255718526.47,1
2026-06-10,"G5",0,0,0,2223036107.12,46
2026-06-10,"Galapagos",0,0,0,138966845.53,2
2026-06-10,"Galt",0,0,0,167849513.18,2
2026-06-10,"GV Atacama",0,0,0,15601258.52,1
2026-06-10,"Heritage",0,0,0,59644114.15,1
2026-06-10,"IAM",12699733,195893226.89,-183193493.89,83492543640.92,310
2026-06-10,"Ibuina",646723.63,15021127.53,-14374403.9,1036463763.45,2
2026-06-10,"Icatu",41690,37876952.62,-37835262.62,5133482405.8,15
2026-06-10,"Inter",252365.73,1431277.59,-1178911.86,1079012752.5,5
2026-06-10,"Iridium",1600,235.34,1364.66,147877721.7,2
2026-06-10,"ITAU Tsy",0,0,0,26163337644.66,2
2026-06-10,"Jera",0,0,0,33369549.9,1
2026-06-10,"JGP",712017.32,3408480.08,-2696462.76,3746442006.11,9
2026-06-10,"Jive",0,0,0,437442340.53,1
2026-06-10,"Journey",278314.16,36877.67,241436.49,121048950.54,10
2026-06-10,"Kinea",595000,4407234.78,-3812234.78,13936974678.97,189
2026-06-10,"Lakewood",0,0,0,134171097.5,2
2026-06-10,"Legacy",486473.94,15109280.51,-14622806.57,3879108482.55,9
2026-06-10,"MAG",0,0,0,19094579.23,1
2026-06-10,"Maud",0,0,0,68626636.22,1
2026-06-10,"Mirabaud",0,0,0,37505439.92,1
2026-06-10,"MMZR",0,0,0,10246137.73,1
2026-06-10,"Monte Azul",0,0,0,23270871.31,1
2026-06-10,"Monte Bravo",0,0,0,56088725.35,2
2026-06-10,"Navi",0,0,0,9650901.74,1
2026-06-10,"Newave",0,0,0,48853000.89,1
2026-06-10,"Nikos",39200.16,3475694.35,-3436494.19,207036438.38,3
2026-06-10,"Novus",0,1730000,-1730000,188202078.75,1
2026-06-10,"Nu Asset",0,0,0,103485400.33,1
2026-06-10,"Occam",11312313.36,5822160.24,5490153.12,2097542495.03,5
2026-06-10,"Opportunity",0,0,0,31393220.29,1
2026-06-10,"Oriz",0,0,0,339548612.83,13
2026-06-10,"Paramis",0,0,0,159622941.6,2
2026-06-10,"Pátria",0,0,0,34427920.01,1
2026-06-10,"Perfin",0,0,0,623421202.77,5
2026-06-10,"Persevera",0,0,0,26182421.02,1
2026-06-10,"Plural",1016734.31,8472814.8,-7456080.49,1742337843.82,7
2026-06-10,"Porto Asset",0,0,0,90727006.18,2
2026-06-10,"Portofino",0,0,0,349008106.53,10
2026-06-10,"Principal",0,0,0,8627928.33,1
2026-06-10,"Proteus",0,10475000,-10475000,480434313.6,1
2026-06-10,"Rafter",128253.87,0,128253.87,347960358.89,3
2026-06-10,"RB Asset",837000,7444893,-6607893,1083827534.59,6
2026-06-10,"RBR",0,0,0,120635244.44,2
2026-06-10,"Rio Bravo",0,0,0,126612769.64,3
2026-06-10,"Riza",0,2777018.85,-2777018.85,569801859.14,4
2026-06-10,"Root",0,0,0,196862596.85,1
2026-06-10,"Rubik",0,0,0,52122724.77,1
2026-06-10,"Safra Asset",9176706.53,5194082.21,3982624.32,11729042237.51,74
2026-06-10,"SAM",4978072.76,50326220,-45348147.24,11137392984.46,9
2026-06-10,"San Tsy",0,0,0,19287978121.61,2
2026-06-10,"San WM",1200000,4224100,-3024100,6577286402.93,140
2026-06-10,"Scalare",0,0,0,1789877344.33,3
2026-06-10,"Seven Pounds",0,0,0,45549731.97,1
2026-06-10,"Somma",350,38142.56,-37792.56,15471256.65,1
2026-06-10,"Sonata",0,0,0,105589554.03,1
2026-06-10,"Sparta",2776563.38,17540093.86,-14763530.48,9860967875.79,19
2026-06-10,"SPX",5117908.92,11979518.21,-6861609.29,1268150879.47,4
2026-06-10,"STK",0,0,0,27164007.01,1
2026-06-10,"Sulamérica",23200,2332080.28,-2308880.28,1485530227.68,5
2026-06-10,"Suno",0,0,0,69896585.34,2
2026-06-10,"SVN",83594.47,1666054.57,-1582460.1,300376634.76,1
2026-06-10,"SWM",0,0,0,524201334.19,4
2026-06-10,"TAG",0,0,0,60966636.12,1
2026-06-10,"Tenax",2087031.75,2071000,16031.75,340072826.08,1
2026-06-10,"Tivio",0,311614.17,-311614.17,309378737.8,5
2026-06-10,"Tori 21",0,0,0,14634371.36,1
2026-06-10,"Trígono",0,0,0,40712907.81,1
2026-06-10,"Turim",0,0,0,140882461.26,3
2026-06-10,"UBS",5900000,9747871.47,-3847871.47,7307390158.92,77
2026-06-10,"Valia",13551.39,13551.39,0,93947576.38,1
2026-06-10,"Valora",0,3139914.25,-3139914.25,501377148.62,2
2026-06-10,"Vêneto",0,0,0,27589402.74,1
2026-06-10,"Vinci",0,2442155.52,-2442155.52,2090217327.21,5
2026-06-10,"Vinland",1351122.99,31533609.19,-30182486.2,4520569360.98,9
2026-06-10,"WHG",0,0,0,69644005.97,2
2026-06-10,"XPG",1435245.56,16966537.92,-15531292.36,7550589334.11,45
2026-06-10,"YVY",0,0,0,186971816.71,1
2026-06-11,"4UM",0,0,0,75444972.98,1
2026-06-11,"Absolute",5089849.14,61955109.23,-56865260.09,11581369043.39,12
2026-06-11,"Ace",0,1000,-1000,23221429.88,1
2026-06-11,"AF Invest",0,0,0,370188891.09,4
2026-06-11,"Altera",10000,0,10000,185426950.5,3
2026-06-11,"Andbank",0,0,0,109303987.28,2
2026-06-11,"ARX",2936519.34,24158532.1,-21222012.76,5887409846.77,9
2026-06-11,"ASA",0,0,0,94590930.08,3
2026-06-11,"Asset 1",0,1200000,-1200000,112187566.8,2
2026-06-11,"Atena",0,0,0,31094133.43,1
2026-06-11,"Augme",30000,1657908.02,-1627908.02,482808385.04,2
2026-06-11,"AZ Quest",6373.33,404935.4,-398562.07,758924187.48,3
2026-06-11,"BB Asset",3051185.05,59643016.88,-56591831.83,20136345868.03,93
2026-06-11,"BBM Asset",50000,30422.54,19577.46,170759065.32,2
2026-06-11,"BDR",0,0,0,172978151.05,2
2026-06-11,"Black Swan",0,0,0,22676048.04,1
2026-06-11,"Bocaina",401000,200000,201000,1076557609.1,9
2026-06-11,"BR Partners",0,0,0,724518930.17,14
2026-06-11,"Brainvest",0,0,0,49178299.61,2
2026-06-11,"BRAM",0.24,62676943.98,-62676943.74,28839909971.06,80
2026-06-11,"BTG Asset",3241091.33,23360101.96,-20119010.63,7254305258.29,13
2026-06-11,"BTG WM",50149920,21233712.32,28916207.68,15735341898.77,219
2026-06-11,"Butiá",150,10436.96,-10286.96,14383341.45,1
2026-06-11,"BV Asset",0,0,0,103047567.23,1
2026-06-11,"Capitânia",15243559.84,17403512.26,-2159952.42,2797820900.82,14
2026-06-11,"Citrino",0,0,0,72124220.53,1
2026-06-11,"Daycoval",973329.87,73542.13,899787.74,413621251.77,4
2026-06-11,"Daycoval Asset",0,0,0,106757768,1
2026-06-11,"Douro",0,0,0,36081408.67,2
2026-06-11,"Drys",0,0,0,23846031.96,1
2026-06-11,"EQI",5245,0,5245,105453667.21,1
2026-06-11,"Être-Davos",0,0,0,32939636.47,1
2026-06-11,"Exes",0,0,0,42781222.15,1
2026-06-11,"FAR",0,0,0,6961364.81,1
2026-06-11,"Franklin Templeton",0,0,0,256513198.45,1
2026-06-11,"G5",500000,137500,362500,2244448884.87,46
2026-06-11,"Galapagos",0,508327.71,-508327.71,140025406.14,2
2026-06-11,"Galt",0,0,0,168540544.75,2
2026-06-11,"GV Atacama",0,0,0,15709660.75,1
2026-06-11,"Heritage",0,0,0,60048251.11,1
2026-06-11,"IAM",18725306.13,114013079.19,-95287773.06,83677095501.48,309
2026-06-11,"Ibuina",447912.49,5739706.8,-5291794.31,1034248071.38,2
2026-06-11,"Icatu",442500,23128180.04,-22685680.04,5121013658.78,15
2026-06-11,"Inter",293510.75,3742599.34,-3449088.59,1078702107.89,5
2026-06-11,"Iridium",0,71025.51,-71025.51,148595739.95,2
2026-06-11,"ITAU Tsy",0,0,0,26173672662.94,2
2026-06-11,"Jera",0,0,0,33786481.69,1
2026-06-11,"JGP",906109.53,2559970.51,-1653860.98,3747998395.98,9
2026-06-11,"Jive",0,0,0,438696212.71,1
2026-06-11,"Journey",322628.88,51429.05,271199.83,121694048.92,10
2026-06-11,"Kinea",4600,2335206.61,-2330606.61,14130828034.27,189
2026-06-11,"Lakewood",0,0,0,136667132.87,2
2026-06-11,"Legacy",193190.24,20023573.46,-19830383.22,3870777285.8,9
2026-06-11,"MAG",0,0,0,19265159.5,1
2026-06-11,"Maud",0,0,0,68941786.57,1
2026-06-11,"Mirabaud",0,0,0,37788196.92,1
2026-06-11,"MMZR",0,0,0,10333138.81,1
2026-06-11,"Monte Azul",0,0,0,23450317.37,1
2026-06-11,"Monte Bravo",0,0,0,56705706.75,2
2026-06-11,"Navi",0,0,0,9778582.86,1
2026-06-11,"Newave",0,0,0,49355738.79,1
2026-06-11,"Nikos",46860.65,1771903.33,-1725042.68,205508434.87,3
2026-06-11,"Novus",0,710000,-710000,187628152.6,1
2026-06-11,"Nu Asset",0,0,0,104890439.18,1
2026-06-11,"Occam",0,4991321.3,-4991321.3,2097782284.3,5
2026-06-11,"Opportunity",0,0,0,31932341.98,1
2026-06-11,"Oriz",0,0,0,343305429.33,13
2026-06-11,"Paramis",0,1400000,-1400000,159200154.04,2
2026-06-11,"Pátria",0,370000,-370000,34465552.62,1
2026-06-11,"Perfin",0,0,0,629881426.27,5
2026-06-11,"Persevera",0,0,0,26163597.28,1
2026-06-11,"Plural",221217.61,5526363.68,-5305146.07,1741707608.24,7
2026-06-11,"Porto Asset",55,91467.84,-91412.84,91023945.48,2
2026-06-11,"Portofino",0,0,0,352726375.25,10
2026-06-11,"Principal",0,0,0,8707723.62,1
2026-06-11,"Proteus",0,10953000,-10953000,476661251.78,1
2026-06-11,"Rafter",0,5320614.18,-5320614.18,343971653.42,3
2026-06-11,"RB Asset",957000,7931525,-6974525,1076895481.47,6
2026-06-11,"RBR",0,0,0,121886264.48,2
2026-06-11,"Rio Bravo",0,0,0,127558844.47,3
2026-06-11,"Riza",0,1797984.01,-1797984.01,568772076.86,4
2026-06-11,"Root",0,0,0,199244468.74,1
2026-06-11,"Rubik",0,0,0,52516416.49,1
2026-06-11,"Safra Asset",974661.83,9436971.02,-8462309.19,15694556215.31,84
2026-06-11,"SAM",3101588.91,88177960,-85076371.09,11072767942.73,9
2026-06-11,"San Tsy",0,0,0,19296513408.45,2
2026-06-11,"San WM",0,5962500,-5962500,6625131172.61,140
2026-06-11,"Scalare",0,0,0,1809171887.28,3
2026-06-11,"Seven Pounds",0,0,0,46015453.73,1
