DataBook,Grupo,EmissorRaw,MatchVia,Instrumento,Regime,Rating,Coordenador,Serie,Prazo,IndexadorFinal,SpreadFinalPct,IpcaEquivFinalPct,TaxaFinalRaw,NtnbFinal,IndexadorTeto,SpreadTetoPct,NtnbTeto,TaxaTetoRaw,CompressaoBps,DemandaMM,EmissaoMM,OverX,BidsAloc,AlocCortePct,Amort
31/10/2025,Guararapes,,grupo,DEB,CVM160,A,BBI (Líder) e IBBA,unica,3y (2/3),CDI,1.05,,"CDI + 1,05%",,CDI,0.95,,"CDI + 0,95% Des(1,05%)",-10,,,,,,
07/11/2025,TIM,,grupo,DEB,CVM160,AAA,"Santander (Líder), BBI, IBBA, UBS BB e BV",unica,7y Bullet,CDI,0.75,,"CDI + 0,75%",,CDI,0.6,,"CDI + 0,60% Des(0,75%)",-15,,,,8/8<Mensagemeditada>,,
07/11/2025,Usina Uberaba,,grupo,DEB,12.431,,Safra (Líder) e BV,unica,10y (7/8/9/10),NTN-B,0.4,8.2012,"B32 + 0,40% (IPCA + 8,2012%)",B32,NTN-B,0.4,B32,"B32 + 0,40%",0,,,,,,
11/11/2025,Sabesp,,alias,DEB,CVM160,AAA,"IBBA (Líder), XP e BTG",1a,7y (6/7),CDI,0.69,,"CDI + 0,69%",,CDI,0.69,,"CDI + 0,69%",0,1567.35,3500,,11/11,,
11/11/2025,Sabesp,,alias,DEB,CVM160,AAA,"IBBA (Líder), XP e BTG",2a,10y (8/9/10),CDI,0.9,,"CDI + 0,90%",,CDI,0.9,,"CDI + 0,90%",0,887.31,1500,,12/12,,
11/11/2025,Ânima,,grupo,DEB,CVM160,AA,BTG (Líder),unica,5y (4/5),CDI,1.9,,"CDI + 1,90%",,CDI,1.5,,"CDI + 1,50% Des(1,90%)",-40,,,,,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,1a,7y Bullet,,0.75,,"DI Jan/30 - 0,75%",,,1.07,,"DI Jan/30 - 1,07% Des(-0,75%)",32,31.17,2100,,3/3,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,2a,10y Bullet,NTN-B,-0.7,,"B35 - 0,70% (pendente fixing)",B35,NTN-B,-0.99,B35,"B35 - 0,99% ou IPCA + 6,30% Des(-0,70%)",-29,5.7,1200,,3/3,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,1a,7y Bullet,,1.07,,"DI Jan/30 - 1,07%",,,1.07,,"DI Jan/30 - 1,07%",0,,400,,,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,2a,10y Bullet,NTN-B,-0.99,,"B35 - 0,99% (pendente fixing)",B35,NTN-B,-0.99,B35,"B35 - 0,99% ou IPCA + 6,30%",0,,300,,,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,1a,7y Bullet,,11.9907,,"11,9907% (DI Jan/30 - 0,75%)",,,1.07,,"DI Jan/30 - 1,07% Des(-0,75%)",-1092,31.17,2100,,3/3,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,2a,10y Bullet,NTN-B,-0.7,6.539,"IPCA + 6,5390% (B35 - 0,70%)",B35,NTN-B,-0.99,B35,"B35 - 0,99% ou IPCA + 6,30% Des(-0,70%)",-29,5.7,1200,,3/3,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,1a,7y Bullet,,11.6296,,"11,6296% (DI Jan/30 - 1,07%)",,,1.07,,"DI Jan/30 - 1,07%",-1056,,400,,,,
26/11/2025,Neoenergia,Neoenergia (Coelba e Cosern),alias~,DEB,12.431,AAA,IBBA (Líder) e XP,2a,10y Bullet,NTN-B,-0.9227,6.3,"IPCA + 6,30% (B35 - 0,9227%)",B35,NTN-B,-0.99,B35,"B35 - 0,99% ou IPCA + 6,30%",-7,,300,,,,
01/12/2025,Cogna,Cogna,grupo,DEB,CVM160,AA,"XP (Líder), BBI e UBS-BB",1a,3y Bullet,CDI,0.77,,"CDI + 0,77%",,CDI,0.64,,"CDI + 0,64% Des(0,77%)",-13,77.5,1000,,4/4,,
01/12/2025,Cogna,Cogna,grupo,DEB,CVM160,AA,"XP (Líder), BBI e UBS-BB",2a,5y (4/5),,,,Não Emitida,,CDI,0.75,,"CDI + 0,75% Des(0,84%)",,0,,,,,
08/12/2025,Usina SAO Jose,Usina São José,grupo,DEB,12.431,,"BOCOM BBM (Líder), Itaú BBA, Santander",unica,7 anos,NTN-B,1.2,9.0632,"IPCA + 9,0632% (B30 + 1,20%)",B30,,,,,,116,116,1,6/6,,
10/12/2025,Eletrobras,êntures ELETROBRÁS e ELETRONORTE (AXIA e AXIA NORTE),alias~,DEB,CVM160,AAA,"BBI (Líder), XP, UBS-BB, IBBA e Santander",unica,7 anos (bullet),CDI,0.71,,"CDI + 0,71%",,,,,,,1700,3000,,8/8,,
15/12/2025,Colombo Agroindustria,,grupo,DEB,12.431,AAA,"BTG (Líder), Safra, BV",1a,7y (6/7),NTN-B,0.4,8,"B32+ 0,40% ou IPCA+ 8,00%",B32,NTN-B,0.15,B32,"B32+ 0,15% ou IPCA+7,77% Des(B32+ 0,40%)",-25,442,650,,,,
15/12/2025,Colombo Agroindustria,,grupo,DEB,12.431,AAA,"BTG (Líder), Safra, BV",2a,10y (8/9/10),,,,,,NTN-B,0.3,B35,"B35+ 0,30% ou IPCA+ 7,73%",,0,,,,,
18/12/2025,TIM,,grupo,DEB,CVM160,BB,"UBS BB (Líder), BBI, IBBA",unica,1y Bullet,CDI,0.35,,"CDI + 0,35%",,,,,,,,,,,,
19/12/2025,Yduqs,,grupo,DEB,CVM160,AAA,"BBI (Líder), BTG",unica,4y Bullet,CDI,0.8,,"CDI + 0,80%",,CDI,0.7,,"CDI + 0,70% Des(0,80%)",-10,,,,6/6<Mensagemeditada>,,
05/01/2026,THOPEN SOLAR 55 SPE S.A.,,emissor,DEB,12.431,,XP (Líder),unica,15y Sem.,NTN-B,1.8719,9.6765,"IPCA + 9,6765% (B32 + 1,8719%)",B32,NTN-B,1.8719,B32,"NTN-B32 + 1,8719% ou IPCA + 8,8330%",0,,,,1/1,,
05/01/2026,CPFL,CPFL Paulista e Transmissão,grupo,DEB,CVM160,AAA,BBI (Líder),unica,1y Bullet,CDI,0.3,,"CDI + 0,30%",,CDI,0.3,,"CDI + 0,30%",0,1800,1800,1,,,
14/01/2026,Motiva,,alias~,DEB,12.431,AAA,IBBA (Líder) e BTG,unica,5y Bullet,NTN-B,-0.55,,"B30 - 0,55% Des(-0,50%)",B30,,,,,,,,,,,
22/01/2026,Claro,,grupo,DEB,12.431,AAA,Citi (Líder) e IBBA,unica,10y (8/9/10),IPCA,6.95,,"B35 – 0,65% ou IPCA + 6,95% (pendente fixing)",,IPCA,7.1,,"B35 – 0,50% ou IPCA + 7,10%",15,,,,40/NúmerodeAlocadosnãoinformado,,
22/01/2026,Claro,,grupo,DEB,12.431,AAA,Citi (Líder) e IBBA,unica,10y (8/9/10),IPCA,7.0225,,"IPCA + 7,0225% (B35 – 0,65%)",,IPCA,7.1,,"B35 – 0,50% ou IPCA + 7,10%",8,,,,40/NúmerodeAlocadosnãoinformado,,
22/01/2026,Copel,,grupo,DEB,12.431,AAA,"Santander (Líder), BBI, Safra, UBS BB",unica,12y Custom.,IPCA,7.35,,"IPCA + 7,35% (B35 – 0,35%)",,IPCA,6.8,,"B35 – 0,50% ou IPCA + 6,80% Des(B35 – 0,35%)",-55,2150,3200,0.67,,,
26/01/2026,Azzas,,grupo,DEB,CVM160,AA,CEF (Líder),unica,2y Bullet,CDI,1,,"CDI + 1,00%",,CDI,1,,"CDI + 1,00%",0,,,,,,
26/01/2026,Solví,,grupo,DEB,CVM160,,BBI (Líder) e IBBA,unica,10y (5/6/7/8/9/10),CDI,2.5,,"CDI + 2,50%",,CDI,2.5,,"CDI + 2,50%",0,,,,,,
26/01/2026,Totvs,Totvs,grupo,DEB,CVM160,AAA,IBBA (Líder) e Santander,unica,7y (4/5/6/7),CDI,0.59,,"CDI + 0,59% Des(0,64%)",,,,,,,,,,,,
27/01/2026,Alupar,,grupo,DEB,12.431,AAA,"IBBA (Líder), XP, BTG e Santander",unica,12y Cust.,NTN-B,-0.4,6.4,"NTN-B40 - 0,40% ou IPCA + 6,40% (pendente fixing)",B40,,,,,,,,,,,
03/02/2026,Aegea,,grupo,DEB,CVM160,AA,Santander (Líder),unica,20y Cust.,CDI,1.4,,"CDI + 1,40% (Sem informações sobre deságio)",,CDI,1.4,,"CDI + 1,40%",0,,,,,,
11/02/2026,Equatorial,,grupo,DEB,12.431,AAA,"XP (Líder), IBBA, BTG, e BBI",unica,12y (9/10/11/12),NTN-B,-0.91,6.57,"IPCA + 6,57% (B35 - 0,91%)",B35,NTN-B,-1.01,B35,"B35 - 1,01% ou IPCA + 6,57%",-10,0,3000,0,,,
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,7y Bullet,NTN-B,-0.75,,"B32 - 0,75% (pendente fixing)",B32,NTN-B,-0.9,B32,"B32 - 0,90% ou IPCA + 6,80% Des(-0,65%)",-15,1880,1267,,31/27,"87,22%",
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,10y Bullet,NTN-B,-0.7,,"B35 - 0,70% (pendente fixing)",B35,NTN-B,-0.77,B35,"B35 - 0,77% ou IPCA + 6,80% Des(-0,55%)",-7,655,369,,14/8,100%,
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",3a,15y (13/14/15),NTN-B,-0.55,,"B40 - 0,55% (pendente fixing)",B40,NTN-B,-0.5,B40,"B40 - 0,50% ou IPCA + 6,90% Des(-0,40%)",5,647,364,,10/6,100%,
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,7y Bullet,NTN-B,-0.75,6.8231,"IPCA + 6,8231% (B32 - 0,75%)",B32,NTN-B,-0.9,B32,"B32 - 0,90% ou IPCA + 6,80% Des(-0,65%)",-15,1880,1267,,31/27,"87,22%",
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,10y Bullet,NTN-B,-0.7,6.7116,"IPCA + 6,7116% (B35 - 0,70%)",B35,NTN-B,-0.77,B35,"B35 - 0,77% ou IPCA + 6,80% Des(-0,55%)",-7,655,369,,14/8,100%,
23/02/2026,Eletrobras,Axia Energia (Eletrobrás),alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",3a,15y (13/14/15),NTN-B,-0.55,6.6752,"IPCA + 6,6752% (B40 - 0,55%)",B40,NTN-B,-0.5,B40,"B40 - 0,50% ou IPCA + 6,90% Des(-0,40%)",5,647,364,,10/6,100%,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",1a,10y Bullet,NTN-B,-0.7,,"B35 - 0,70% (pendente fixing)",B35,NTN-B,-0.98,B35,"B35 - 0,98% Des(-0,70%)",-28,1088,1636,,28/28,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",2a,12y Bullet,NTN-B,-0.6,,"B37 - 0,60% (pendente fixing)",B37,NTN-B,-0.89,B37,"B37 - 0,89% Des(-0,60%)",-29,816,1365,,17/17,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",3a,15y (13/14/15),NTN-B,-0.45,,"B40 - 0,45% (pendente fixing)",B40,NTN-B,-0.84,B40,"B40 - 0,84% Des(-0,45%)",-39,608,1292,,14/14,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",1a,7y Bullet,CDI,0.64,,"CDI + 0,64%",,CDI,0.65,,"CDI + 0,65%",1,1092,1000,,13/12,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",2a,10y (8/9/10),CDI,0.72,,"CDI + 0,72%",,CDI,0.72,,"CDI + 0,72%",0,20,1000,,5/5,,
27/02/2026,FS,,alias~,DEB,12.431,AA,"Santander (Líder), XP e BTG",unica,7y (5/6/7),NTN-B,1.2,9.1451,"B32 + 1,20% ou IPCA + 9,1451% (pendente fixing)",B32,NTN-B,1.2,B32,"B32 + 1,20% ou IPCA + 9,1451%",0,,,,13/13,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",1a,10y Bullet,NTN-B,-0.7,6.5913,"IPCA + 6,5913% (B35 - 0,70%) Bids/Aloc: 28/28",B35,NTN-B,-0.98,B35,"B35 - 0,98% Des(-0,70%)",-28,1088,1636,,28/28,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",2a,12y Bullet,NTN-B,-0.6,6.6619,"IPCA + 6,6619% (B37 - 0,60%)",B37,NTN-B,-0.89,B37,"B37 - 0,89% Des(-0,60%)",-29,816,1365,,17/17,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",3a,15y (13/14/15),NTN-B,-0.45,6.6645,"IPCA + 6,6645% (B40 - 0,45%)",B40,NTN-B,-0.84,B40,"B40 - 0,84% Des(-0,45%)",-39,608,1292,,14/14,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",1a,7y Bullet,CDI,0.64,,"CDI + 0,64%",,CDI,0.65,,"CDI + 0,65%",1,1092,1000,,13/12,,
27/02/2026,Sabesp,/DEB Sabesp,alias,DEB,12.431,AAA,"IBBA (Líder), XP, Santander, BTG, BBI e ABC",2a,10y (8/9/10),CDI,0.72,,"CDI + 0,72%",,CDI,0.72,,"CDI + 0,72%",0,30,1000,,6/6,,
27/02/2026,FS,,alias~,DEB,12.431,AA,"Santander (Líder), XP e BTG",unica,7y (5/6/7),NTN-B,1.5636,9.1451,"IPCA + 9,1451% (B32 + 1,5636%)",B32,NTN-B,1.2,B32,"B32 + 1,20% ou IPCA + 9,1451%",-36,,,,13/13,,
03/03/2026,,Sec ER 2027,,DEB,CVM160,AAA,XP (Líder),unica,2y (Cash Sweep),,14.947,,"14,9470% (DI1N27 + 1,75%)",,,,,,,1285,1547,0.83,2/2,,
04/03/2026,Compagas,,alias,DEB,12.431,AA,BTG (Líder),unica,15y (13/14/15),NTN-B,-0.3,6.93,"IPCA + 6,93% (B40 - 0,30%)",B40,NTN-B,-0.54,B40,"NTN-B40 - 0,54% ou IPCA + 6,89% Des(-0,30%)",-24,,,,,,
05/03/2026,Energisa,"Energisa (EMT, EPB, ESE, ETO)",grupo,DEB,12.431,AAA,"BBI (Líder), XP, IBBA, Santander, Citi, ABC e Safra",1a,10y Bullet,NTN-B,-0.55,7.0408,"IPCA + 7,0408% (B35 - 0,55%)",B35,NTN-B,-0.9,B35,"B35 - 0,90% ou IPCA + 6,50% Des(-0,55%)",-35,30,747,,1/1,,
05/03/2026,Energisa,"Energisa (EMT, EPB, ESE, ETO)",grupo,DEB,12.431,AAA,"BBI (Líder), XP, IBBA, Santander, Citi, ABC e Safra",2a,15y (13/14/15),NTN-B,-0.4,6.9609,"IPCA + 6,9609% (B40 - 0,40%)",B40,NTN-B,-0.8,B40,"B40 - 0,80% ou IPCA + 6,55% Des(-0,40%)",-40,11.4,253,,3/3,,
05/03/2026,Energisa,"Energisa (EMT, EPB, ESE, ETO)",grupo,DEB,12.431,AAA,"BBI (Líder), XP, IBBA, Santander, Citi, ABC e Safra",1a,10y Bullet,NTN-B,-0.9,6.6675,"IPCA + 6,6675% (B35 - 0,90%)",B35,NTN-B,-0.9,B35,"B35 - 0,90% ou IPCA + 6,50%",0,,669,,,,
05/03/2026,Energisa,"Energisa (EMT, EPB, ESE, ETO)",grupo,DEB,12.431,AAA,"BBI (Líder), XP, IBBA, Santander, Citi, ABC e Safra",2a,15y (13/14/15),NTN-B,-0.78,6.55,"IPCA + 6,55% (B40 - 0,78%)",B40,NTN-B,-0.8,B40,"B40 - 0,80% ou IPCA + 6,55%",-2,,111,,,,
09/03/2026,NTS,12.432 e DEB NTS,grupo,DEB,CVM160,AAA,"XP (Líder), BBI, Santander e Daycoval",unica,15y (13/14/15),NTN-B,-0.6,6.7493,"IPCA + 6,7493% (NTN-B40 - 0,60%)",B40,NTN-B,-1,B40,"NTN-B40 - 1,00% ou IPCA + 6,33% Des(-0,60%)",-40,237,2200,0.11,10/10,,
09/03/2026,NTS,12.432 e DEB NTS,grupo,DEB,CVM160,AAA,"XP (Líder), BBI, Santander e Daycoval",1a,5y (4/5),CDI,0.65,,"CDI + 0,65%",,CDI,0.6,,"CDI + 0,60% Des(0,65%)",-5,237,2200,,8/8,,
09/03/2026,NTS,12.432 e DEB NTS,grupo,DEB,CVM160,AAA,"XP (Líder), BBI, Santander e Daycoval",2a,7y (6/7),,,,,,CDI,0.75,,"CDI + 0,75% Des(0,80%)",,0,,,,,
09/03/2026,NTS,12.432 e DEB NTS,grupo,DEB,CVM160,AAA,"XP (Líder), BBI, Santander e Daycoval",3a,10y (8/9/10),,,,,,CDI,0.9,,"CDI + 0,90% Des(0,95%)",,0,,,,,
10/03/2026,CPFL,,alias~,DEB,12.431,AAA,"IBBA (Líder), USB BB, Safra e BBI",1a,7y Bullet,NTN-B,-0.75,6.91,"IPCA + 6,91% (B33 - 0,75%)",B33,NTN-B,-1.11,B33,"B33 - 1,11% ou IPCA + 5,88% Des(-0,75%)",-36,4,1103,,,,
10/03/2026,CPFL,,alias~,DEB,12.431,AAA,"IBBA (Líder), USB BB, Safra e BBI",2a,10y (8/9/10),NTN-B,-0.7,6.83,"IPCA + 6,83% (B35 - 0,70%)",B35,NTN-B,-1.05,B35,"B35 - 1,05% ou IPCA + 5,88% Des(-0,70%)",-35,0,1103,,,,
11/03/2026,Engie,,grupo,DEB,12.431,AAA,"XP (Líder), IBBA, BV, Safra, UBS BB e Santander",unica,12y (10/11/12),NTN-B,-0.76,6.67,"IPCA + 6,67% (NTN-B37 - 0,76%)",B37,NTN-B,-1.15,B37,"NTN-B37 - 1,15% Des(-0,76%)",-39,,,,,,
11/03/2026,Serena,Serena Geração,grupo,DEB,CVM160,AA,"IBBA (Líder), BTG e Santander",1a,5y Bullet,,,,,,CDI,0.89,,"CDI + 0,89%",,700,1300,,,,
11/03/2026,Serena,Serena Geração,grupo,DEB,CVM160,AA,"IBBA (Líder), BTG e Santander",2a,7y (6/7),CDI,1.02,,"CDI + 1,02%",,CDI,1.02,,"CDI + 1,02%",0,100,100,,,,
11/03/2026,Serena,Serena Geração,grupo,DEB,CVM160,AA,"IBBA (Líder), BTG e Santander",3a,10y (8/9/10),CDI,1.14,,"CDI + 1,14%",,CDI,1.14,,"CDI + 1,14%",0,100,100,,20/20,,
11/03/2026,MRS,,grupo,DEB,12.431,AAA,UBS BB (Líder) e Santander,unica,15y (13/14/15),NTN-B,-0.45,6.84,"IPCA + 6,84% (NTN-B40 - 0,45%)",B40,NTN-B,-0.8,B40,"NTN-B40 - 0,80% Des(-0,45%)",-35,,,,,,
12/03/2026,Copasa,,grupo,DEB,,AAA,"ABC (Líder), UBS BB e BBI",1a,10y Trimestral (3y Car.),CDI,0.65,,"CDI + 0,65%",,CDI,0.65,,"CDI + 0,65%",0,700,1000,,9/9,,
12/03/2026,Copasa,,grupo,DEB,,AAA,"ABC (Líder), UBS BB e BBI",2a,10y Trimestral (3y Car.),NTN-B,0.73,8.57,"IPCA + 8,57% (B32 + 0,73%)",B32,NTN-B,0.73,B32,"NTN-B32 + 0,73% ou IPCA + 8,32%",0,15,1000,,3/3,,
17/03/2026,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A,,emissor,DEB,CVM160,AA,"IBBA (Líder), XP, BBI, BV e Citi",1a,5y (4/5),CDI,0.72,,"CDI + 0,72%",,CDI,0.63,,"CDI + 0,63% Des(0,72%)",-9,282,1120,,5/5,,
17/03/2026,SMARTFIT ESCOLA DE GINASTICA E DANCA S/A,,emissor,DEB,CVM160,AA,"IBBA (Líder), XP, BBI, BV e Citi",2a,7y (6/7),CDI,0.81,,"CDI + 0,81%",,CDI,0.75,,"CDI + 0,75% Des(0,81%)",-6,200,200,,1/1,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,5y Bullet,NTN-B,-0.5,7.366,"IPCA + 7,3660% (B30 - 0,50%)",B30,NTN-B,-0.83,B30,"B30 - 0,83% Des(-0,50%)",-33,446,1132,0.39,17/17,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,7y Bullet,,12.5422,,"12,5422% (DI Jan/32 - 1,12%)",,,1.12,,"DI Jan/32 - 1,12%",-1142,,568,,,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,5y Bullet,NTN-B,-0.5,7.366,"IPCA + 7,3660% (B30 - 0,50%)",B30,NTN-B,-0.83,B30,"B30 -0,83% Des(-0,50%)",-33,305,600,0.51,17/17,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,7y Bullet,,12.5422,,"12,5422% (DI Jan/32 - 1,12%)",,,1.12,,"DI Jan/32 - 1,12%",-1142,,300,,,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,5y Bullet,NTN-B,-0.5,7.366,"IPCA + 7,3660% (B30 - 0,50%)",B30,NTN-B,-0.83,B30,"B30 -0,83% Des(-0,50%)",-33,260,600,0.43,17/17,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,7y Bullet,,12.5422,,"12,5422% (DI Jan/32 - 1,12%)",,,1.12,,"DI Jan/32 - 1,12%",-1142,,300,,,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",1a,5y Bullet,NTN-B,-0.5,7.366,"IPCA + 7,3660% (B30 - 0,50%)",B30,NTN-B,-0.83,B30,"B30 -0,83% Des(-0,50%)",-33,145,335,0.43,17/17,,
19/03/2026,Neoenergia,,alias~,DEB,12.431,AAA,"BTG (Líder), XP e IBBA",2a,7y Bullet,,12.5422,,"12,5422% (DI Jan/32 - 1,12%)",,,1.12,,"DI Jan/32 - 1,12%",-1142,,165,,,,
19/03/2026,TIM,,grupo,DEB,CVM160,AAA,IBBA (Líder) e BBI,unica,7y Bullet,CDI,0.7,,"CDI + 0,70%",,CDI,0.64,,"CDI + 0,64% Des(0,70%)",-6,,,,,,
23/03/2026,Motiva,,alias~,DEB,12.431,AAA,"Safra (Líder), XP e BV",unica,5y Bullet,NTN-B,-0.95,6.91,"IPCA + 6,91% (NTN-B 30 - 0,95%)",B30,NTN-B,-0.95,B30,"NTN-B 30 - 0,95%",0,,,,,,
24/03/2026,S/a Usina Coruripe Acucar e Alcool,,grupo,DEB,12.431,,BOCOM BBM,unica,8y Sem (1y Car.),NTN-B,500,13.3904,"IPCA + 13,3904% (B30 + 500bps)",B30,,,,,,,,,9/9,,
26/03/2026,Comgás,Comgás,alias,DEB,CVM160,AA,XP (Líder),unica,3y Bullet,CDI,0.75,,"CDI + 0,75%",,,,,,,,,,26/26,,
30/03/2026,Unifique,,grupo,DEB,12.431,AA,IBBA (Líder) e BTG,unica,7y Sem. (3y Car.),NTN-B,-0.05,7.99,"IPCA + 7,99% (NTN-B 30 - 0,05%)",B30,NTN-B,-0.05,B30,"NTN-B 30 - 0,05% ou IPCA + 7,30%",0,,,,11/11,,
31/03/2026,ISA Energia,,alias~,DEB,12.431,AAA,"UBS BB (Líder), BBI e IBBA",unica,15y Bullet,NTN-B,-0.46,6.9,"IPCA + 6,90% (NTN-B 40 - 0,46%) <Mensagem editada>",B40,NTN-B,-0.87,B40,"NTN-B 40 - 0,87% ou IPCA + 6,30% Des(-0,46%)",-41,,,,,,
07/04/2026,Socicam,,grupo,DEB,12.431,,XP (Líder),unica,15y Sem. (2y Car.),NTN-B,4,,"NTN-B 35 + 4,00% (pendente fixing)",B35,NTN-B,4,B35,"NTN-B 35 + 4,00% ou IPCA + 11,80%",0,,,,10/10,,
07/04/2026,Socicam,,grupo,DEB,12.431,,XP (Líder),unica,15y Sem. (2y Car.),NTN-B,4,,"11,9017% (NTN-B 35 + 4,00%)",B35,NTN-B,4,B35,"NTN-B 35 + 4,00% ou IPCA + 11,80%",0,,,,10/10,,
07/04/2026,Vibra,,grupo,DEB,12.431,AAA,"XP (Líder), BTG, BBI, Safra e UBS BB",unica,10y (6/7/8/9/10),NTN-B,-0.34,7.38,"IPCA + 7,38% (NTN-B 33 - 0,34%)",B33,NTN-B,-0.5,B33,"NTN-B 33 - 0,50% ou IPCA + 7,38%",-16,,,,,,
13/04/2026,Transportadora Brasileira Gasoduto Bolivia Brasil,,alias,DEB,12.431,,XP (Líder),unica,10y (8/9/10),NTN-B,-1.14,6.18,"IPCA + 6,18% (NTN-B 35 - 1,14%)",B35,NTN-B,-1.14,B35,"NTN-B 35 - 1,14%",0,,,,,,
14/04/2026,Motiva,,alias~,DEB,12.431,AAA,XP (Líder) e BTG,unica,4y Full Bullet,NTN-B,-0.38,7.23,"IPCA + 7,23% (NTN-B 30 - 0,38%)",B30,NTN-B,-0.52,B30,"NTN-B 30 - 0,52% ou IPCA + 7,23%",-14,,,,,,
22/04/2026,,,,DEB,12.431,AAA,BBI (Líder) e Santander,unica,24y Sem. (2y Car.),NTN-B,-0.1,7.015,"IPCA + 7,0150% (NTN-B 40 - 0,10%)",B40,NTN-B,-0.52,B40,"NTN-B 40 - 0,52% ou IPCA + 6,15% Des(-0,10%)",-42,,,,,,
27/04/2026,Equatorial,,alias~,DEB,CVM160,AA,CEF (Líder),unica,6y (4/5/6),CDI,0.9,,"CDI + 0,90% – Sem informações sobre deságio",,CDI,0.9,,"CDI + 0,90% – Sem informações sobre deságio",0,,,,,,
28/04/2026,Equatorial,,alias~,DEB,CVM160,AA,CEF (Líder) e Inter,unica,7y (5/6/7),CDI,0.75,,"CDI + 0,75% – Sem informações sobre deságio",,CDI,0.75,,"CDI + 0,75% – Sem informações sobre deságio",0,,,,,,
28/04/2026,Minerva,,grupo,DEB,CVM160,AAA,CEF (Líder),1a,3y Bullet,%CDI,113.5,,"113,50% CDI – Sem informações sobre deságio",,%CDI,113.5,,"113,50% CDI – Sem informações sobre deságio",0,505,750,0.67,,,
28/04/2026,Minerva,,grupo,DEB,CVM160,AAA,CEF (Líder),2a,5y (4/5),CDI,1.7,,"CDI + 1,70% – Sem informações sobre deságio",,CDI,1.7,,"CDI + 1,70% – Sem informações sobre deságio",0,50,750,0.07,,,
30/04/2026,,Sec,,DEB,CVM160,AA,XP (Líder) e BBM,unica,5y (3/4/5),CDI,1.9,,"CDI + 1,90%",,CDI,1.9,,"CDI + 1,90%",0,,,,10/10,,
