Semana,Gestor_Apelido,Captacao,Resgate,Liquido,PL_Medio,Num_Fundos,DataBase
2025-10-20,"Capri",0,0,0,268027872.56,5,2025-10-24
2025-10-20,"Cartor",424013.08,2962000,-2537986.92,716327704.4,1,2025-10-24
2025-10-20,"CEF Asset",410780486.7,425696338.96,-14915852.26,69079544561.32,11,2025-10-24
2025-10-20,"Chromo",0,210071.5,-210071.5,93527703.74,1,2025-10-24
2025-10-20,"DAO",0,0,0,37755108.82,1,2025-10-24
2025-10-20,"Daycoval",24967992.7,22551922.13,2416070.57,4150575375.15,7,2025-10-24
2025-10-20,"Devant",2100,334454.67,-332354.67,16262440.98,2,2025-10-24
2025-10-20,"Drys",14330090.02,16591070.46,-2260980.44,501730891.57,2,2025-10-24
2025-10-20,"Dynamo",0,0,0,693052875.55,2,2025-10-24
2025-10-20,"Ekho",0,0,0,21705818.44,1,2025-10-24
2025-10-20,"EQI",4203906,3046999.99,1156906.01,451279009.84,3,2025-10-24
2025-10-20,"Exploritas",50037.12,470948.4,-420911.28,102225069.49,2,2025-10-24
2025-10-20,"EXT",0,0,0,5844702.73,1,2025-10-24
2025-10-20,"FAR",0,250000,-250000,29783709.41,1,2025-10-24
2025-10-20,"Finacap",37889.77,45500,-7610.23,56914473.18,1,2025-10-24
2025-10-20,"Franklin Templeton",42286670.49,51537437.85,-9250767.36,7683492785.84,18,2025-10-24
2025-10-20,"Funcef",0,0,0,876469768.83,2,2025-10-24
2025-10-20,"G5",11398000.05,164146.58,11233853.47,854256228.58,10,2025-10-24
2025-10-20,"Galapagos",0,0,0,1102311831.85,5,2025-10-24
2025-10-20,"Galt",1874239.97,127019.5,1747220.47,147726705.87,1,2025-10-24
2025-10-20,"Gauss",0,0,0,8413718.16,1,2025-10-24
2025-10-20,"GHT4",0,727050,-727050,71978965.63,1,2025-10-24
2025-10-20,"Global",666114.38,0,666114.38,95853983.1,1,2025-10-24
2025-10-20,"Guardian",4434081.89,754431.77,3679650.12,78111969.8,2,2025-10-24
2025-10-20,"IAM",3430023077.95,4246189591.43,-816166513.48,437096720027.83,42,2025-10-24
2025-10-20,"Ibuina",6861381.86,8890671.37,-2029289.51,1872737566.51,5,2025-10-24
2025-10-20,"Icatu",174384025.21,79221295.75,95162729.46,21402445995.78,49,2025-10-24
2025-10-20,"Impacto",0,202811.88,-202811.88,9461908.76,1,2025-10-24
2025-10-20,"Integral",680197.59,684705.69,-4508.1,181630890.75,2,2025-10-24
2025-10-20,"Inter",30409494.72,28112629.61,2296865.11,2749186069.25,9,2025-10-24
2025-10-20,"Investcoop",0,671241.46,-671241.46,2103052759.84,4,2025-10-24
2025-10-20,"Iridium",37247244.65,19211576.87,18035667.78,2417733426.68,3,2025-10-24
2025-10-20,"JGP",89211744.65,33237804.51,55973940.14,13997147860.1,20,2025-10-24
2025-10-20,"Jive",3137294.16,1033421.31,2103872.85,702164358.82,1,2025-10-24
2025-10-20,"Kadima",0,0,0,8696577.38,1,2025-10-24
2025-10-20,"Kinea",571740468.76,536645196.71,35095272.05,45173285795.69,16,2025-10-24
2025-10-20,"Lakewood",0,0,0,57258492.38,1,2025-10-24
2025-10-20,"Legacy",3399476.31,111392116.25,-107992639.94,1510683295.36,4,2025-10-24
2025-10-20,"Lerosa",0,0,0,5546319.04,1,2025-10-24
2025-10-20,"Levante",0,0,0,45287953.63,1,2025-10-24
2025-10-20,"Lifetime",0,225003.24,-225003.24,63468764.42,3,2025-10-24
2025-10-20,"M8",13408849.5,1298360.25,12110489.25,1260810860.73,3,2025-10-24
2025-10-20,"MAG",4692922.68,30519025.27,-25826102.59,2797650887.75,12,2025-10-24
2025-10-20,"Maud",0,235095.25,-235095.25,26075438.04,1,2025-10-24
2025-10-20,"Mirabaud",2476390.89,20300,2456090.89,376575981.49,3,2025-10-24
2025-10-20,"Monte Azul",0,0,0,15746875.49,1,2025-10-24
2025-10-20,"Monte Bravo",48074573.94,38745399.03,9329174.91,1543305750.02,8,2025-10-24
2025-10-20,"Nest",0,0,0,14501654.66,1,2025-10-24
2025-10-20,"Norte",110817.71,645699.22,-534881.51,168877791.34,1,2025-10-24
2025-10-20,"Novus",3199928.73,426599.31,2773329.42,144400573.53,2,2025-10-24
2025-10-20,"Nu Asset",6284000,28309000,-22025000,3988039402.2,3,2025-10-24
2025-10-20,"Occam",102348910.29,341630930.15,-239282019.86,5446098076.07,5,2025-10-24
2025-10-20,"Onze",329773.04,18257.21,311515.83,156118164.02,2,2025-10-24
2025-10-20,"Oriz",0,0,0,206765782.03,3,2025-10-24
2025-10-20,"Paramis",20590107.41,19944802.53,645304.88,1454856949.86,7,2025-10-24
2025-10-20,"Patagônia",100000,31356.89,68643.11,13294080.97,1,2025-10-24
2025-10-20,"Pátria",914016.16,0,914016.16,50060635.76,1,2025-10-24
2025-10-20,"Plural",7596929.53,27978076.04,-20381146.51,2216815727.09,8,2025-10-24
2025-10-20,"PNBY",832093.13,16834196.18,-16002103.05,273514347.39,3,2025-10-24
2025-10-20,"Polígono",0,0,0,34651930.8,1,2025-10-24
2025-10-20,"Polo",5528963.71,4940721.06,588242.65,1860828260,8,2025-10-24
2025-10-20,"Porto Asset",141745993.78,246280415.13,-104534421.35,10410727794.85,10,2025-10-24
2025-10-20,"Portofino",8702224.75,0,8702224.75,1186254463.67,6,2025-10-24
2025-10-20,"Prada",0,18107.6,-18107.6,51612903.94,2,2025-10-24
2025-10-20,"Previ",0,0,0,700021040.63,1,2025-10-24
2025-10-20,"Principal",656304.36,14640275.35,-13983970.99,550753659.02,6,2025-10-24
2025-10-20,"Prumo",0,0,0,37702435.51,1,2025-10-24
2025-10-20,"Quantitas",1500000,1500000,0,1622623004.41,2,2025-10-24
2025-10-20,"Rafter",2190000,9767100.27,-7577100.27,597537030.55,8,2025-10-24
2025-10-20,"Reach",0,0,0,74639600.89,1,2025-10-24
2025-10-20,"Regia",28225856.81,60753196.51,-32527339.7,10617948962.63,4,2025-10-24
2025-10-20,"Rio Bravo",1002600.32,769136.16,233464.16,161405306.11,2,2025-10-24
2025-10-20,"Riza",189442103.75,183885669.88,5556433.87,8582288560.17,7,2025-10-24
2025-10-20,"Root",16235500.27,6836882.69,9398617.58,3966215241.24,8,2025-10-24
2025-10-20,"Rubik",0,0,0,25986349.2,2,2025-10-24
2025-10-20,"Safra Asset",387378899.19,789452628.54,-402073729.35,57608159814.67,24,2025-10-24
2025-10-20,"SAM",1088902109.06,1011981522.89,76920586.17,131898830807.49,21,2025-10-24
2025-10-20,"San WM",0,1748351.58,-1748351.58,769536935.35,9,2025-10-24
2025-10-20,"Scalare",0,0,0,15228210.18,3,2025-10-24
2025-10-20,"SFI",270864.16,652709.83,-381845.67,87713434.69,1,2025-10-24
2025-10-20,"Solis",2730458.85,1276488.12,1453970.73,885840076.18,2,2025-10-24
2025-10-20,"Somma",1209973.96,2082033.34,-872059.38,863823058.23,4,2025-10-24
2025-10-20,"Sonata",0,0,0,147546141.43,4,2025-10-24
2025-10-20,"Sparta",45658510,91204567.11,-45546057.11,10596066177.15,17,2025-10-24
2025-10-20,"Springs",0,0,0,8121831.16,1,2025-10-24
2025-10-20,"SPX",35439296.35,27610013.34,7829283.01,6293397570.5,4,2025-10-24
2025-10-20,"Starboard",0,0,0,42093429.58,1,2025-10-24
2025-10-20,"Stonex",0,0,0,179053029.73,1,2025-10-24
2025-10-20,"Strix",0,655000,-655000,361092486.48,1,2025-10-24
2025-10-20,"Sulamérica",433962616.03,269022528.16,164940087.87,25270350936.78,26,2025-10-24
2025-10-20,"SVN",29763167.51,36231988.97,-6468821.46,2817538822.4,2,2025-10-24
2025-10-20,"TAG",0,0,0,80184042.04,1,2025-10-24
2025-10-20,"Tagus",92098.42,57195009.67,-57102911.25,314986422.01,3,2025-10-24
2025-10-20,"Tenax",0,0,0,11500231.96,1,2025-10-24
2025-10-20,"Tivio",350119047.93,64738778.48,285380269.45,5697912489.11,8,2025-10-24
2025-10-20,"Trígono",1740663.62,1655000,85663.62,145517548.99,1,2025-10-24
2025-10-20,"Troon",328344.34,0,328344.34,17918237.51,1,2025-10-24
2025-10-20,"Turim",1624042.14,600781,1023261.14,263594370.84,1,2025-10-24
2025-10-20,"Tyton",9469468.43,836027.19,8633441.24,391264371.03,3,2025-10-24
2025-10-20,"UBS",258878606.28,288255808.49,-29377202.21,9733599260.18,27,2025-10-24
2025-10-20,"Valora",16730390.23,32487544.88,-15757154.65,3983343050,5,2025-10-24
2025-10-20,"VCM",0,0,0,51815696.29,1,2025-10-24
2025-10-20,"Vêneto",0,0,0,23404107.46,1,2025-10-24
2025-10-20,"Verde",0,0,0,373660226.92,2,2025-10-24
2025-10-20,"Vinci",9769620.46,27518244.33,-17748623.87,5277949802.7,14,2025-10-24
2025-10-20,"Vinland",90531870.42,256673847.01,-166141976.59,3788680915.91,4,2025-10-24
2025-10-20,"Vitra",0,0,0,27832327.71,1,2025-10-24
2025-10-20,"VLGI",6436203.52,11436292.45,-5000088.93,212810944.08,2,2025-10-24
2025-10-20,"Vox",472950,34936.56,438013.44,74840722.19,1,2025-10-24
2025-10-20,"Warren",453014.95,661806.37,-208791.42,140425397.19,3,2025-10-24
2025-10-20,"Wise",19184639.87,5676160.91,13508478.96,291964582.16,3,2025-10-24
2025-10-20,"WIT",550000,0,550000,28203900.22,1,2025-10-24
2025-10-20,"XPG",476168271.62,356154116.42,120014155.2,23791379779.29,45,2025-10-24
2025-10-20,"XVI",55653.97,1194621.85,-1138967.88,16219676.91,1,2025-10-24
2025-10-20,"ZSYS",632931.34,31508.45,601422.89,19536032.5,2,2025-10-24
2025-10-27,"4UM",1324947.3,1100,1323847.3,348022825.24,2,2025-10-31
2025-10-27,"Absolute",647404429.53,396684228.02,250720201.51,20156420060.28,8,2025-10-31
2025-10-27,"AF Invest",4176966.08,7707810.49,-3530844.41,1122793800.94,4,2025-10-31
2025-10-27,"Altera",638290.84,373585.23,264705.61,130842298.14,2,2025-10-31
2025-10-27,"Amazonia",0,0,0,307366661.29,1,2025-10-31
2025-10-27,"AMW",1500000,0,1500000,1131779196,8,2025-10-31
2025-10-27,"Angá",0,0,0,2428534.33,1,2025-10-31
2025-10-27,"Aramus",0,0,0,23072971.41,1,2025-10-31
2025-10-27,"ARX",232941962.52,122216801.39,110725161.13,20776761426.02,13,2025-10-31
2025-10-27,"ASA",121111,1834856.69,-1713745.69,299741508.21,5,2025-10-31
2025-10-27,"Asset 1",7900000,2136435.46,5763564.54,279344768.82,2,2025-10-31
2025-10-27,"Atena",4132887.29,9852549.43,-5719662.14,908188386.27,5,2025-10-31
2025-10-27,"Augme",14013328,5252888.16,8760439.84,2065174435.4,15,2025-10-31
2025-10-27,"AZ Quest",183613938.81,358098091.74,-174484152.93,25148219749.27,12,2025-10-31
2025-10-27,"Banrisul",136827199.48,328635341.71,-191808142.23,4540701889.58,4,2025-10-31
2025-10-27,"BB Asset",4169248983.58,4350444386.63,-181195403.05,251226693550.65,19,2025-10-31
2025-10-27,"BBM Asset",648323.44,1470921.78,-822598.34,1292044457.75,6,2025-10-31
2025-10-27,"Berkana",0,0,0,31875467.78,1,2025-10-31
2025-10-27,"BNP",5594454.99,2295752.75,3298702.24,6700702570.08,12,2025-10-31
2025-10-27,"Bocaina",7800,0,7800,74619214.19,2,2025-10-31
2025-10-27,"Brainvest",13900000,0,13900000,391759770.65,11,2025-10-31
2025-10-27,"BRAM",2123191730.38,2495545296.93,-372353566.55,189883847821.5,38,2025-10-31
2025-10-27,"Brave",11167238.55,1815232.04,9352006.51,414573360.16,2,2025-10-31
2025-10-27,"BRM",0,0,0,69302260.6,1,2025-10-31
2025-10-27,"BRZ",22014010.86,0,22014010.86,603568305.05,7,2025-10-31
2025-10-27,"BTG Asset",103752338.34,241479182.14,-137726843.8,28903418622.82,40,2025-10-31
2025-10-27,"BTG WM",13846419.56,50655356.93,-36808937.37,4905124099.23,57,2025-10-31
2025-10-27,"Butiá",823486.01,4073963.07,-3250477.06,585848323.7,3,2025-10-31
2025-10-27,"BV Asset",0,0,0,6350425.82,1,2025-10-31
2025-10-27,"Capitânia",17709378.71,72377192.22,-54667813.51,3956704553.17,20,2025-10-31
2025-10-27,"Capri",0,0,0,250680735.19,5,2025-10-31
2025-10-27,"Cartor",7811194.06,222483.3,7588710.76,723785094.03,1,2025-10-31
2025-10-27,"CEF Asset",368718446.2,553330742.99,-184612296.79,69155954616.66,11,2025-10-31
2025-10-27,"Chromo",0,3344620.41,-3344620.41,93543240.26,1,2025-10-31
2025-10-27,"DAO",0,0,0,37855586.98,1,2025-10-31
2025-10-27,"Daycoval",20008912.45,42084227.07,-22075314.62,4154516752.66,7,2025-10-31
2025-10-27,"Devant",0,286888.2,-286888.2,15937937.15,2,2025-10-31
2025-10-27,"Drys",16399394.46,26157449.17,-9758054.71,495240638.73,2,2025-10-31
2025-10-27,"Dynamo",13350000,34101186.1,-20751186.1,693841342.02,2,2025-10-31
2025-10-27,"Ekho",0,0,0,21769387.23,1,2025-10-31
2025-10-27,"EQI",949866,2256000.01,-1306134.01,451999541.49,3,2025-10-31
2025-10-27,"Exploritas",1999.98,250547,-248547.02,91369870.49,2,2025-10-31
2025-10-27,"EXT",0,0,0,5862402.29,1,2025-10-31
2025-10-27,"FAR",150000,0,150000,29829579.39,1,2025-10-31
2025-10-27,"Finacap",0,0,0,57336323.58,1,2025-10-31
2025-10-27,"Franklin Templeton",8502223.19,18450214.46,-9947991.27,7696678829.15,18,2025-10-31
2025-10-27,"Funcef",0,0,0,881338923.32,2,2025-10-31
2025-10-27,"G5",7869000.01,1410317.78,6458682.23,865693928.2,10,2025-10-31
2025-10-27,"Galapagos",0,0,0,1105353705.35,5,2025-10-31
2025-10-27,"Galt",1685987.75,470072.66,1215915.09,149201016.72,1,2025-10-31
2025-10-27,"Gauss",0,0,0,8414423.78,1,2025-10-31
2025-10-27,"GHT4",18250,4081.45,14168.55,71728610.26,1,2025-10-31
2025-10-27,"Global",180912.67,0,180912.67,96517026.46,1,2025-10-31
2025-10-27,"Guardian",158194.6,154775.77,3418.83,81487290.84,2,2025-10-31
2025-10-27,"IAM",3650834455.47,5821313499.26,-2170479043.79,437165827073.74,42,2025-10-31
2025-10-27,"Ibuina",16106968.92,9174113.04,6932855.88,1886093106.21,5,2025-10-31
2025-10-27,"Icatu",253943029.21,143455068.56,110487960.65,21553436208.51,49,2025-10-31
2025-10-27,"Impacto",0,1050,-1050,9404551.4,1,2025-10-31
2025-10-27,"Integral",2884042.06,1273701.77,1610340.29,182470404.39,2,2025-10-31
2025-10-27,"Inter",33096890.72,63946670.61,-30849779.89,2730765593.22,9,2025-10-31
2025-10-27,"Investcoop",0,0,0,2108336497.37,4,2025-10-31
2025-10-27,"Iridium",24139766.76,31688471.55,-7548704.79,2427251448.42,3,2025-10-31
2025-10-27,"JGP",79755741.83,106666157.98,-26910416.15,14075107472.96,20,2025-10-31
2025-10-27,"Jive",6489399.09,2753108.8,3736290.29,708704880.82,1,2025-10-31
2025-10-27,"Kadima",0,0,0,8714810.78,1,2025-10-31
2025-10-27,"Kinea",469267713.19,161754726.45,307512986.74,45396070063.56,16,2025-10-31
2025-10-27,"Lakewood",0,5540246,-5540246,51894905.11,1,2025-10-31
2025-10-27,"Legacy",4507565.24,66260550.96,-61752985.72,1417187219.97,4,2025-10-31
2025-10-27,"Lerosa",0,0,0,5568028.53,1,2025-10-31
2025-10-27,"Levante",335000,0,335000,45640645.01,1,2025-10-31
2025-10-27,"Lifetime",0,2200237.73,-2200237.73,61310035.94,3,2025-10-31
2025-10-27,"M8",16113458.28,6500416.86,9613041.42,1275252906,3,2025-10-31
2025-10-27,"MAG",20531720.04,17048222.28,3483497.76,2798559086.17,12,2025-10-31
2025-10-27,"Maud",450000,503300,-53300,26160650.92,1,2025-10-31
2025-10-27,"Mirabaud",468985.76,86300,382685.76,379511337.12,3,2025-10-31
2025-10-27,"Monte Azul",0,100000,-100000,15677967.15,1,2025-10-31
2025-10-27,"Monte Bravo",33458292.14,39047103.77,-5588811.63,1547318840.91,8,2025-10-31
2025-10-27,"Nest",0,0,0,14540454.25,1,2025-10-31
2025-10-27,"Norte",105000,2000,103000,170095450.66,1,2025-10-31
2025-10-27,"Novus",5388166.87,819074.51,4569092.36,147633367.46,2,2025-10-31
2025-10-27,"Nu Asset",7696000,27077000,-19381000,3975841760.69,3,2025-10-31
2025-10-27,"Occam",90688156.25,131401293.83,-40713137.58,5343365556.94,5,2025-10-31
2025-10-27,"Onze",1989093.92,348367.2,1640726.72,157265378.19,2,2025-10-31
2025-10-27,"Oriz",0,60600,-60600,207339569.59,3,2025-10-31
2025-10-27,"Paramis",30899301.28,22446791.05,8452510.23,1459740626.69,7,2025-10-31
2025-10-27,"Patagônia",0,227849.66,-227849.66,13159091.07,1,2025-10-31
2025-10-27,"Pátria",426494.34,0,426494.34,51095878.44,1,2025-10-31
2025-10-27,"Plural",21848399.72,49154253,-27305853.28,2208640950.92,8,2025-10-31
2025-10-27,"PNBY",251988.48,12517844.36,-12265855.88,260666212.19,3,2025-10-31
2025-10-27,"Polígono",0,0,0,34748572.07,1,2025-10-31
2025-10-27,"Polo",9402278.21,18198850.98,-8796572.77,1862677852.25,8,2025-10-31
2025-10-27,"Porto Asset",165483211.09,208387868.95,-42904657.86,10382485122.8,10,2025-10-31
2025-10-27,"Portofino",8438979,11649583.83,-3210604.83,1188149193.83,6,2025-10-31
2025-10-27,"Prada",0,65421.5,-65421.5,51753678.08,2,2025-10-31
2025-10-27,"Previ",0,0,0,703589386.28,1,2025-10-31
2025-10-27,"Principal",1629176.03,11729127.92,-10099951.89,478983115.3,6,2025-10-31
2025-10-27,"Prumo",0,0,0,37781439.99,1,2025-10-31
2025-10-27,"Quantitas",0,0,0,1626811354.72,2,2025-10-31
2025-10-27,"Rafter",4500000,455650.39,4044349.61,602235441.93,8,2025-10-31
2025-10-27,"Reach",0,0,0,74810874.63,1,2025-10-31
2025-10-27,"Regia",56628110.67,78169389.72,-21541279.05,10630175969.54,4,2025-10-31
2025-10-27,"Rio Bravo",770907.13,4628685.1,-3857777.97,157773840.63,2,2025-10-31
2025-10-27,"Riza",97743201.99,161560156.01,-63816954.02,7987176179.23,7,2025-10-31
2025-10-27,"Root",14579356.4,7054000,7525356.4,3985383511.63,8,2025-10-31
2025-10-27,"Rubik",0,0,0,26068219.86,2,2025-10-31
2025-10-27,"Safra Asset",316244672.13,934535555.76,-618290883.63,57339704251.22,24,2025-10-31
2025-10-27,"SAM",905787072.84,1070933658.44,-165146585.6,132341034434.32,21,2025-10-31
2025-10-27,"San WM",10000000,1830298.54,8169701.46,776820268.38,9,2025-10-31
2025-10-27,"Scalare",0,0,0,15284098.56,3,2025-10-31
2025-10-27,"SFI",107912.18,266367.27,-158455.09,87787193.96,1,2025-10-31
2025-10-27,"Solis",3947149.28,2278649.37,1668499.91,890125664.73,2,2025-10-31
2025-10-27,"Somma",2926566.44,172302.78,2754263.66,866789596.83,4,2025-10-31
2025-10-27,"Sonata",4976687.13,0,4976687.13,139015370.23,4,2025-10-31
2025-10-27,"Sparta",56299825.82,117404677.39,-61104851.57,10582451486.58,17,2025-10-31
2025-10-27,"Springs",0,0,0,8225430.15,1,2025-10-31
2025-10-27,"SPX",35627603.18,25567447.42,10060155.76,6310873659.47,4,2025-10-31
2025-10-27,"Starboard",0,0,0,43513030.42,1,2025-10-31
2025-10-27,"Stonex",148000,0,148000,179476469.68,1,2025-10-31
2025-10-27,"Strix",8750000,10570000,-1820000,354791350.12,1,2025-10-31
2025-10-27,"Sulamérica",261487424.15,428592849.32,-167105425.17,25268422744.95,26,2025-10-31
2025-10-27,"SVN",17962236.64,37803607.84,-19841371.2,2802714424.14,2,2025-10-31
2025-10-27,"TAG",100000,0,100000,80431442,1,2025-10-31
2025-10-27,"Tagus",130752.26,13804780.91,-13674028.65,269447261.67,3,2025-10-31
2025-10-27,"Tenax",0,2000,-2000,11532446.07,1,2025-10-31
2025-10-27,"Tivio",355575525.5,76774899.21,278800626.29,6005466902.36,8,2025-10-31
2025-10-27,"Trígono",2180114.15,1032000,1148114.15,146893486.89,1,2025-10-31
2025-10-27,"Troon",436224.84,0,436224.84,18358938.14,1,2025-10-31
2025-10-27,"Turim",1618745.08,1103612.97,515132.11,266090936.78,1,2025-10-31
2025-10-27,"Tyton",9363717.16,6355059.51,3008657.65,340896557.91,3,2025-10-31
2025-10-27,"UBS",340231807.99,525730989.59,-185499181.6,9659558950.49,27,2025-10-31
2025-10-27,"Valora",29033004.93,31119982.79,-2086977.86,3949991454.93,5,2025-10-31
2025-10-27,"VCM",0,0,0,52105547.3,1,2025-10-31
2025-10-27,"Vêneto",0,0,0,23461816.3,1,2025-10-31
2025-10-27,"Verde",0,0,0,375176227.13,2,2025-10-31
2025-10-27,"Vinci",10004573.51,50674696.3,-40670122.79,5260092349.79,14,2025-10-31
2025-10-27,"Vinland",73366335.36,17300339.3,56065996.06,3691185046.52,4,2025-10-31
2025-10-27,"Vitra",0,0,0,27867861.98,1,2025-10-31
2025-10-27,"VLGI",6838198.55,6850594.59,-12396.04,214173170.85,2,2025-10-31
2025-10-27,"Vox",157422.22,10850.78,146571.44,75402533.24,1,2025-10-31
2025-10-27,"Warren",930580.66,199397.94,731182.72,141389530.35,3,2025-10-31
2025-10-27,"Wise",17241410.2,6881917.79,10359492.41,305792182.82,3,2025-10-31
2025-10-27,"WIT",0,0,0,28634322.55,1,2025-10-31
2025-10-27,"XPG",309559937.49,443367539.65,-133807602.16,23821643915.72,45,2025-10-31
2025-10-27,"XVI",0,0,0,15524773.35,1,2025-10-31
2025-10-27,"ZSYS",865988.66,99157.59,766831.07,20522200.29,2,2025-10-31
2025-11-03,"4UM",2000500,285000,1715500,351725990.64,2,2025-11-07
2025-11-03,"Absolute",516085523.42,209501882.53,306583640.89,20629468946.1,8,2025-11-07
2025-11-03,"AF Invest",4808758.25,16471947.54,-11663189.29,1122215803.29,4,2025-11-07
2025-11-03,"Altera",336268.96,747107.03,-410838.07,130746624.09,2,2025-11-07
2025-11-03,"Amazonia",0,0,0,307921903.5,1,2025-11-07
2025-11-03,"AMW",0,239617.16,-239617.16,1391851618.51,8,2025-11-07
2025-11-03,"Angá",0,0,0,2427134.63,1,2025-11-07
2025-11-03,"Aramus",0,0,0,23122193.89,1,2025-11-07
2025-11-03,"ARX",167761181.43,133752388.34,34008793.09,20912241171.07,13,2025-11-07
2025-11-03,"ASA",60844,673254.74,-612410.74,299717638.49,5,2025-11-07
2025-11-03,"Asset 1",27400000,0,27400000,297997574.95,2,2025-11-07
2025-11-03,"Atena",5229249.23,6144871.18,-915621.95,908551531.93,5,2025-11-07
2025-11-03,"Augme",19020248,24297661,-5277413,2064278386.77,15,2025-11-07
2025-11-03,"AZ Quest",164563926.27,207196935.26,-42633008.99,25064756378.47,12,2025-11-07
2025-11-03,"Banrisul",159345896.58,234104410.22,-74758513.64,4409266603.16,4,2025-11-07
2025-11-03,"BB Asset",4029097203.61,4057515036.93,-28417833.32,251677089208.32,19,2025-11-07
2025-11-03,"BBM Asset",1370583.3,1497818.17,-127234.87,1295415206.58,6,2025-11-07
2025-11-03,"Berkana",0,0,0,32016609.72,1,2025-11-07
2025-11-03,"BNP",3054263.05,4320673,-1266409.95,6719032332.84,12,2025-11-07
2025-11-03,"Bocaina",67000,0,67000,74761177.84,2,2025-11-07
2025-11-03,"Brainvest",0,524653.41,-524653.41,408240450.59,11,2025-11-07
2025-11-03,"BRAM",2491332340.63,2907947837.11,-416615496.48,189913116295.59,38,2025-11-07
2025-11-03,"Brave",14440001.01,2803012.81,11636988.2,434992056.25,2,2025-11-07
2025-11-03,"BRM",0,0,0,69803495.98,1,2025-11-07
2025-11-03,"BRZ",0,4000,-4000,607531075.52,7,2025-11-07
2025-11-03,"BTG Asset",552390514.62,353050332.44,199340182.18,29427374378.78,40,2025-11-07
2025-11-03,"BTG WM",1861000,32763197.54,-30902197.54,4993692038.1,57,2025-11-07
2025-11-03,"Butiá",3577711.75,8031092.09,-4453380.34,584212533.39,3,2025-11-07
2025-11-03,"BV Asset",0,0,0,6352948.35,1,2025-11-07
2025-11-03,"Capitânia",7715013.14,49608578.56,-41893565.42,3922664353.6,20,2025-11-07
2025-11-03,"Capri",0,0,0,250216211.18,5,2025-11-07
2025-11-03,"Cartor",12537074.72,46877.35,12490197.37,737296260.52,1,2025-11-07
2025-11-03,"CEF Asset",589458514.38,452783385.71,136675128.67,69362363669.84,11,2025-11-07
2025-11-03,"Chromo",0,110076.66,-110076.66,90401183.51,1,2025-11-07
2025-11-03,"DAO",0,0,0,37953828.57,1,2025-11-07
2025-11-03,"Daycoval",136158877.63,30411824.23,105747053.4,4213580514.24,7,2025-11-07
2025-11-03,"Devant",200,243135.98,-242935.98,15778452.46,2,2025-11-07
2025-11-03,"Drys",11962347.17,8165947.95,3796399.22,497887766.68,2,2025-11-07
2025-11-03,"Dynamo",0,0,0,674520531.47,2,2025-11-07
2025-11-03,"Ekho",0,0,0,21810122.69,1,2025-11-07
2025-11-03,"EQI",477755,3730999.99,-3253244.99,449525070.53,3,2025-11-07
2025-11-03,"Exploritas",100,250165.26,-250065.26,102238414.33,2,2025-11-07
2025-11-03,"EXT",0,0,0,5880800.16,1,2025-11-07
2025-11-03,"FAR",0,60000,-60000,29936168.34,1,2025-11-07
2025-11-03,"Finacap",0,90370.29,-90370.29,57485027.53,1,2025-11-07
2025-11-03,"Franklin Templeton",5964332.68,45998521.67,-40034188.99,7668598907.22,18,2025-11-07
2025-11-03,"Funcef",0,28000000,-28000000,877369389.72,2,2025-11-07
2025-11-03,"G5",16185000,5030382.09,11154617.91,876297336.69,10,2025-11-07
2025-11-03,"Galapagos",0,0,0,1108656752.28,5,2025-11-07
2025-11-03,"Galt",604625.39,1130400.83,-525775.44,149356875.98,1,2025-11-07
2025-11-03,"Gauss",0,0,0,8415121.18,1,2025-11-07
2025-11-03,"GHT4",15486.81,4834810,-4819323.19,68696289.6,1,2025-11-07
2025-11-03,"Global",1299426.57,0,1299426.57,97658447.63,1,2025-11-07
2025-11-03,"Grif",12400000,0,12400000,12403323.64,1,2025-11-07
2025-11-03,"Guardian",4918732.36,0,4918732.36,84782139.55,2,2025-11-07
2025-11-03,"IAM",13900850147.01,4433734367.32,9467115779.69,438454687919.19,42,2025-11-07
2025-11-03,"Ibuina",13414549.37,13230812.22,183737.15,1894236502.48,5,2025-11-07
2025-11-03,"Icatu",136912877.88,102059193.3,34853684.58,21685038464.69,49,2025-11-07
2025-11-03,"Impacto",0,70420,-70420,9397740.07,1,2025-11-07
2025-11-03,"Integral",31258509.32,1157143.87,30101365.45,201393303.55,2,2025-11-07
2025-11-03,"Inter",31811531.03,33190792,-1379260.97,2727717554.66,9,2025-11-07
2025-11-03,"Investcoop",2600000,2583017.98,16982.02,2113371030.57,4,2025-11-07
2025-11-03,"Iridium",23513719.77,38455556.42,-14941836.65,2415874795.66,3,2025-11-07
2025-11-03,"JGP",106306960.04,112377182.66,-6070222.62,14086443669.34,21,2025-11-07
2025-11-03,"Jive",3574854.96,1529297.8,2045557.16,712379366.16,1,2025-11-07
2025-11-03,"Kadima",0,0,0,8732754.03,1,2025-11-07
2025-11-03,"Kinea",11181656470.19,513829512.46,10667826957.73,49976020199.97,16,2025-11-07
2025-11-03,"Lakewood",0,0,0,52024259.02,1,2025-11-07
2025-11-03,"Legacy",5350767.54,10383578.66,-5032811.12,1399702944.63,4,2025-11-07
2025-11-03,"Lerosa",0,0,0,5575724.54,1,2025-11-07
2025-11-03,"Levante",0,0,0,45859337.45,1,2025-11-07
2025-11-03,"Lifetime",0,0,0,61465240.32,3,2025-11-07
2025-11-03,"M8",12683696.96,6250157.66,6433539.3,1289160867.73,3,2025-11-07
