Mes,Gestor_Apelido,Captacao,Resgate,Liquido
2025-11,"4UM",19911292.33,1170369.23,18740923.1
2025-11,"Absolute",1021821039.4,836402831.22,185418208.18
2025-11,"AF Invest",166079188.3,50332563.71,115746624.59
2025-11,"Altera",4189956.71,1087396.52,3102560.19
2025-11,"Amazonia",0,2960128.24,-2960128.24
2025-11,"AMW",3530000,36024684.34,-32494684.34
2025-11,"Angá",0,0,0
2025-11,"Aramus",0,246451.57,-246451.57
2025-11,"ARX",545076931.27,482740600.82,62336330.45
2025-11,"ASA",798450,4136046.69,-3337596.69
2025-11,"Asset 1",76964970,1500000,75464970
2025-11,"Atena",18057616.45,42445597.67,-24387981.22
2025-11,"Augme",160604068.63,61223013.13,99381055.5
2025-11,"AZ Quest",634122309.61,965724772.81,-331602463.2
2025-11,"Banrisul",742873617.89,805443699.28,-62570081.39
2025-11,"BB Asset",17940612711.62,17465835940.09,474776771.53
2025-11,"BBM Asset",3358795.03,10310727.51,-6951932.48
2025-11,"Berkana",0,0,0
2025-11,"BNP",14614680.42,20201709.5,-5587029.08
2025-11,"Bocaina",67000,0,67000
2025-11,"Brainvest",8563378.62,5847514.82,2715863.8
2025-11,"BRAM",6978037243.06,10698012336.81,-3719975093.75
2025-11,"Brave",32052337.37,11288585.78,20763751.59
2025-11,"BRM",8016230.39,0,8016230.39
2025-11,"BRZ",22916000,3287076.47,19628923.53
2025-11,"BTG Asset",918701373.9,1155083958.34,-236382584.44
2025-11,"BTG WM",52047907.91,170102682.1,-118054774.19
2025-11,"Butiá",17818211.75,24821710.9,-7003499.15
2025-11,"BV Asset",100000000,100000000,0
2025-11,"Capitânia",35534657.59,202767629.36,-167232971.77
2025-11,"Capri",0,1652542.9,-1652542.9
2025-11,"Cartor",49501056.22,14000074.06,35500982.16
2025-11,"CEF Asset",1521499934.31,1864187147.22,-342687212.91
2025-11,"Chromo",0,5352480.26,-5352480.26
2025-11,"DAO",100000000,0,100000000
2025-11,"Daycoval",209808657.05,164686641.78,45122015.27
2025-11,"Devant",3298.48,1353887.68,-1350589.2
2025-11,"Drys",49916314.76,52610315.93,-2694001.17
2025-11,"Dynamo",2700000,6479823.4,-3779823.4
2025-11,"Ekho",0,0,0
2025-11,"EQI",2965606.16,13288808.5,-10323202.34
2025-11,"Exploritas",9808.43,2372758.5,-2362950.07
2025-11,"EXT",0,3923.09,-3923.09
2025-11,"FAR",100000,410000,-310000
2025-11,"Finacap",22055.7,526580.81,-504525.11
2025-11,"Franklin Templeton",25373366.42,155723003.25,-130349636.83
2025-11,"Funcef",0,28000000,-28000000
2025-11,"G5",48685958.1,47224211.67,1461746.43
2025-11,"Galapagos",4000000,50021399.44,-46021399.44
2025-11,"Galt",10525228.73,4819367.55,5705861.18
2025-11,"Gauss",0,947.28,-947.28
2025-11,"GHT4",4981628.72,15126208.17,-10144579.45
2025-11,"Global",2906397.43,299352.45,2607044.98
2025-11,"Grif",21971891.52,201.58,21971689.94
2025-11,"Guardian",22385090.59,158246.79,22226843.8
2025-11,"IAM",23612362138.9,27453765091.73,-3841402952.83
2025-11,"Ibuina",186754243.02,59452820.09,127301422.93
2025-11,"Icatu",708524708.03,367767304.93,340757403.1
2025-11,"Impacto",0,788045.42,-788045.42
2025-11,"Integral",32482051.42,4652249.64,27829801.78
2025-11,"Inter",193372620.79,283826498.9,-90453878.11
2025-11,"Investcoop",17250343.98,3255274.65,13995069.33
2025-11,"Iridium",96007504.03,127500205.85,-31492701.82
2025-11,"JGP",513979457.97,440130738.26,73848719.71
2025-11,"Jive",15601964.58,6029904.94,9572059.64
2025-11,"Kadima",0,14436.24,-14436.24
2025-11,"Kinea",12698290586.86,1449353085.27,11248937501.59
2025-11,"Lakewood",0,55993.75,-55993.75
2025-11,"Legacy",40645427.39,72765181.32,-32119753.93
2025-11,"Lerosa",616700,548507.03,68192.97
2025-11,"Levante",0,387826.6,-387826.6
2025-11,"Lifetime",0,998696.3,-998696.3
2025-11,"M8",54054009.4,32335658.25,21718351.15
2025-11,"MAG",172613324.11,124148471.56,48464852.55
2025-11,"Maud",0,927344.13,-927344.13
2025-11,"Mirabaud",9752109.12,11219470.73,-1467361.61
2025-11,"Monte Azul",0,0,0
2025-11,"Monte Bravo",103481642.59,183239436.38,-79757793.79
2025-11,"Nest",0,4994245.92,-4994245.92
2025-11,"Norte",4759814.28,1784378.63,2975435.65
2025-11,"Novus",4983074.87,14668094.63,-9685019.76
2025-11,"Nu Asset",58112000,153425222.05,-95313222.05
2025-11,"Occam",358623486.74,422264897.16,-63641410.42
2025-11,"Onze",2680115.91,439399.77,2240716.14
2025-11,"Oriz",0,996974.4,-996974.4
2025-11,"Paramis",79663441.87,84152759.62,-4489317.75
2025-11,"Patagônia",0,114922.55,-114922.55
2025-11,"Pátria",12225457.63,0,12225457.63
