CNPJ,Ref,Media180,NDias
50069605000107,202601,207076843,126
50069605000107,202602,209121559,124
50069605000107,202603,211537481,123
50069605000107,202604,213811890,122
50069605000107,202605,216144852,121
50069605000107,202606,218497664,122
50069605000107,202607,221024894,124
50069605000107,HOJE,221303506,121
50074358000137,202512,75426674,126
50074358000137,202601,76200669,126
50074358000137,202602,77016692,124
50074358000137,202603,77831629,123
50074358000137,202604,78434315,122
50074358000137,202605,78708787,121
50074358000137,202606,78741655,122
50074358000137,202607,78908840,124
50074358000137,HOJE,78911418,122
50076958000134,202512,53450453,126
50076958000134,202601,53994751,126
50076958000134,202602,54569825,124
50076958000134,202603,55141840,123
50076958000134,202604,55549524,122
50076958000134,202605,55721368,121
50076958000134,202606,55726876,122
50076958000134,202607,55826111,124
50076958000134,HOJE,55824522,122
50099740000103,202512,51052402,126
50099740000103,202601,51551278,126
50099740000103,202602,52162307,124
50099740000103,202603,52658677,123
50099740000103,202604,53071668,122
50099740000103,202605,53526679,121
50099740000103,202606,53765565,122
50099740000103,202607,53738524,124
50099740000103,HOJE,53685294,122
50112294000111,202512,106056615,126
50112294000111,202601,105875061,126
50112294000111,202602,105236662,124
50112294000111,202603,102408247,123
50112294000111,202604,98511895,122
50112294000111,202605,94059087,121
50112294000111,202606,88463209,122
50112294000111,202607,82040016,124
50112294000111,HOJE,80966291,122
50116962000189,202512,28220244,126
50116962000189,202601,28305670,126
50116962000189,202602,28575418,124
50116962000189,202603,29318869,123
50116962000189,202604,29339131,122
50116962000189,202605,29051126,121
50116962000189,202606,28487046,122
50116962000189,202607,28596608,124
50116962000189,HOJE,28599685,122
50128371000121,202512,37590909,126
50128371000121,202601,37604558,126
50128371000121,202602,37642635,124
50128371000121,202603,37687313,123
50128371000121,202604,37769790,122
50128371000121,202605,37799144,121
50128371000121,202606,37810248,122
50128371000121,202607,38195934,124
50128371000121,HOJE,38240827,121
50190791000138,202512,281150788,126
50190791000138,202601,272736469,126
50190791000138,202602,264846544,124
50190791000138,202603,258131109,123
50190791000138,202604,255473926,122
50190791000138,202605,253611302,121
50190791000138,202606,254373781,122
50190791000138,202607,255488310,124
50190791000138,HOJE,255559249,121
50191322000133,202512,91753363,126
50191322000133,202601,92715230,126
50191322000133,202602,93742873,124
50191322000133,202603,94687868,123
50191322000133,202604,95497447,122
50191322000133,202605,95741636,121
50191322000133,202606,96628128,122
50191322000133,202607,98465222,124
50191322000133,HOJE,98637795,122
50198930000170,202512,278605136,126
50198930000170,202601,276216022,126
50198930000170,202602,274001556,124
50198930000170,202603,271182004,123
50198930000170,202604,270089363,122
50198930000170,202605,269277750,121
50198930000170,202606,269312608,122
50198930000170,202607,269690331,124
50198930000170,HOJE,269627055,121
50223269000105,202512,618315455,126
50223269000105,202601,615194144,126
50223269000105,202602,609714596,124
50223269000105,202603,604144029,123
50223269000105,202604,598321846,122
50223269000105,202605,589226622,121
50223269000105,202606,582957053,122
50223269000105,202607,572404268,124
50223269000105,HOJE,569969492,122
50272216000184,202512,99337771,126
50272216000184,202601,104705646,126
50272216000184,202602,107937948,124
50272216000184,202603,109324776,123
50272216000184,202604,109674178,122
50272216000184,202605,109779084,121
50272216000184,202606,109726273,122
50272216000184,202607,109634584,124
50272216000184,HOJE,109565305,122
50290023000156,202512,125935271,126
50290023000156,202601,105858296,126
50290023000156,202602,85956560,124
50290023000156,202603,61436238,123
50290023000156,202604,40445528,122
50290023000156,202605,33666892,121
50290023000156,202606,33299422,122
50290023000156,202607,36045896,124
50290023000156,HOJE,36323938,122
50320512000103,202512,23999538,126
50320512000103,202601,24333011,126
50320512000103,202602,24589471,124
50320512000103,202603,24805846,122
50320512000103,202604,24989374,121
50320512000103,202605,25134545,120
50320512000103,202606,25255232,121
50320512000103,202607,25395023,123
50320512000103,HOJE,25402502,121
50326147000144,202512,213392045,126
50326147000144,202601,192392434,126
50326147000144,202602,181614477,124
50326147000144,202603,181290316,123
50326147000144,202604,162115791,122
50326147000144,202605,157427300,121
50326147000144,202606,167111238,122
50326147000144,202607,170480945,124
50326147000144,HOJE,169506362,122
50349168000185,202512,32262951,126
50349168000185,202601,32588843,126
50349168000185,202602,32933121,124
50349168000185,202603,33275137,123
50349168000185,202604,33524494,122
50349168000185,202605,33633065,121
50349168000185,202606,33638835,122
50349168000185,202607,33701109,124
50349168000185,HOJE,33700787,122
50390553000176,202512,1235805788,126
50390553000176,202601,1251967665,126
50390553000176,202602,1266133274,124
50390553000176,202603,1274549709,123
50390553000176,202604,1276912348,122
50390553000176,202605,1250264459,121
50390553000176,202606,1144703071,122
50390553000176,202607,1024783447,124
50390553000176,HOJE,1009138254,122
50421373000104,202512,52655738,126
50421373000104,202601,48995252,126
50421373000104,202602,45587147,124
50421373000104,202603,41630248,123
50421373000104,202604,39194306,122
50421373000104,202605,35943901,121
50421373000104,202606,32827446,122
50421373000104,202607,30054064,123
50421373000104,HOJE,29882137,119
50435660000173,202512,12205214,126
50435660000173,202601,12334777,126
50435660000173,202602,12469781,124
50435660000173,202603,12593811,123
50435660000173,202604,12680859,113
50435660000173,202605,12834529,112
50435660000173,202606,13003801,112
50435660000173,202607,13171464,107
50435660000173,HOJE,13193145,105
50514867000133,202512,34702412,126
50514867000133,202601,35370265,126
50514867000133,202602,36334683,124
50514867000133,202603,37931490,123
50514867000133,202604,39643692,122
50514867000133,202605,41780438,121
50514867000133,202606,43949837,122
50514867000133,202607,45548200,124
50514867000133,HOJE,45686983,122
50553108000180,202512,23122927,126
50553108000180,202601,23380750,126
50553108000180,202602,23645700,124
50553108000180,202603,23974298,123
50553108000180,202604,24332102,122
50553108000180,202605,24621491,121
50553108000180,202606,24820120,122
50553108000180,202607,25108027,124
50553108000180,HOJE,25149707,122
50563729000144,202512,54095942,126
50563729000144,202601,54635768,126
50563729000144,202602,55246491,124
50563729000144,202603,55763171,123
50563729000144,202604,56175611,122
50563729000144,202605,56493486,121
50563729000144,202606,56710721,122
50563729000144,202607,56958983,124
50563729000144,HOJE,56967400,122
50622383000108,202512,259485714,126
50622383000108,202601,230096645,126
50622383000108,202602,201627194,124
50622383000108,202603,169280811,123
50622383000108,202604,149706692,122
50622383000108,202605,133851506,121
50622383000108,202606,120715524,122
50622383000108,202607,108962860,124
50622383000108,HOJE,107415708,122
50642928000148,202512,24496427,126
50642928000148,202601,24744289,126
50642928000148,202602,25005641,124
50642928000148,202603,25265536,123
50642928000148,202604,25456066,122
50642928000148,202605,25538389,121
50642928000148,202606,25540386,122
50642928000148,202607,25585610,124
50642928000148,HOJE,25585188,122
50652489000154,202512,232827499,125
50652489000154,202601,239198974,125
50652489000154,202602,244917765,123
50652489000154,202603,251024400,122
50652489000154,202604,255286660,111
50652489000154,202605,257319636,111
50652489000154,202606,253659420,112
50652489000154,202607,265955322,108
50652489000154,HOJE,267626516,106
50658258000158,202512,96216860,126
50658258000158,202601,97207261,126
50658258000158,202602,98249606,124
50658258000158,202603,99290801,123
50658258000158,202604,100064674,122
50658258000158,202605,100420484,121
50658258000158,202606,100463622,122
50658258000158,202607,100677371,124
50658258000158,HOJE,100680954,122
50677561000106,202512,13064954,126
50677561000106,202601,11492213,126
50677561000106,202602,10056045,124
50677561000106,202603,8314923,123
50677561000106,202604,7694241,122
50677561000106,202605,7786288,120
50677561000106,202606,7843568,121
50677561000106,202607,7897923,123
50677561000106,HOJE,7899788,121
50678270000124,202512,43607077,126
50678270000124,202601,40252086,126
50678270000124,202602,36645043,124
50678270000124,202603,31352444,123
50678270000124,202604,26424759,122
50678270000124,202605,21161719,121
50678270000124,202606,16362896,122
50678270000124,202607,14456702,124
50678270000124,HOJE,14164272,122
50697486000137,202512,210533675,126
50697486000137,202601,232039892,126
50697486000137,202602,247280980,124
50697486000137,202603,263579691,123
50697486000137,202604,278332587,122
50697486000137,202605,288016974,121
50697486000137,202606,289878354,122
50697486000137,202607,291585561,124
50697486000137,HOJE,291803923,121
50705390000173,202512,29958491,126
50705390000173,202601,30254726,126
50705390000173,202602,30565160,124
50705390000173,202603,29986214,123
50705390000173,202604,29239539,122
50705390000173,202605,28420679,121
50705390000173,202606,27551527,122
50705390000173,202607,26638498,124
50705390000173,HOJE,26465503,122
50717653000164,202512,37260963,126
50717653000164,202601,37713989,126
50717653000164,202602,38164916,124
50717653000164,202603,38599104,123
50717653000164,202604,39052813,122
50717653000164,202605,39438111,121
50717653000164,202606,39772570,122
50717653000164,202607,40128152,124
50717653000164,HOJE,40171727,122
50733585000127,202512,148976731,126
50733585000127,202601,150487468,126
50733585000127,202602,152091376,124
50733585000127,202603,153693116,123
50733585000127,202604,154860038,122
50733585000127,202605,155370656,121
50733585000127,202606,155397783,122
50733585000127,202607,155682832,124
50733585000127,HOJE,155680760,122
50765209000114,202512,16058309,126
50765209000114,202601,12372853,126
50765209000114,202602,10073436,124
50765209000114,202603,8420866,123
50765209000114,202604,8421961,122
50765209000114,202605,8421579,121
50765209000114,202606,8421400,122
50765209000114,202607,8184741,124
50765209000114,HOJE,8106813,122
50765883000107,202512,305904456,126
50765883000107,202601,309338282,126
50765883000107,202602,312349330,124
50765883000107,202603,315686772,123
50765883000107,202604,318473383,122
50765883000107,202605,321451236,121
50765883000107,202606,324471147,122
50765883000107,202607,327809803,124
50765883000107,HOJE,328266835,122
50799566000101,202512,169895233,126
50799566000101,202601,171904768,126
50799566000101,202602,173769252,124
50799566000101,202603,175941109,123
50799566000101,202604,177888508,122
50799566000101,202605,179917550,121
50799566000101,202606,181888510,122
50799566000101,202607,183953645,124
50799566000101,HOJE,184233613,122
50803491000187,202512,7488006862,126
50803491000187,202601,7702586228,126
50803491000187,202602,7897250455,124
50803491000187,202603,8121760682,123
50803491000187,202604,8256134768,122
50803491000187,202605,8224581887,121
50803491000187,202606,8128552632,122
50803491000187,202607,7997032203,124
50803491000187,HOJE,7976285095,122
50817290000139,202512,41570869,126
50817290000139,202601,41992808,126
50817290000139,202602,42442642,124
50817290000139,202603,42835218,123
50817290000139,202604,43166823,122
50817290000139,202605,43439925,121
50817290000139,202606,43643559,122
50817290000139,202607,43881026,124
50817290000139,HOJE,43893297,122
50820465000167,202512,193254879,126
50820465000167,202601,195684694,126
50820465000167,202602,198324503,124
50820465000167,202603,201174524,123
50820465000167,202604,203700053,122
50820465000167,202605,205554304,121
50820465000167,202606,207653733,122
50820465000167,202607,210002911,124
50820465000167,HOJE,210280151,122
50821045000103,202512,671480873,126
50821045000103,202601,650251251,126
50821045000103,202602,642874470,124
50821045000103,202603,623550322,123
50821045000103,202604,619228218,122
50821045000103,202605,615705583,121
50821045000103,202606,605003128,122
50821045000103,202607,598716525,124
50821045000103,HOJE,597721892,122
50840386000118,202512,41755550,126
50840386000118,202601,42086936,126
50840386000118,202602,42472388,124
50840386000118,202603,42660827,123
50840386000118,202604,42821743,122
50840386000118,202605,43003580,121
50840386000118,202606,43123187,122
50840386000118,202607,43267838,124
50840386000118,HOJE,43261507,121
50860797000175,202512,58290533,126
50860797000175,202601,58874953,126
50860797000175,202602,59494511,124
50860797000175,202603,60108810,123
50860797000175,202604,60543362,122
50860797000175,202605,60717831,121
50860797000175,202606,60710794,122
50860797000175,202607,60812640,124
50860797000175,HOJE,60810763,122
50861003000198,202512,239111774,126
50861003000198,202601,247291561,126
50861003000198,202602,253953503,124
50861003000198,202603,259166288,123
50861003000198,202604,259035277,122
50861003000198,202605,253256878,121
50861003000198,202606,242542535,122
50861003000198,202607,229257089,124
50861003000198,HOJE,227279329,122
50862124000154,202512,4375640755,126
50862124000154,202601,4312737079,126
50862124000154,202602,4246908732,124
50862124000154,202603,4143132982,123
50862124000154,202604,4009512531,122
50862124000154,202605,3807847623,121
50862124000154,202606,3550302636,122
50862124000154,202607,3272138284,124
50862124000154,HOJE,3234164285,122
50868823000101,202512,28722306,126
50868823000101,202601,29006440,126
50868823000101,202602,29288483,124
50868823000101,202603,29510267,123
50868823000101,202604,29694772,122
50868823000101,202605,29846456,121
50868823000101,202606,29962572,122
50868823000101,202607,30087731,124
50868823000101,HOJE,30090609,122
50874219000198,202512,657955600,126
50874219000198,202601,664964617,126
50874219000198,202602,673480946,124
50874219000198,202603,683036769,123
50874219000198,202604,693801321,122
50874219000198,202605,703761471,121
50874219000198,202606,718895485,122
50874219000198,202607,746737396,124
50874219000198,HOJE,750091324,122
50875116000142,202512,71051996,126
50875116000142,202601,68556771,126
50875116000142,202602,67662069,124
50875116000142,202603,66762198,123
50875116000142,202604,67016280,122
50875116000142,202605,67791606,121
50875116000142,202606,69053997,122
50875116000142,202607,70853367,124
50875116000142,HOJE,71088804,122
50879270000192,202512,45446312,126
50879270000192,202601,45865154,126
50879270000192,202602,46341882,124
50879270000192,202603,46759540,123
50879270000192,202604,47110491,122
50879270000192,202605,47361151,121
50879270000192,202606,47525271,122
50879270000192,202607,47702745,124
50879270000192,HOJE,47708071,122
50890486000159,202512,21533946,126
50890486000159,202601,21752309,126
50890486000159,202602,21982991,124
50890486000159,202603,22212347,123
50890486000159,202604,22381669,122
50890486000159,202605,22456359,121
50890486000159,202606,22460847,122
50890486000159,202607,22503000,124
50890486000159,HOJE,22502914,122
50891130000130,202512,2636874821,126
50891130000130,202601,2947615647,126
50891130000130,202602,3151483315,124
50891130000130,202603,3210597584,123
50891130000130,202604,3047542445,122
50891130000130,202605,2825233133,121
50891130000130,202606,2592822715,122
50891130000130,202607,2356864653,124
50891130000130,HOJE,2325110747,122
50910444000132,202512,64341740,126
50910444000132,202601,64993063,126
50910444000132,202602,65682017,124
50910444000132,202603,66369152,123
50910444000132,202604,66879148,122
50910444000132,202605,67108502,121
50910444000132,202606,67128670,122
50910444000132,202607,67261884,124
50910444000132,HOJE,67262747,122
50925001000115,202512,190787184,126
50925001000115,202601,162227605,126
50925001000115,202602,135624282,124
50925001000115,202603,106697317,123
50925001000115,202604,89138038,122
50925001000115,202605,82060971,121
50925001000115,202606,77959345,122
50925001000115,202607,74372328,124
50925001000115,HOJE,73852951,122
50926512000151,202512,69964480,126
50926512000151,202601,70633488,126
50926512000151,202602,71367399,124
50926512000151,202603,71969536,123
50926512000151,202604,72463046,122
50926512000151,202605,72777403,121
50926512000151,202606,72954170,122
50926512000151,202607,73164333,124
50926512000151,HOJE,73159368,122
50926941000129,202512,22941444,126
50926941000129,202601,23174148,126
50926941000129,202602,23419934,124
50926941000129,202603,23664721,123
50926941000129,202604,23846320,122
50926941000129,202605,23927075,121
50926941000129,202606,23932544,122
50926941000129,202607,23978251,124
50926941000129,HOJE,23978305,122
50927112000160,202512,29412137,126
50927112000160,202601,29710058,126
50927112000160,202602,30025424,124
50927112000160,202603,30337086,123
50927112000160,202604,30561881,122
50927112000160,202605,30658738,121
50927112000160,202606,30661216,122
50927112000160,202607,30716578,124
50927112000160,HOJE,30715655,122
50946766000131,202512,295734268,126
50946766000131,202601,298785249,126
50946766000131,202602,302004638,124
50946766000131,202603,305216346,123
50946766000131,202604,309004284,122
50946766000131,202605,312315382,121
50946766000131,202606,315243759,122
50946766000131,202607,319327109,124
50946766000131,HOJE,319889640,122
50979958000144,202512,21244707,126
50979958000144,202601,20958209,126
50979958000144,202602,20961030,124
50979958000144,202603,21177048,123
50979958000144,202604,21339387,122
50979958000144,202605,21412215,121
50979958000144,202606,21415895,122
50979958000144,202607,21456130,124
50979958000144,HOJE,21456203,122
51010435000158,202512,23667332,126
51010435000158,202601,24303680,126
51010435000158,202602,25051216,124
51010435000158,202603,25799905,123
51010435000158,202604,26335533,122
51010435000158,202605,26292579,121
51010435000158,202606,26135205,122
51010435000158,202607,25739897,124
51010435000158,HOJE,25641724,122
51024922000170,202512,51448236,126
51024922000170,202601,51965865,126
51024922000170,202602,52523784,124
51024922000170,202603,53036660,123
51024922000170,202604,53621116,122
51024922000170,202605,51630277,121
51024922000170,202606,48613290,122
51024922000170,202607,45484402,124
51024922000170,HOJE,45043475,122
51033302000105,202512,21528814,126
51033302000105,202601,21745303,126
51033302000105,202602,21974648,124
51033302000105,202603,22203649,123
51033302000105,202604,22373360,122
51033302000105,202605,22448821,121
51033302000105,202606,22453033,122
51033302000105,202607,22495238,124
51033302000105,HOJE,22495158,122
51041048000189,202512,263100394,126
51041048000189,202601,274075285,126
51041048000189,202602,282512450,124
51041048000189,202603,290879328,123
51041048000189,202604,301435610,122
51041048000189,202605,312825152,121
51041048000189,202606,320633742,122
51041048000189,202607,328420479,124
51041048000189,HOJE,329484854,122
51058091000157,202512,29563902,126
51058091000157,202601,30307160,126
51058091000157,202602,30875854,124
51058091000157,202603,31582786,123
51058091000157,202604,32232855,122
51058091000157,202605,32762162,121
51058091000157,202606,32964132,122
51058091000157,202607,33256041,124
51058091000157,HOJE,33296880,122
51063538000186,202512,30375018,126
51063538000186,202601,32643487,126
51063538000186,202602,34798093,124
51063538000186,202603,37067271,123
51063538000186,202604,37762593,122
51063538000186,202605,38412437,121
51063538000186,202606,38949352,122
51063538000186,202607,39366998,124
51063538000186,HOJE,39405767,122
51075995000190,202512,20389822,126
51075995000190,202601,19125854,126
51075995000190,202602,18060032,124
51075995000190,202603,16935232,123
51075995000190,202604,16160436,122
51075995000190,202605,15294446,121
51075995000190,202606,14566335,122
51075995000190,202607,13936738,124
51075995000190,HOJE,13852047,122
51096061000135,202512,84688998,126
51096061000135,202601,96864335,126
51096061000135,202602,106349702,124
51096061000135,202603,110377995,123
51096061000135,202604,113016978,122
51096061000135,202605,114734117,121
51096061000135,202606,116142843,122
51096061000135,202607,117133978,124
51096061000135,HOJE,117240037,122
51112915000120,202512,238050632,126
51112915000120,202601,245160624,126
51112915000120,202602,252787775,124
51112915000120,202603,257557076,123
51112915000120,202604,253981485,122
51112915000120,202605,249014828,121
51112915000120,202606,242367581,122
51112915000120,202607,233229874,124
51112915000120,HOJE,231604531,122
51161157000130,202512,23579015,126
51161157000130,202601,23818093,126
51161157000130,202602,24070829,124
51161157000130,202603,24321544,123
51161157000130,202604,24506755,122
51161157000130,202605,24588398,121
51161157000130,202606,24591653,122
51161157000130,202607,24636426,124
51161157000130,HOJE,24636077,122
51168708000197,202512,1324168964,126
51168708000197,202601,1317595436,126
51168708000197,202602,1311383581,124
51168708000197,202603,1320318747,123
51168708000197,202604,1286999444,122
51168708000197,202605,1270535109,120
51168708000197,202606,1248896548,121
51168708000197,202607,1223612593,121
51168708000197,HOJE,1220451235,118
51181910000159,202512,24606700,126
51181910000159,202601,22972480,126
51181910000159,202602,23950788,124
51181910000159,202603,25101986,123
51181910000159,202604,26131180,122
51181910000159,202605,27068186,121
51181910000159,202606,27901036,122
51181910000159,202607,28648113,124
51181910000159,HOJE,28648681,122
51196992000105,202512,92374894,126
51196992000105,202601,92574651,126
51196992000105,202602,91806103,124
51196992000105,202603,90851935,123
51196992000105,202604,90479880,122
51196992000105,202605,91199163,121
51196992000105,202606,92025695,121
51196992000105,202607,90771609,123
51196992000105,HOJE,90612926,121
51200543000193,202512,32926082,126
51200543000193,202601,34673695,126
51200543000193,202602,36594442,124
51200543000193,202603,38674454,123
51200543000193,202604,39560925,122
51200543000193,202605,40971562,121
51200543000193,202606,42521050,122
51200543000193,202607,44416665,124
51200543000193,HOJE,44630946,122
51225664000190,202512,622450461,126
51225664000190,202601,692701288,126
51225664000190,202602,765292323,124
51225664000190,202603,843052886,123
51225664000190,202604,909832123,122
51225664000190,202605,1034719183,121
51225664000190,202606,1198320276,122
51225664000190,202607,1346684158,124
51225664000190,HOJE,1364248680,122
51234049000140,202512,24354861,126
51234049000140,202601,25214771,126
51234049000140,202602,25884754,124
51234049000140,202603,26007974,123
51234049000140,202604,26082004,122
51234049000140,202605,26319996,121
51234049000140,202606,26489595,122
51234049000140,202607,24687777,115
51234049000140,HOJE,24622703,111
51238218000110,202512,675000460,126
51238218000110,202601,705362225,126
51238218000110,202602,732064509,124
51238218000110,202603,755919884,123
51238218000110,202604,774100883,122
51238218000110,202605,795658914,121
51238218000110,202606,817795891,122
51238218000110,202607,839617794,124
51238218000110,HOJE,841841196,122
51278597000171,202512,55452984,126
51278597000171,202601,55928939,126
51278597000171,202602,56399688,124
51278597000171,202603,56722939,123
51278597000171,202604,56888214,122
51278597000171,202605,56906135,121
51278597000171,202606,56846813,122
51278597000171,202607,56777920,124
51278597000171,HOJE,56741304,122
51289474000136,202512,1087171758,126
51289474000136,202601,1159422539,126
51289474000136,202602,1214427397,124
51289474000136,202603,1268787446,123
51289474000136,202604,1314457790,122
51289474000136,202605,1360530687,121
51289474000136,202606,1408193016,122
51289474000136,202607,1465108163,124
51289474000136,HOJE,1472742397,122
51304522000118,202512,12000120,126
51304522000118,202601,12120316,126
51304522000118,202602,12247793,124
51304522000118,202603,12373892,123
51304522000118,202604,12467215,122
51304522000118,202605,12507990,121
51304522000118,202606,12509822,122
51304522000118,202607,12532522,124
51304522000118,HOJE,12532300,122
51334511000180,202512,26087946,125
51334511000180,202601,26357283,125
51334511000180,202602,26645008,123
51334511000180,202603,26910384,122
51334511000180,202604,27077640,109
51334511000180,202605,27287291,107
51334511000180,202606,27549570,108
51334511000180,202607,27771084,103
51334511000180,HOJE,27782729,99
51357586000187,202512,23446691,126
51357586000187,202601,23682126,126
51357586000187,202602,23940737,124
51357586000187,202603,24166259,123
51357586000187,202604,24347116,122
51357586000187,202605,24500517,121
51357586000187,202606,24822930,122
51357586000187,202607,24735472,114
51357586000187,HOJE,24735812,110
51365675000175,202512,28467544,126
51365675000175,202601,28754640,126
51365675000175,202602,29057185,124
51365675000175,202603,29359286,123
51365675000175,202604,29583708,122
51365675000175,202605,29683460,121
51365675000175,202606,29689742,122
51365675000175,202607,29746419,124
51365675000175,HOJE,29746411,122
51378137000115,202512,659609064,126
51378137000115,202601,658507911,126
51378137000115,202602,657405221,124
51378137000115,202603,655618847,123
51378137000115,202604,655564376,122
51378137000115,202605,655615400,121
51378137000115,202606,658565946,122
51378137000115,202607,665855435,124
51378137000115,HOJE,666666052,121
51381641000174,202512,23504033,126
51381641000174,202601,23741249,126
51381641000174,202602,23992367,124
51381641000174,202603,24242037,123
51381641000174,202604,24427667,122
51381641000174,202605,24510465,121
51381641000174,202606,24515832,122
51381641000174,202607,24562989,124
51381641000174,HOJE,24563022,122
51383310000173,202512,23507730,126
51383310000173,202601,23745393,126
51383310000173,202602,23996660,124
51383310000173,202603,24245394,123
51383310000173,202604,24429430,122
51383310000173,202605,24510026,121
51383310000173,202606,24512945,122
51383310000173,202607,24558200,124
51383310000173,HOJE,24557925,122
51389786000111,202512,97120071,126
51389786000111,202601,98390754,126
51389786000111,202602,99645092,124
51389786000111,202603,100899982,123
51389786000111,202604,102323797,122
51389786000111,202605,103366640,121
51389786000111,202606,104042931,122
51389786000111,202607,104725279,124
51389786000111,HOJE,104779032,122
51476823000129,202512,23193148,126
51476823000129,202601,23425583,126
51476823000129,202602,23671885,124
51476823000129,202603,23916946,123
51476823000129,202604,24099440,122
51476823000129,202605,24180381,121
51476823000129,202606,24185731,122
51476823000129,202607,24232795,124
51476823000129,HOJE,24232943,122
51487766000183,202512,37388266,126
51487766000183,202601,37767871,126
51487766000183,202602,38168363,124
51487766000183,202603,38565430,123
51487766000183,202604,38847416,122
51487766000183,202605,38961715,121
51487766000183,202606,38956652,122
51487766000183,202607,39020413,124
51487766000183,HOJE,39019186,122
51507955000170,202512,73082327,126
51507955000170,202601,69423237,126
51507955000170,202602,69809658,124
51507955000170,202603,69657982,123
51507955000170,202604,69302708,122
51507955000170,202605,69607504,121
51507955000170,202606,69879749,122
51507955000170,202607,70877582,124
51507955000170,HOJE,70912043,122
51511514000142,202512,22701945,126
51511514000142,202601,22749615,126
51511514000142,202602,22816654,124
51511514000142,202603,22879608,123
51511514000142,202604,22969216,122
51511514000142,202605,23052064,121
51511514000142,202606,23242778,122
51511514000142,202607,23428684,124
51511514000142,HOJE,23449582,121
51516067000114,202512,57838982,126
51516067000114,202601,60698984,126
51516067000114,202602,63411978,124
51516067000114,202603,66581873,123
51516067000114,202604,69439311,122
51516067000114,202605,71819193,121
51516067000114,202606,71985318,122
51516067000114,202607,72158376,124
51516067000114,HOJE,72163354,122
51533573000111,202512,744367403,126
51533573000111,202601,773431113,126
51533573000111,202602,810358750,124
51533573000111,202603,868081122,123
51533573000111,202604,929083251,122
51533573000111,202605,992906289,121
51533573000111,202606,1028492979,122
51533573000111,202607,1026668109,124
51533573000111,HOJE,1028496524,122
51538282000116,202512,771905094,126
51538282000116,202601,833382956,126
51538282000116,202602,889876370,124
51538282000116,202603,937719758,123
51538282000116,202604,965534400,122
51538282000116,202605,992083829,121
51538282000116,202606,1017831426,122
51538282000116,202607,1038758372,124
51538282000116,HOJE,1040130555,121
51555270000108,202512,50325443,126
51555270000108,202601,51770000,126
51555270000108,202602,53184610,124
51555270000108,202603,54434166,123
51555270000108,202604,55402128,122
51555270000108,202605,56233785,121
51555270000108,202606,56517658,122
51555270000108,202607,56654646,124
51555270000108,HOJE,56649352,122
51556889000129,202512,19122895,126
51556889000129,202601,19088199,126
51556889000129,202602,19052664,124
51556889000129,202603,19011238,123
51556889000129,202604,18978614,122
51556889000129,202605,18882912,121
51556889000129,202606,18824865,122
51556889000129,202607,18758224,124
51556889000129,HOJE,18752844,122
51572183000150,202512,1009918268,126
51572183000150,202601,1019702304,126
51572183000150,202602,1030484978,124
51572183000150,202603,1040230142,123
51572183000150,202604,1048481759,122
51572183000150,202605,1053576109,121
51572183000150,202606,1056556983,122
51572183000150,202607,1059962909,124
51572183000150,HOJE,1059997172,122
51604570000121,202512,445203543,126
51604570000121,202601,433966565,126
51604570000121,202602,424253520,124
51604570000121,202603,410767066,123
51604570000121,202604,397636302,122
51604570000121,202605,382690791,121
51604570000121,202606,366264941,122
51604570000121,202607,344373220,124
51604570000121,HOJE,341323538,122
51623321000183,202512,136033441,126
51623321000183,202601,143080553,126
51623321000183,202602,148574142,124
51623321000183,202603,154486405,123
51623321000183,202604,159540877,122
51623321000183,202605,167124504,121
51623321000183,202606,174703383,122
51623321000183,202607,182817575,124
51623321000183,HOJE,184031604,122
51637707000144,202512,23057590,126
51637707000144,202601,23515068,126
51637707000144,202602,24359839,124
51637707000144,202603,25344883,123
51637707000144,202604,26218999,122
51637707000144,202605,26995629,121
51637707000144,202606,27670322,122
51637707000144,202607,28187690,124
51637707000144,HOJE,28188418,122
51637886000110,202512,44246945,126
51637886000110,202601,44695643,126
51637886000110,202602,45172152,124
51637886000110,202603,45644884,123
51637886000110,202604,45971945,122
51637886000110,202605,46101121,121
51637886000110,202606,46092317,122
51637886000110,202607,46161269,124
51637886000110,HOJE,46157522,122
51661677000101,202512,42106449,126
51661677000101,202601,42534680,126
51661677000101,202602,42986237,124
51661677000101,202603,43436528,123
51661677000101,202604,43769655,122
51661677000101,202605,43916022,121
51661677000101,202606,43924832,122
51661677000101,202607,44007075,124
51661677000101,HOJE,44006759,122
51697128000197,202512,414336537,126
51697128000197,202601,400819747,126
51697128000197,202602,396734484,124
51697128000197,202603,412000460,123
51697128000197,202604,425608198,122
51697128000197,202605,436563316,121
51697128000197,202606,445239426,122
51697128000197,202607,452349198,124
51697128000197,HOJE,454475346,122
51710645000159,202512,3175906668,126
51710645000159,202601,3668763099,126
51710645000159,202602,4024343573,124
51710645000159,202603,4108299618,123
51710645000159,202604,4159352605,122
51710645000159,202605,4172397561,121
51710645000159,202606,4024465612,122
51710645000159,202607,3805411510,124
51710645000159,HOJE,3777466899,122
51714018000196,202512,64845945,126
51714018000196,202601,77910319,126
51714018000196,202602,87484716,124
51714018000196,202603,96925140,123
51714018000196,202604,95076483,122
51714018000196,202605,87722332,121
51714018000196,202606,79911882,122
51714018000196,202607,69508891,124
51714018000196,HOJE,68087608,122
51726488000170,202512,18079235,126
51726488000170,202601,18445065,126
51726488000170,202602,18711680,124
51726488000170,202603,18863536,123
51726488000170,202604,18991206,122
