CNPJ,Ref,Media180,NDias
42420671000151,202603,33610950,123
42420671000151,202604,33867628,122
42420671000151,202605,34059790,121
42420671000151,202606,34196192,122
42420671000151,202607,34372996,124
42420671000151,HOJE,34380523,122
42420740000127,202512,78568057,126
42420740000127,202601,79641327,126
42420740000127,202602,80696408,124
42420740000127,202603,81574433,123
42420740000127,202604,82045472,122
42420740000127,202605,82572058,121
42420740000127,202606,83114111,122
42420740000127,202607,83690958,124
42420740000127,HOJE,83724637,122
42447172000158,202512,66536183,125
42447172000158,202601,64578488,125
42447172000158,202602,62790100,123
42447172000158,202603,60328347,122
42447172000158,202604,57741029,112
42447172000158,202605,57397943,112
42447172000158,202606,57945654,113
42447172000158,202607,58425150,108
42447172000158,HOJE,58470040,106
42447197000151,202512,88695447,126
42447197000151,202601,88137611,126
42447197000151,202602,87710583,124
42447197000151,202603,88108808,123
42447197000151,202604,88758067,122
42447197000151,202605,89265600,121
42447197000151,202606,89620391,122
42447197000151,202607,88970171,122
42447197000151,HOJE,88767462,119
42449373000194,202512,34378717,126
42449373000194,202601,32873484,126
42449373000194,202602,31271527,124
42449373000194,202603,29418295,123
42449373000194,202604,28027979,122
42449373000194,202605,26850915,121
42449373000194,202606,26050511,122
42449373000194,202607,25629748,124
42449373000194,HOJE,25608352,122
42449381000130,202512,32961804,126
42449381000130,202601,32889154,126
42449381000130,202602,32745579,124
42449381000130,202603,32666644,123
42449381000130,202604,32099610,122
42449381000130,202605,30760943,121
42449381000130,202606,29673471,122
42449381000130,202607,28532070,124
42449381000130,HOJE,28371287,122
42535073000128,202512,197071908,126
42535073000128,202601,199086501,126
42535073000128,202602,201183379,124
42535073000128,202603,203592053,123
42535073000128,202604,205878675,122
42535073000128,202605,208174219,121
42535073000128,202606,210449905,122
42535073000128,202607,212927152,124
42535073000128,HOJE,213257411,122
42536254000179,202512,3755498742,126
42536254000179,202601,2962433381,126
42536254000179,202602,2226372216,124
42536254000179,202603,1328981742,123
42536254000179,202604,485724734,122
42536254000179,202605,443418980,121
42536254000179,202606,403517987,122
42536254000179,202607,360709965,124
42536254000179,HOJE,355454949,122
42592438000156,202512,29953849,126
42592438000156,202601,30238528,126
42592438000156,202602,30510480,124
42592438000156,202603,30699449,123
42592438000156,202604,30851889,122
42592438000156,202605,30975363,121
42592438000156,202606,31055094,122
42592438000156,202607,31156623,124
42592438000156,HOJE,31150457,121
42619279000136,202512,112798059,126
42619279000136,202601,115077346,126
42619279000136,202602,117050319,124
42619279000136,202603,118057909,123
42619279000136,202604,118963282,122
42619279000136,202605,119748398,121
42619279000136,202606,120329218,122
42619279000136,202607,121014089,124
42619279000136,HOJE,121046354,121
42682169000119,202512,16765150,126
42682169000119,202601,16993407,126
42682169000119,202602,17217823,124
42682169000119,202603,17410503,123
42682169000119,202604,17609272,122
42682169000119,202605,17762855,121
42682169000119,202606,17891101,122
42682169000119,202607,18015351,124
42682169000119,HOJE,18028834,122
42682358000191,202512,66502081,126
42682358000191,202601,67258664,126
42682358000191,202602,67965836,124
42682358000191,202603,68802623,123
42682358000191,202604,69558358,122
42682358000191,202605,70338866,121
42682358000191,202606,71133211,122
42682358000191,202607,71987217,124
42682358000191,HOJE,72102787,122
42682380000131,202512,26593459,126
42682380000131,202601,26869432,126
42682380000131,202602,27131829,124
42682380000131,202603,27444241,123
42682380000131,202604,27742233,122
42682380000131,202605,28031001,121
42682380000131,202606,28311516,122
42682380000131,202607,28618346,124
42682380000131,HOJE,28659885,122
42682447000138,202512,29176349,125
42682447000138,202601,29491139,125
42682447000138,202602,29794301,123
42682447000138,202603,30111017,122
42682447000138,202604,30398483,122
42682447000138,202605,30684196,121
42682447000138,202606,30965396,122
42682447000138,202607,31256544,123
42682447000138,HOJE,31294761,121
42698876000101,202512,258761282,126
42698876000101,202601,262289594,126
42698876000101,202602,265544055,124
42698876000101,202603,268197280,123
42698876000101,202604,269483492,122
42698876000101,202605,270822159,121
42698876000101,202606,272603155,122
42698876000101,202607,274416600,124
42698876000101,HOJE,274531860,122
42699050000159,202512,14747814029,126
42699050000159,202601,14844866873,126
42699050000159,202602,14875017079,124
42699050000159,202603,14714434963,123
42699050000159,202604,14385757657,122
42699050000159,202605,13978348752,121
42699050000159,202606,13589534576,122
42699050000159,202607,13194943991,124
42699050000159,HOJE,13131776880,122
42716764000128,202512,3085790334,126
42716764000128,202601,3054772588,126
42716764000128,202602,3019688451,124
42716764000128,202603,2977462984,123
42716764000128,202604,2936130139,122
42716764000128,202605,2898970656,121
42716764000128,202606,2864096695,122
42716764000128,202607,2823603588,124
42716764000128,HOJE,2818675884,122
42717986000165,202512,8787814176,126
42717986000165,202601,8811236890,126
42717986000165,202602,8809364867,124
42717986000165,202603,8724721483,123
42717986000165,202604,8552807048,122
42717986000165,202605,8324929064,121
42717986000165,202606,8113154488,122
42717986000165,202607,7886147680,124
42717986000165,HOJE,7850328867,122
42730970000192,202512,73318142,126
42730970000192,202601,74608846,126
42730970000192,202602,75800060,124
42730970000192,202603,77219605,123
42730970000192,202604,78568876,122
42730970000192,202605,80005036,121
42730970000192,202606,81310214,122
42730970000192,202607,82045738,124
42730970000192,HOJE,82114872,122
42747172000173,202512,70467293,126
42747172000173,202601,71376372,126
42747172000173,202602,72194314,124
42747172000173,202603,73019055,123
42747172000173,202604,73615809,122
42747172000173,202605,74111250,121
42747172000173,202606,74557012,122
42747172000173,202607,74941606,124
42747172000173,HOJE,74982139,122
42774252000118,202512,149539805,126
42774252000118,202601,146338591,126
42774252000118,202602,142158206,124
42774252000118,202603,136703729,123
42774252000118,202604,130062473,122
42774252000118,202605,122506601,121
42774252000118,202606,114495522,122
42774252000118,202607,106537984,123
42774252000118,HOJE,105381516,121
42774301000112,202512,59290936,126
42774301000112,202601,59185327,126
42774301000112,202602,59129322,124
42774301000112,202603,58991246,123
42774301000112,202604,58914317,122
42774301000112,202605,58758337,121
42774301000112,202606,58677579,122
42774301000112,202607,58211212,124
42774301000112,HOJE,58182787,122
42777239000112,202512,503048039,126
42777239000112,202601,497668387,126
42777239000112,202602,492754257,124
42777239000112,202603,485470956,123
42777239000112,202604,476877696,122
42777239000112,202605,465488094,121
42777239000112,202606,454256049,122
42777239000112,202607,442165778,124
42777239000112,HOJE,440382145,122
42813715000103,202512,95935760,125
42813715000103,202601,97104717,125
42813715000103,202602,98345798,123
42813715000103,202603,99562478,122
42813715000103,202604,100786010,122
42813715000103,202605,101881826,121
42813715000103,202606,102884154,122
42813715000103,202607,103941259,123
42813715000103,HOJE,104065897,121
42813742000186,202512,40160146,125
42813742000186,202601,40672557,125
42813742000186,202602,41192371,123
42813742000186,202603,41676303,122
42813742000186,202604,42184089,122
42813742000186,202605,42586765,121
42813742000186,202606,42913643,122
42813742000186,202607,43254062,124
42813742000186,HOJE,43295180,122
42813751000177,202512,54944562,126
42813751000177,202601,55618954,126
42813751000177,202602,56265959,124
42813751000177,202603,56842399,123
42813751000177,202604,57426540,122
42813751000177,202605,57927445,121
42813751000177,202606,58374759,122
42813751000177,202607,58833484,124
42813751000177,HOJE,58877708,121
42814769000193,202512,20556680865,126
42814769000193,202601,20850209593,126
42814769000193,202602,21136017953,124
42814769000193,202603,21601080783,123
42814769000193,202604,22475770798,122
42814769000193,202605,23669652017,121
42814769000193,202606,25016374111,122
42814769000193,202607,26519696136,124
42814769000193,HOJE,26734578399,122
42814813000165,202512,1682759327,126
42814813000165,202601,1704052490,126
42814813000165,202602,1722711624,124
42814813000165,202603,1736977159,123
42814813000165,202604,1738184921,122
42814813000165,202605,1733304067,121
42814813000165,202606,1724934318,122
42814813000165,202607,1709366022,124
42814813000165,HOJE,1706613070,122
42814944000142,202512,54334134583,126
42814944000142,202601,54453621718,126
42814944000142,202602,54357998746,124
42814944000142,202603,53742291018,123
42814944000142,202604,52780018250,122
42814944000142,202605,51739652940,121
42814944000142,202606,50795622432,122
42814944000142,202607,49802889568,124
42814944000142,HOJE,49645414603,122
42827176000161,202512,16804790,126
42827176000161,202601,18165782,126
42827176000161,202602,20082063,124
42827176000161,202603,24230544,123
42827176000161,202604,30012199,122
42827176000161,202605,39318066,121
42827176000161,202606,51540583,122
42827176000161,202607,66213466,124
42827176000161,HOJE,68258561,122
42831231000197,202512,1735439778,126
42831231000197,202601,1885659185,126
42831231000197,202602,2020183486,124
42831231000197,202603,2139040715,123
42831231000197,202604,2248958823,122
42831231000197,202605,2355255337,121
42831231000197,202606,2420854955,122
42831231000197,202607,2428772308,124
42831231000197,HOJE,2430561722,122
42847253000145,202512,36284147,126
42847253000145,202601,36668640,126
42847253000145,202602,37037389,124
42847253000145,202603,37472319,123
42847253000145,202604,37477885,122
42847253000145,202605,37250817,121
42847253000145,202606,36988095,122
42847253000145,202607,36722174,124
42847253000145,HOJE,36677186,122
42847342000191,202512,122264331,126
42847342000191,202601,119152849,126
42847342000191,202602,116921098,124
42847342000191,202603,114534973,123
42847342000191,202604,111485629,122
42847342000191,202605,107834459,121
42847342000191,202606,104307456,122
42847342000191,202607,100716853,124
42847342000191,HOJE,100219215,122
42847484000159,202512,47011527,126
42847484000159,202601,47548340,126
42847484000159,202602,48039824,124
42847484000159,202603,48594150,123
42847484000159,202604,49110575,122
42847484000159,202605,49553311,116
42847484000159,202606,50236405,117
42847484000159,202607,50936812,119
42847484000159,HOJE,51012948,116
42848014000100,202512,128946028,126
42848014000100,202601,130236510,126
42848014000100,202602,132469411,124
42848014000100,202603,134972877,123
42848014000100,202604,137240002,122
42848014000100,202605,139235980,121
42848014000100,202606,141000742,122
42848014000100,202607,142851536,124
42848014000100,HOJE,143045755,121
42865247000110,202512,82659190,126
42865247000110,202601,83715217,126
42865247000110,202602,84680108,124
42865247000110,202603,85828000,123
42865247000110,202604,86841427,122
42865247000110,202605,87857229,121
42865247000110,202606,88889790,122
42865247000110,202607,90018749,124
42865247000110,HOJE,90142662,121
42865719000135,202512,55010351,126
42865719000135,202601,55534166,126
42865719000135,202602,56034627,124
42865719000135,202603,56654370,123
42865719000135,202604,57348120,122
42865719000135,202605,58043724,121
42865719000135,202606,58735699,122
42865719000135,202607,59473364,124
42865719000135,HOJE,59573836,122
42870959000128,202512,45079921,126
42870959000128,202601,45636759,126
42870959000128,202602,46145867,124
42870959000128,202603,46716061,123
42870959000128,202604,47191386,122
42870959000128,202605,47637873,121
42870959000128,202606,48086867,122
42870959000128,202607,47760290,124
42870959000128,HOJE,47748293,121
42921777000139,202512,731308786,126
42921777000139,202601,695920224,126
42921777000139,202602,669959195,124
42921777000139,202603,632717337,123
42921777000139,202604,606256744,122
42921777000139,202605,586538609,121
42921777000139,202606,569794441,122
42921777000139,202607,559461519,124
42921777000139,HOJE,558671799,122
42922268000120,202512,150851935,125
42922268000120,202601,152486132,126
42922268000120,202602,154026187,124
42922268000120,202603,155812812,123
42922268000120,202604,157462688,122
42922268000120,202605,159194266,121
42922268000120,202606,160498002,122
42922268000120,202607,157761256,124
42922268000120,HOJE,157220237,122
42934049000161,202512,81850869,126
42934049000161,202601,84196719,126
42934049000161,202602,86738221,124
42934049000161,202603,89641945,123
42934049000161,202604,98154288,122
42934049000161,202605,120668298,121
42934049000161,202606,158747361,122
42934049000161,202607,228378641,124
42934049000161,HOJE,238977242,122
43103846000160,202512,79185395,126
43103846000160,202601,83208961,126
43103846000160,202602,87050886,124
43103846000160,202603,91374736,123
43103846000160,202604,95503644,122
43103846000160,202605,99327109,121
43103846000160,202606,101986185,122
43103846000160,202607,104769395,124
43103846000160,HOJE,105219356,122
43122009000188,202512,236151636,126
43122009000188,202601,238561372,126
43122009000188,202602,241114648,124
43122009000188,202603,243651634,123
43122009000188,202604,245455749,122
43122009000188,202605,246188706,121
43122009000188,202606,246194010,122
43122009000188,202607,246632945,124
43122009000188,HOJE,246630724,122
43122017000124,202512,87880635,126
43122017000124,202601,88769696,126
43122017000124,202602,89708748,124
43122017000124,202603,90648004,123
43122017000124,202604,91341242,122
43122017000124,202605,91652160,121
43122017000124,202606,88572801,122
43122017000124,202607,85416133,124
43122017000124,HOJE,85010402,122
43122073000169,202512,97293158,126
43122073000169,202601,98278699,126
43122073000169,202602,99321357,124
43122073000169,202603,100363555,123
43122073000169,202604,101137490,122
43122073000169,202605,99476930,121
43122073000169,202606,94934506,122
43122073000169,202607,90233450,124
43122073000169,HOJE,89601509,122
43122090000104,202512,42896315,126
43122090000104,202601,43328991,126
43122090000104,202602,43788377,124
43122090000104,202603,44245882,123
43122090000104,202604,44576051,122
43122090000104,202605,44715409,121
43122090000104,202606,44717718,122
43122090000104,202607,44800152,124
43122090000104,HOJE,44800492,122
43140450000192,202512,86675486,126
43140450000192,202601,86772644,126
43140450000192,202602,96426766,124
43140450000192,202603,166042810,123
43140450000192,202604,229739027,122
43140450000192,202605,293535881,121
43140450000192,202606,356496422,122
43140450000192,202607,422915012,124
43140450000192,HOJE,434657881,122
43140638000130,202512,133290082,126
43140638000130,202601,132114612,126
43140638000130,202602,131381945,124
43140638000130,202603,154665476,123
43140638000130,202604,179885773,122
43140638000130,202605,203462697,121
43140638000130,202606,225927703,122
43140638000130,202607,248773024,124
43140638000130,HOJE,252924783,122
43140750000171,202512,62927895,126
43140750000171,202601,56662762,126
43140750000171,202602,50895020,124
43140750000171,202603,45039776,123
43140750000171,202604,40334221,122
43140750000171,202605,35623197,121
43140750000171,202606,35200897,122
43140750000171,202607,35544175,124
43140750000171,HOJE,35591925,122
43164438000118,202512,131339743,126
43164438000118,202601,139160818,126
43164438000118,202602,147208020,124
43164438000118,202603,155222911,123
43164438000118,202604,161333964,122
43164438000118,202605,167196077,121
43164438000118,202606,171000137,122
43164438000118,202607,167131835,124
43164438000118,HOJE,166245770,122
43165507000108,202512,98635252,126
43165507000108,202601,100826350,126
43165507000108,202602,101691121,124
43165507000108,202603,102689960,123
43165507000108,202604,94244173,122
43165507000108,202605,84329451,121
43165507000108,202606,74142039,122
43165507000108,202607,63369449,124
43165507000108,HOJE,61706197,122
43450518000130,202512,619399382,117
43450518000130,202601,617115386,117
43450518000130,202602,614181317,115
43450518000130,202603,600979861,115
43450518000130,202604,586430547,122
43450518000130,202605,568403596,121
43450518000130,202606,553012787,122
43450518000130,202607,538143185,124
43450518000130,HOJE,535596082,122
43508859000119,202512,22593754,126
43508859000119,202601,21719535,126
43508859000119,202602,21113102,124
43508859000119,202603,20355685,123
43508859000119,202604,19678989,122
43508859000119,202605,19063653,121
43508859000119,202606,18697551,122
43508859000119,202607,18593793,124
43508859000119,HOJE,18584511,122
43584015000157,202512,91635583,125
43584015000157,202601,85960655,125
43584015000157,202602,80945545,123
43584015000157,202603,74381208,122
43584015000157,202604,69761639,122
43584015000157,202605,65219339,121
43584015000157,202606,62610548,122
43584015000157,202607,63433765,124
43584015000157,HOJE,63390505,122
43584575000101,202512,47182128,125
43584575000101,202601,48660645,125
43584575000101,202602,50067802,123
43584575000101,202603,50995191,122
43584575000101,202604,51473495,122
43584575000101,202605,51931525,121
43584575000101,202606,52327285,122
43584575000101,202607,52733756,124
43584575000101,HOJE,52789829,122
43584990000165,202512,24671531,126
43584990000165,202601,27033376,126
43584990000165,202602,29301769,124
43584990000165,202603,29770315,123
43584990000165,202604,30113264,122
43584990000165,202605,30421149,121
43584990000165,202606,30703717,122
43584990000165,202607,30992894,124
43584990000165,HOJE,31032319,122
43597393000175,202512,261781531,126
43597393000175,202601,261935539,126
43597393000175,202602,259808138,124
43597393000175,202603,251615365,123
43597393000175,202604,244130528,122
43597393000175,202605,236834472,121
43597393000175,202606,228578617,122
43597393000175,202607,205222992,124
43597393000175,HOJE,201087745,122
43619743000157,202512,1517482852,126
43619743000157,202601,1525799326,126
43619743000157,202602,1527870786,124
43619743000157,202603,1490931398,123
43619743000157,202604,1425929881,122
43619743000157,202605,1359435471,121
43619743000157,202606,1292253447,122
43619743000157,202607,1227803499,124
43619743000157,HOJE,1217886471,122
43631871000116,202512,37573040,126
43631871000116,202601,37379302,126
43631871000116,202602,37116556,124
43631871000116,202603,36834629,123
43631871000116,202604,36558110,122
43631871000116,202605,36288358,119
43631871000116,202606,35989734,116
43631871000116,202607,35675895,118
43631871000116,HOJE,35607474,116
43636043000170,202512,41305880,126
43636043000170,202601,41847090,126
43636043000170,202602,42458284,124
43636043000170,202603,42933692,123
43636043000170,202604,43497433,122
43636043000170,202605,43799519,121
43636043000170,202606,43929516,122
43636043000170,202607,44032011,124
43636043000170,HOJE,44026646,122
43636081000123,202512,39710825,126
43636081000123,202601,40150834,126
43636081000123,202602,40715517,124
43636081000123,202603,41157636,123
43636081000123,202604,41766084,122
43636081000123,202605,42004707,121
43636081000123,202606,42029964,122
43636081000123,202607,42095249,124
43636081000123,HOJE,42082974,122
43636102000100,202512,22844133,126
43636102000100,202601,23027178,126
43636102000100,202602,23129546,124
43636102000100,202603,23231690,123
43636102000100,202604,23252691,122
43636102000100,202605,23335705,121
43636102000100,202606,22701498,122
43636102000100,202607,21944225,124
43636102000100,HOJE,21856861,122
43690520000186,202512,1008524503,126
43690520000186,202601,1014286480,126
43690520000186,202602,1067146694,124
43690520000186,202603,1136371259,123
43690520000186,202604,1209108880,122
43690520000186,202605,1168235502,121
43690520000186,202606,1153197490,122
43690520000186,202607,1239230569,124
43690520000186,HOJE,1255886481,122
43737615000108,202512,41299769,126
43737615000108,202601,41765424,126
43737615000108,202602,42292422,124
43737615000108,202603,43068087,123
43737615000108,202604,43516526,122
43737615000108,202605,44261546,121
43737615000108,202606,45152887,122
43737615000108,202607,45862187,124
43737615000108,HOJE,45964334,122
43758715000110,202512,36629139,123
43758715000110,202601,37009241,123
43758715000110,202602,37411181,121
43758715000110,202603,37783163,120
43758715000110,202604,38041651,104
43758715000110,202605,38455932,101
43758715000110,202606,38913841,101
43758715000110,202607,39403864,99
43758715000110,HOJE,39437560,95
43760546000153,202512,182544015,126
43760546000153,202601,188256809,126
43760546000153,202602,192915835,124
43760546000153,202603,197739113,123
43760546000153,202604,202003554,122
43760546000153,202605,205936174,121
43760546000153,202606,209680192,122
43760546000153,202607,213108928,124
43760546000153,HOJE,213482196,121
43778949000120,202512,3234903360,126
43778949000120,202601,3267343307,126
43778949000120,202602,3297118424,124
43778949000120,202603,3319607668,123
43778949000120,202604,3308403972,122
43778949000120,202605,3288900830,121
43778949000120,202606,3267771802,122
43778949000120,202607,3245096874,124
43778949000120,HOJE,3241327291,121
43790923000105,202512,14567222,126
43790923000105,202601,14712641,126
43790923000105,202602,14847898,124
43790923000105,202603,15005883,123
43790923000105,202604,15154192,122
43790923000105,202605,15299043,121
43790923000105,202606,15436635,122
43790923000105,202607,15593826,124
43790923000105,HOJE,15614482,122
43790956000147,202512,30400250,126
43790956000147,202601,30833715,126
43790956000147,202602,31306606,124
43790956000147,202603,31863072,123
43790956000147,202604,32429425,122
43790956000147,202605,32953698,121
43790956000147,202606,33341207,122
43790956000147,202607,33702118,124
43790956000147,HOJE,33733544,121
43915486000109,202512,823506629,126
43915486000109,202601,806263245,126
43915486000109,202602,784193883,124
43915486000109,202603,754532302,123
43915486000109,202604,726067600,122
43915486000109,202605,701232169,121
43915486000109,202606,678533385,122
43915486000109,202607,654038825,124
43915486000109,HOJE,650570557,122
43960245000173,202512,89683250,122
43960245000173,202601,89145392,122
43960245000173,202602,89071876,120
43960245000173,202603,89426715,120
43960245000173,202604,90103400,119
43960245000173,202605,90523955,118
43960245000173,202606,91430465,122
43960245000173,202607,92293517,124
43960245000173,HOJE,92363007,122
44025131000107,202512,273955377,126
44025131000107,202601,267146765,126
44025131000107,202602,258995384,124
44025131000107,202603,239452365,123
44025131000107,202604,226467776,122
44025131000107,202605,227818313,121
44025131000107,202606,229291880,122
44025131000107,202607,230913891,124
44025131000107,HOJE,231114393,122
44109989000141,202512,47334188,126
44109989000141,202601,47954805,126
44109989000141,202602,48534956,124
44109989000141,202603,49188550,123
44109989000141,202604,49830458,122
44109989000141,202605,50435830,121
44109989000141,202606,50921935,122
44109989000141,202607,51391407,124
44109989000141,HOJE,51442301,121
44110011000108,202512,17040051,126
44110011000108,202601,17222724,126
44110011000108,202602,17391845,124
44110011000108,202603,17584333,123
44110011000108,202604,17764010,122
44110011000108,202605,17938763,121
44110011000108,202606,18103011,122
44110011000108,202607,18285972,124
44110011000108,HOJE,18309664,122
44162109000109,202512,137297469,126
44162109000109,202601,138234723,126
44162109000109,202602,136909410,124
44162109000109,202603,140981266,123
44162109000109,202604,144006888,122
44162109000109,202605,148795853,121
44162109000109,202606,153804292,122
44162109000109,202607,200764973,124
44162109000109,HOJE,204967308,121
44196930000138,202512,148485206,126
44196930000138,202601,150832618,126
44196930000138,202602,154643170,124
44196930000138,202603,159308610,123
44196930000138,202604,163595763,122
44196930000138,202605,168021925,121
44196930000138,202606,172477015,122
44196930000138,202607,176602864,124
44196930000138,HOJE,176896174,122
44211989000158,202512,840727591,126
44211989000158,202601,843933320,126
44211989000158,202602,846924749,124
44211989000158,202603,849857059,123
44211989000158,202604,849839934,122
44211989000158,202605,844485109,121
44211989000158,202606,836399448,122
44211989000158,202607,829617725,124
44211989000158,HOJE,828996097,121
44212092000149,202512,964617853,126
44212092000149,202601,976241379,126
44212092000149,202602,986787393,124
44212092000149,202603,998556421,123
44212092000149,202604,1006486006,122
44212092000149,202605,1003950144,121
44212092000149,202606,997026996,122
44212092000149,202607,986228597,124
44212092000149,HOJE,985077278,121
44212217000130,202512,81400092,126
44212217000130,202601,79434809,126
44212217000130,202602,78523333,124
44212217000130,202603,78467836,123
44212217000130,202604,79716280,122
44212217000130,202605,80273414,121
44212217000130,202606,80960796,122
44212217000130,202607,81939963,124
44212217000130,HOJE,82045696,122
44212301000154,202512,74862912,126
44212301000154,202601,75599438,126
44212301000154,202602,76293071,124
44212301000154,202603,76980014,123
44212301000154,202604,77677891,122
44212301000154,202605,78347141,121
44212301000154,202606,79000523,122
44212301000154,202607,79737413,124
44212301000154,HOJE,79808442,121
44212650000176,202512,77603109,126
44212650000176,202601,78441914,126
44212650000176,202602,79325933,124
44212650000176,202603,80156025,123
44212650000176,202604,80863996,122
44212650000176,202605,80867417,121
44212650000176,202606,80687224,122
44212650000176,202607,80511209,124
44212650000176,HOJE,80457565,121
44229743000103,202512,57278779,126
44229743000103,202601,57940960,126
44229743000103,202602,58079791,124
44229743000103,202603,58678240,123
44229743000103,202604,59187958,122
44229743000103,202605,60462703,121
44229743000103,202606,61990312,122
44229743000103,202607,63636645,124
44229743000103,HOJE,63791662,121
44229915000149,202512,24181473,126
44229915000149,202601,24409764,126
44229915000149,202602,24655342,124
44229915000149,202603,24863062,123
44229915000149,202604,25025325,122
44229915000149,202605,25145459,121
44229915000149,202606,25224769,122
44229915000149,202607,25314900,124
44229915000149,HOJE,25316530,122
44230868000153,202512,168432390,126
44230868000153,202601,184197202,126
44230868000153,202602,198603184,124
44230868000153,202603,215054669,123
44230868000153,202604,230023120,122
44230868000153,202605,242053809,121
44230868000153,202606,250293663,122
44230868000153,202607,258600316,124
44230868000153,HOJE,259595611,121
44271539000150,202512,27423486,126
44271539000150,202601,27744652,126
44271539000150,202602,28064332,124
44271539000150,202603,28363662,123
44271539000150,202604,28584962,122
44271539000150,202605,28788043,121
44271539000150,202606,28975132,122
44271539000150,202607,28078224,124
44271539000150,HOJE,27910246,122
44271594000140,202512,21052262,126
44271594000140,202601,22343997,126
44271594000140,202602,23346526,124
44271594000140,202603,24505629,123
44271594000140,202604,25369256,122
44271594000140,202605,25537611,121
44271594000140,202606,25547428,121
44271594000140,202607,25740682,116
44271594000140,HOJE,25765392,114
44283966000159,202512,90968912,125
44283966000159,202601,92124886,125
44283966000159,202602,93132950,123
44283966000159,202603,93736514,123
44283966000159,202604,94154273,122
44283966000159,202605,94327730,121
44283966000159,202606,93576438,122
44283966000159,202607,92232494,120
44283966000159,HOJE,92109608,116
44315864000178,202512,1404051580,126
44315864000178,202601,1437841712,126
44315864000178,202602,1467907361,124
44315864000178,202603,1499760689,123
44315864000178,202604,1515983296,122
44315864000178,202605,1525305157,121
44315864000178,202606,1539033930,122
44315864000178,202607,1550768536,124
44315864000178,HOJE,1552583343,122
44347394000124,202512,109237691,126
44347394000124,202601,109720502,126
44347394000124,202602,110316070,124
44347394000124,202603,111509541,123
44347394000124,202604,113188160,122
44347394000124,202605,114881822,121
44347394000124,202606,116210969,122
44347394000124,202607,117573171,124
44347394000124,HOJE,117758186,122
44360319000101,202512,34719543,126
44360319000101,202601,33240958,126
44360319000101,202602,31829549,124
44360319000101,202603,29880160,123
44360319000101,202604,28567953,122
44360319000101,202605,27896999,121
44360319000101,202606,27395567,122
44360319000101,202607,26985373,124
44360319000101,HOJE,26917968,122
44361134000103,202512,848391830,126
44361134000103,202601,833948636,126
44361134000103,202602,821917752,124
44361134000103,202603,799795175,123
44361134000103,202604,774500665,122
44361134000103,202605,748746327,121
44361134000103,202606,727045013,122
44361134000103,202607,700871701,124
44361134000103,HOJE,696930590,122
44371942000151,202512,208193088,126
44371942000151,202601,189600812,126
44371942000151,202602,177924385,124
44371942000151,202603,199576867,123
44371942000151,202604,224161452,122
44371942000151,202605,246600958,121
44371942000151,202606,272889881,122
44371942000151,202607,303729232,124
44371942000151,HOJE,309789034,122
44409284000140,202512,27907418,126
44409284000140,202601,28215068,126
44409284000140,202602,28504771,124
44409284000140,202603,28845870,123
44409284000140,202604,29149720,122
44409284000140,202605,29286090,121
44409284000140,202606,29074949,122
44409284000140,202607,28850985,124
44409284000140,HOJE,28824753,122
44409359000192,202512,28961605,126
44409359000192,202601,29302637,126
44409359000192,202602,29631363,124
44409359000192,202603,29982044,123
44409359000192,202604,30304664,122
44409359000192,202605,30610833,121
44409359000192,202606,30895062,122
44409359000192,202607,31187834,124
44409359000192,HOJE,31225090,122
44417248000128,202512,38232116,126
44417248000128,202601,39045921,126
44417248000128,202602,39848617,124
44417248000128,202603,40522893,123
44417248000128,202604,40974586,122
44417248000128,202605,41272380,121
44417248000128,202606,41458712,122
44417248000128,202607,41658046,124
44417248000128,HOJE,41668000,122
44434922000182,202512,726858586,126
44434922000182,202601,734339335,126
44434922000182,202602,740827185,124
44434922000182,202603,749258037,123
44434922000182,202604,761324902,122
44434922000182,202605,775171966,121
44434922000182,202606,798015411,122
44434922000182,202607,822940785,124
44434922000182,HOJE,826441980,122
44458613000142,202512,28304060,126
44458613000142,202601,28631181,126
44458613000142,202602,28943389,124
44458613000142,202603,29285664,123
44458613000142,202604,29613054,122
44458613000142,202605,29905131,121
44458613000142,202606,30177655,122
44458613000142,202607,30470789,124
44458613000142,HOJE,30508701,122
44459125000150,202512,40425621,126
44459125000150,202601,40868767,126
44459125000150,202602,41283397,124
44459125000150,202603,41716065,123
44459125000150,202604,42093731,122
44459125000150,202605,42454038,121
44459125000150,202606,42808880,122
44459125000150,202607,43171610,124
44459125000150,HOJE,43208329,121
44574326000106,202512,491424676,125
44574326000106,202601,474128194,125
44574326000106,202602,457797137,123
44574326000106,202603,438708867,122
44574326000106,202604,422982890,122
44574326000106,202605,409669845,121
44574326000106,202606,397572624,122
44574326000106,202607,384279310,124
44574326000106,HOJE,382347319,122
44672489000113,202512,27087009,126
44672489000113,202601,27406345,126
44672489000113,202602,27856607,124
44672489000113,202603,28556903,123
44672489000113,202604,29112540,122
44672489000113,202605,29417859,121
44672489000113,202606,29550138,122
44672489000113,202607,29550685,124
44672489000113,HOJE,29557486,122
44672936000134,202512,44375717,126
44672936000134,202601,44448983,126
44672936000134,202602,44518196,124
44672936000134,202603,44391807,123
44672936000134,202604,44106596,122
44672936000134,202605,43868051,121
44672936000134,202606,43454964,122
44672936000134,202607,42858667,124
44672936000134,HOJE,42771639,122
44703439000156,202512,636510620,126
44703439000156,202601,675933195,126
44703439000156,202602,728355824,124
44703439000156,202603,802535987,123
44703439000156,202604,882734913,122
