"ticker","taxaAnbimaOriginal","tipoTaxaAnbima","txAnbimaFormatada","indexadorAnbima","dataReferenciaAnbima","dataVencimento","durationAnbimaDiasUteis","durationAnbimaAnos","percentualCdiOriginal","spreadCdiEquivalente","metodologiaConversaoCdi","ntnbReferencia","codigoNtnbExibicao","taxaNtnbReferencia","spreadNtnbBps","statusCalculoAnbima","motivoAusenciaAnbima","fonteAnbima"
"AALM12","0,7107","DI_SPREAD","CDI + 0,71%","DI + 1.6000%","2026-07-06","2030-10-02","556,00","2,21","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ABSP12","1,4937","DI_SPREAD","CDI + 1,49%","DI + 1.9500%","2026-07-06","2026-10-15","71,00","0,28","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACOV15","1,5878","DI_SPREAD","CDI + 1,59%","DI + 1.1000%","2026-07-06","2032-06-10","665,00","2,64","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACRC21","9,0892","IPCA_SPREAD","B35 + 88 bps","IPCA + 7.4150%","2026-07-06","2044-07-15","1618,00","6,42","","","","2035-05-15","B35","8,1400","88","ok","","ANBIMA Data API (web-bff)"
"ADPA21","2,5020","DI_SPREAD","CDI + 2,50%","DI + 2.8500%","2026-07-06","2027-11-27","333,00","1,32","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEAB11","8,4668","IPCA_SPREAD","B37 + 44 bps","IPCA + 7.0718%","2026-07-06","2044-06-15","1890,00","7,50","","","","2037-05-15","B37","7,9924","44","ok","","ANBIMA Data API (web-bff)"
"AEGE16","5,6383","DI_SPREAD","CDI + 5,64%","DI + 3.9000%","2026-07-06","2034-03-11","836,00","3,32","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGE17","5,2678","DI_SPREAD","CDI + 5,27%","DI + 3.4000%","2026-07-06","2035-06-15","1025,00","4,07","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP17","2,4214","DI_SPREAD","CDI + 2,42%","DI + 2.1500%","2026-07-06","2027-04-12","181,00","0,72","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP19","3,3617","DI_SPREAD","CDI + 3,36%","DI + 1.9000%","2026-07-06","2028-10-04","274,00","1,09","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA4","3,2647","DI_SPREAD","CDI + 3,26%","DI + 3.4700%","2026-07-06","2028-10-25","293,00","1,16","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA8","17,5164","PREFIXADO","17,52%","Pré-Fixado 16.3433%","2026-07-06","2031-01-15","789,00","3,13","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA9","3,7954","DI_SPREAD","CDI + 3,80%","DI + 2.7500%","2026-07-06","2029-06-25","525,00","2,08","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB3","3,6860","DI_SPREAD","CDI + 3,69%","DI + 1.8000%","2026-07-06","2032-08-22","858,00","3,40","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB5","3,6208","DI_SPREAD","CDI + 3,62%","DI + 1.8000%","2026-07-06","2030-12-15","827,00","3,28","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB7","2,9066","DI_SPREAD","CDI + 2,91%","DI + 2.9500%","2026-07-06","2028-09-15","366,00","1,45","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AERI12","","DI_SPREAD","—","DI + 3.0000%","2026-07-06","2030-03-30","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AESLA5","7,8961","IPCA_SPREAD","B32 - 40 bps","IPCA + 6.1774%","2026-07-06","2033-10-15","1296,00","5,14","","","","2032-08-15","B32","8,3289","-40","ok","","ANBIMA Data API (web-bff)"
"AESLA7","7,8661","IPCA_SPREAD","B33 - 34 bps","IPCA + 6.1409%","2026-07-06","2034-04-15","1380,00","5,48","","","","2033-05-15","B33","8,2377","-34","ok","","ANBIMA Data API (web-bff)"
"AESLA8","0,4807","DI_SPREAD","CDI + 0,48%","DI + 0.4900%","2026-07-06","2029-09-10","565,00","2,24","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AESLA9","7,8672","IPCA_SPREAD","B33 - 34 bps","IPCA + 6.9249%","2026-07-06","2035-05-15","1528,00","6,06","","","","2033-05-15","B33","8,2377","-34","ok","","ANBIMA Data API (web-bff)"
"AESLB0","7,8013","IPCA_SPREAD","B35 - 31 bps","IPCA + 6.8967%","2026-07-06","2035-09-15","1561,00","6,19","","","","2035-05-15","B35","8,1400","-31","ok","","ANBIMA Data API (web-bff)"
"AESLB7","7,7384","IPCA_SPREAD","B37 - 24 bps","IPCA + 6.2031%","2026-07-06","2039-04-15","2058,00","8,17","","","","2037-05-15","B37","7,9924","-24","ok","","ANBIMA Data API (web-bff)"
"AESLC2","7,8519","IPCA_SPREAD","B33 - 36 bps","IPCA + 6.5243%","2026-07-06","2033-03-15","1350,00","5,36","","","","2033-05-15","B33","8,2377","-36","ok","","ANBIMA Data API (web-bff)"
"AESLD2","7,8489","IPCA_SPREAD","B35 - 27 bps","IPCA + 6.4580%","2026-07-06","2036-03-15","1646,00","6,53","","","","2035-05-15","B35","8,1400","-27","ok","","ANBIMA Data API (web-bff)"
"AESOA1","8,1315","IPCA_SPREAD","B33 - 10 bps","IPCA + 6.4966%","2026-07-06","2038-03-15","1355,00","5,38","","","","2033-05-15","B33","8,2377","-10","ok","","ANBIMA Data API (web-bff)"
"AGAU13","4,6049","DI_SPREAD","CDI + 4,60%","DI + 4.5000%","2026-07-06","2027-03-15","161,00","0,64","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AGEO15","7,8480","IPCA_SPREAD","B35 - 27 bps","IPCA + 7.6056%","2026-07-06","2037-06-15","1786,00","7,09","","","","2035-05-15","B35","8,1400","-27","ok","","ANBIMA Data API (web-bff)"
"AGIZ11","8,4433","IPCA_SPREAD","B37 + 42 bps","IPCA + 7.7322%","2026-07-06","2047-03-15","2031,00","8,06","","","","2037-05-15","B37","7,9924","42","ok","","ANBIMA Data API (web-bff)"
"AGPI11","","DI_SPREAD","—","DI + 1.9000%","2026-07-06","2027-06-27","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AGVF12","","IPCA_SPREAD","—","IPCA + 6.7686%","2026-07-06","2027-08-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AHGD13","8,9373","IPCA_SPREAD","B33 + 65 bps","IPCA + 7.3293%","2026-07-06","2041-09-15","1404,00","5,57","","","","2033-05-15","B33","8,2377","65","ok","","ANBIMA Data API (web-bff)"
"ALGAA2","1,0801","DI_SPREAD","CDI + 1,08%","DI + 1.5500%","2026-07-06","2029-01-15","423,00","1,68","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGAB1","9,2993","IPCA_SPREAD","B30 + 75 bps","IPCA + 4.9999%","2026-07-06","2031-07-15","885,00","3,51","","","","2030-08-15","B30","8,4900","75","ok","","ANBIMA Data API (web-bff)"
"ALGAC2","9,5348","IPCA_SPREAD","B30 + 96 bps","IPCA + 5.8806%","2026-07-06","2032-01-15","965,00","3,83","","","","2030-08-15","B30","8,4900","96","ok","","ANBIMA Data API (web-bff)"
"ALGE16","7,9519","IPCA_SPREAD","B33 - 26 bps","IPCA + 6.1451%","2026-07-06","2037-11-15","1357,00","5,38","","","","2033-05-15","B33","8,2377","-26","ok","","ANBIMA Data API (web-bff)"
"ALGTA4","9,1577","IPCA_SPREAD","B32 + 77 bps","IPCA + 6.3243%","2026-07-06","2033-11-15","1213,00","4,81","","","","2032-08-15","B32","8,3289","77","ok","","ANBIMA Data API (web-bff)"
"ALGTA5","1,0940","DI_SPREAD","CDI + 1,09%","DI + 1.3000%","2026-07-06","2032-01-28","874,00","3,47","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGTA6","1,1336","DI_SPREAD","CDI + 1,13%","DI + 1.2500%","2026-07-06","2033-02-22","1001,00","3,97","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALIG12","8,1495","IPCA_SPREAD","B28 - 51 bps","IPCA + 3.6500%","2026-07-06","2029-12-15","425,00","1,69","","","","2028-08-15","B28","8,7000","-51","ok","","ANBIMA Data API (web-bff)"
"ALIG13","8,0184","IPCA_SPREAD","B30 - 43 bps","IPCA + 4.0000%","2026-07-06","2035-02-15","968,00","3,84","","","","2030-08-15","B30","8,4900","-43","ok","","ANBIMA Data API (web-bff)"
"ALIG15","7,9212","IPCA_SPREAD","B32 - 38 bps","IPCA + 6.1305%","2026-07-06","2036-04-15","1183,00","4,69","","","","2032-08-15","B32","8,3289","-38","ok","","ANBIMA Data API (web-bff)"
"ALPA22","0,7998","DI_SPREAD","CDI + 0,80%","DI + 1.5000%","2026-07-06","2029-12-12","612,00","2,43","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALTF11","0,5591","DI_SPREAD","CDI + 0,56%","DI + 2.3000%","2026-07-06","2027-01-15","125,00","0,50","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALUP18","7,5974","IPCA_SPREAD","B33 - 59 bps","IPCA + 6.4986%","2026-07-06","2034-10-15","1451,00","5,76","","","","2033-05-15","B33","8,2377","-59","ok","","ANBIMA Data API (web-bff)"
"AMBP16","","DI_SPREAD","—","DI + 2.7500%","2026-07-06","2029-04-25","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET11","","IPCA_SPREAD","—","IPCA + 5.6006%","2026-07-06","2029-03-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET12","","IPCA_SPREAD","—","IPCA + 8.9619%","2026-07-06","2030-11-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANHBA5","0,5552","DI_SPREAD","CDI + 0,56%","DI + 0.4400%","2026-07-06","2030-11-05","753,00","2,99","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBA6","0,5983","DI_SPREAD","CDI + 0,60%","DI + 0.5000%","2026-07-06","2032-07-15","937,00","3,72","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBB6","7,8811","IPCA_SPREAD","B35 - 24 bps","IPCA + 7.0457%","2026-07-06","2037-07-15","1638,00","6,50","","","","2035-05-15","B35","8,1400","-24","ok","","ANBIMA Data API (web-bff)"
"ANIM15","1,4122","DI_SPREAD","CDI + 1,41%","DI + 1.9200%","2026-07-06","2029-05-15","404,00","1,60","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM17","1,4222","DI_SPREAD","CDI + 1,42%","DI + 1.6000%","2026-07-06","2029-05-15","504,00","2,00","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM18","1,4862","DI_SPREAD","CDI + 1,49%","DI + 1.5000%","2026-07-06","2029-10-15","600,00","2,38","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APFD19","8,3486","IPCA_SPREAD","B29 - 13 bps","IPCA + 6.3854%","2026-07-06","2031-09-15","675,00","2,68","","","","2029-05-15","B29","8,4900","-13","ok","","ANBIMA Data API (web-bff)"
"APFL18","1,4326","DI_SPREAD","CDI + 1,43%","DI + 1.3800%","2026-07-06","2029-01-15","516,00","2,05","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APPSA2","9,1872","IPCA_SPREAD","B30 + 64 bps","IPCA + 6.7800%","2026-07-06","2031-09-15","812,00","3,22","","","","2030-08-15","B30","8,4900","64","ok","","ANBIMA Data API (web-bff)"
"APPSB2","1,3990","DI_SPREAD","CDI + 1,40%","DI + 2.1500%","2026-07-06","2028-09-15","265,00","1,05","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APPT11","","IPCA_SPREAD","—","IPCA + 8.8958%","2026-07-06","2043-12-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"APRB18","9,2342","IPCA_SPREAD","B30 + 69 bps","IPCA + 4.5000%","2026-07-06","2031-06-15","782,00","3,10","","","","2030-08-15","B30","8,4900","69","ok","","ANBIMA Data API (web-bff)"
"APRB28","0,6377","DI_SPREAD","CDI + 0,64%","DI + 0.8600%","2026-07-06","2027-06-15","188,00","0,75","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML13","2,1472","DI_SPREAD","CDI + 2,15%","DI + 2.2500%","2026-07-06","2029-11-04","580,00","2,30","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML14","2,5987","DI_SPREAD","CDI + 2,60%","DI + 1.9000%","2026-07-06","2032-03-15","824,00","3,27","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML15","2,7138","DI_SPREAD","CDI + 2,71%","DI + 1.3500%","2026-07-06","2032-09-25","895,00","3,55","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML25","3,0053","DI_SPREAD","CDI + 3,01%","DI + 1.6000%","2026-07-06","2034-09-25","1079,00","4,28","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML26","3,1071","DI_SPREAD","CDI + 3,11%","DI + 1.5500%","2026-07-06","2030-11-05","805,00","3,19","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTR19","11,3833","IPCA_SPREAD","B27 + 260 bps","IPCA + 4.8392%","2026-07-06","2027-09-15","166,00","0,66","","","","2027-05-15","B27","8,5600","260","ok","","ANBIMA Data API (web-bff)"
"ARTRA1","1,5818","DI_SPREAD","CDI + 1,58%","DI + 1.6500%","2026-07-06","2027-03-11","161,00","0,64","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA4","2,0975","DI_SPREAD","CDI + 2,10%","DI + 2.7000%","2026-07-06","2028-08-24","247,00","0,98","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA5","2,2469","DI_SPREAD","CDI + 2,25%","DI + 2.4000%","2026-07-06","2029-04-12","380,00","1,51","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA7","10,2282","IPCA_SPREAD","B33 + 184 bps","IPCA + 7.7000%","2026-07-06","2035-05-15","1462,00","5,80","","","","2033-05-15","B33","8,2377","184","ok","","ANBIMA Data API (web-bff)"
"ARTRA8","10,1588","IPCA_SPREAD","B31 + 162 bps","IPCA + 8.2857%","2026-07-06","2032-10-15","1149,00","4,56","","","","2031-05-15","B31","8,4020","162","ok","","ANBIMA Data API (web-bff)"
"ASAB11","11,9682","IPCA_SPREAD","B30 + 321 bps","IPCA + 6.2500%","2026-07-06","2033-06-15","830,00","3,29","","","","2030-08-15","B30","8,4900","321","ok","","ANBIMA Data API (web-bff)"
"ASAI18","1,3831","DI_SPREAD","CDI + 1,38%","DI + 1.8500%","2026-07-06","2027-12-22","340,00","1,35","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAI19","1,7442","DI_SPREAD","CDI + 1,74%","DI + 1.2500%","2026-07-06","2029-03-25","471,00","1,87","","","","","","","","ok","","ANBIMA Data API (web-bff)"
