"ticker","taxaAnbimaOriginal","tipoTaxaAnbima","txAnbimaFormatada","indexadorAnbima","dataReferenciaAnbima","dataVencimento","durationAnbimaDiasUteis","durationAnbimaAnos","percentualCdiOriginal","spreadCdiEquivalente","metodologiaConversaoCdi","ntnbReferencia","codigoNtnbExibicao","taxaNtnbReferencia","spreadNtnbBps","statusCalculoAnbima","motivoAusenciaAnbima","fonteAnbima"
"AALM12","0,7084","DI_SPREAD","CDI + 0,71%","DI + 1.6000%","2026-08-04","2030-10-02","536,00","2,13","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ABSP12","1,4799","DI_SPREAD","CDI + 1,48%","DI + 1.9500%","2026-08-04","2026-10-15","50,00","0,20","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACOV15","1,5578","DI_SPREAD","CDI + 1,56%","DI + 1.1000%","2026-08-04","2032-06-10","645,00","2,56","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACRC21","9,0029","IPCA_SPREAD","B35 + 86 bps","IPCA + 7.4150%","2026-08-04","2044-07-15","1708,00","6,78","","","","2035-05-15","B35","8,0746","86","ok","","ANBIMA Data API (web-bff)"
"ADPA21","2,3273","DI_SPREAD","CDI + 2,33%","DI + 2.8500%","2026-08-04","2027-11-27","312,00","1,24","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEAB11","8,3342","IPCA_SPREAD","B37 + 41 bps","IPCA + 7.0718%","2026-08-04","2044-06-15","1877,00","7,45","","","","2037-05-15","B37","7,8935","41","ok","","ANBIMA Data API (web-bff)"
"AEGE16","4,9967","DI_SPREAD","CDI + 5,00%","DI + 3.9000%","2026-08-04","2034-03-11","823,00","3,27","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGE17","5,1243","DI_SPREAD","CDI + 5,12%","DI + 3.4000%","2026-08-04","2035-06-15","1008,00","4,00","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP17","1,7692","DI_SPREAD","CDI + 1,77%","DI + 2.1500%","2026-08-04","2027-04-12","160,00","0,63","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP19","2,6469","DI_SPREAD","CDI + 2,65%","DI + 1.9000%","2026-08-04","2028-10-04","255,00","1,01","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA4","2,7872","DI_SPREAD","CDI + 2,79%","DI + 3.4700%","2026-08-04","2028-10-25","273,00","1,08","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA8","17,1058","PREFIXADO","17,11%","Pré-Fixado 16.3433%","2026-08-04","2031-01-15","832,00","3,30","","2,3420","spread = (1 + Y)/(1 + L) - 1; Y = pre 17,11%; L = TaxaLTN_252 venc ref 2032-01-01 = 14,43%","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA9","3,0077","DI_SPREAD","CDI + 3,01%","DI + 2.7500%","2026-08-04","2029-06-25","506,00","2,01","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB3","3,2160","DI_SPREAD","CDI + 3,22%","DI + 1.8000%","2026-08-04","2032-08-22","843,00","3,35","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB5","3,2853","DI_SPREAD","CDI + 3,29%","DI + 1.8000%","2026-08-04","2030-12-15","810,00","3,21","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB7","2,2067","DI_SPREAD","CDI + 2,21%","DI + 2.9500%","2026-08-04","2028-09-15","346,00","1,37","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AESLA5","7,7722","IPCA_SPREAD","B32 - 39 bps","IPCA + 6.1774%","2026-08-04","2033-10-15","1276,00","5,06","","","","2032-08-15","B32","8,1905","-39","ok","","ANBIMA Data API (web-bff)"
"AESLA7","7,8101","IPCA_SPREAD","B33 - 34 bps","IPCA + 6.1409%","2026-08-04","2034-04-15","1360,00","5,40","","","","2033-05-15","B33","8,1790","-34","ok","","ANBIMA Data API (web-bff)"
"AESLA8","0,4533","DI_SPREAD","CDI + 0,45%","DI + 0.4900%","2026-08-04","2029-09-10","545,00","2,16","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AESLA9","7,8522","IPCA_SPREAD","B33 - 30 bps","IPCA + 6.9249%","2026-08-04","2035-05-15","1507,00","5,98","","","","2033-05-15","B33","8,1790","-30","ok","","ANBIMA Data API (web-bff)"
"AESLB0","7,7681","IPCA_SPREAD","B35 - 28 bps","IPCA + 6.8967%","2026-08-04","2035-09-15","1540,00","6,11","","","","2035-05-15","B35","8,0746","-28","ok","","ANBIMA Data API (web-bff)"
"AESLB7","7,6885","IPCA_SPREAD","B37 - 19 bps","IPCA + 6.2031%","2026-08-04","2039-04-15","2039,00","8,09","","","","2037-05-15","B37","7,8935","-19","ok","","ANBIMA Data API (web-bff)"
"AESLC2","7,8464","IPCA_SPREAD","B33 - 31 bps","IPCA + 6.5243%","2026-08-04","2033-03-15","1329,00","5,27","","","","2033-05-15","B33","8,1790","-31","ok","","ANBIMA Data API (web-bff)"
"AESLD2","7,8252","IPCA_SPREAD","B35 - 23 bps","IPCA + 6.4580%","2026-08-04","2036-03-15","1626,00","6,45","","","","2035-05-15","B35","8,0746","-23","ok","","ANBIMA Data API (web-bff)"
"AESOA1","8,1656","IPCA_SPREAD","B33 - 1 bps","IPCA + 6.4966%","2026-08-04","2038-03-15","1333,00","5,29","","","","2033-05-15","B33","8,1790","-1","ok","","ANBIMA Data API (web-bff)"
"AGAU13","4,6742","DI_SPREAD","CDI + 4,67%","DI + 4.5000%","2026-08-04","2027-03-15","140,00","0,56","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AGEO15","7,8058","IPCA_SPREAD","B35 - 25 bps","IPCA + 7.6056%","2026-08-04","2037-06-15","1766,00","7,01","","","","2035-05-15","B35","8,0746","-25","ok","","ANBIMA Data API (web-bff)"
"AGIZ11","8,5441","IPCA_SPREAD","B37 + 60 bps","IPCA + 7.7322%","2026-08-04","2047-03-15","2003,00","7,95","","","","2037-05-15","B37","7,8935","60","ok","","ANBIMA Data API (web-bff)"
"AGPI11","","DI_SPREAD","—","DI + 1.9000%","2026-08-04","2027-06-27","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AHGD13","8,9090","IPCA_SPREAD","B33 + 67 bps","IPCA + 7.3293%","2026-08-04","2041-09-15","1384,00","5,49","","","","2033-05-15","B33","8,1790","67","ok","","ANBIMA Data API (web-bff)"
"ALGAA2","1,0700","DI_SPREAD","CDI + 1,07%","DI + 1.5500%","2026-08-04","2029-01-15","434,00","1,72","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGAB1","9,0248","IPCA_SPREAD","B30 + 71 bps","IPCA + 4.9999%","2026-08-04","2031-07-15","890,00","3,53","","","","2030-08-15","B30","8,2520","71","ok","","ANBIMA Data API (web-bff)"
"ALGAC2","8,9490","IPCA_SPREAD","B31 + 70 bps","IPCA + 5.8806%","2026-08-04","2032-01-15","978,00","3,88","","","","2031-05-15","B31","8,1885","70","ok","","ANBIMA Data API (web-bff)"
"ALGE16","7,8533","IPCA_SPREAD","B33 - 30 bps","IPCA + 6.1451%","2026-08-04","2037-11-15","1339,00","5,31","","","","2033-05-15","B33","8,1790","-30","ok","","ANBIMA Data API (web-bff)"
"ALGTA4","9,0204","IPCA_SPREAD","B32 + 77 bps","IPCA + 6.3243%","2026-08-04","2033-11-15","1193,00","4,73","","","","2032-08-15","B32","8,1905","77","ok","","ANBIMA Data API (web-bff)"
"ALGTA5","1,0525","DI_SPREAD","CDI + 1,05%","DI + 1.3000%","2026-08-04","2032-01-28","919,00","3,65","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGTA6","1,1073","DI_SPREAD","CDI + 1,11%","DI + 1.2500%","2026-08-04","2033-02-22","982,00","3,90","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALIG12","7,9084","IPCA_SPREAD","B28 - 53 bps","IPCA + 3.6500%","2026-08-04","2029-12-15","404,00","1,60","","","","2028-08-15","B28","8,4861","-53","ok","","ANBIMA Data API (web-bff)"
"ALIG13","7,8040","IPCA_SPREAD","B30 - 41 bps","IPCA + 4.0000%","2026-08-04","2035-02-15","950,00","3,77","","","","2030-08-15","B30","8,2520","-41","ok","","ANBIMA Data API (web-bff)"
"ALIG15","7,7713","IPCA_SPREAD","B32 - 39 bps","IPCA + 6.1305%","2026-08-04","2036-04-15","1164,00","4,62","","","","2032-08-15","B32","8,1905","-39","ok","","ANBIMA Data API (web-bff)"
"ALPA22","0,9452","DI_SPREAD","CDI + 0,95%","DI + 1.5000%","2026-08-04","2029-12-12","592,00","2,35","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALUP18","7,5693","IPCA_SPREAD","B33 - 56 bps","IPCA + 6.4986%","2026-08-04","2034-10-15","1430,00","5,67","","","","2033-05-15","B33","8,1790","-56","ok","","ANBIMA Data API (web-bff)"
"AMBP16","","DI_SPREAD","—","DI + 2.7500%","2026-08-04","2029-04-25","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET11","","IPCA_SPREAD","—","IPCA + 5.6006%","2026-08-04","2029-03-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET12","","IPCA_SPREAD","—","IPCA + 8.9619%","2026-08-04","2030-11-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANHBA5","0,5206","DI_SPREAD","CDI + 0,52%","DI + 0.4400%","2026-08-04","2030-11-05","734,00","2,91","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBA6","0,5660","DI_SPREAD","CDI + 0,57%","DI + 0.5000%","2026-08-04","2032-07-15","985,00","3,91","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBB6","7,8373","IPCA_SPREAD","B35 - 22 bps","IPCA + 7.0457%","2026-08-04","2037-07-15","1676,00","6,65","","","","2035-05-15","B35","8,0746","-22","ok","","ANBIMA Data API (web-bff)"
"ANIM15","1,9888","DI_SPREAD","CDI + 1,99%","DI + 1.9200%","2026-08-04","2029-05-15","382,00","1,52","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM17","2,2284","DI_SPREAD","CDI + 2,23%","DI + 1.6000%","2026-08-04","2029-05-15","482,00","1,91","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM18","2,4841","DI_SPREAD","CDI + 2,48%","DI + 1.5000%","2026-08-04","2029-10-15","577,00","2,29","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APFD19","8,0722","IPCA_SPREAD","B29 - 14 bps","IPCA + 6.3854%","2026-08-04","2031-09-15","655,00","2,60","","","","2029-05-15","B29","8,2200","-14","ok","","ANBIMA Data API (web-bff)"
"APFL18","1,4000","DI_SPREAD","CDI + 1,40%","DI + 1.3800%","2026-08-04","2029-01-15","530,00","2,10","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APPSA2","9,0781","IPCA_SPREAD","B30 + 76 bps","IPCA + 6.7800%","2026-08-04","2031-09-15","792,00","3,14","","","","2030-08-15","B30","8,2520","76","ok","","ANBIMA Data API (web-bff)"
"APPSB2","1,3894","DI_SPREAD","CDI + 1,39%","DI + 2.1500%","2026-08-04","2028-09-15","244,00","0,97","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APRB18","9,2417","IPCA_SPREAD","B30 + 91 bps","IPCA + 4.5000%","2026-08-04","2031-06-15","761,00","3,02","","","","2030-08-15","B30","8,2520","91","ok","","ANBIMA Data API (web-bff)"
"APRB28","0,6221","DI_SPREAD","CDI + 0,62%","DI + 0.8600%","2026-08-04","2027-06-15","167,00","0,66","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML13","2,1589","DI_SPREAD","CDI + 2,16%","DI + 2.2500%","2026-08-04","2029-11-04","560,00","2,22","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML14","2,8548","DI_SPREAD","CDI + 2,85%","DI + 1.9000%","2026-08-04","2032-03-15","803,00","3,19","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML15","3,0175","DI_SPREAD","CDI + 3,02%","DI + 1.3500%","2026-08-04","2032-09-25","874,00","3,47","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML25","3,2165","DI_SPREAD","CDI + 3,22%","DI + 1.6000%","2026-08-04","2034-09-25","1057,00","4,19","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARML26","3,2698","DI_SPREAD","CDI + 3,27%","DI + 1.5500%","2026-08-04","2030-11-05","785,00","3,12","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTR19","10,9034","IPCA_SPREAD","B27 + 259 bps","IPCA + 4.8392%","2026-08-04","2027-09-15","146,00","0,58","","","","2027-05-15","B27","8,1000","259","ok","","ANBIMA Data API (web-bff)"
"ARTRA1","1,5994","DI_SPREAD","CDI + 1,60%","DI + 1.6500%","2026-08-04","2027-03-11","140,00","0,56","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA4","2,1714","DI_SPREAD","CDI + 2,17%","DI + 2.7000%","2026-08-04","2028-08-24","226,00","0,90","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA5","2,2346","DI_SPREAD","CDI + 2,23%","DI + 2.4000%","2026-08-04","2029-04-12","359,00","1,42","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ARTRA7","10,2036","IPCA_SPREAD","B33 + 187 bps","IPCA + 7.7000%","2026-08-04","2035-05-15","1441,00","5,72","","","","2033-05-15","B33","8,1790","187","ok","","ANBIMA Data API (web-bff)"
"ARTRA8","10,0526","IPCA_SPREAD","B31 + 172 bps","IPCA + 8.2857%","2026-08-04","2032-10-15","1129,00","4,48","","","","2031-05-15","B31","8,1885","172","ok","","ANBIMA Data API (web-bff)"
"ASAB11","11,7076","IPCA_SPREAD","B30 + 319 bps","IPCA + 6.2500%","2026-08-04","2033-06-15","811,00","3,22","","","","2030-08-15","B30","8,2520","319","ok","","ANBIMA Data API (web-bff)"
"ASAI18","1,3657","DI_SPREAD","CDI + 1,37%","DI + 1.8500%","2026-08-04","2027-12-22","319,00","1,27","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAI19","1,7445","DI_SPREAD","CDI + 1,74%","DI + 1.2500%","2026-08-04","2029-03-25","451,00","1,79","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAI22","1,6135","DI_SPREAD","CDI + 1,61%","DI + 1.9500%","2026-08-04","2028-05-20","293,00","1,16","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAI28","1,7884","DI_SPREAD","CDI + 1,79%","DI + 1.9500%","2026-08-04","2028-12-22","513,00","2,04","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAIA0","1,8210","DI_SPREAD","CDI + 1,82%","DI + 1.2500%","2026-08-04","2029-06-20","509,00","2,02","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAIA1","1,8760","DI_SPREAD","CDI + 1,88%","DI + 1.2500%","2026-08-04","2029-09-25","539,00","2,14","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAIA2","1,9033","DI_SPREAD","CDI + 1,90%","DI + 1.2500%","2026-08-04","2029-12-09","673,00","2,67","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASAIA3","1,8787","DI_SPREAD","CDI + 1,88%","DI + 1.2000%","2026-08-04","2029-06-05","589,00","2,34","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ASCP13","8,5228","IPCA_SPREAD","B28 + 3 bps","IPCA + 7.5500%","2026-08-04","2030-03-15","497,00","1,97","","","","2028-08-15","B28","8,4861","3","ok","","ANBIMA Data API (web-bff)"
"ASCP23","8,3845","IPCA_SPREAD","B32 + 18 bps","IPCA + 8.1500%","2026-08-04","2035-03-15","1299,00","5,15","","","","2032-08-15","B32","8,1905","18","ok","","ANBIMA Data API (web-bff)"
"ASER12","12,4333","IPCA_SPREAD","B35 + 403 bps","IPCA + 8.4051%","2026-08-04","2043-12-15","1738,00","6,90","","","","2035-05-15","B35","8,0746","403","ok","","ANBIMA Data API (web-bff)"
"ASSR21","9,1698","IPCA_SPREAD","B35 + 101 bps","IPCA + 7.1071%","2026-08-04","2041-06-15","1608,00","6,38","","","","2035-05-15","B35","8,0746","101","ok","","ANBIMA Data API (web-bff)"
