"ticker","taxaAnbimaOriginal","tipoTaxaAnbima","txAnbimaFormatada","indexadorAnbima","dataReferenciaAnbima","dataVencimento","durationAnbimaDiasUteis","durationAnbimaAnos","percentualCdiOriginal","spreadCdiEquivalente","metodologiaConversaoCdi","ntnbReferencia","codigoNtnbExibicao","taxaNtnbReferencia","spreadNtnbBps","statusCalculoAnbima","motivoAusenciaAnbima","fonteAnbima"
"AALM12","0,6941","DI_SPREAD","CDI + 0,69%","DI + 1.6000%","2026-07-30","2030-10-02","538,00","2,13","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ABSP12","1,4618","DI_SPREAD","CDI + 1,46%","DI + 1.9500%","2026-07-30","2026-10-15","53,00","0,21","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACOV15","1,5651","DI_SPREAD","CDI + 1,57%","DI + 1.1000%","2026-07-30","2032-06-10","648,00","2,57","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACRC21","9,1159","IPCA_SPREAD","B35 + 85 bps","IPCA + 7.4150%","2026-07-30","2044-07-15","1705,00","6,77","","","","2035-05-15","B35","8,1989","85","ok","","ANBIMA Data API (web-bff)"
"ADPA21","2,3917","DI_SPREAD","CDI + 2,39%","DI + 2.8500%","2026-07-30","2027-11-27","315,00","1,25","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEAB11","8,4334","IPCA_SPREAD","B37 + 37 bps","IPCA + 7.0718%","2026-07-30","2044-06-15","1874,00","7,44","","","","2037-05-15","B37","8,0345","37","ok","","ANBIMA Data API (web-bff)"
"AEGE16","5,0163","DI_SPREAD","CDI + 5,02%","DI + 3.9000%","2026-07-30","2034-03-11","824,00","3,27","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGE17","5,1620","DI_SPREAD","CDI + 5,16%","DI + 3.4000%","2026-07-30","2035-06-15","1007,00","4,00","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP17","1,7131","DI_SPREAD","CDI + 1,71%","DI + 2.1500%","2026-07-30","2027-04-12","163,00","0,65","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP19","2,6533","DI_SPREAD","CDI + 2,65%","DI + 1.9000%","2026-07-30","2028-10-04","258,00","1,02","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA4","2,8225","DI_SPREAD","CDI + 2,82%","DI + 3.4700%","2026-07-30","2028-10-25","276,00","1,10","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA8","17,3519","PREFIXADO","17,35%","Pré-Fixado 16.3433%","2026-07-30","2031-01-15","833,00","3,31","","2,3808","spread = (1 + Y)/(1 + L) - 1; Y = pre 17,35%; L = TaxaLTN_252 venc ref 2032-01-01 = 14,62%","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPA9","3,0911","DI_SPREAD","CDI + 3,09%","DI + 2.7500%","2026-07-30","2029-06-25","508,00","2,02","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB3","3,2509","DI_SPREAD","CDI + 3,25%","DI + 1.8000%","2026-07-30","2032-08-22","844,00","3,35","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB5","3,2556","DI_SPREAD","CDI + 3,26%","DI + 1.8000%","2026-07-30","2030-12-15","812,00","3,22","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGPB7","2,2927","DI_SPREAD","CDI + 2,29%","DI + 2.9500%","2026-07-30","2028-09-15","349,00","1,38","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AERI12","","DI_SPREAD","—","DI + 3.0000%","2026-07-30","2030-03-30","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AESLA5","7,8724","IPCA_SPREAD","B32 - 40 bps","IPCA + 6.1774%","2026-07-30","2033-10-15","1279,00","5,08","","","","2032-08-15","B32","8,3012","-40","ok","","ANBIMA Data API (web-bff)"
"AESLA7","7,9021","IPCA_SPREAD","B33 - 36 bps","IPCA + 6.1409%","2026-07-30","2034-04-15","1362,00","5,40","","","","2033-05-15","B33","8,2913","-36","ok","","ANBIMA Data API (web-bff)"
"AESLA8","0,4457","DI_SPREAD","CDI + 0,45%","DI + 0.4900%","2026-07-30","2029-09-10","547,00","2,17","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AESLA9","7,9400","IPCA_SPREAD","B33 - 32 bps","IPCA + 6.9249%","2026-07-30","2035-05-15","1509,00","5,99","","","","2033-05-15","B33","8,2913","-32","ok","","ANBIMA Data API (web-bff)"
"AESLB0","7,9439","IPCA_SPREAD","B35 - 24 bps","IPCA + 6.8967%","2026-07-30","2035-09-15","1540,00","6,11","","","","2035-05-15","B35","8,1989","-24","ok","","ANBIMA Data API (web-bff)"
"AESLB7","7,8401","IPCA_SPREAD","B37 - 18 bps","IPCA + 6.2031%","2026-07-30","2039-04-15","2035,00","8,08","","","","2037-05-15","B37","8,0345","-18","ok","","ANBIMA Data API (web-bff)"
"AESLC2","7,9499","IPCA_SPREAD","B33 - 32 bps","IPCA + 6.5243%","2026-07-30","2033-03-15","1331,00","5,28","","","","2033-05-15","B33","8,2913","-32","ok","","ANBIMA Data API (web-bff)"
"AESLD2","8,0031","IPCA_SPREAD","B35 - 18 bps","IPCA + 6.4580%","2026-07-30","2036-03-15","1625,00","6,45","","","","2035-05-15","B35","8,1989","-18","ok","","ANBIMA Data API (web-bff)"
"AESOA1","8,2602","IPCA_SPREAD","B33 - 3 bps","IPCA + 6.4966%","2026-07-30","2038-03-15","1334,00","5,29","","","","2033-05-15","B33","8,2913","-3","ok","","ANBIMA Data API (web-bff)"
"AGAU13","4,6558","DI_SPREAD","CDI + 4,66%","DI + 4.5000%","2026-07-30","2027-03-15","143,00","0,57","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AGEO15","7,8798","IPCA_SPREAD","B35 - 29 bps","IPCA + 7.6056%","2026-07-30","2037-06-15","1767,00","7,01","","","","2035-05-15","B35","8,1989","-29","ok","","ANBIMA Data API (web-bff)"
"AGIZ11","8,6707","IPCA_SPREAD","B37 + 59 bps","IPCA + 7.7322%","2026-07-30","2047-03-15","1997,00","7,92","","","","2037-05-15","B37","8,0345","59","ok","","ANBIMA Data API (web-bff)"
"AGPI11","","DI_SPREAD","—","DI + 1.9000%","2026-07-30","2027-06-27","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"AHGD13","9,0607","IPCA_SPREAD","B33 + 71 bps","IPCA + 7.3293%","2026-07-30","2041-09-15","1381,00","5,48","","","","2033-05-15","B33","8,2913","71","ok","","ANBIMA Data API (web-bff)"
"ALGAA2","1,0667","DI_SPREAD","CDI + 1,07%","DI + 1.5500%","2026-07-30","2029-01-15","437,00","1,73","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGAB1","9,1137","IPCA_SPREAD","B30 + 71 bps","IPCA + 4.9999%","2026-07-30","2031-07-15","892,00","3,54","","","","2030-08-15","B30","8,3411","71","ok","","ANBIMA Data API (web-bff)"
"ALGAC2","9,0843","IPCA_SPREAD","B31 + 71 bps","IPCA + 5.8806%","2026-07-30","2032-01-15","980,00","3,89","","","","2031-05-15","B31","8,3106","71","ok","","ANBIMA Data API (web-bff)"
"ALGE16","7,9561","IPCA_SPREAD","B33 - 31 bps","IPCA + 6.1451%","2026-07-30","2037-11-15","1339,00","5,31","","","","2033-05-15","B33","8,2913","-31","ok","","ANBIMA Data API (web-bff)"
"ALGTA4","9,1069","IPCA_SPREAD","B32 + 74 bps","IPCA + 6.3243%","2026-07-30","2033-11-15","1196,00","4,75","","","","2032-08-15","B32","8,3012","74","ok","","ANBIMA Data API (web-bff)"
"ALGTA5","1,0512","DI_SPREAD","CDI + 1,05%","DI + 1.3000%","2026-07-30","2032-01-28","920,00","3,65","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALGTA6","1,1032","DI_SPREAD","CDI + 1,10%","DI + 1.2500%","2026-07-30","2033-02-22","983,00","3,90","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALIG12","7,9271","IPCA_SPREAD","B28 - 54 bps","IPCA + 3.6500%","2026-07-30","2029-12-15","407,00","1,62","","","","2028-08-15","B28","8,5150","-54","ok","","ANBIMA Data API (web-bff)"
"ALIG13","7,9021","IPCA_SPREAD","B30 - 41 bps","IPCA + 4.0000%","2026-07-30","2035-02-15","952,00","3,78","","","","2030-08-15","B30","8,3411","-41","ok","","ANBIMA Data API (web-bff)"
"ALIG15","7,8796","IPCA_SPREAD","B32 - 39 bps","IPCA + 6.1305%","2026-07-30","2036-04-15","1165,00","4,62","","","","2032-08-15","B32","8,3012","-39","ok","","ANBIMA Data API (web-bff)"
"ALPA22","0,8524","DI_SPREAD","CDI + 0,85%","DI + 1.5000%","2026-07-30","2029-12-12","595,00","2,36","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ALUP18","7,6471","IPCA_SPREAD","B33 - 59 bps","IPCA + 6.4986%","2026-07-30","2034-10-15","1432,00","5,68","","","","2033-05-15","B33","8,2913","-59","ok","","ANBIMA Data API (web-bff)"
"AMBP16","","DI_SPREAD","—","DI + 2.7500%","2026-07-30","2029-04-25","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET11","","IPCA_SPREAD","—","IPCA + 5.6006%","2026-07-30","2029-03-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANET12","","IPCA_SPREAD","—","IPCA + 8.9619%","2026-07-30","2030-11-15","","","","","","","","","","sem_taxa","Taxa indicativa vazia","ANBIMA Data API (web-bff)"
"ANHBA5","0,5161","DI_SPREAD","CDI + 0,52%","DI + 0.4400%","2026-07-30","2030-11-05","736,00","2,92","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBA6","0,5640","DI_SPREAD","CDI + 0,56%","DI + 0.5000%","2026-07-30","2032-07-15","986,00","3,91","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANHBB6","7,9363","IPCA_SPREAD","B35 - 24 bps","IPCA + 7.0457%","2026-07-30","2037-07-15","1677,00","6,65","","","","2035-05-15","B35","8,1989","-24","ok","","ANBIMA Data API (web-bff)"
"ANIM15","2,0528","DI_SPREAD","CDI + 2,05%","DI + 1.9200%","2026-07-30","2029-05-15","385,00","1,53","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM17","2,1793","DI_SPREAD","CDI + 2,18%","DI + 1.6000%","2026-07-30","2029-05-15","485,00","1,92","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ANIM18","2,5043","DI_SPREAD","CDI + 2,50%","DI + 1.5000%","2026-07-30","2029-10-15","580,00","2,30","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"APFD19","8,1615","IPCA_SPREAD","B29 - 11 bps","IPCA + 6.3854%","2026-07-30","2031-09-15","658,00","2,61","","","","2029-05-15","B29","8,2806","-11","ok","","ANBIMA Data API (web-bff)"
"APFL18","1,4007","DI_SPREAD","CDI + 1,40%","DI + 1.3800%","2026-07-30","2029-01-15","533,00","2,12","","","","","","","","ok","","ANBIMA Data API (web-bff)"
