"ticker","taxaAnbimaOriginal","tipoTaxaAnbima","txAnbimaFormatada","indexadorAnbima","dataReferenciaAnbima","dataVencimento","durationAnbimaDiasUteis","durationAnbimaAnos","percentualCdiOriginal","spreadCdiEquivalente","metodologiaConversaoCdi","ntnbReferencia","codigoNtnbExibicao","taxaNtnbReferencia","spreadNtnbBps","statusCalculoAnbima","motivoAusenciaAnbima","fonteAnbima"
"AALM12","0,6832","DI_SPREAD","CDI + 0,68%","DI + 1.6000%","2026-07-10","2030-10-02","553,00","2,19","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ABSP12","1,4862","DI_SPREAD","CDI + 1,49%","DI + 1.9500%","2026-07-10","2026-10-15","67,00","0,27","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACOV15","1,6000","DI_SPREAD","CDI + 1,60%","DI + 1.1000%","2026-07-10","2032-06-10","662,00","2,63","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACRC21","8,9763","IPCA_SPREAD","B35 + 89 bps","IPCA + 7.4150%","2026-07-10","2044-07-15","1621,00","6,43","","","","2035-05-15","B35","8,0127","89","ok","","ANBIMA Data API (web-bff)"
"ADPA21","2,4253","DI_SPREAD","CDI + 2,43%","DI + 2.8500%","2026-07-10","2027-11-27","329,00","1,31","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEAB11","8,3118","IPCA_SPREAD","B37 + 40 bps","IPCA + 7.0718%","2026-07-10","2044-06-15","1895,00","7,52","","","","2037-05-15","B37","7,8853","40","ok","","ANBIMA Data API (web-bff)"
"AEGE16","5,0386","DI_SPREAD","CDI + 5,04%","DI + 3.9000%","2026-07-10","2034-03-11","840,00","3,33","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGE17","5,2804","DI_SPREAD","CDI + 5,28%","DI + 3.4000%","2026-07-10","2035-06-15","1023,00","4,06","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP17","1,9580","DI_SPREAD","CDI + 1,96%","DI + 2.1500%","2026-07-10","2027-04-12","177,00","0,70","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP19","2,8205","DI_SPREAD","CDI + 2,82%","DI + 1.9000%","2026-07-10","2028-10-04","271,00","1,08","","","","","","","","ok","","ANBIMA Data API (web-bff)"
