"ticker","taxaAnbimaOriginal","tipoTaxaAnbima","txAnbimaFormatada","indexadorAnbima","dataReferenciaAnbima","dataVencimento","durationAnbimaDiasUteis","durationAnbimaAnos","percentualCdiOriginal","spreadCdiEquivalente","metodologiaConversaoCdi","ntnbReferencia","codigoNtnbExibicao","taxaNtnbReferencia","spreadNtnbBps","statusCalculoAnbima","motivoAusenciaAnbima","fonteAnbima"
"AALM12","0,7099","DI_SPREAD","CDI + 0,71%","DI + 1.6000%","2026-07-21","2030-10-02","544,00","2,16","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ABSP12","1,3509","DI_SPREAD","CDI + 1,35%","DI + 1.9500%","2026-07-21","2026-10-15","60,00","0,24","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACOV15","1,6000","DI_SPREAD","CDI + 1,60%","DI + 1.1000%","2026-07-21","2032-06-10","652,00","2,59","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"ACRC21","9,0890","IPCA_SPREAD","B35 + 87 bps","IPCA + 7.4150%","2026-07-21","2044-07-15","1714,00","6,80","","","","2035-05-15","B35","8,1502","87","ok","","ANBIMA Data API (web-bff)"
"ADPA21","2,3282","DI_SPREAD","CDI + 2,33%","DI + 2.8500%","2026-07-21","2027-11-27","322,00","1,28","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEAB11","8,4763","IPCA_SPREAD","B37 + 44 bps","IPCA + 7.0718%","2026-07-21","2044-06-15","1878,00","7,45","","","","2037-05-15","B37","8,0000","44","ok","","ANBIMA Data API (web-bff)"
"AEGE16","5,0501","DI_SPREAD","CDI + 5,05%","DI + 3.9000%","2026-07-21","2034-03-11","828,00","3,29","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGE17","5,0639","DI_SPREAD","CDI + 5,06%","DI + 3.4000%","2026-07-21","2035-06-15","1011,00","4,01","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP17","1,7875","DI_SPREAD","CDI + 1,79%","DI + 2.1500%","2026-07-21","2027-04-12","170,00","0,67","","","","","","","","ok","","ANBIMA Data API (web-bff)"
"AEGP19","2,6846","DI_SPREAD","CDI + 2,68%","DI + 1.9000%","2026-07-21","2028-10-04","264,00","1,05","","","","","","","","ok","","ANBIMA Data API (web-bff)"
