CD_ATIVO,GESTOR,VL_ALOCADO
"EGIE39","Plural",893765.17
"ERPM11","Root",14363790.05
"AEGPB5","Plural",23498906.3
"CPLDA1","San Tsy",283969822.9
"RENTC8","Polo",299954.94
"SAPRA3","UBS",367004.28
"LCAMD3","Valora",264238.27
"KLBNA2","Investcoop",8249975.88
"TIMS12","BTG Asset",60415669.67
"CGOSA0","ARX",29003977.84
"IGTAB1","Amazonia",3751429.11
"ENEV18","Riza",229168.05
"CMGD27","IAM",1012240.14
"EGIE27","Perfin",2267221.58
"CEED17","Paramis",1185805.93
"GYRA14","(fundo nao cadastrado)",2851517.17
"PALFB6","Safra Asset",284581425.48
"ENERB4","(fundo nao cadastrado)",34089836.78
"BRST11","Ibuina",12441641.02
"UTPS22","Andbank",252425.68
"IRJS14","Paramis",5357240.83
"BKBR19","Valora",1044204.23
"HAPV21","(fundo nao cadastrado)",12804599.2
"CMIN22","XPG",350918.07
"APFD19","Brainvest",353314.23
"EQTR11","ARX",74121.07
"CBAN12","BTG Asset",1200012.44
"VERTA2","IAM",30270227.36
"FLRY25","Porto Asset",2756113.46
"ELPLB4","Altera",1278892.86
"MSGT12","Trígono",542205.28
"MSGT33","Trígono",431891.24
"EKTRC0","Absolute",508729.49
"ELET24","UBS",26835205.18
"HAPVA0","Tivio",21834886.12
"TNTY41","JGP",7355372.88
"CLCD26","(fundo nao cadastrado)",8233409.94
"ASAIA0","Guardian",1707356.08
"CSMGC0","Tivio",4106363.39
"SAVI13","Scalare",2929126.57
"SBSPD4","UBS",7056770.94
"EQMAA2","Galapagos",1076973.65
"ENAT23","XPG",2901134.03
"CRMG15","(fundo nao cadastrado)",52393.64
"PETR28","BB Asset",130336126.86
"ENGIB9","ARX",56311455.77
"DMTA11","ITAU Tsy",315328499.4
"AEGP17","Inter",926175.17
"DASAA6","Absolute",26814333.21
"CMIN12","(fundo nao cadastrado)",1337701.28
"IRBR12","Capitânia",41178679.59
"ELTN26","SPX",24398030.39
"MOTVA8","IAM",315304098.97
"CBAN12","Ibuina",15309556.18
"CPFPB8","IAM",17902537.62
"AEGPA4","Valora",321717.77
"CASN24","Vinland",18750439.73
"COGNA4","Porto Asset",7407.92
"EQTR21","(fundo nao cadastrado)",34598.87
"CBOH11","JGP",33721861.71
"APPSA2","BTG WM",2682035.29
"ENERC3","AZ Quest",1851243.01
"CMGTB1","Ibuina",22742183.01
"CERR18","SVN",1040019.07
"EDFT11","SAM",35909920.67
"CGASA4","BB Asset",49121080.39
"MSGT33","Vêneto",75253.78
"TPSO11","(fundo nao cadastrado)",121784.72
"CTEE19","Wise",2602716.33
"VIXL26","Sparta",10202893.68
"PFOR15","BB Asset",115995789.89
"PEJA13","XPG",2731370.86
"CGEE23","San Tsy",9868018.16
"TAEE16","Plural",9087500.23
"RSAN25","Absolute",10590104.19
"BHSA11","Turim",2532989.92
"CPGT18","UBS",1248676.69
"TFLEA9","Butiá",3506425.07
"BRKPA2","Reach",1498243.45
"ELTE12","BTG WM",22606224.85
"CONX12","Daycoval Asset",8230640.99
"OVSAA8","Riza",556108.9
"EQTN11","BTG WM",122103.1
"SBSPE7","Mirabaud",210354.64
"VLIM16","Porto Asset",157119.7
"HBSA12","Altera",219044.84
"CBAN32","Valia",23523326.63
"TPNO12","Absolute",496244.5
"EQMAA2","4UM",457713.8
"UNIPC0","SPX",28653587.34
"ELET25","Kinea",198296976.89
"FRAS16","Brainvest",521193.15
"CEBD16","(fundo nao cadastrado)",54316250.66
"JTEE11","Safra Asset",9377345.32
"FLRYB0","BB Asset",209550257.76
"MGPRA0","Asset 1",4240988.66
"COGNB2","Regia",12684092.8
"VIXL19","Valora",3127438.45
"MRSAB1","ASA",782602.07
"BRKPA4","JGP",127073389.55
"EQTR21","Nikos",74140.43
"CBAN12","Monte Bravo",2068937.12
"STBP35","Black Swan",231049.57
"COLNA3","JGP",142298897.47
"EKTRA3","Kinea",15458964.46
"CTEP13","JGP",60765040.66
"CPLD38","IAM",57542860.98
"CGASA2","(fundo nao cadastrado)",58088318.28
"RIS414","Vêneto",257133.92
"LORTA7","VLGI",70782.4
"GASC25","Paramis",1729636.72
"PRAS11","WHG",868070.3
"EKTRA6","Valora",2148702.37
"ARML15","Daycoval",4652760.27
"EUFA17","BRAM",68058059.47
"CTEE18","BRAM",882983.27
"TFLE19","Porto Asset",24796390.71
"VAMO24","Principal",921793.93
"PCHSL2","ARX",21299667.14
"CEEBA8","BB Asset",93174832.47
"ETEN21","Galt",308646.9
"CEEDA0","Capitânia",26958902.4
"SNGO19","Sulamérica",1431012.2
"ISAEA8","TAG",662885.66
"ENGIB6","(fundo nao cadastrado)",1058252.31
"IGSN15","(fundo nao cadastrado)",2762484.56
"USIM29","Global",155450.19
"HARG11","Nikos",6018076.24
"CMGDA4","Jive",4737938.54
"EQPA18","Turim",4952763.14
"MEZ511","XPG",1755069.18
"APFD19","UBS",26505681.3
"EGIEA5","IAM",89711998.5
"ENEV13","Turim",429105.54
"CAMLB1","Stonex",5171864.79
"CEEBD2","Vinland",53224677.75
"ENEV19","ARX",5371680.65
"APPSB2","SAM",24419288.99
"RALM21","(fundo nao cadastrado)",4210135.38
"RDORB5","IAM",41156550.98
"CASN24","AZ Quest",11782041.77
"FLRYB0","Brave",290227.11
"SMFT19","(fundo nao cadastrado)",942324.34
"ARTR19","Riza",2464463.67
"ELET16","Rafter",5574097.4
"CLAG15","BV Asset",27687177.2
"CSNP12","AZ Quest",13670390
"PEJA22","Black Swan",212676.64
"ENGIA5","Safra Asset",8595553.94
"NTSD16","Reach",2008085.47
"DESK19","Ace",131284.52
"BSA3A0","Brainvest",193477.53
"USIM39","Vinland",6498913.75
"OMGE15","(fundo nao cadastrado)",30134882.21
"TFLEA7","BTG Asset",8460573.88
"WWAV13","Rio Bravo",348294.49
"SBSPC3","4UM",757816.27
"LMTPA0","BB Asset",137177209.96
"CMGD18","Nu Asset",1538614.81
"RUMOA3","IAM",15733345.96
"EQPAA0","AMW",6838893.72
"PEJA11","San WM",24377934.02
"ENGI39","XPG",534588.14
"EKTRA6","Legacy",19399559.36
"STBP35","IAM",89175810.83
"VAMO22","Valora",8343621.13
"EGIE29","San WM",1874071.66
"EGIEA0","XPG",1781476.6
"VERO13","BTG WM",26525789.32
"EBENA4","Altera",507637.58
"ERDVC3","XPG",4586077.98
"CAMLB1","Rio Bravo",876425.99
"RDORB5","San WM",5183444.7
"ONCO19","SAM",24635923.6
"LORTB2","SAM",19274908.59
"CERR18","Ace",133122.44
"RUMOA4","Oriz",3341628.43
"ETEN21","Plural",201477.83
"DESK17","Riza",12062383.3
"MOVI34","Daycoval",1278079.58
"SBSPE7","BBM Asset",14093760.99
"CSANA2","Quantitas",23772196.86
"CLAG15","SAM",101418231.19
"SBSPH0","CEF Asset",36471019.99
"CHSF13","Galt",2919446.09
"ESULA6","Plural",11418494.67
"CEAP17","Riza",32924.78
"JCRZ15","ITAU Tsy",42680113.74
"VVRT11","SAM",26605118.16
"RSAN44","UBS",13618309.73
"VAMO22","AF Invest",448024.54
"EEELA4","San WM",20536549.4
"ENMTD2","BRAM",105117526.31
"NTSD36","IAM",443653643.86
"FURN21","BB Asset",16180466.41
"FBRI13","BRAM",969458.13
"RALM21","SPX",6998230.36
"ASSR21","Vinci",95752691.11
"CERR18","Sparta",47588152.41
"HZTC14","Tenax",6085610.51
"CGOS16","Daycoval",3522295.41
"CCPV11","Sparta",6171590.17
"ERDV38","Sparta",232753.68
"COMT11","IAM",311943204.29
"RSAN25","BB Asset",59735602.82
"CEEBC4","MAG",236982.12
"CRMG15","Rio Bravo",71696.55
"ARTRA8","Nikos",383004.52
"CSMGB8","G5",266109.31
"ENTV12","Perfin",8645234.42
"CNRD12","Somma",410420.58
"BRKMA8","Sparta",21757761.47
"CGASA3","BRAM",157725249.61
"CPLD26","(fundo nao cadastrado)",993739.23
"OVSAA3","(fundo nao cadastrado)",5450407.6
"ENGIC6","Porto Asset",225524.77
"OMGE13","Legacy",10118915.65
"ECTE18","(fundo nao cadastrado)",104170532.27
"CSAN23","AZ Quest",6009650.09
"PALFB3","(fundo nao cadastrado)",254050.78
"TFLEC0","Principal",2111375.08
"SBSPE3","Augme",3694502.46
"ELPLB4","Asset 1",1052451.92
"CTEE19","SAM",2001922.65
"NTSD26","Ekho",170764.1
"ASAIA0","Galapagos",6115902.36
"UNIP19","Valora",666227.39
"OPCT16","Polo",14496927.42
"CPLDA1","XPG",52701651.07
"CEEBD2","Inter",499293.41
"CEEBA6","Vinland",42585.61
"RDORE4","XPG",1827089.96
"MOBP13","(fundo nao cadastrado)",561249.02
"CPGT19","Kinea",51030369.37
"DASAC5","BTG Asset",68444459.59
"AEGPA8","(fundo nao cadastrado)",1068581.15
"CSNAA1","Patagônia",495334.96
"VSCF17","(fundo nao cadastrado)",125681858.79
"ELET16","Oriz",4696734.47
"VLIM28","Jive",2067867.18
"EGIEC1","Safra Asset",13245601.32
"RDORB3","Porto Asset",140845.2
"HYPEA8","BB Asset",398586669.5
"AEEP31","(fundo nao cadastrado)",7548095.51
"CPLD38","Safra Asset",5259274.95
"CMIN11","Butiá",350486.62
"ENGI39","ARX",15101.36
"CHSU21","BRAM",555027.22
"AZZA12","DAO",1936001.66
"CPGT27","Turim",820254.35
"NMCH11","Sparta",12619899.98
"NEOE26","Nikos",48468.11
"BHIAC1","(fundo nao cadastrado)",15753171.48
"AEAB11","(fundo nao cadastrado)",2010091.32
"ASAIA1","Tivio",25112688.43
"EUFA19","IAM",157174744.85
"IGSN15","Rubik",10738.7
"CGOS24","Sonata",199128.88
"ENGIB1","XPG",43468982.76
"OMGE26","Valora",3107004.29
"OUSA12","(fundo nao cadastrado)",282093.71
"PEJA21","Novus",2888613.27
"ALIG12","Safra Asset",655052.45
"PASS14","Root",13122241.51
"TUPY35","Global",1232090.25
"UNIP39","(fundo nao cadastrado)",21354997.89
"TAEED2","Galapagos",28288.38
"RISP12","FAR",286324.21
"DASAC2","(fundo nao cadastrado)",6693443.06
"CAEC12","IAM",52384305.63
"EQTR11","San WM",40766.59
"HAPV19","Monte Bravo",1463463.06
"PFOR26","ZSYS",407406.91
"CSANA0","4UM",1578652.69
"RUMOB5","BR Partners",4243816.85
"VERO24","IAM",13325060.95
"ISAEB1","Atena",3262638.98
"IOCHA4","Mirabaud",1517270.84
"EDPR13","BTG Asset",51260325.16
"AGAU13","Butiá",162992.15
"VAMO22","Principal",265471.25
"CMGDB0","UBS",87884068.99
"CEEBD2","Jive",7414507.16
"CTGE11","BR Partners",956863.7
"TPER2B","(fundo nao cadastrado)",24.18
"DASAA6","Kinea",211462971.51
"VDBF12","AZ Quest",414800.77
"CSRNB3","IAM",248365.12
"CASN34","Legacy",27431652.96
"CBAN22","Brainvest",1852812.09
"MILSA1","SAM",67954818.92
"CPGT17","Plural",7510348.99
"ENGIB2","Turim",1343700.4
"LTTE15","AF Invest",1593281.69
"ONCO19","Valora",16854004.01
"VIXL14","Sparta",967073.03
"EQPA17","AZ Quest",172837329.15
"TAEE17","TAG",174033.51
"RENTA5","Absolute",336927795.41
"ARTRA1","Vinland",12951716.6
"ARTRA4","Onze",1020157.91
"EQPA17","Absolute",26076069.51
"CEEBC3","Vinland",331911.73
"CEEDA0","Augme",10043144.06
"ENEV38","Rafter",2326934.76
"GASP29","IAM",7734087.36
"ATHD11","Legacy",34638505.19
"ENAT23","JGP",11115002.01
"CGBP14","Icatu",64264948.71
"ECER12","UBS",50075171.42
"OPCT15","Asset 1",2316672.22
"GASC16","Oriz",1757232.68
"ENEVA0","BR Partners",3347306.27
"TEQU12","ITAU Tsy",126510098.91
"VLIM13","Sparta",5576092.88
"BTEL23","(fundo nao cadastrado)",14740511.19
"VOLC41","(fundo nao cadastrado)",1000
"CCROA7","(fundo nao cadastrado)",647606021.57
"SBFC13","SPX",13899679.33
"CCROB6","San WM",86865979.18
"ISAEC1","(fundo nao cadastrado)",409482032.32
"ELET32","Franklin Templeton",7641175.59
"ASAI22","JGP",54233799.98
"CART13","AF Invest",35613.95
"HAPV21","Kinea",13006976.75
"CPGT17","Mirabaud",506875.65
"CEEBC3","BRAM",36226320.37
"ENGIB4","Porto Asset",901996.47
"CPGT27","ASA",31731.44
"BRKPA2","Riza",508369.5
"ASAI28","(fundo nao cadastrado)",26390836.01
"VIXL18","BB Asset",169399207.43
"NTSD35","Absolute",22936876.47
"RDORC9","BTG WM",631959.33
"ENTE18","(fundo nao cadastrado)",2408340.4
"CERR18","RB Asset",65700084.47
"EUFA17","DAO",2036543.24
"MRSAB1","BRAM",26451950.09
"PETR27","IAM",2907977.31
"TBCR18","EQI",2660472.41
"RISP22","XPG",7399626.62
"BCPSA5","BB Asset",87443740.67
"ENEVB4","Riza",2379587.59
"CMGDB0","Safra Asset",150812452.45
"SUZBC1","Douro",1062357.41
"IVSC11","(fundo nao cadastrado)",0
"ECHP11","Sparta",33101312.41
"RATL11","BTG Asset",18463094.54
"TUPY35","SFI",282805.71
"VLIM15","Plural",15130338.25
"ETBA12","Black Swan",113567.76
"AHGD13","SAM",8051208.27
"LCAMD3","Augme",1855412.16
"CMGTA1","Journey",1039737.2
"BRKP28","Paramis",91937.58
"MGPRA0","Altera",529461.75
"ARML26","Valora",7212669.21
"CLCD26","Rafter",7110979.48
"MSGT13","XPG",48659599.3
"NTSD16","SAM",63726288.01
"ULFT13","IAM",113424816.94
"CEAP14","Oriz",517377.03
"RECV14","BTG Asset",53347079.42
"ECRD14","Valora",20521000.26
"AESLB7","Portofino",788032.7
"SBSPE9","Rubik",529703.11
"BTEL23","Ibuina",2918197.36
"RIS424","SPX",19592720.01
"HBSA12","IAM",290695.03
"JALL11","RB Asset",304641.73
"CGOS15","Portofino",1936775.22
"ITGT22","(fundo nao cadastrado)",122875533.36
"COCEA2","Sparta",40242748.54
"AGLT12","IAM",61973503.4
"VLIM14","ARX",1241598.41
"DMCA22","Augme",428042.93
"UNIP19","(fundo nao cadastrado)",167681843.4
"CBAN32","Occam",459514.53
"PETR26","Porto Asset",3843441.57
"CPLD37","Maud",2342572.2
"SBSPD3","IAM",122845975.55
"UTPS12","Safra Asset",72003.28
"PETR27","G5",23362.19
"SBSPB1","Daycoval",7860512.59
"MOTVB9","IAM",413889986.05
"CSNAA1","SVN",2526040.97
"PSAN23","BTG Asset",35641098.78
"CCROA5","BRAM",932761.93
"RSAN15","Inter",6757574.76
"EQTR21","Andbank",1848567.95
"ERDVB4","WHG",238946.62
"CEAB24","Tivio",7150685.32
"ENEV48","BB Asset",73236286.96
"CPIS15","(fundo nao cadastrado)",1789867.98
"GEPAA0","(fundo nao cadastrado)",136967579.73
"CDAR11","ARX",11217799.51
"PASS14","BTG Asset",2741821.88
"OMGE13","Iridium",6101580.17
"PETR27","BR Partners",1759541.43
"GASC25","XPG",6356749.33
"FGEN13","Sparta",16362180.53
"RALM11","Daycoval",1197370.56
"CGOS19","XPG",21850157.44
"COMR15","Absolute",176371543.26
"NTSD26","AZ Quest",1022539.55
"SUZB29","Absolute",13087508.81
"CLCD18","(fundo nao cadastrado)",67576589.01
"ENTE17","IAM",18941099.3
"PETR26","SWM",4655944
"CTNSA3","IAM",107509921.05
"EPRL12","BRAM",87250465.35
"SBSPB6","San WM",678085.67
"RECV21","Sparta",41799965.29
"EGIEA2","BTG WM",621740.86
"CGBP14","Brainvest",1214830.46
"EGIEA3","(fundo nao cadastrado)",878343.34
"RMSA12","Legacy",40469441.92
"MVLV16","Drys",165677.46
"HGLB23","G5",76448419.27
"ENGIC4","ZSYS",534421.66
"CTEE18","Galapagos",252656.92
"ETEN22","Prumo",938176.89
"EKTRC1","BRAM",696993.92
"COMR14","XPG",207186.88
"AERI11","Galapagos",229447.26
"CSNAA1","Rio Bravo",1055933.66
"CCPV11","IAM",249288366.11
"CESPA3","Brainvest",214600.76
"CEPEC2","Absolute",44226138.29
"ETEN21","Porto Asset",392953.23
"CAEC32","Occam",4786418.66
"EQTR21","ARX",485619.79
"RUMOA4","Sulamérica",1791124.22
"CGOS15","Brave",151714.06
"CSNP12","Vinland",2690537.66
"CMGDB1","San WM",32046569.32
"TLPP27","Amazonia",8794829.13
"UNIPB0","SAM",27125108.79
"GASC25","Jera",463019.94
"FLRYA0","BTG Asset",4989777.25
"OMGE16","BRAM",61937167.98
"BTEL33","Ibuina",4993245.88
"JALL15","BB Asset",14455988.3
"PASS13","ASA",10783.91
"ARML26","Asset 1",8214.89
"ENAT24","BTG Asset",3477640.85
"EQTS11","BB Asset",726739.51
"ENGIC4","XPG",18357384.09
"CLCD27","BB Asset",149763567.56
"MULPA0","Riza",12177200.55
"ENMTC5","Sulamérica",1751917.26
"RENTF2","Warren",417490.29
"TBSP12","IAM",681665599.96
"TFLEA6","ARX",15589186.22
"ENGIA1","UBS",5661913.1
"AESOA1","Scalare",45946328.02
"ENGIB0","BTG WM",14587268.08
"TPNO12","GV Atacama",100822.01
"TUPW11","JGP",45301772.13
"CSANB2","Vinci",6104038.27
"TCBC17","BRAM",184782679.15
"VLIM15","BRAM",94143602.06
"VALEC0","BTG WM",16523240.49
"CMGDB2","SWM",455203.65
"CPLD37","BBM Asset",2198342.33
"LIGHB9","IAM",70385.75
"DIXE12","Novus",1495106.63
"ARTRA5","G5",1313424.5
"CMGD27","XPG",2984302.08
"ASAI19","BRAM",20613489.87
"RDORD9","XPG",620211.69
"BLMN12","G5",2281377.5
"SIMH16","AF Invest",8180775.93
"CPTM15","(fundo nao cadastrado)",1516777.5
"STBP24","BTG Asset",467532.96
"CPLD26","San WM",572374.18
"VAMO33","(fundo nao cadastrado)",38531437.01
"ENAT11","Legacy",105702
"IOCHA3","Tivio",2580996.84
"INEL12","Tyton",5680856.51
"ALUP18","Vinland",16864503.13
"BRKPA3","Regia",7108880.02
"RISP22","Nikos",5654858.25
"HYPEA4","ARX",22041523.77
"VBBR15","BRAM",185607028.77
"CESPA3","Safra Asset",128584828.28
"ARTRA4","Investcoop",338692.43
"ELET14","Rafter",8361670.51
"ESCEB6","SAM",74665399.92
"CESPA3","UBS",26626589.15
"CPLD29","Tori 21",150142.23
"TSSAB9","(fundo nao cadastrado)",9774439.09
"LORTA7","Franklin Templeton",369248.22
"LMTP17","XPG",19008491.61
"CSMGA9","Kinea",46477439.48
"ERDVB3","AZ Quest",50876792.92
"LORTB9","SPX",23744256.99
"MULPA0","Troon",2131.3
"ARTRA8","Tenax",2652385.85
"USAS11","San WM",1039976.16
"RENTE4","San WM",7975836.15
"BLMN12","BR Partners",399931.55
"EQMAA0","Galt",273614.26
"CAEC22","(fundo nao cadastrado)",4326573.51
"CIEL19","Vinci",15208684.27
"GASC28","UBS",398594.16
"RDORC3","(fundo nao cadastrado)",18837295.72
"SBSPC3","BTG WM",4324502.59
"OVSAA3","Principal",1066198.67
"ARTRA7","Daycoval",1923658.39
"JALL13","RB Asset",3114688.55
"TSSA17","Tenax",540048.51
"CEPEA6","San WM",4229761
"PLSB1A","San WM",235905.96
"EQSP11","XPG",302615.5
"BRST15","Ace",201845.41
"ESULA6","BR Partners",27319.94
"MRSAB1","WHG",737881.95
"PLII11","Valora",6947105.2
"STBP45","Vêneto",883501.39
"CSMGB6","Porto Asset",514630.06
"OMGE41","Douro",207976.26
"PEJA22","Paramis",2732894.78
"CGASA3","BB Asset",62325592.42
"MOVI17","Augme",3569269.02
"RDORD4","(fundo nao cadastrado)",238646359.84
"CLNG11","Journey",121398.44
"SUZBA0","IAM",107373314.63
"CPGTA1","BRAM",201420540.07
"CTEE2B","ARX",68808.69
"LCAMC2","Inter",3696372.18
"USCR11","ITAU Tsy",149202961.95
"VLIM17","San WM",7660667.59
"SBSPB1","BRAM",177702711.47
"BRKMB6","BTG Asset",15391248.35
"ACOV15","Somma",4350553.78
"ASAI28","PNBY",290230.91
"RDORB9","BRAM",48878957.03
"LOGGB1","Rio Bravo",646399.74
"TEPA13","Suno",537809.09
"ENEV32","Sparta",24350970.71
"STBP45","SWM",560468.01
"CGCE12","JGP",2478176.45
"LCAMD1","Capitânia",38449889.05
"COCEB2","BTG Asset",38525670.06
"CSMGB8","Previ",165628263.26
"ELET42","TAG",517694.47
"ENGIA9","Sparta",124280.61
"DASAC5","(fundo nao cadastrado)",15704228.77
"CRCF12","UBS",42782542.54
"MTRO12","AF Invest",974282.38
"VBBR26","SPX",35127525.06
"MSGT33","(fundo nao cadastrado)",5091081.64
"ENMTC4","IAM",9377350.66
"MVLV19","AMW",1604194.62
"CCROA7","BB Asset",290454567.02
"LIGHC7","BTG Asset",6414213.71
"VLIDA0","Solis",2762447.67
"RDORB9","Tivio",2453342.67
"CLTM14","BTG WM",144661474.74
"QMCT14","Ace",372994.92
"RECV21","IAM",23389801.81
"TRPLB7","IAM",243291297.05
"TAEE16","Investcoop",4133148.28
"ENAT13","JGP",5475619.53
"CGOS18","AF Invest",2158763.48
"ENEV39","Vinland",730460.81
"CPLD26","Kinea",477384.42
"RIPR13","MAG",23025410.15
"VSJX11","Kinea",88770860.53
"KLBNA2","Safra Asset",38858602.01
"EKTRA6","BRAM",12893728.32
"EQTS11","ARX",4065.68
"CGMG18","MAG",665177.29
"VERO13","BB Asset",36855802.75
"SAPRC1","IAM",61453408.41
"ALUP18","Absolute",33929350.97
"NRTB11","SWM",92115.08
"DMCA12","G5",685473
"ASAI19","(fundo nao cadastrado)",51332005.27
"RBRAF6","Kinea",175835943.7
"MSGT13","(fundo nao cadastrado)",36151097.01
"UNEG11","Paramis",4721263.14
"BKBR19","Tyton",6177592.45
"ENAT13","BRAM",242653.28
"ENEV32","WHG",699338.62
"IBPB11","SAM",34913573.34
"ECRD14","Legacy",15842525.24
"ERDVA4","IAM",366649401.08
"CLCD16","Nu Asset",14373294.32
"SVEA16","Vinci",5072183.13
"RIPR22","Oriz",553932.29
"AEGPB3","Plural",8004058.86
"RDORE4","Funcef",20957796.46
"OVSA10","Ibuina",1709576.25
"CSMGB8","Funcef",49688460.23
"CGOS16","G5",253647.9
"DESK19","IAM",30898748.6
"PFOR16","ARX",76066939.65
"ELET14","Turim",566590.78
"ENEVD0","JGP",77041443.42
"JALL11","BR Partners",232550.94
"MILS18","San WM",256650.1
"AEGPA0","G5",849720.09
"MRFGA1","Brainvest",367967.08
"CLNG11","ARX",4926412.49
"RESA15","UBS",276523.77
"CEEBB3","Riza",4651973.91
"ENMTC3","SAM",12410660.26
"TAEEB8","Proteus",22932675.99
"CEROA4","(fundo nao cadastrado)",117882.1
"PFOR15","ARX",79349357.37
"EGIEC1","Sparta",9372438.42
"CBOH11","Tenax",3047715.7
"ASAIA2","Occam",20696304.46
"PRPO12","Daycoval",967628.45
"CMGDB1","SAM",37652297.48
"TAEEB0","G5",3683097.27
"CSAN14","Inter",0
"LOGGB1","Brave",1294336.69
"ENGIC3","Nu Asset",4259159.42
"CPGTA1","XPG",29429480.04
"ERDVA4","Paramis",1247264.47
"TBLE26","TAG",30347.24
"ANIM17","Integral",1040942.82
"MRSAA2","(fundo nao cadastrado)",34999948.32
"LIGHA9","AZ Quest",2522772.4
"MILS18","JGP",10383329.52
"ENTV13","Altera",1129273.71
"COCE18","Nikos",308617.03
"SIMH15","Solis",1956281.81
"ISAEC0","(fundo nao cadastrado)",4115306.39
"VBRR11","Capitânia",39028657.31
"RIS424","Navi",978382.07
"TFLEA9","Investcoop",3175853.02
"LORTB9","Tivio",4397122.21
"CPGTC0","BB Asset",53956343.96
"RIS414","Legacy",2308661.58
"CEEBD2","Ace",130814.87
"CERT11","SAM",195301387.6
"VLIM28","SPX",5169667.94
"RDVT13","San WM",120105.88
"TBSP22","MAG",2320606.19
"CCROA5","Absolute",167005.2
"ENMTB0","Asset 1",1063146.9
"SBSPG5","San Tsy",1024102741.7
"FLRY27","VLGI",169857.73
"AEGP19","PNBY",214442.75
"CSMGC0","Kinea",166806641.04
"VLIM15","SAM",14843507.21
"EKTR19","(fundo nao cadastrado)",164218704.33
"NEOE26","Safra Asset",512451.34
"EQMAA2","ARX",33164326.65
"CERT11","Tori 21",397476.78
"USJE11","(fundo nao cadastrado)",1281653.75
"MRSAC1","Absolute",42485426.2
"AEEP21","BTG Asset",20553275.45
"BION16","JGP",34542737.93
"VAMO33","BB Asset",12152656.62
"TBSP22","Quantitas",40227928.14
"CMGDA2","BB Asset",123692918.35
"ELET42","Nikos",142084.63
"BTCL12","Ace",229920.13
"AEGP19","Paramis",58678.36
"HAPVA0","Augme",10982827.77
"CNLM16","BB Asset",155873219.39
"PFOR16","Wise",1508819.67
"VLIM18","Riza",2065969.22
"HFTE12","Valora",1596181.03
"CBAN32","Inter",14227333.19
"CSNP12","Tivio",2933741.01
"GASC26","Opportunity",2120552.76
"RUMOB6","Nikos",161093.87
"JSMLA5","Rio Bravo",912423.5
"RSAN25","IAM",217953874.68
"ERPM11","Drys",5417200.82
"JALL24","BRAM",609428.26
"JSMLB3","Riza",117385.36
"ANHBA6","Trígono",5244761.85
"CASN23","Riza",1038833.29
"TNHL11","Asset 1",159649.43
"TIET29","Paramis",1131420.61
"VLME11","Capitânia",17344273.88
"ENEV16","Daycoval",504288.22
"VRDN12","Rio Bravo",2652801.07
"SMFT29","BTG Asset",38727821.11
"BLMN12","San WM",8986307.34
"RNDNA1","AZ Quest",1013812.6
"SMTO24","WHG",400123.82
"AMERF2","Prada",405467.84
"ELET13","BTG Asset",27600750.59
"HYPEA7","(fundo nao cadastrado)",52995224.11
"ENEV32","Rafter",4579269.1
"RDORD4","Trígono",6437.76
"CSNAA1","SWM",764757.02
"CPGT17","IAM",32368994.39
"RUMOB5","(fundo nao cadastrado)",670018.34
"YDUQ18","IAM",508770072.38
"VRDN12","Franklin Templeton",26092081.79
"VIXL45","AZ Quest",526867.75
"LCAMD1","AMW",415264.02
"HARG11","SAM",94756456.47
"PAXA12","Kinea",17032913.85
"CSMGB8","Turim",673554.68
"QUNT11","ARX",25454935.58
"CEED21","Inter",140492.99
"CSNAA1","Lifetime",445968.81
"BPSE11","Sulamérica",6725404.37
"SBSPC6","(fundo nao cadastrado)",9732930.09
"RISP14","RB Asset",685335.94
"RSAN44","Mirabaud",378360.52
"STBP24","G5",532.5
"AEGPB3","SAM",125928819.92
"EGVG21","BRAM",47772300.48
"RMSA12","AZ Quest",23030728.41
"GGBRA8","SPX",57961158.02
"PEJA22","UBS",44242057.35
"TAEEB2","MMZR",406929.73
"EEELA0","Rafter",2029525.02
"ARTRA8","Vinci",2652385.86
"ENEV38","BRAM",72712820.8
"ENEV18","Vêneto",14970.78
"ITSA17","BB Asset",386638370.3
"RIS424","EQI",5597920
"ENMTC5","ASA",160529.99
"ENEV19","BRAM",5042530.55
"HAPV28","SPX",47723405.84
"ENEV18","Andbank",2720075.04
"ROTY12","IAM",1176361797.9
"GGBRA7","BRAM",112589745.16
"ENGIC4","Funcef",72404515.27
"TAEE16","SAM",626076.49
"OVSAA8","Tivio",10261881.82
"LORTB9","Rubik",55813.92
"VLIM16","Vinland",13896966.34
"OZNH11","Icatu",107499879.08
"EGIEA5","Galt",3431509.91
"ELPLA7","G5",95746.25
"TIMS12","Safra Asset",96493911.85
"BTEL13","Scalare",9779866.43
"APRB18","G5",178455.02
"CEPEC2","Vinland",143326
"UNIP18","CEF Asset",129165843.12
"ELET14","BRAM",22563902.59
"CGASB1","Citrino",2057997.3
"MRSAA2","Tivio",2170813.68
"TSSG21","BR Partners",16348.77
"CEEBA7","Portofino",38848.64
"USST11","ITAU Tsy",87825994.07
"OMGE21","Principal",482330.78
"PFOR26","SAM",36714491.78
"RALM11","Bocaina",16004054.92
"CEPEC1","XPG",8840286.43
"ELET25","Franklin Templeton",13591154.37
"CPIS14","(fundo nao cadastrado)",8375100.14
"BCPSA5","ASA",1099174.75
"PFOR15","Icatu",43955236.5
"CSAN33","Previ",31302302.39
