CD_ATIVO,GESTOR,VL_ALOCADO
"PLSB1A","Vinland",11414309.95
"ARTRA5","Butiá",1081007.82
"ENERC3","Sparta",206890.95
"CRCG12","BB Asset",46073362.05
"CSRN19","UBS",1759023.26
"SBSPD3","JGP",46299643.74
"EDTE12","G5",7968390.43
"TFLEC0","MAG",11740301.09
"TAEB15","XPG",1972788.46
"CESE32","Galt",562299.84
"ENGID3","BRAM",71303727.09
"SBSPF3","BB Asset",50166944.35
"VLIM15","MAG",815947.44
"SAELA7","ARX",79894273.28
"ELET14","Icatu",5676418.59
"MOVI27","SPX",3871173.96
"ENGIB2","BTG WM",103041820.16
"ENEV19","Lakewood",3496339.05
"RENTC4","Inter",9954006.6
"UTPS22","SPX",2245718.06
"MVLVA1","Polo",3521589.56
"ALPKA2","(fundo nao cadastrado)",468706.17
"CLAG13","Scalare",356696.43
"TIET19","ASA",2453747.01
"IOCHA3","PNBY",3671468.72
"IRJS14","XPG",73712631.83
"RSAN16","UBS",2809310.53
"HAPV17","Daycoval",1974190.23
"GASC22","Nikos",38690.95
"RUMOB3","(fundo nao cadastrado)",3859385.07
"AESLA9","Safra Asset",534831.21
"LMTP17","Vinland",7558120.94
"ELET42","ASA",1263287.09
"TAEEB2","UBS",12360199.76
"CEAP12","Inter",6547050.51
"CGOSA2","San WM",5308151.55
"EGIEC1","Porto Asset",630422.01
"CMGD19","Riza",97518491.13
"JSMLA5","Jive",5040559.83
"CBRDB8","AZ Quest",26613013.05
"CSANB1","Absolute",32957725.1
"SUZBB1","VLGI",1062128.28
"AEGPB3","Sulamérica",246887463.96
"ELET16","Turim",1393524.35
"BRFS31","VLGI",206487.71
"TUPW11","(fundo nao cadastrado)",48427291.23
"CLAG15","RB Asset",12373024.2
"EKTT11","Nu Asset",4711125.48
"VERTB3","Kinea",64607653.44
"MGLUA0","Investcoop",723898.22
"MILSB0","(fundo nao cadastrado)",293575.42
"MGPRA0","Daycoval Asset",2666369.4
"VLIM15","Tori 21",146674.97
"CSANB0","Vinci",35185578.31
"JALL14","(fundo nao cadastrado)",120674.53
"VBBR14","Altera",958294.71
"PEJA22","4UM",1063383.18
"TAEEA4","Porto Asset",718845.74
"TUPW11","AF Invest",2129652.83
"EQTN11","Tenax",448728.88
"CSMGB8","Vinci",6845965.62
"DXCO13","BRAM",311679737.12
"ENMTA7","(fundo nao cadastrado)",27866.83
"LIGHB4","BTG WM",8289370.11
"ERDVA4","BRAM",3479835.48
"SUZB29","Brainvest",105544.43
"PRSS11","BRAM",686376.26
"EDVP17","SAM",8936275.66
"SNGOA1","Daycoval",2482481.86
"USIM28","Daycoval",41862.7
"CPLD26","Black Swan",126653.01
"CBAN72","ARX",3189932.89
"GASC25","San WM",30351471.83
"PTBL15","IAM",78015552.27
"ISAEC1","IAM",53213229.82
"QUAL16","Absolute",71809115.14
"RESA14","Absolute",11676304.22
"CBAN52","Paramis",13129.18
"CLCD17","SAM",36666617.09
"RUMOA6","Porto Asset",928692.25
"TFLE19","Kinea",30774724.27
"ELTN19","IAM",10166866.34
"EGIE27","Lakewood",1234610.72
"VRDN12","Portofino",578836.63
"CRCF12","Ibuina",22661862.69
"HBSA12","Sparta",11786455
"RALM11","Vinci",7543434.45
"HARG11","Portofino",6214912.87
"RDORD9","Jive",615008.58
"ENGIC4","Tivio",34626248.16
"TOTS15","(fundo nao cadastrado)",419713859.89
"MRSAA1","San WM",18856197.39
"HYPEA9","(fundo nao cadastrado)",51684858.02
"ENMTB2","Ekho",38272.33
"RDORC9","BBM Asset",2489568.14
"VALEB0","Sparta",2582168.76
"EQPA18","Root",4622110.16
"CMGDA0","Porto Asset",1010.57
"ARTRA4","BTG WM",434587.27
"CEROA2","UBS",7668782.39
"ESCEB6","Safra Asset",154046731
"QUAL16","Asset 1",1116685.35
"PEJA21","BTG WM",16294915.74
"CLTM14","JGP",81374337.58
"ARTRA4","Integral",2040315.81
"SALT16","Regia",49921324.42
"EGIE39","Rubik",326662.41
"COCE18","(fundo nao cadastrado)",2716788.26
"ENSEA1","BB Asset",1197405.4
"EGIE39","BRAM",2277523.9
"CEPEA2","BTG Asset",175915.44
"SBSPC6","Safra Asset",44591893.26
"STBP45","BTG WM",139307994.37
"DASAA6","Regia",13961924.05
"CEPE20","BB Asset",26463337.03
"UQFN14","BRAM",26104.07
"CEEBA6","SFI",496832.07
"CESPA3","Vinland",654532.31
"RUMOB7","BTG WM",56477836.76
"RISP24","Daycoval",1204172.79
"AURP12","Douro",328916.55
"ENMTB2","XPG",65149842.09
"CRNP13","Sparta",34634829.34
"BRKMA8","PNBY",204658.53
"MESA23","Vinland",81927246.78
"CBAN72","BTG Asset",2980088.07
"ESCEB4","BRAM",94154135.1
"MRSAB1","San WM",6612987.51
"CEPEA3","BRAM",129778169.96
"ENGIC4","GHT4",534400.35
"CSRNB2","TAG",17163.98
"LORTB2","Butiá",1184765.91
"TAEEA1","IAM",282346465.78
"ENEV26","Andbank",215944.04
"CSANB0","BRAM",41948328.76
"PETR28","Augme",2585731.42
"RRRP14","Investcoop",3447139.72
"RDORB9","Brave",1841041.28
"LIGHE2","XPG",28966.52
"MOVI27","XPG",719497.4
"CSMGA9","Vinci",4100618.96
"HAKO11","(fundo nao cadastrado)",5112663.54
"UNTE11","Perfin",3479690.06
"CSCF11","SAM",2690549.27
"TPER2C","ASA",0.03
"ALGTA4","Riza",10121499.3
"ARTRA5","BTG WM",864806.26
"EGIE39","Paramis",15421.83
"RDORC9","(fundo nao cadastrado)",97187288.12
"CRTR12","Franklin Templeton",4874517.78
"FRAG14","(fundo nao cadastrado)",16233300.02
"EQTL17","Strix",7359023.18
"GSTS14","(fundo nao cadastrado)",366746.85
"PGMN26","IAM",193033694.14
"CPLDA1","SAM",86585851.36
"RATL11","Iridium",1896275.58
"CEPEA3","Rafter",29388.65
"RENTE4","JGP",77172424.61
"BHSA11","Butiá",495584.98
"CLCD26","Portofino",2682112.74
"VERO12","ITAU Tsy",79568845.71
"IOCHA4","Brave",1608903.77
"MSGT23","Somma",236268.99
"CDES11","Capitânia",47535056.22
"ARTRA1","Drys",4069632.87
"SAPRB4","Vinci",2708374.44
"USAS22","Daycoval",2084494.14
"CSMGB6","(fundo nao cadastrado)",28032284.91
"VIXL14","Riza",2683798.34
"RDORC9","Icatu",4802270.41
"ASAIA1","SVN",15742976.07
"IPIA13","ITAU Tsy",229280003.17
"USIM29","PNBY",463241.56
"VALEC0","Legacy",3256.88
"RDORB3","SFI",505322.49
"MILS29","(fundo nao cadastrado)",173134.31
"ASCP13","Absolute",17425582.18
"TIET19","XPG",82303970.31
"DASAC5","SVN",659484.28
"ANIM18","(fundo nao cadastrado)",12734282.19
"ELET32","Altera",3931654.43
"CSMGA9","Integral",3177979.63
"TAEEA7","BTG WM",763039.45
"RHOL11","Polo",3040847.49
"PETR17","Journey",1707249.61
"NTSD36","Root",36670165.33
"VALEC1","UBS",18370280.93
"ARML25","Paramis",1043747.03
"CSRN19","Inter",2155199.67
"TAEE17","UBS",3317513.85
"CLCD17","Tivio",4072824.12
"ELPLA7","AF Invest",21494.06
"VLIM17","Safra Asset",218155095.59
"SBSPF3","Vinland",526295.32
"AESOA1","BDR",3157740.28
"ENMTC4","San WM",4378870.26
"AEGPB3","Stonex",6697775.99
"CBAN12","Newave",213978.12
"AEGPB3","Regia",83176848.87
"PALFA5","(fundo nao cadastrado)",250403119.48
"ENEVD0","Valora",1894189.48
"ELTN27","Absolute",133364127.31
"IGTAB1","XPG",3752471.18
"ELPLA5","BTG WM",10581405.92
"AURE12","San WM",21189648.23
"RALM11","Sparta",63162494.43
"TIET18","ARX",396554.37
"SAELB7","Occam",2036922.69
"SBSPE3","BTG WM",47753575.24
"SBSPF3","Sparta",27836939.66
"ENEV18","Valora",1682485.03
"ENEVB0","Citrino",1089398.79
"BRKPA4","SAM",62891236.01
"MRSAB2","San WM",20873185.63
"ETBA12","Galt",2855573.96
"RSAN44","AZ Quest",1684372.23
"PALFA8","Safra Asset",132744688.02
"ERDVA4","BR Partners",513135.59
"PFOR16","SVN",14603947.13
"SBSPD4","Safra Asset",33319566.38
"TCBC19","BB Asset",160569372.19
"CPGT18","BB Asset",391629108.8
"RUMOA3","Rafter",1431276.97
"VNTT11","Iridium",3423744.69
"LMTPA2","BTG Asset",52585200.69
"PETR17","SWM",3644601.02
"BRIT12","Kadima",74501.4
"CVRDA6","Prumo",423750
"HVSP11","Inter",30629594.07
"MRSAC1","Porto Asset",154309.49
"CEAP12","BTG Asset",2894954.31
"SUZB19","(fundo nao cadastrado)",2741896.97
"JALL24","RB Asset",1284231.56
"BTEL23","Porto Asset",276505.58
"CGOS13","ARX",6687240.91
"AESLA5","(fundo nao cadastrado)",3156811.68
"RISP24","Ibuina",6357589.58
"HBSA24","UBS",10459820.48
"CEEBA8","(fundo nao cadastrado)",128661007.38
"CMGD28","Daycoval",10389.63
"ERDVA4","Tenax",3456119.21
"CESPA2","Legacy",5219372.8
"ENGIA8","Principal",2974179.54
"CEEBC3","Sonata",307325.68
"ITPE13","Persevera",1803610.52
"GRRB14","Butiá",839921.6
"ENMTC5","Occam",214039.98
"CSED12","Ibuina",9586633.7
"ELTN27","Valora",2127533.9
"ENMTC5","(fundo nao cadastrado)",9989246.04
"ELET42","BR Partners",531762.26
"CPLDA1","Ace",806117.74
"CECO12","(fundo nao cadastrado)",274424.5
"CERT11","BR Partners",6322218.94
"ENERC3","Galt",646534.23
"CESPA2","Sparta",14439572.63
"AESOA1","Vêneto",50471.18
"IOCHA3","IAM",221372144.89
"VAMO14","Riza",466369.29
"ARTRA5","BB Asset",124315942.45
"CPFGA3","BB Asset",242291337.23
"NTSD26","Absolute",10009639.54
"EQSP21","Douro",543070.98
"CEPEB2","Safra Asset",3216598.96
"LOGGB1","Inter",3100054.24
"BBML13","Capitânia",15688617.86
"RSAN15","Wise",1039626.89
"MRFGA1","Nest",304887.01
"TENG14","(fundo nao cadastrado)",397774030.89
"FURN21","BTG WM",38447871.88
"ELET24","Sparta",30963031.54
"ENEV39","ARX",15061.05
"OMGE31","Capitânia",5203697.83
"TAEE17","XPG",18397828.53
"ERDVA3","Aramus",226323.95
"CCROB4","MAG",140909.38
"SABP12","TAG",71454.03
"CMGDB2","Tivio",2845022.78
"BRIT12","Sparta",14654012.82
"EBENA9","(fundo nao cadastrado)",149808105.22
"ANHBB6","San Tsy",112696433.73
"SMFT29","Integral",864221.14
"CASN13","Kadima",21517.02
"CEAM11","SAM",15922459.24
"CEEBA3","Mirabaud",3281203.76
"COMR14","ARX",8677984.09
"CEEDA0","Drys",14855331.66
"ASAIA2","Vinci",6008340.62
"SBSPC6","Lakewood",705910.67
"BRKMB8","BTG Asset",5140077.48
"SMFT19","AZ Quest",80094125.71
"EGIEB5","XPG",54738974
"EKTRA0","(fundo nao cadastrado)",33236037.4
"COMT11","Occam",2463311.5
"CBAN72","AF Invest",1710818.29
"CEAM11","Vinci",20665959.86
"RDORG9","IAM",617635391.93
"CESE32","Novus",33007.12
"TFLEA6","ASA",519639.54
"ENAT12","(fundo nao cadastrado)",225571.04
"CPGT17","Brainvest",498392.38
"CMTR19","Brave",583018.35
"RMGG11","IAM",1847844.36
"VALEC1","Jive",2128530.33
"ENERB5","Safra Asset",12944653.35
"VERO13","Rio Bravo",695059.1
"CPGT17","Kinea",580043.84
"OPCT17","Vinland",30692558.36
"EQTL17","Trígono",2287495.84
"CEAP12","Vinland",2226.89
"PASS14","BB Asset",231410125.76
"ORIG21","Suno",2249070.57
"OMGE41","IAM",20605108.29
"FURN21","ASA",321885.26
"GASC27","Safra Asset",164719301.12
"CSRNB2","Safra Asset",16815621.07
"RIPR22","TAG",31722.99
"CSNAB5","Vinland",14211.69
"VAMO22","Brainvest",148784.19
"ELTN16","Investcoop",22599.42
"TRPLB5","(fundo nao cadastrado)",7947299.28
"ERDVA6","Mirabaud",4339283.45
"CEED18","Vinci",2136310.55
"RIS412","Drys",740388.64
"IRJS14","JGP",23309277.42
"ENEVA0","Portofino",456947.75
"PETR17","Absolute",2942393.79
"GASC18","BRAM",63276867.64
"VBBR16","BB Asset",493098464.54
"BRST11","Trígono",943666.06
"CPGTA0","Brave",6751859.51
"MVLV19","Paramis",584996.3
"AXIA38","XPG",200977.3
"EQUA11","Rafter",9131437.03
"ENSEA1","Sonata",1575785.43
"LORTB2","Ibuina",9402904.14
"HAPV28","SVN",10884840.43
"ISPE13","ARX",38465249.48
"USAS22","BDR",512219.92
"EOVC11","Tivio",275841.42
"IRJS14","Kinea",123467163.25
"RODT12","IAM",26025329.85
"MSGT23","SAM",39203856.38
"PASS12","ARX",15571249.25
"FISI14","IAM",103217582.78
"RDORB9","Drys",5703090.8
"PFOR15","Wise",1994203.5
"LIGHB4","BB Asset",113283143.55
"RNDNA0","BB Asset",65696077.66
"JANU11","(fundo nao cadastrado)",180914.14
"HLXS12","Ace",176426.85
"CPXB13","(fundo nao cadastrado)",23931379.18
"CTEE29","Galt",1766440.36
"VIXL15","DAO",1063.36
"ENGI39","Ibuina",6040.54
"CLCD26","Tenax",2575053.61
"ENEV29","Douro",293008.23
"EOVC21","Daycoval",882452.03
"AEGP19","ASA",234713.45
"INEL12","Vinci",16817439.3
"AEGE16","(fundo nao cadastrado)",53091315.72
"ENGIB0","XPG",13333270.83
"CEBD14","Asset 1",504934.31
"FGEN13","IAM",317477.1
"MRSAB2","Jera",1304098.25
"STRZ11","ARX",22491630.03
"BTGH18","Asset 1",23697445.53
"EQMAA2","TAG",376940.78
"CGOS18","BNP",8815310.69
"SOLY11","(fundo nao cadastrado)",382646.63
"PCHSC1","(fundo nao cadastrado)",158383.89
"BHSA11","Drys",330389.99
"COMR14","WHG",1968817.63
"EKTRB3","Riza",428590.17
"SUMI37","Vinland",4410265.13
"AEGP19","Riza",640127.6
"USIB11","IAM",72611757.52
"ENGIB4","Sonata",881110.87
"CESPA2","Black Swan",474960.33
"TIMS12","Sparta",67200107.24
"LIGHC6","(fundo nao cadastrado)",3761718.82
"IRJS14","BTG WM",213003837.35
"CYAR11","Drys",175205.66
"CGOS18","Regia",21587634.84
"ETEM11","Riza",23319587.4
"SBSPD2","Sparta",5245612.24
"ALIG15","UBS",2939655.26
"ENTE16","IAM",33379623.13
"SAELA4","(fundo nao cadastrado)",3458161.58
"MSGT33","Jera",320646.53
"ENGIC4","Valora",16480495.22
"CGOSB0","Andbank",2166850.06
"SIMH16","Suno",484126.87
"VALEC0","Portofino",2323241.43
"ESULA6","Paramis",6209.07
"CPIS14","ARX",29754663.36
"TIET19","San WM",3405659.35
"EUFA17","JGP",166696423.64
"ALGE16","G5",16526325.65
"CEEBA9","IAM",829263770.16
"ARTR19","Daycoval",675565.7
"VERT19","AF Invest",104547.83
"EQSP11","Sonata",37573.07
"WNBR12","Polo",1216246.73
"USIM28","AZ Quest",9785405.27
"MRSAB3","Safra Asset",548870.48
"ALGTA4","RB Asset",63338.54
"ENAT11","SWM",631782.1
"TLPP27","IAM",353909677.99
"HARG11","Franklin Templeton",1241584.92
"TBCR18","G5",41346613.28
"VRDT11","(fundo nao cadastrado)",708799.84
"ELET14","Persevera",164287.56
"RDORC4","Porto Asset",31883487.79
"RDORD3","Vêneto",327160.13
"CASN13","BTG Asset",41025170.54
"RUMOB3","Absolute",126350.11
"VELH22","Vinci",68141535.82
"FURN21","Legacy",720538.14
"ENGIB0","(fundo nao cadastrado)",35019766.43
"OMGE41","Inter",18629332.99
"SUZBA0","Porto Asset",2456030.84
"GASP29","STK",2055132.36
"ERDVC3","San WM",811546.63
"CEAP15","BBM Asset",12174021.88
"CGOS16","Citrino",2461876.67
"NMCH11","SPX",28425759.01
"VSJH11","Andbank",529858.83
"CRCG12","Somma",8780823.15
"NNAE12","RB Asset",18520407.51
"GASP19","BTG WM",13314192.91
"CSAN23","XVI",995964.55
"CASN13","Vinci",374209.12
"CCROA5","Plural",12639256.54
"ASAIA1","Global",1617617.21
"RESA17","Daycoval",7246.42
"CEEBB6","XPG",4604751.27
"MGSP12","ASA",289073.85
"CTEE29","Trígono",117482.97
"DASAB4","Sparta",1866164.34
"MULPA0","XPG",1107211.99
"CMGTA0","Plural",14747608.66
"HVSP11","Kinea",539516193.52
"YDUQA0","Polo",428224.12
"TRPLB7","BR Partners",352366.67
"CPFPA9","(fundo nao cadastrado)",4401.96
"APRB28","BRZ",425746.52
"CGOS18","Inter",2481498.62
"ELTN16","Sparta",27862930.07
"GSTS24","BR Partners",917271.61
"ALIG15","IAM",25105669.54
"SBSPE3","Safra Asset",57558356.37
"TFLED0","Ibuina",15915514.73
"CBAN22","JGP",42061321.63
"EGIEB2","Safra Asset",83286856.9
"COGNA4","(fundo nao cadastrado)",11287546.92
"CTGE15","BRAM",45040836.68
"RLMS13","BTG Asset",59614576.27
"CSAN18","Riza",401658.67
"PALFB6","Oriz",551896.71
"CTEE29","Rafter",1924832.6
"BARU11","Legacy",44135175.96
"EGIEA1","Iridium",1928355.02
"OMGE31","AZ Quest",16978624.52
"CBAN52","BDR",350111.59
"CEPEC2","(fundo nao cadastrado)",265330.76
"HARG11","Paramis",2148896.94
"ISAEA9","Altera",3152426.31
"COLNA3","Icatu",166935164.27
"EDVP18","IAM",38325696.63
"CEROA2","IAM",121248495.94
"BSA318","Ibuina",373526.63
"RIS424","Sonata",663902.12
"JTEE11","Trígono",47030.43
"NTSD35","BBM Asset",296396.58
"LORTA7","(fundo nao cadastrado)",207850709.45
"ENMTC5","BTG Asset",5744833.15
"RENTE2","Inter",7072328.49
"ARTRA5","Kadima",20539.15
"NATUA3","Daycoval",5118662.44
"PSAN23","Atena",3276744.64
"CUTI11","ARX",29100618.46
"CMGD18","Sulamérica",731438.6
"BRKPA2","IAM",120617897.19
"ETEN21","San WM",172899.42
"VERO15","BB Asset",26910079.88
"ELTN16","JGP",29968980.63
"BTCL12","IAM",184602001.28
"SNGO10","Vinci",1906523.58
"ERDVB4","(fundo nao cadastrado)",20607236.54
"GASC22","Vinland",632355.25
"ENGIB4","San WM",1648656.35
"EGIEA0","Galapagos",3284.84
"RAIZ12","IAM",458317277.99
"VALEC1","Occam",6820875.42
"ENGIA8","(fundo nao cadastrado)",20131576.89
"CASN23","Icatu",49293250.67
"SMFTA2","Regia",23973872
"BCPSA7","IAM",913641192.31
"PALFB6","Rafter",5518967.11
"HAPV18","SAM",41555449.68
"AEEP31","BRAM",273347924.62
"DASAC5","XPG",42513.92
"CHSF13","Jera",401204
"ESSDA4","(fundo nao cadastrado)",1776847
"TAEEC1","San WM",4202930.48
"ASAIA0","IAM",268912149.48
"RDORA5","ARX",7515082.65
"ENGIB9","XPG",18246951.7
"CEEBB7","BB Asset",232303750.97
"AURP12","Mirabaud",833255.26
"EGIEA1","Safra Asset",140492494.43
"VLIM13","SWM",452115.64
"IGTAB1","(fundo nao cadastrado)",55395061.17
"RIS414","UBS",14687000.69
"ENMTD5","IAM",92238117.48
"PETR27","Vinland",6147.94
"CPLDA1","Porto Asset",1965501.66
"ASAIA1","Daycoval",5224766.22
"PEAG12","Safra Asset",193057692.67
"ENMTC3","Investcoop",1024087.49
"ELET23","Legacy",6092627.1
"COCE18","BRAM",1043103.44
"TBCR18","Legacy",2280474.37
"IOCHA3","Somma",5285666.74
"VALED1","IAM",252335545.24
"CHPA11","Tivio",885761.8
"RENTD9","Valora",6562695.52
"ENEV32","Porto Asset",307708.99
"CMGDB2","Proteus",37531540.68
"VAMO14","Principal",525051.52
"FLCLB1","Riza",1819994.31
"LSVE39","ARX",6102372.38
"VLIM17","Brainvest",112625.63
"NEOE26","Sparta",1629122.12
"TBSP22","CEF Asset",138661070.46
"CGOS17","Sulamérica",98502113.35
"SMAMA4","(fundo nao cadastrado)",3140093.62
"APPSA2","BRAM",300957.05
"VALEC1","BTG WM",155713.7
"ENEVD0","Mirabaud",4499771.44
"TBSP13","4UM",3898656.57
"RECV14","Absolute",209127804.27
"LMTPA0","Vinland",21522997.68
"FRAS16","(fundo nao cadastrado)",125086.36
"CAPP11","(fundo nao cadastrado)",3372932.53
"COCEA2","Absolute",78411257.94
"EKTRC1","Safra Asset",80194939.27
"ENGIB6","Nikos",75169.98
"AEGE17","Regia",29547697.87
"CEEBB6","Safra Asset",8011181.42
"AURE12","Turim",1098858.16
"CMGD19","BRAM",53013632.62
"LORTA7","Funcef",165158943.88
"USIMB0","Ibuina",8926705.45
"PRLG17","DAO",3004116.45
"CLCD26","BRAM",21700320.27
"PCHSA2","(fundo nao cadastrado)",69123518.75
"CDGS26","(fundo nao cadastrado)",25903781.76
"ORIG21","G5",205873.47
"HYPEA4","BRAM",854586.65
"NTSD36","Vinci",4394324.41
"DGDE11","XPG",516628.08
"VLIM18","SAM",100095175.9
"BBRM11","ARX",57171320.89
"CIEL17","(fundo nao cadastrado)",1997862111.35
"CGEE23","Vinland",105684093.61
"BHIAB1","(fundo nao cadastrado)",64512469.3
"RDVE11","ASA",246379.81
"CMGDA3","BRAM",51629484.44
"SBFC13","Kadima",23342.98
"CDGS26","BRAM",99145674.09
"AEGPB7","Inter",13333317.29
"CEED16","Valora",960257.46
"NTSD16","Somma",9072895.23
"LMTP26","Galapagos",338759.31
"ALGAA2","Vox",1028152.3
"ENEV32","ARX",5224059.45
"SBSPE3","Tivio",5772818.55
"AEAB11","Asset 1",2493098.63
"CIEL17","Maud",601058.17
"ANET12","Galapagos",1323633.51
"IVIAA0","Sulamérica",70634265.67
"SUZBA0","UBS",79140623.37
"SAPR10","Trígono",1206105.92
"ENMTC3","BNP",18994689.4
"BSA319","CEF Asset",61373125.71
"TAEEB2","Galt",944076.98
"RENTE2","Polo",398338.5
"ALGAA2","Riza",111273839.18
"CSAN15","Global",53146
"ENGIB4","Galt",302841.07
"ASCP23","TAG",258708.59
"ESAM14","AZ Quest",3074432.57
"UNIP18","Guardian",2917710.44
"IOCHA5","Safra Asset",14087863.61
"CEEBB3","Somma",6472079.99
"EQTL17","Regia",136793967.08
"IOCHA4","Valora",1957322.01
"TIET29","TAG",369125.98
"CPFC16","IAM",5216863.45
"VSCL11","(fundo nao cadastrado)",259841.22
"ELET13","Porto Asset",57957977.75
"LCAMD3","Daycoval",857051.07
"VVRT11","ARX",55406695.5
"ENMTB2","Plural",186189.69
"ALPKA2","Kinea",86307730.62
"PEJA11","Maud",768960.47
"ARML15","Vinland",316996.67
"ISAEA8","UBS",11460168.2
"VERTC2","BRAM",277321737.25
"LIGT11","Butiá",40731.66
"CDAR11","Asset 1",7597840.89
"CSANA2","Galt",878458.94
"GDSS11","JGP",27291982.43
"ENGIB9","SAM",33510664.35
"SBSPC4","BTG WM",5029856.14
"PFOR26","VLGI",147685
"ESCEA4","BB Asset",141556219.67
"RDORD9","Polo",2476684.29
"ECRD14","Vinland",70540712.68
"ANHBA5","SAM",170345896.07
"AALR13","Root",29321729.74
"MGLUA0","Safra Asset",7495187.9
"ALIG12","Galapagos",442717.32
"PGMN26","Integral",532659.56
"NEOE26","Plural",17097374.68
"GSTS14","Franklin Templeton",8714548.88
"MGPRA0","Trígono",1537556.94
"BRKPA0","Capitânia",3976288.36
"GASC19","UBS",21121329.48
"GSTE13","BTG Asset",428099010.75
"CEPEA3","JGP",513251.74
"EQPA19","Galapagos",1047340.75
"CHSF14","Paramis",4435834.24
"LORTB9","Plural",2133106.6
"CHSF13","Andbank",106621.34
"RENTC4","Drys",5271132.5
"SBSPB1","JGP",7497091.53
"RBRAI7","Augme",5891465.86
"SBSPB1","Plural",15836380.76
"CPGTA0","BRAM",36874222.73
"EQTR11","Portofino",53120.11
"TFLEA3","Drys",250178.04
"OVSA10","Devant",1130775.85
"PLSB1A","AZ Quest",3862960.12
"ARTP12","Augme",6099386.81
"PASS14","Brainvest",2062835.42
"SBSPE3","G5",488763.8
"KLBNA2","JGP",13504947.22
"ORIG12","XPG",237086924.95
"NTSD26","Augme",4991015.48
"ENEV32","Galt",363656.09
"ORIG12","RBR",1452967.44
"ARTRA5","BTG Asset",1081.01
"ANHBA6","JGP",46580287.9
"ENGIC4","JGP",141992629.04
"RADLA0","Safra Asset",238353206.97
"IMPA12","Polo",17686269.89
"AZZA12","Brainvest",665282.38
"EQUA11","Monte Bravo",2575621.66
"AESLA6","(fundo nao cadastrado)",125684027.8
"RDORF1","BRAM",34496164.4
"RDORD9","Kinea",103500428.36
"SMTO14","Portofino",150337.03
"TAEEB2","Douro",534821.93
"HBSA12","Aramus",51178.7
"AALM12","Investcoop",1652672.45
"ETBA12","TAG",614794.63
"SAPRA2","XPG",72507.11
"TIET18","BTG WM",3057716.09
"AESOA1","Capitânia",20911526.04
"EGIEA0","TAG",514624.46
"ISAEB1","Investcoop",37212.59
"ENGI39","Journey",249172.43
"CPLDA1","IAM",457453476.23
"MILS18","Augme",9931834.83
"JALL15","BRAM",418195.01
"LIGHB6","Icatu",11868549.16
"CDES11","Occam",4211197.82
"ARTRA7","Ibuina",5352969.43
"JSMLA5","Vinci",1010045.07
"TFLEA3","Absolute",19810972.96
"NTSD16","(fundo nao cadastrado)",983648470.43
"CLTM14","Capitânia",25570594.82
"RENTA5","Legacy",29886460.24
"TAEEB8","Valora",1092032.19
"VAMOA1","BTG WM",6870311.83
"PETR27","Safra Asset",2265196.87
"ENGIC4","Ekho",145362.69
"CSCF11","Inter",390850.97
"IRJS15","BR Partners",572566.15
"CPGT28","BTG WM",1105020.76
"CLTM14","Sparta",97966933.34
"HARG11","Perfin",27449974.87
"ELTN27","BRAM",72087207
"MSGT12","Tivio",3275643.94
"DASAC5","PNBY",5409637.56
"DESK18","Absolute",25892409.04
"GBSP11","XPG",264808.47
"CCLS21","Absolute",551978.7
"VALEC1","BB Asset",197170068.97
"CSANB2","BRAM",19409227.18
"ECOV17","SAM",61586905.23
"CPTE12","Riza",36241658.67
"ENGIB2","BR Partners",595528.02
"PSAN23","Absolute",82329301.34
"VALEA0","Tori 21",150909.8
"OPCT17","Occam",19906906.87
"GASC17","Rubik",854861.08
"ASAIA1","Portofino",1168572.59
"ENEV13","BRAM",453715.59
"JALL14","XPG",1959577.22
"SMFT19","SAM",115173720.88
"GUAR17","Valora",6732481.35
"RUMOB6","TAG",595826.62
"RESA17","XPG",968950.48
"BFFT15","IAM",207879877.42
"CMPH14","Valora",2591810.96
"AURP12","Valora",5427123.06
"RDORC7","(fundo nao cadastrado)",383042466.6
"RENTF2","AMW",13568434.48
"RMSA12","BB Asset",715829.94
"TRPLB7","Vinland",3490056.35
"EKTRB0","Galapagos",29943.46
"ELET32","Augme",1505917.5
"JSMLB3","Butiá",257726.08
"TSSG21","IAM",427014715.43
"ANET11","Vinci",11241752.9
"TRPLA4","Scalare",2235146.92
"RSAN44","IAM",267078.05
"GASC15","BRAM",83492186.65
"RDORE4","Guardian",967282.91
"ADPD21","IAM",11915381.96
"SBSPE9","Safra Asset",27468667.43
"SNGOA2","UBS",8025935.16
"AMBP16","Asset 1",69945.85
"ALPA22","(fundo nao cadastrado)",71540643.92
"CONF11","Ace",279832.72
"ANHBA5","Principal",624660.27
"RDORD3","Tivio",8724985.32
"CLAG13","Andbank",115988.7
"CRFN22","Regia",49671.63
"MSGT33","UBS",21156127.16
"VBRR11","Icatu",53920488.02
"ENTV12","Tenax",7475790.29
"CEPEC2","WHG",304419.68
"CBAN12","TAG",519041.52
"LMTPA0","Mirabaud",1682281.73
"BRMLB1","BB Asset",507293448.38
"CPGTA1","SAM",41636566.78
"CRCG14","Vinland",63971587.13
"EDVP17","Porto Asset",1189.92
"CPFPB0","Rafter",3272233.88
"CGOS34","BB Asset",23417183.13
"IVIAA0","RB Asset",34152632.57
"NNAE12","Tenax",4152329.05
"CESPA3","IAM",80555759.74
"CEED15","(fundo nao cadastrado)",2113305.93
"PETR27","Black Swan",184438.31
"CHSF13","Trígono",234127.27
