Ativo,Data,Taxa Minima,Taxa Media,Taxa Maxima,PU Medio,Faixa de Volume
"RUMOA3","2026-07-21","8,13","8,74","9,44","1370,068825","Entre 1MM e 5MM"
"RUMOA4","2026-07-21","7,84","8,67","9,61","1399,682784","Até 1MM"
"RUMOA5","2026-07-21","8,06","8,42","9,22","1194,101409","Até 1MM"
"RUMOA6","2026-07-21","7,95","8,90","9,22","1153,308261","Entre 1MM e 5MM"
"RUMOB5","2026-07-21","7,85","8,41","9,00","1030,349086","Até 1MM"
"RUMOB6","2026-07-21","7,85","8,56","9,11","1016,565449","Até 1MM"
"RUMOB7","2026-07-21","8,49","8,54","8,56","1025,067605","Até 1MM"
"SAELA1","2026-07-21","8,09","8,17","8,35","1178,762512","Entre 1MM e 5MM"
"SAELA3","2026-07-21","8,09","8,10","8,21","1048,727522","Até 1MM"
"SAELA7","2026-07-21","8,16","8,18","8,21","997,720692","Superior a 5MM"
"SAELB7","2026-07-21","7,37","7,73","7,99","1007,898867","Entre 1MM e 5MM"
"SAPR10","2026-07-21","7,53","7,69","7,99","14288,966974","Até 1MM"
"SAPRA2","2026-07-21","7,10","7,54","7,85","1275,823088","Até 1MM"
"SAPRA3","2026-07-21","7,52","7,68","7,81","1217,142910","Até 1MM"
"SBSPB6","2026-07-21","7,56","7,64","8,69","1398,850681","Entre 1MM e 5MM"
"SBSPC6","2026-07-21","7,00","7,58","7,90","1341,556513","Até 1MM"
"SBSPD4","2026-07-21","7,46","7,79","7,86","1354,911236","Até 1MM"
"SBSPE3","2026-07-21","7,06","7,83","8,19","1098,851168","Entre 1MM e 5MM"
"SBSPE9","2026-07-21","7,38","7,60","7,85","1192,519625","Entre 1MM e 5MM"
"SBSPF3","2026-07-21","6,94","7,55","7,95","1102,306823","Superior a 5MM"
"SBSPI8","2026-07-21","6,85","7,43","7,61","974,376290","Entre 1MM e 5MM"
"SBSPJ8","2026-07-21","6,95","7,30","7,58","977,844544","Superior a 5MM"
"SBSPK8","2026-07-21","6,85","7,33","7,46","959,014650","Entre 1MM e 5MM"
"SERI11","2026-07-21","8,75","8,76","8,91","937,439035","Até 1MM"
"SIMH16","2026-07-21","2,36","4,68","5,05","976,035984","Até 1MM"
"SMTO14","2026-07-21","8,48","8,74","9,36","1088,199574","Entre 1MM e 5MM"
"SMTO24","2026-07-21","7,75","8,48","8,94","1046,972676","Até 1MM"
"SRTI11","2026-07-21","8,50","8,52","8,56","726,810846","Até 1MM"
"STBP35","2026-07-21","7,40","7,74","8,25","1050,970153","Até 1MM"
"STBP45","2026-07-21","7,15","7,75","8,05","1028,011208","Entre 1MM e 5MM"
"SUMI37","2026-07-21","12,46","15,07","18,14","787,155217","Até 1MM"
"SUZBA0","2026-07-21","6,80","7,40","7,85","1068,333514","Entre 1MM e 5MM"
"SUZBC1","2026-07-21","7,67","7,73","7,81","1008,129496","Até 1MM"
"TAEB15","2026-07-21","12,30","12,52","13,82","430,359896","Até 1MM"
"TAEE17","2026-07-21","6,99","7,73","8,10","1441,800490","Até 1MM"
"TAEE26","2026-07-21","6,85","7,49","8,19","1249,489421","Até 1MM"
"TAEEA4","2026-07-21","7,22","7,68","8,17","1058,069476","Até 1MM"
"TAEEA7","2026-07-21","7,35","7,58","8,00","1159,884022","Até 1MM"
"TAEEA8","2026-07-21","7,10","7,26","7,43","1113,170665","Até 1MM"
"TAEEB0","2026-07-21","6,76","7,41","7,89","967,028997","Entre 1MM e 5MM"
"TAEEB2","2026-07-21","7,05","7,65","8,17","1161,627223","Entre 1MM e 5MM"
"TAEEB8","2026-07-21","6,83","7,47","7,72","1091,321210","Entre 1MM e 5MM"
"TAEEC2","2026-07-21","7,60","7,95","8,46","1121,327739","Até 1MM"
"TAEEC4","2026-07-21","7,08","7,69","8,27","1051,668205","Entre 1MM e 5MM"
"TAEED2","2026-07-21","6,90","7,71","7,93","1073,652482","Até 1MM"
"TEPA12","2026-07-21","14,15","16,03","17,42","963,437601","Até 1MM"
"TEPA22","2026-07-21","25,49","25,61","25,96","788,144057","Até 1MM"
"TEPA23","2026-07-21","16,45","22,56","22,64","951,105308","Até 1MM"
"TGR711","2026-07-21","7,60","8,24","8,80","1055,604941","Até 1MM"
"TIET29","2026-07-21","7,70","8,26","9,08","1426,059261","Superior a 5MM"
"TIET39","2026-07-21","7,84","8,19","8,21","1426,502599","Entre 1MM e 5MM"
"TIGR12","2026-07-21","1,49","1,50","1,51","1010,692951","Superior a 5MM"
"TRCC11","2026-07-21","8,21","8,25","8,33","1034,743254","Até 1MM"
"TRPLA4","2026-07-21","7,18","7,85","8,18","1069,434522","Entre 1MM e 5MM"
"TRPLA7","2026-07-21","7,23","7,64","8,08","1124,415211","Até 1MM"
"TRPLB4","2026-07-21","7,00","7,64","8,23","1061,028585","Até 1MM"
"TRPLB7","2026-07-21","7,05","7,59","7,72","1028,253244","Até 1MM"
"UHSM12","2026-07-21","7,70","7,77","8,21","1153,516030","Entre 1MM e 5MM"
"UNEG11","2026-07-21","8,27","8,76","9,30","1129,646876","Superior a 5MM"
"UNIPB0","2026-07-21","1,49","1,50","1,51","994,067347","Até 1MM"
"USAS11","2026-07-21","8,10","10,09","10,51","680,947632","Até 1MM"
"USCA12","2026-07-21","9,80","10,03","12,79","1056,543813","Até 1MM"
"USCA22","2026-07-21","17,10","21,02","21,28","843,767504","Até 1MM"
"UTPS11","2026-07-21","7,75","8,92","9,06","632,898693","Entre 1MM e 5MM"
"UTPS12","2026-07-21","9,03","9,32","9,61","607,456356","Até 1MM"
"UTPS21","2026-07-21","8,95","9,11","9,68","1345,816837","Até 1MM"
"UTPS22","2026-07-21","8,10","8,97","10,01","1213,726444","Até 1MM"
"VALE48","2026-07-21","7,04","7,49","7,51","1022,414793","Até 1MM"
"VALEA0","2026-07-21","6,66","7,18","7,70","1055,896789","Entre 1MM e 5MM"
"VALEB0","2026-07-21","6,56","7,26","7,95","1045,676905","Entre 1MM e 5MM"
"VALEB1","2026-07-21","6,29","6,97","8,02","1058,655573","Entre 1MM e 5MM"
"VALEC0","2026-07-21","6,18","7,15","7,89","1042,403797","Entre 1MM e 5MM"
"VALEC1","2026-07-21","6,42","7,01","7,44","1045,795562","Superior a 5MM"
"VALED1","2026-07-21","6,58","7,07","7,85","1041,356774","Entre 1MM e 5MM"
"VAMO23","2026-07-21","4,38","4,69","5,30","963,166691","Entre 1MM e 5MM"
"VAMO33","2026-07-21","13,80","14,64","16,50","1035,431520","Superior a 5MM"
"VAMO34","2026-07-21","13,80","14,83","16,75","1034,209626","Entre 1MM e 5MM"
"VBBR17","2026-07-21","0,74","0,75","0,76","1029,794339","Superior a 5MM"
"VBBRA0","2026-07-21","7,50","8,32","8,36","985,802795","Superior a 5MM"
"VBRR11","2026-07-21","10,39","11,02","12,24","1169,980904","Superior a 5MM"
"VEBMA6","2026-07-21","1,09","1,10","1,11","1025,553686","Entre 1MM e 5MM"
"VERO12","2026-07-21","15,33","15,39","15,88","1083,535615","Até 1MM"
"VERO13","2026-07-21","11,21","16,17","19,19","929,696459","Até 1MM"
"VERO15","2026-07-21","15,91","16,49","16,64","954,180645","Até 1MM"
"VERO23","2026-07-21","24,13","25,54","29,00","774,374591","Até 1MM"
"VERO24","2026-07-21","16,78","20,48","25,11","749,037157","Até 1MM"
"VERO34","2026-07-21","15,83","28,23","28,45","717,048277","Até 1MM"
"VERO44","2026-07-21","11,72","17,49","30,01","743,213237","Até 1MM"
"VLIM13","2026-07-21","7,44","7,93","8,73","1208,444846","Entre 1MM e 5MM"
"VLIM14","2026-07-21","8,00","8,06","8,09","1119,424580","Entre 1MM e 5MM"
"VLIM15","2026-07-21","7,60","7,99","8,18","1052,783050","Superior a 5MM"
"VLIM27","2026-07-21","7,81","7,88","7,90","998,980518","Entre 1MM e 5MM"
"VRDN12","2026-07-21","8,74","8,77","9,63","1161,743803","Superior a 5MM"
"ABSP12","2026-07-20","1,69","1,70","1,71","1041,606293","Até 1MM"
"AEAB11","2026-07-20","8,02","8,71","9,08","1088,287352","Até 1MM"
"AEGE16","2026-07-20","5,65","5,66","6,10","1005,515470","Até 1MM"
"AEGE17","2026-07-20","3,82","6,00","7,10","918,979771","Até 1MM"
"AEGP19","2026-07-20","2,20","2,60","2,70","1037,774736","Entre 1MM e 5MM"
"AEGPA0","2026-07-20","18,20","19,74","20,90","970,372157","Até 1MM"
"AEGPA8","2026-07-20","15,99","17,17","21,00","978,323195","Até 1MM"
"AESLA8","2026-07-20","0,41","0,43","0,47","1016,931601","Até 1MM"
"AESLB7","2026-07-20","7,62","7,65","7,67","1007,909390","Até 1MM"
"AESOA1","2026-07-20","8,17","8,19","8,21","1044,973199","Entre 1MM e 5MM"
"ALAR14","2026-07-20","12,32","12,33","12,34","1052,595901","Entre 1MM e 5MM"
"ALGAB1","2026-07-20","9,14","9,36","9,58","1137,115232","Até 1MM"
"ALGAC2","2026-07-20","8,46","8,73","9,01","1122,680905","Até 1MM"
"ALGTA4","2026-07-20","8,99","9,00","9,44","1018,944219","Superior a 5MM"
"ALIG13","2026-07-20","7,30","7,52","7,76","875,694339","Até 1MM"
"ALUP18","2026-07-20","7,49","7,56","7,76","1047,596073","Até 1MM"
"ARTR19","2026-07-20","9,03","10,48","14,50","1384,954316","Até 1MM"
"ARTRB8","2026-07-20","14,87","15,10","15,52","983,099570","Até 1MM"
"ASCP13","2026-07-20","7,80","8,32","8,78","971,908134","Até 1MM"
"AURE12","2026-07-20","8,13","8,16","8,18","1027,480809","Até 1MM"
"AURP13","2026-07-20","8,08","8,10","8,13","963,902147","Até 1MM"
"AXIA18","2026-07-20","6,92","7,39","7,73","1025,438754","Superior a 5MM"
"AXIA19","2026-07-20","7,65","7,77","7,89","1018,313928","Entre 1MM e 5MM"
"AXIA28","2026-07-20","7,13","7,37","7,64","1010,721546","Superior a 5MM"
"AXIA38","2026-07-20","6,93","7,17","7,61","1012,121105","Entre 1MM e 5MM"
"AXIAA0","2026-07-20","0,65","0,66","0,67","1002,373545","Superior a 5MM"
"AXIAB0","2026-07-20","0,74","0,78","0,81","1003,713290","Superior a 5MM"
"BHSA11","2026-07-20","8,26","8,27","8,28","1010,878302","Entre 1MM e 5MM"
"BRKMA6","2026-07-20","85,99","86,03","86,22","297,823552","Até 1MM"
"BRKMA8","2026-07-20","41,57","43,54","75,34","447,203940","Entre 1MM e 5MM"
"BRKP28","2026-07-20","9,25","10,26","10,82","1152,363131","Até 1MM"
"BRST11","2026-07-20","7,92","8,45","8,71","768,008950","Entre 1MM e 5MM"
"BTEL13","2026-07-20","14,63","15,66","17,25","1016,648264","Entre 1MM e 5MM"
"BTGL11","2026-07-20","13,43","13,97","14,03","968,713931","Até 1MM"
"CAEC12","2026-07-20","8,22","8,23","8,24","1109,083878","Superior a 5MM"
"CASN23","2026-07-20","9,24","9,30","9,43","1116,306406","Até 1MM"
"CASN24","2026-07-20","9,44","9,45","9,46","1098,714502","Até 1MM"
"CASN34","2026-07-20","9,36","9,37","9,38","1141,770859","Até 1MM"
"CBAN12","2026-07-20","7,40","8,13","8,72","1402,738858","Entre 1MM e 5MM"
"CBAN32","2026-07-20","8,15","8,17","8,44","1418,217562","Entre 1MM e 5MM"
"CBAN52","2026-07-20","8,15","8,16","8,44","1418,806766","Entre 1MM e 5MM"
"CBAN72","2026-07-20","8,12","8,14","8,17","1419,547037","Até 1MM"
"CCROA5","2026-07-20","7,20","7,79","8,52","923,745308","Entre 1MM e 5MM"
"CCROB4","2026-07-20","7,89","7,92","7,96","801,483498","Até 1MM"
"CCROB6","2026-07-20","7,15","7,85","8,65","1157,067712","Entre 1MM e 5MM"
"CEEBB6","2026-07-20","8,13","8,15","8,18","1112,678950","Entre 1MM e 5MM"
"CEEBB7","2026-07-20","7,35","7,97","8,94","1047,142562","Até 1MM"
"CEEBC4","2026-07-20","8,07","8,10","8,12","1147,894795","Até 1MM"
"CEEBD1","2026-07-20","13,40","14,14","14,78","923,965431","Superior a 5MM"
"CEEBD2","2026-07-20","7,40","7,76","8,57","953,290001","Entre 1MM e 5MM"
"CEEBF3","2026-07-20","13,59","13,61","13,90","993,604992","Até 1MM"
"CEED15","2026-07-20","7,45","8,26","8,84","1009,835816","Até 1MM"
"CEEDA0","2026-07-20","0,77","0,78","0,80","1032,079637","Superior a 5MM"
"CEPEA6","2026-07-20","14,14","14,19","14,40","1008,650313","Superior a 5MM"
"CEPEA7","2026-07-20","7,20","7,42","7,65","1049,781700","Até 1MM"
"CEPEB3","2026-07-20","7,75","8,07","8,44","1042,104873","Até 1MM"
"CERR18","2026-07-20","10,45","10,47","10,70","976,766648","Até 1MM"
"CERT11","2026-07-20","7,80","8,10","8,52","1191,036606","Até 1MM"
"CESPA2","2026-07-20","7,44","8,11","8,40","1316,789304","Entre 1MM e 5MM"
"CGASA4","2026-07-20","7,00","7,02","7,10","1047,568910","Até 1MM"
"CGASA5","2026-07-20","0,66","0,67","0,68","1047,354718","Entre 1MM e 5MM"
"CGASB1","2026-07-20","7,04","7,33","7,58","1027,655323","Até 1MM"
"CGEE13","2026-07-20","14,68","14,73","15,15","778,846852","Até 1MM"
"CGEE23","2026-07-20","12,62","14,59","15,16","784,192502","Até 1MM"
"CGMG18","2026-07-20","7,56","7,97","8,00","1075,803630","Entre 1MM e 5MM"
"CGOS16","2026-07-20","7,71","8,31","8,65","1003,033011","Até 1MM"
"CGOS19","2026-07-20","0,67","0,68","0,69","1031,528327","Até 1MM"
"CGOS24","2026-07-20","8,30","8,41","8,65","1084,073561","Até 1MM"
"CGOS28","2026-07-20","7,98","8,14","8,24","1023,028111","Até 1MM"
"CGOS34","2026-07-20","7,59","8,11","8,91","1071,340051","Entre 1MM e 5MM"
"CGOSA2","2026-07-20","7,25","7,78","8,15","948,549459","Entre 1MM e 5MM"
"CGOSB0","2026-07-20","7,65","7,69","8,19","1051,033214","Até 1MM"
"CHSF13","2026-07-20","7,13","7,64","8,44","1074,671577","Entre 1MM e 5MM"
"CLAG13","2026-07-20","8,02","9,31","10,37","833,284441","Até 1MM"
"CLTM14","2026-07-20","9,14","9,15","9,65","1008,138704","Superior a 5MM"
"CMGD28","2026-07-20","8,16","8,24","8,35","1145,385611","Até 1MM"
"CMGDA2","2026-07-20","0,61","0,64","0,66","1058,882091","Até 1MM"
"CMGDB0","2026-07-20","7,10","7,86","8,46","1050,889805","Entre 1MM e 5MM"
"CMGDB1","2026-07-20","7,25","7,82","8,09","1032,499789","Entre 1MM e 5MM"
"CMGDB2","2026-07-20","7,04","7,68","8,27","1077,304204","Entre 1MM e 5MM"
"CMIN12","2026-07-20","14,72","15,43","16,60","820,520429","Entre 1MM e 5MM"
"CMIN22","2026-07-20","15,07","15,22","16,20","720,663629","Entre 1MM e 5MM"
"CMTR29","2026-07-20","7,62","7,92","7,94","1187,681503","Superior a 5MM"
"CPFPA7","2026-07-20","7,20","7,53","7,71","1056,218730","Até 1MM"
"CPFPA9","2026-07-20","7,32","7,66","8,11","1103,912274","Entre 1MM e 5MM"
"CPGT17","2026-07-20","0,40","0,70","0,77","520,563615","Até 1MM"
"CPGT27","2026-07-20","7,88","7,96","8,43","1194,506757","Até 1MM"
"CPGTC0","2026-07-20","7,67","7,80","7,81","1077,579018","Entre 1MM e 5MM"
"CPIS16","2026-07-20","8,02","8,13","8,16","926,662102","Até 1MM"
"CPLD26","2026-07-20","7,93","8,13","8,52","1192,470144","Até 1MM"
"CPLD29","2026-07-20","7,37","7,78","8,21","1030,803584","Entre 1MM e 5MM"
"CPLD37","2026-07-20","7,40","7,76","7,89","1134,324460","Até 1MM"
"CPLDC0","2026-07-20","7,10","7,85","7,99","990,481063","Entre 1MM e 5MM"
"CRMG15","2026-07-20","8,68","8,90","9,13","792,611724","Até 1MM"
"CRTR12","2026-07-20","8,38","9,02","9,08","1019,341713","Até 1MM"
"CSAN33","2026-07-20","10,97","11,00","11,02","1134,824021","Até 1MM"
"CSANB0","2026-07-20","1,99","2,48","2,99","967,569243","Até 1MM"
"CSANB2","2026-07-20","1,61","1,79","1,89","1174,588770","Até 1MM"
"CSMGA6","2026-07-20","7,60","7,79","7,84","958,715171","Até 1MM"
"CSRNA3","2026-07-20","13,53","14,01","14,06","928,366795","Até 1MM"
"CSRNB2","2026-07-20","8,11","8,14","8,16","1024,480315","Até 1MM"
"CSRNB3","2026-07-20","7,56","7,57","7,58","965,084582","Até 1MM"
"CSRNB4","2026-07-20","13,66","13,70","14,06","989,890773","Até 1MM"
"CSRNC0","2026-07-20","7,59","7,83","8,09","1157,856727","Até 1MM"
"CTEE18","2026-07-20","7,18","7,70","8,57","1330,737318","Até 1MM"
"CTEE1B","2026-07-20","7,10","7,69","8,14","1198,279465","Até 1MM"
"CTEE29","2026-07-20","7,03","7,62","8,31","984,009076","Até 1MM"
"CTEE2B","2026-07-20","7,58","7,75","7,92","1116,541300","Até 1MM"
"CUTI11","2026-07-20","8,20","8,38","8,52","786,659034","Até 1MM"
"DESK19","2026-07-20","7,40","7,68","7,97","1087,777979","Até 1MM"
"ECER12","2026-07-20","7,40","7,58","7,65","1347,735260","Até 1MM"
"EDTE12","2026-07-20","7,27","8,04","8,50","995,472840","Até 1MM"
"EEELA1","2026-07-20","7,91","8,15","8,40","1014,228099","Até 1MM"
"EGIE27","2026-07-20","6,80","7,21","8,02","995,709457","Entre 1MM e 5MM"
"EGIE29","2026-07-20","7,28","7,82","8,61","1366,251714","Até 1MM"
"EGIE49","2026-07-20","7,87","7,90","7,92","1360,695087","Até 1MM"
"EGIEA0","2026-07-20","6,90","7,56","7,95","1060,192473","Até 1MM"
"EGIEA1","2026-07-20","7,74","7,83","7,85","1077,582868","Até 1MM"
"EGIEA2","2026-07-20","13,36","13,65","14,46","985,512690","Até 1MM"
"EGIEA3","2026-07-20","13,13","13,79","14,51","991,741006","Até 1MM"
"EGIEA4","2026-07-20","13,52","13,79","14,31","1216,693977","Até 1MM"
"EGIEB1","2026-07-20","7,27","7,41","7,57","1068,407025","Até 1MM"
"EGIEB4","2026-07-20","7,39","7,43","7,63","1178,088521","Até 1MM"
"EGIEB5","2026-07-20","7,10","7,13","8,19","1101,541092","Até 1MM"
"EGIEC1","2026-07-20","12,70","13,07","13,62","1252,001524","Entre 1MM e 5MM"
"EKTRA5","2026-07-20","13,61","14,15","14,94","1009,851434","Até 1MM"
"EKTRA8","2026-07-20","7,25","8,03","8,07","1004,617976","Até 1MM"
"EKTRB6","2026-07-20","7,00","7,36","8,02","1022,439299","Até 1MM"
"EKTRC1","2026-07-20","7,35","7,68","7,92","1161,506546","Até 1MM"
"ELDC15","2026-07-20","8,22","9,16","9,19","982,130307","Até 1MM"
"ELET14","2026-07-20","7,07","7,93","8,77","1107,131624","Superior a 5MM"
"ELET16","2026-07-20","7,16","7,76","8,26","1062,263294","Entre 1MM e 5MM"
"ELET23","2026-07-20","7,03","7,65","8,27","1223,004629","Entre 1MM e 5MM"
"ELET24","2026-07-20","0,82","0,94","0,97","1061,848153","Superior a 5MM"
"ELET42","2026-07-20","7,33","8,04","8,44","1416,886379","Até 1MM"
"ELPLA5","2026-07-20","15,00","15,11","15,23","975,913902","Até 1MM"
"ELPLA7","2026-07-20","11,89","14,36","14,79","903,819953","Até 1MM"
"ELTN15","2026-07-20","7,20","8,07","8,11","1058,225101","Até 1MM"
"ELTN17","2026-07-20","13,15","13,51","13,81","991,690287","Até 1MM"
"ELTN37","2026-07-20","7,10","7,54","7,95","1025,608003","Entre 1MM e 5MM"
"ENAT11","2026-07-20","8,32","9,39","10,42","1056,463956","Até 1MM"
"ENAT12","2026-07-20","9,08","9,35","10,31","1124,646558","Entre 1MM e 5MM"
"ENAT13","2026-07-20","8,24","9,49","10,11","1065,327488","Até 1MM"
"ENAT14","2026-07-20","9,22","9,30","9,47","1070,752771","Até 1MM"
"ENAT23","2026-07-20","14,67","15,43","16,48","962,805809","Até 1MM"
"ENAT32","2026-07-20","14,09","15,15","15,75","1018,475191","Superior a 5MM"
"ENAT33","2026-07-20","8,98","9,43","11,00","1051,760831","Entre 1MM e 5MM"
"ENERB4","2026-07-20","7,80","8,10","8,19","1013,994851","Até 1MM"
"ENERB7","2026-07-20","7,51","8,25","8,28","992,572142","Superior a 5MM"
"ENEV13","2026-07-20","8,08","8,13","8,19","940,965676","Até 1MM"
"ENEV15","2026-07-20","7,90","8,24","8,74","1351,814835","Até 1MM"
"ENEV16","2026-07-20","7,98","8,16","8,56","1293,409146","Entre 1MM e 5MM"
"ENEV18","2026-07-20","7,50","8,13","9,03","1114,695187","Entre 1MM e 5MM"
"ENEV19","2026-07-20","7,28","7,98","8,24","1175,040979","Entre 1MM e 5MM"
"ENEV26","2026-07-20","7,59","7,95","8,53","1163,603541","Entre 1MM e 5MM"
"ENEV28","2026-07-20","7,21","7,92","8,50","1083,720319","Entre 1MM e 5MM"
"ENEV29","2026-07-20","7,45","8,02","8,19","1146,357176","Entre 1MM e 5MM"
"ENEV32","2026-07-20","7,37","7,81","8,72","1418,138399","Até 1MM"
"ENEV39","2026-07-20","7,18","7,90","8,37","1148,517872","Até 1MM"
"ENEVB0","2026-07-20","7,58","7,87","8,06","1032,137782","Entre 1MM e 5MM"
"ENGI39","2026-07-20","7,38","7,60","7,65","1586,412551","Entre 1MM e 5MM"
"ENGIA5","2026-07-20","7,40","8,17","8,19","1209,159554","Até 1MM"
"ENGIA9","2026-07-20","7,54","7,89","8,10","1106,769792","Até 1MM"
"ENGIB0","2026-07-20","7,45","8,13","8,35","1046,974084","Até 1MM"
"ENGIB4","2026-07-20","7,38","8,09","8,36","1293,871751","Até 1MM"
"ENGIB6","2026-07-20","8,27","8,36","8,49","1128,180882","Até 1MM"
"ENGIB9","2026-07-20","7,35","8,20","8,47","1074,937226","Superior a 5MM"
"ENGIC0","2026-07-20","7,49","7,99","8,34","1000,636427","Entre 1MM e 5MM"
"ENJG21","2026-07-20","7,75","8,27","11,79","338,463290","Até 1MM"
"ENMTA4","2026-07-20","7,56","8,10","8,16","1212,625510","Superior a 5MM"
"ENSEA1","2026-07-20","8,36","8,52","8,69","1215,014435","Até 1MM"
"ENTV12","2026-07-20","8,02","8,64","9,08","1411,993707","Até 1MM"
"EQPA18","2026-07-20","7,41","7,98","8,69","1075,154023","Até 1MM"
"EQPA19","2026-07-20","7,41","7,78","8,18","1006,809159","Entre 1MM e 5MM"
"EQPAA1","2026-07-20","7,80","7,84","7,90","944,473355","Até 1MM"
"EQUA11","2026-07-20","8,34","8,42","8,68","997,437779","Até 1MM"
"ERDVA4","2026-07-20","8,26","8,84","9,19","1027,402730","Até 1MM"
"ERDVB4","2026-07-20","8,58","8,61","8,81","1030,183934","Até 1MM"
"ERDVC4","2026-07-20","8,00","8,67","8,86","1005,454013","Entre 1MM e 5MM"
"ESSDA5","2026-07-20","7,54","7,80","8,07","1021,188810","Até 1MM"
"ESULA6","2026-07-20","7,71","8,22","8,40","1207,305243","Entre 1MM e 5MM"
"ETBA12","2026-07-20","7,93","7,94","8,11","1128,364024","Superior a 5MM"
"ETEN12","2026-07-20","7,37","7,43","7,49","1379,684758","Até 1MM"
"ETSP12","2026-07-20","7,58","8,24","8,78","1156,319626","Até 1MM"
"FGEN13","2026-07-20","6,78","7,02","7,28","509,312366","Até 1MM"
"FLRY25","2026-07-20","0,57","0,60","0,62","679,696007","Até 1MM"
"FURN21","2026-07-20","7,92","8,00","8,11","1186,923993","Entre 1MM e 5MM"
"GASC15","2026-07-20","8,48","8,50","8,53","974,941256","Até 1MM"
"GASC22","2026-07-20","8,58","8,61","8,63","1180,615089","Até 1MM"
"GASC23","2026-07-20","8,49","8,61","9,27","1111,815403","Até 1MM"
"GASC28","2026-07-20","7,60","7,64","8,24","1077,482599","Até 1MM"
"GASP19","2026-07-20","7,39","8,10","8,24","1205,513410","Até 1MM"
"GASP29","2026-07-20","7,25","7,86","8,73","1119,020619","Até 1MM"
"GSTS14","2026-07-20","9,27","9,76","10,28","1070,045888","Até 1MM"
"HAPVA0","2026-07-20","5,99","7,25","7,32","812,837030","Entre 1MM e 5MM"
"HARG11","2026-07-20","8,35","8,77","9,61","1061,745337","Entre 1MM e 5MM"
"HBSA21","2026-07-20","8,58","8,80","9,02","1173,828846","Até 1MM"
"IGSN15","2026-07-20","11,32","11,60","12,00","960,583173","Até 1MM"
"IRJS14","2026-07-20","9,82","10,86","12,15","1125,836239","Entre 1MM e 5MM"
"IRJS15","2026-07-20","10,71","10,82","12,15","1032,205391","Entre 1MM e 5MM"
"ISAEA9","2026-07-20","6,79","7,19","8,09","1075,675388","Até 1MM"
"ISAEB0","2026-07-20","6,85","7,51","7,59","992,497446","Entre 1MM e 5MM"
"ISAEB2","2026-07-20","6,83","6,85","7,23","1001,193821","Até 1MM"
"ISAEB8","2026-07-20","7,90","8,02","8,36","1057,101234","Até 1MM"
"ISAED1","2026-07-20","0,63","0,64","0,65","1011,671000","Superior a 5MM"
"ITPO15","2026-07-20","8,24","8,25","8,26","1016,304957","Superior a 5MM"
"IVIAA0","2026-07-20","9,03","9,36","9,37","977,589705","Até 1MM"
"JALL11","2026-07-20","8,66","8,78","9,07","1178,552687","Até 1MM"
"JALL13","2026-07-20","8,79","8,93","9,02","1119,381269","Até 1MM"
"JALL14","2026-07-20","9,00","9,22","9,44","1081,906263","Até 1MM"
"JALL15","2026-07-20","8,19","8,54","9,24","1014,443503","Até 1MM"
"JALL21","2026-07-20","8,10","8,52","8,94","1143,114047","Até 1MM"
"JALL26","2026-07-20","8,18","8,64","9,39","1027,854323","Até 1MM"
"JSLGA5","2026-07-20","2,72","2,74","4,25","1039,836484","Entre 1MM e 5MM"
"JSMLA5","2026-07-20","3,66","4,43","5,29","978,124020","Entre 1MM e 5MM"
"JTEE11","2026-07-20","7,86","7,90","8,03","878,537372","Até 1MM"
"JTEE12","2026-07-20","7,43","7,79","7,90","1273,899933","Até 1MM"
"KLBNA5","2026-07-20","6,91","7,33","7,85","1017,357120","Entre 1MM e 5MM"
"LCAMD1","2026-07-20","10,05","10,18","10,80","1175,525219","Até 1MM"
"LCAMD3","2026-07-20","10,00","10,30","10,45","1143,140259","Até 1MM"
"LORTA7","2026-07-20","9,44","9,89","10,46","1185,252605","Até 1MM"
"MGLUA0","2026-07-20","1,32","1,78","3,29","518,600748","Até 1MM"
"MOVI18","2026-07-20","12,25","14,60","17,39","1027,659600","Até 1MM"
"MOVI27","2026-07-20","3,14","3,30","3,48","1050,710168","Até 1MM"
"MOVI28","2026-07-20","12,20","16,51","17,35","898,201551","Até 1MM"
"MOVI37","2026-07-20","14,00","14,06","14,25","1090,742242","Até 1MM"
"MOVIA3","2026-07-20","1,90","1,92","2,60","1064,245103","Entre 1MM e 5MM"
"MRSAA2","2026-07-20","7,74","7,77","8,19","1040,882027","Até 1MM"
"MRSAB3","2026-07-20","7,04","7,50","7,55","992,456019","Entre 1MM e 5MM"
"MRSAC1","2026-07-20","7,20","7,78","8,44","1058,240295","Entre 1MM e 5MM"
"MRSAC2","2026-07-20","6,99","7,28","7,56","1060,074752","Até 1MM"
"MSGT23","2026-07-20","8,08","8,09","8,55","1045,019748","Até 1MM"
"MSGT33","2026-07-20","7,99","8,01","8,58","995,234590","Até 1MM"
"MULPA0","2026-07-20","0,63","0,64","0,68","1046,159978","Até 1MM"
"MVLV16","2026-07-20","12,48","15,73","17,05","1675,307692","Até 1MM"
"MVLV19","2026-07-20","2,59","3,04","3,50","523,907377","Até 1MM"
"NEOE16","2026-07-20","7,44","8,33","8,88","1369,795389","Até 1MM"
"NEOE26","2026-07-20","8,03","8,16","8,76","823,659285","Até 1MM"
"NTEN11","2026-07-20","11,33","14,39","14,72","925,088544","Até 1MM"
"NTSD26","2026-07-20","0,81","0,84","0,86","1081,431525","Superior a 5MM"
