"ticker","statusExercicio","dataEvento","diasUteisAteEvento","pctPuPar","taxaEvento","tipoTaxa","remuneracao","dataReferencia","origemAba","spreadBE","spreadBEUnid"
"CPGT27","Em exercício","2026-10-15","","0.999994","5.7138","implícita","IPCA + 5,7138%","2026-07-31","No Período de Exercício","-258","bps"
"CPIS13","Em exercício","2026-09-15","","1.000001","6.8089","implícita","IPCA + 6,8091%","2026-07-31","No Período de Exercício","-131","bps"
"CPLD26","Em exercício","2026-12-15","","0.999995","4.7742","implícita","IPCA + 4,7742%","2026-07-31","No Período de Exercício","-352","bps"
"CPLD37","Em exercício","2026-11-16","","0.999994","6.1732","implícita","IPCA + 6,1732%","2026-07-31","No Período de Exercício","-207","bps"
"CRMG15","Em exercício","2026-12-15","","0.999995","5.9668","implícita","IPCA + 5,9668%","2026-07-31","No Período de Exercício","-227","bps"
"CRTA12","Em exercício","2026-12-15","","1","7.7175","implícita","IPCA + 7,7178%","2026-07-31","No Período de Exercício","-24","bps"
"CSMGA6","Em exercício","2026-09-15","","0.999995","5.2306","implícita","IPCA + 5,2306%","2026-07-31","No Período de Exercício","-301","bps"
"CSRNA1","Em exercício","2026-12-15","","0.999999","6.4482","implícita","IPCA + 6,4482%","2026-07-31","No Período de Exercício","-203","bps"
"CSRNC0","Em exercício","2027-01-15","","0.999998","6.623","implícita","IPCA + 6,623%","2026-07-31","No Período de Exercício","-162","bps"
"CTEE1B","Em exercício","2026-10-15","","0.999995","5.771","implícita","IPCA + 5,771%","2026-07-31","No Período de Exercício","-248","bps"
"CTEE2B","Em exercício","2026-10-15","","0.999999","5.8638","implícita","IPCA + 5,864%","2026-07-31","No Período de Exercício","-198","bps"
"ECHP11","Em exercício","2026-12-15","","0.999991","6.9","implícita","IPCA + 6,9%","2026-07-31","No Período de Exercício","-158","bps"
"ECHP12","Em exercício","2026-12-15","","0.999992","4.75","implícita","IPCA + 4,75%","2026-07-31","No Período de Exercício","-373","bps"
"ECHP22","Em exercício","2026-12-15","","0.99999","4.75","implícita","IPCA + 4,75%","2026-07-31","No Período de Exercício","-373","bps"
"EDPT11","Em exercício","2026-11-16","","0.999987","7.0267","implícita","IPCA + 7,0267%","2026-07-31","No Período de Exercício","-127","bps"
"EKTRC1","Em exercício","2027-01-15","","0.999998","6.623","implícita","IPCA + 6,623%","2026-07-31","No Período de Exercício","-162","bps"
"ELPLA5","Em exercício","2026-10-15","","0.999994","4.26","implícita","IPCA + 4,26%","2026-07-31","No Período de Exercício","-404","bps"
"ELPLA7","Em exercício","2026-10-15","","0.999993","6.1385","implícita","IPCA + 6,1385%","2026-07-31","No Período de Exercício","-211","bps"
"ENEV18","Em exercício","2027-01-15","","0.999995","6.5254","implícita","IPCA + 6,5254%","2026-07-31","No Período de Exercício","-172","bps"
"ENEV28","Em exercício","2027-01-15","","1.000001","6.5889","implícita","IPCA + 6,5891%","2026-07-31","No Período de Exercício","-136","bps"
"EQMAA2","Em exercício","2026-09-15","","0.999992","6.6493","implícita","IPCA + 6,6493%","2026-07-31","No Período de Exercício","-147","bps"
"EQUA11","Em exercício","2026-09-15","","0.999989","4.9173","implícita","IPCA + 4,9173%","2026-07-31","No Período de Exercício","-333","bps"
"EUBE11","Em exercício","2027-01-15","","0.99999","6.4449","implícita","IPCA + 6,4449%","2026-07-31","No Período de Exercício","-185","bps"
"GASC15","Em exercício","2026-09-15","","0.999993","5.797","implícita","IPCA + 5,797%","2026-07-31","No Período de Exercício","-242","bps"
"GASC22","Em exercício","2026-12-15","","0.999995","4.52","implícita","IPCA + 4,52%","2026-07-31","No Período de Exercício","-378","bps"
"GASC25","Em exercício","2026-09-15","","0.999999","5.9282","implícita","IPCA + 5,9284%","2026-07-31","No Período de Exercício","-203","bps"
"GSTS14","Em exercício","2026-11-16","","0.999995","6.5163","implícita","IPCA + 6,5163%","2026-07-31","No Período de Exercício","-173","bps"
"GSTS24","Em exercício","2026-11-16","","0.99999","6.8516","implícita","IPCA + 6,8516%","2026-07-31","No Período de Exercício","-127","bps"
"HARG11","Em exercício","2026-10-15","","0.999989","6.6647","implícita","IPCA + 6,6647%","2026-07-31","No Período de Exercício","-157","bps"
"HBSA11","Em exercício","2026-10-15","","0.999998","6.0029","implícita","IPCA + 6,0029%","2026-07-31","No Período de Exercício","-248","bps"
"HBSA21","Em exercício","2026-10-15","","0.999994","6.0444","implícita","IPCA + 6,0444%","2026-07-31","No Período de Exercício","-225","bps"
"HZTC14","Em exercício","2026-11-16","","0.999989","6.7592","implícita","IPCA + 6,7592%","2026-07-31","No Período de Exercício","-149","bps"
"IBPB11","Em exercício","2026-11-16","","1.000002","5.8997","implícita","IPCA + 5,9%","2026-07-31","No Período de Exercício","-232","bps"
"JALL14","Em exercício","2026-10-15","","0.999996","7.1163","implícita","IPCA + 7,1163%","2026-07-31","No Período de Exercício","-118","bps"
"JSMLB5","Em exercício","2026-09-15","","0.999995","7.9677","implícita","IPCA + 7,9677%","2026-07-31","No Período de Exercício","-33","bps"
"JTEE11","Em exercício","2027-01-15","","0.999991","4.5","implícita","IPCA + 4,5%","2026-07-31","No Período de Exercício","-380","bps"
"LCAMD3","Em exercício","2026-10-15","","0.999999","7.2101","implícita","IPCA + 7,2101%","2026-07-31","No Período de Exercício","-103","bps"
"MOVI18","Em exercício","2026-12-15","","0.999996","8.0525","implícita","IPCA + 8,0525%","2026-07-31","No Período de Exercício","-19","bps"
"MSGT13","Em exercício","2026-11-16","","0.999992","7.0605","implícita","IPCA + 7,0605%","2026-07-31","No Período de Exercício","-118","bps"
"MSGT23","Em exercício","2026-11-16","","1","6.076","implícita","IPCA + 6,0762%","2026-07-31","No Período de Exercício","-204","bps"
"MSGT33","Em exercício","2026-11-16","","1.000002","6.2336","implícita","IPCA + 6,2339%","2026-07-31","No Período de Exercício","-172","bps"
"ORIG11","Em exercício","2026-12-15","","1.007569","8.2357","implícita","IPCA + 8,4001%","2026-07-31","No Período de Exercício","0","bps"
"PASN12","Em exercício","2027-01-15","","0.99999","6.1","implícita","IPCA + 6,1%","2026-07-31","No Período de Exercício","-238","bps"
"PLSB1A","Em exercício","2026-10-15","","0.999994","5.855","implícita","IPCA + 5,855%","2026-07-31","No Período de Exercício","-238","bps"
"PRPO12","Em exercício","2026-12-15","","0.999992","4.22","implícita","IPCA + 4,22%","2026-07-31","No Período de Exercício","-402","bps"
"QUAT13","Em exercício","2027-01-15","","0.999991","7.8722","implícita","IPCA + 7,8722%","2026-07-31","No Período de Exercício","-42","bps"
"RATL11","Em exercício","2026-12-15","","0.999989","7.1717","implícita","IPCA + 7,1717%","2026-07-31","No Período de Exercício","-105","bps"
"RIGEA3","Em exercício","2026-11-16","","0.999998","5.9853","implícita","IPCA + 5,9853%","2026-07-31","No Período de Exercício","-250","bps"
"RIPR22","Em exercício","2026-12-15","","0.999996","4.6279","implícita","IPCA + 4,6279%","2026-07-31","No Período de Exercício","-367","bps"
"RSAN34","Em exercício","2026-08-17","","0.999997","4.3854","implícita","IPCA + 4,3854%","2026-07-31","No Período de Exercício","-367","bps"
"RSAN44","Em exercício","2026-08-17","","0.999993","4.833","implícita","IPCA + 4,833%","2026-07-31","No Período de Exercício","-365","bps"
"RUMOA5","Em exercício","2026-12-15","","0.999996","3.6","implícita","IPCA + 3,6%","2026-07-31","No Período de Exercício","-470","bps"
"RUMOA6","Em exercício","2026-12-15","","0.999995","4.4998","implícita","IPCA + 4,4998%","2026-07-31","No Período de Exercício","-380","bps"
"RUMOB5","Em exercício","2026-12-15","","0.999991","4","implícita","IPCA + 4%","2026-07-31","No Período de Exercício","-412","bps"
"RUMOB6","Em exercício","2026-12-15","","0.999999","4.5402","implícita","IPCA + 4,5404%","2026-07-31","No Período de Exercício","-358","bps"
"SAPRA2","Em exercício","2026-09-15","","0.999998","4.2474","implícita","IPCA + 4,2474%","2026-07-31","No Período de Exercício","-399","bps"
"SAPRA3","Em exercício","2026-09-15","","0.999996","4.492","implícita","IPCA + 4,492%","2026-07-31","No Período de Exercício","-375","bps"
"SAPRB3","Em exercício","2027-01-15","","0.999994","5.8935","implícita","IPCA + 5,8935%","2026-07-31","No Período de Exercício","-234","bps"
"SBSPE9","Em exercício","2026-12-15","","0.999997","5.3058","implícita","IPCA + 5,3058%","2026-07-31","No Período de Exercício","-294","bps"
"SBSPF9","Em exercício","2026-12-15","","0.999994","5.4478","implícita","IPCA + 5,4478%","2026-07-31","No Período de Exercício","-267","bps"
"TAEE18","Em exercício","2026-12-15","","1.000002","4.7739","implícita","IPCA + 4,7742%","2026-07-31","No Período de Exercício","-346","bps"
"TCII11","Em exercício","2027-01-15","","1","6.0591","implícita","IPCA + 6,0594%","2026-07-31","No Período de Exercício","-216","bps"
"TIET29","Em exercício","2026-09-15","","0.999996","4.7133","implícita","IPCA + 4,7133%","2026-07-31","No Período de Exercício","-377","bps"
"TIET39","Em exercício","2027-03-15","","0.999998","4.7133","implícita","IPCA + 4,7133%","2026-07-31","No Período de Exercício","-377","bps"
"TPNO13","Em exercício","2026-12-15","","0.999997","4.9333","implícita","IPCA + 4,9335%","2026-07-31","No Período de Exercício","-319","bps"
"UNTE11","Em exercício","2026-09-15","","0.999995","5.3418","implícita","IPCA + 5,3418%","2026-07-31","No Período de Exercício","-272","bps"
"VLIM13","Em exercício","2026-12-15","","0.999998","5.75","implícita","IPCA + 5,75%","2026-07-31","No Período de Exercício","-249","bps"
"XNGU17","Em exercício","2026-12-15","","0.999991","4.8304","implícita","IPCA + 4,8304%","2026-07-31","No Período de Exercício","-342","bps"
"AALM12","Futuro","2027-10-04","294","1.045245","-1.26","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","-1.26","%"
"ACOV15","Futuro","2027-06-10","213","1.015005","0.4318","breakeven","DI + 1,1%","2026-07-31","Fora do Período de Exercício","0.4318","%"
"AEGPA4","Futuro","2026-10-26","59","1.008946","2.4027","breakeven","DI + 3,47%","2026-07-31","Fora do Período de Exercício","2.4027","%"
"AEGPA9","Futuro","2026-12-28","101","1.011107","2.104","breakeven","DI + 2,75%","2026-07-31","Fora do Período de Exercício","2.104","%"
"AEGPB3","Futuro","2028-02-22","392","1.015625","1.2322","breakeven","DI + 1,8%","2026-07-31","Fora do Período de Exercício","1.2322","%"
"AEGPB5","Futuro","2026-12-15","93","1.013888","1.3492","breakeven","DI + 1,8%","2026-07-31","Fora do Período de Exercício","1.3492","%"
"AESLA8","Futuro","2026-09-11","29","1.00742","0.1419","breakeven","DI + 0,49%","2026-07-31","Fora do Período de Exercício","0.1419","%"
"ALGTA5","Futuro","2028-01-17","366","1.012011","0.845","breakeven","DI + 1,3%","2026-07-31","Fora do Período de Exercício","0.845","%"
"ALGTA6","Futuro","2028-08-23","517","1.013498","0.8148","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.8148","%"
"ANHBA5","Futuro","2026-11-05","66","1.007944","0.1616","breakeven","DI + 0,44%","2026-07-31","Fora do Período de Exercício","0.1616","%"
"ANHBA6","Futuro","2027-07-15","238","1.009944","0.2114","breakeven","DI + 0,5%","2026-07-31","Fora do Período de Exercício","0.2114","%"
"ANIM17","Futuro","2027-05-17","196","1.007936","1.0156","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","1.0156","%"
"ANIM18","Futuro","2027-04-16","176","1.00995","0.9734","breakeven","DI + 1,5%","2026-07-31","Fora do Período de Exercício","0.9734","%"
"ARML14","Futuro","2027-03-15","153","1.037291","0.6965","breakeven","DI + 1,9%","2026-07-31","Fora do Período de Exercício","0.6965","%"
"ARML15","Futuro","2027-09-27","289","1.037261","0.1616","breakeven","DI + 1,35%","2026-07-31","Fora do Período de Exercício","0.1616","%"
"ARML25","Futuro","2028-06-26","475","1.052888","0.1683","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","0.1683","%"
"ARML26","Futuro","2027-11-05","316","1.0149","0.9512","breakeven","DI + 1,55%","2026-07-31","Fora do Período de Exercício","0.9512","%"
"ASAI28","Futuro","2026-12-23","99","1.006944","1.5547","breakeven","DI + 1,95%","2026-07-31","Fora do Período de Exercício","1.5547","%"
"ASAIA1","Futuro","2026-09-25","39","1.010402","0.7637","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.7637","%"
"ASAIA2","Futuro","2026-12-10","90","1.008892","0.8926","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.8926","%"
"ASAIA3","Futuro","2027-06-07","210","1.00693","0.8095","breakeven","DI + 1,2%","2026-07-31","Fora do Período de Exercício","0.8095","%"
"AURE13","Futuro","2026-11-10","69","1.012271","0.1504","breakeven","DI + 0,55%","2026-07-31","Fora do Período de Exercício","0.1504","%"
"AZZA11","Futuro","2028-03-29","416","1.005913","0.8123","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.8123","%"
"AZZA12","Futuro","2028-08-16","512","1.005925","0.8124","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.8124","%"
"BRIT12","Futuro","2027-07-12","235","1.014914","0.7422","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","0.7422","%"
"BRKPA4","Futuro","2027-10-18","303","1.014934","1.2942","breakeven","DI + 1,9%","2026-07-31","Fora do Período de Exercício","1.2942","%"
"BRMLA1","Futuro","2027-08-20","264","1.011945","0.2096","breakeven","DI + 0,63%","2026-07-31","Fora do Período de Exercício","0.2096","%"
"BRMLB1","Futuro","2028-08-21","515","1.018026","0.4584","breakeven","DI + 0,95%","2026-07-31","Fora do Período de Exercício","0.4584","%"
"BRST14","Futuro","2029-05-15","695","1.009945","0.6699","breakeven","DI + 1,4%","2026-07-31","Fora do Período de Exercício","0.6699","%"
"CAEC13","Futuro","2027-08-09","255","1.014993","0.9073","breakeven","DI + 1,37%","2026-07-31","Fora do Período de Exercício","0.9073","%"
"CAEC22","Futuro","2027-06-15","216","1.00697","1.5909","breakeven","DI + 2,2%","2026-07-31","Fora do Período de Exercício","1.5909","%"
"CAEC32","Futuro","2028-06-16","469","1.010396","1.9535","breakeven","DI + 2,5%","2026-07-31","Fora do Período de Exercício","1.9535","%"
"CASN13","Futuro","2026-11-16","73","1.009965","4.3753","breakeven","DI + 5,5%","2026-07-31","Fora do Período de Exercício","4.3753","%"
"CBOH11","Futuro","2027-03-01","143","1.012466","0.8047","breakeven","DI + 1,9%","2026-07-31","Fora do Período de Exercício","0.8047","%"
"CDGS26","Futuro","2028-01-03","356","1.011916","0.5512","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.5512","%"
"CEAB14","Futuro","2027-09-15","281","1.004999","0.2812","breakeven","DI + 0,8%","2026-07-31","Fora do Período de Exercício","0.2812","%"
"CEEBB8","Futuro","2027-06-10","213","1.007936","0.8171","breakeven","DI + 1,1%","2026-07-31","Fora do Período de Exercício","0.8171","%"
"CEED16","Futuro","2026-08-06","4","1.011869","0.571","breakeven","DI + 1,05%","2026-07-31","Fora do Período de Exercício","0.571","%"
"CEED18","Futuro","2027-03-29","162","1.005928","0.5631","breakeven","DI + 0,8%","2026-07-31","Fora do Período de Exercício","0.5631","%"
"CEEDA0","Futuro","2027-10-18","303","1.009936","0.324","breakeven","DI + 0,65%","2026-07-31","Fora do Período de Exercício","0.324","%"
"CEEDA1","Futuro","2028-04-17","428","1.009936","0.431","breakeven","DI + 0,75%","2026-07-31","Fora do Período de Exercício","0.431","%"
"CEPEA4","Futuro","2026-09-18","34","1.007392","0.8349","breakeven","DI + 1,18%","2026-07-31","Fora do Período de Exercício","0.8349","%"
"CGBP14","Futuro","2027-09-27","289","1.011209","0.5877","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.5877","%"
"CGOS17","Futuro","2026-08-06","4","1.011869","0.5215","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.5215","%"
"CGOS18","Futuro","2026-09-16","32","1.01188","0.6995","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.6995","%"
"CGOS19","Futuro","2026-11-26","80","1.014892","0.5169","breakeven","DI + 0,92%","2026-07-31","Fora do Período de Exercício","0.5169","%"
"CGOSA1","Futuro","2027-10-18","303","1.009936","0.324","breakeven","DI + 0,65%","2026-07-31","Fora do Período de Exercício","0.324","%"
"CHSF14","Futuro","2027-09-15","281","1.00796","0.596","breakeven","DI + 0,85%","2026-07-31","Fora do Período de Exercício","0.596","%"
"CHSF24","Futuro","2028-09-18","534","1.018026","0.5564","breakeven","DI + 1,05%","2026-07-31","Fora do Período de Exercício","0.5564","%"
"CHTH11","Futuro","2027-06-15","216","1.007452","0.0153","breakeven","DI + 0,43%","2026-07-31","Fora do Período de Exercício","0.0153","%"
"CIEL19","Futuro","2026-10-21","56","1.00398","0.1692","breakeven","DI + 0,39%","2026-07-31","Fora do Período de Exercício","0.1692","%"
"CLCD17","Futuro","2027-01-15","114","1.015691","0.4239","breakeven","DI + 0,95%","2026-07-31","Fora do Período de Exercício","0.4239","%"
"CLCD18","Futuro","2028-01-31","376","1.010419","0.2195","breakeven","DI + 0,67%","2026-07-31","Fora do Período de Exercício","0.2195","%"
"CLCD19","Futuro","2026-08-28","20","1.000484","0.2006","breakeven","DI + 0,3%","2026-07-31","Fora do Período de Exercício","0.2006","%"
"CLII12","Futuro","2026-10-13","50","1.037758","2.0321","breakeven","DI + 3,5%","2026-07-31","Fora do Período de Exercício","2.0321","%"
"CLIS11","Futuro","2026-10-13","50","1.037758","1.7667","breakeven","DI + 3,2%","2026-07-31","Fora do Período de Exercício","1.7667","%"
"CMGDA0","Futuro","2026-08-17","11","1.007433","0.3819","breakeven","DI + 0,8%","2026-07-31","Fora do Período de Exercício","0.3819","%"
"CMGDA1","Futuro","2027-03-16","154","1.013486","0.1244","breakeven","DI + 0,55%","2026-07-31","Fora do Período de Exercício","0.1244","%"
"CMGDA2","Futuro","2027-09-15","281","1.013462","0.4305","breakeven","DI + 0,86%","2026-07-31","Fora do Período de Exercício","0.4305","%"
"CMGDA3","Futuro","2027-10-11","299","1.007457","0.1932","breakeven","DI + 0,64%","2026-07-31","Fora do Período de Exercício","0.1932","%"
"CMGDB3","Futuro","2027-10-11","299","1.01351","0.3408","breakeven","DI + 0,8%","2026-07-31","Fora do Período de Exercício","0.3408","%"
"CMGTA0","Futuro","2027-09-16","282","1.007409","0.2215","breakeven","DI + 0,64%","2026-07-31","Fora do Período de Exercício","0.2215","%"
"CMGTA2","Futuro","2028-12-11","590","1.007433","0.2799","breakeven","DI + 0,7%","2026-07-31","Fora do Período de Exercício","0.2799","%"
"CNLM17","Futuro","2028-05-15","446","1.009831","0.6646","breakeven","DI + 0,96%","2026-07-31","Fora do Período de Exercício","0.6646","%"
"COCEA2","Futuro","2026-11-16","73","1.007421","0.7541","breakeven","DI + 1,1%","2026-07-31","Fora do Período de Exercício","0.7541","%"
"COGNA4","Futuro","2027-05-19","198","1.008717","1.1052","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","1.1052","%"
"COGNA5","Futuro","2027-05-17","196","1.003762","0.3599","breakeven","DI + 0,64%","2026-07-31","Fora do Período de Exercício","0.3599","%"
"COGNB2","Futuro","2026-11-16","73","1.008661","1.1046","breakeven","DI + 1,6%","2026-07-31","Fora do Período de Exercício","1.1046","%"
"CPFGA3","Futuro","2026-09-11","29","1.01239","0.2244","breakeven","DI + 0,59%","2026-07-31","Fora do Período de Exercício","0.2244","%"
"CPFPA8","Futuro","2026-09-11","29","1.00742","0.1419","breakeven","DI + 0,49%","2026-07-31","Fora do Período de Exercício","0.1419","%"
"CPFPB8","Futuro","2026-09-11","29","1.01239","0.2244","breakeven","DI + 0,59%","2026-07-31","Fora do Período de Exercício","0.2244","%"
"CPGT18","Futuro","2028-08-15","511","1.004181","0.9031","breakeven","DI + 1,4%","2026-07-31","Fora do Período de Exercício","0.9031","%"
"CPGT19","Futuro","2027-10-11","299","1.005961","0.0882","breakeven","DI + 0,52%","2026-07-31","Fora do Período de Exercício","0.0882","%"
"CPGT29","Futuro","2028-10-10","550","1.008955","0.2742","breakeven","DI + 0,69%","2026-07-31","Fora do Período de Exercício","0.2742","%"
"CPGT39","Futuro","2028-10-10","550","1.018038","0.4579","breakeven","DI + 0,95%","2026-07-31","Fora do Período de Exercício","0.4579","%"
"CPGTA0","Futuro","2028-02-15","387","1.00098","0.4861","breakeven","DI + 0,59%","2026-07-31","Fora do Período de Exercício","0.4861","%"
"CPGTB0","Futuro","2030-02-15","885","1.001985","0.6452","breakeven","DI + 0,79%","2026-07-31","Fora do Período de Exercício","0.6452","%"
"CPLD19","Futuro","2027-05-17","196","1.011892","0.1238","breakeven","DI + 0,6%","2026-07-31","Fora do Período de Exercício","0.1238","%"
"CPLDA0","Futuro","2028-07-17","490","1.001969","0.2657","breakeven","DI + 0,43%","2026-07-31","Fora do Período de Exercício","0.2657","%"
"CPLDB0","Futuro","2028-07-17","490","1.003978","0.4452","breakeven","DI + 0,58%","2026-07-31","Fora do Período de Exercício","0.4452","%"
"CSAN15","Futuro","2026-10-20","55","1.005226","2.0153","breakeven","DI + 2,4%","2026-07-31","Fora do Período de Exercício","2.0153","%"
"CSAN18","Futuro","2026-11-23","77","1.012451","1.3452","breakeven","DI + 1,8%","2026-07-31","Fora do Período de Exercício","1.3452","%"
"CSAN23","Futuro","2026-08-17","11","1.019982","1.3444","breakeven","DI + 2%","2026-07-31","Fora do Período de Exercício","1.3444","%"
"CSAN24","Futuro","2028-05-05","440","1.015983","1.2424","breakeven","DI + 1,9%","2026-07-31","Fora do Período de Exercício","1.2424","%"
"CSANA0","Futuro","2027-06-28","225","1.005973","0.5655","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.5655","%"
"CSANB0","Futuro","2030-06-28","975","1.01203","1.0102","breakeven","DI + 1,5%","2026-07-31","Fora do Período de Exercício","1.0102","%"
"CSANB1","Futuro","2027-11-08","317","1.006439","0.3687","breakeven","DI + 0,72%","2026-07-31","Fora do Período de Exercício","0.3687","%"
"CSANB2","Futuro","2027-03-29","162","1.005956","0.463","breakeven","DI + 0,7%","2026-07-31","Fora do Período de Exercício","0.463","%"
"CSANC1","Futuro","2030-11-08","1070","1.012463","0.8894","breakeven","DI + 1,3%","2026-07-31","Fora do Período de Exercício","0.8894","%"
"CSANC2","Futuro","2029-03-27","662","1.007478","0.7014","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.7014","%"
"CSED12","Futuro","2027-02-05","129","1.0151","0.4917","breakeven","DI + 1,35%","2026-07-31","Fora do Período de Exercício","0.4917","%"
"CSMGA8","Futuro","2026-09-15","31","1.005","0.917","breakeven","DI + 1,2%","2026-07-31","Fora do Período de Exercício","0.917","%"
"CSMGA9","Futuro","2027-07-15","238","1.004999","0.7134","breakeven","DI + 0,9%","2026-07-31","Fora do Período de Exercício","0.7134","%"
"CSMGB0","Futuro","2028-05-15","446","1.004999","0.4148","breakeven","DI + 0,6%","2026-07-31","Fora do Período de Exercício","0.4148","%"
"CSMGD1","Futuro","2028-10-16","553","1.005","0.3345","breakeven","DI + 0,52%","2026-07-31","Fora do Período de Exercício","0.3345","%"
"CSMGD2","Futuro","2029-03-15","654","1.005","0.4644","breakeven","DI + 0,65%","2026-07-31","Fora do Período de Exercício","0.4644","%"
"CSRNA2","Futuro","2027-03-15","153","1.007944","0.6783","breakeven","DI + 0,96%","2026-07-31","Fora do Período de Exercício","0.6783","%"
"DASAB2","Futuro","2026-11-23","77","1.013947","2.8086","breakeven","DI + 3,4%","2026-07-31","Fora do Período de Exercício","2.8086","%"
"DASAC2","Futuro","2026-11-23","77","1.013947","2.8086","breakeven","DI + 3,4%","2026-07-31","Fora do Período de Exercício","2.8086","%"
"DASAC5","Futuro","2027-11-30","332","1.01765","1.4601","breakeven","DI + 2,05%","2026-07-31","Fora do Período de Exercício","1.4601","%"
"DXCO13","Futuro","2027-10-15","302","0.988083","0.9551","breakeven","DI + 0,53%","2026-07-31","Fora do Período de Exercício","0.9551","%"
"EBENB1","Futuro","2028-01-19","368","1.008678","0.2112","breakeven","DI + 0,63%","2026-07-31","Fora do Período de Exercício","0.2112","%"
"EBENC1","Futuro","2028-12-19","596","1.011928","0.3101","breakeven","DI + 0,73%","2026-07-31","Fora do Período de Exercício","0.3101","%"
"ECOV17","Futuro","2028-02-25","395","1.01188","0.7659","breakeven","DI + 1,25%","2026-07-31","Fora do Período de Exercício","0.7659","%"
"EDPR13","Futuro","2027-12-10","340","1.005952","0.1815","breakeven","DI + 0,52%","2026-07-31","Fora do Período de Exercício","0.1815","%"
"EDPR23","Futuro","2028-12-11","590","1.00796","0.3197","breakeven","DI + 0,6%","2026-07-31","Fora do Período de Exercício","0.3197","%"
"EEELA3","Futuro","2026-09-11","29","1.00742","0.1419","breakeven","DI + 0,49%","2026-07-31","Fora do Período de Exercício","0.1419","%"
"EEELA5","Futuro","2027-05-17","196","1.006826","0.175","breakeven","DI + 0,45%","2026-07-31","Fora do Período de Exercício","0.175","%"
"EGIEE1","Futuro","2027-05-17","196","1.010491","0.6802","breakeven","DI + 1,1%","2026-07-31","Fora do Período de Exercício","0.6802","%"
"EKTRA3","Futuro","2027-04-15","175","1.007936","0.698","breakeven","DI + 0,98%","2026-07-31","Fora do Período de Exercício","0.698","%"
"EKTRA4","Futuro","2027-08-09","255","1.008944","0.5391","breakeven","DI + 0,8%","2026-07-31","Fora do Período de Exercício","0.5391","%"
"ELET17","Futuro","2028-11-16","574","1.013987","0.5118","breakeven","DI + 0,85%","2026-07-31","Fora do Período de Exercício","0.5118","%"
"ELET25","Futuro","2027-04-15","175","1.00796","0.7453","breakeven","DI + 1%","2026-07-31","Fora do Período de Exercício","0.7453","%"
"ELPLB8","Futuro","2026-11-16","73","1.004443","0.7764","breakeven","DI + 1,1%","2026-07-31","Fora do Período de Exercício","0.7764","%"
"ELTN16","Futuro","2027-09-15","281","1.00796","0.596","breakeven","DI + 0,85%","2026-07-31","Fora do Período de Exercício","0.596","%"
"ELTN19","Futuro","2028-11-16","574","1.00796","0.397","breakeven","DI + 0,65%","2026-07-31","Fora do Período de Exercício","0.397","%"
"ELTN26","Futuro","2028-09-18","534","1.018026","0.5564","breakeven","DI + 1,05%","2026-07-31","Fora do Período de Exercício","0.5564","%"
"ENEV48","Futuro","2029-07-16","738","1.011999","1.3024","breakeven","DI + 2%","2026-07-31","Fora do Período de Exercício","1.3024","%"
"ENEVA3","Futuro","2026-12-15","93","1.008943","0.5441","breakeven","DI + 0,9%","2026-07-31","Fora do Período de Exercício","0.5441","%"
"ENEVD0","Futuro","2027-04-15","175","1.011957","0.7248","breakeven","DI + 1,15%","2026-07-31","Fora do Período de Exercício","0.7248","%"
"ENGIC4","Futuro","2026-09-15","31","1.021057","0.2196","breakeven","DI + 0,75%","2026-07-31","Fora do Período de Exercício","0.2196","%"
"EQPA17","Futuro","2026-08-06","4","1.011869","0.472","breakeven","DI + 0,95%","2026-07-31","Fora do Período de Exercício","0.472","%"
"EQPAA0","Futuro","2027-09-16","282","1.009936","0.3241","breakeven","DI + 0,65%","2026-07-31","Fora do Período de Exercício","0.3241","%"
"EQTL17","Futuro","2027-03-16","154","1.005956","0.3811","breakeven","DI + 0,72%","2026-07-31","Fora do Período de Exercício","0.3811","%"
"ERDVA6","Futuro","2028-07-17","490","1.011903","0.5149","breakeven","DI + 1,2%","2026-07-31","Fora do Período de Exercício","0.5149","%"
"ERDVB3","Futuro","2027-04-15","175","1.017508","1.5125","breakeven","DI + 2,35%","2026-07-31","Fora do Período de Exercício","1.5125","%"
"ESCEA4","Futuro","2026-09-28","40","1.008678","-0.0238","breakeven","DI + 0,49%","2026-07-31","Fora do Período de Exercício","-0.0238","%"
