CD_ATIVO,GESTOR,VL_ALOCADO
"ENEV29","Douro",275022.89
"EOVC21","Daycoval",895650.34
"EKTT11","XPG",1931691.78
"INEL12","Vinci",17036334.64
"AEGE16","(fundo nao cadastrado)",50772022.34
"ENGIC4","XPG",5087236.89
"CEBD14","Asset 1",510916.68
"FGEN13","IAM",322442.25
"MRSAB2","Jera",1232747.47
"STRZ11","ARX",21104355.29
"BTGH18","Asset 1",11948554.28
"TRPLA7","Oriz",4050796.49
"CGOS18","BNP",8264530.09
"SOLY11","(fundo nao cadastrado)",384164.75
"RSPA11","Paramis",8450628.64
"BHSA11","Drys",304970.83
"COMR14","WHG",1950745.65
"ENEV19","Nikos",139131.44
"SUMI37","Vinland",4409007.47
"AEGP19","Riza",645846.05
"USIB11","IAM",72627520.7
"ENGIB4","Sonata",878056.59
"CESPA2","Black Swan",473044.64
"TIMS12","Sparta",69213765.18
"LIGHC6","(fundo nao cadastrado)",3764734.31
"IRJS14","BTG WM",209111557.79
"CYAR11","Drys",172932.85
"CSRNC0","UBS",1155976.19
"ETEM11","Riza",23616447.78
"SBSPD2","Sparta",4951558.15
"ALIG15","UBS",11643000.91
"ENTE16","IAM",33390010.19
"SAELA4","(fundo nao cadastrado)",3590310.26
"MSGT33","Jera",317349.86
"BRMLA1","Daycoval",8895676.79
"CGOSB0","Andbank",2113414.01
"SIMH16","Suno",495371.89
"VALEC0","Portofino",2264671.8
"ESULA6","Paramis",6152.06
"CPIS14","ARX",29097708.31
"TIET19","San WM",1604577.76
"EUFA17","JGP",157023100.53
"ALGE16","G5",43794956.11
"CEEBA9","IAM",811521392.97
"ARTR19","Daycoval",669674.55
"VERT19","AF Invest",107795.95
"EQSP11","Sonata",37598.25
"WNBR12","Polo",1103090.84
"USIM28","AZ Quest",9867053.03
"MRSAB3","Safra Asset",3958311.66
"ALGTA4","RB Asset",62847.02
"ENAT11","SWM",640091.34
"TLPP27","IAM",358117445.7
"RUMOA2","SVN",148401.16
"TBCR18","G5",32727052.66
"VRDT11","(fundo nao cadastrado)",788733.73
"ELET14","Persevera",157831.56
"RDORD3","Vêneto",329968.45
"CASN13","BTG Asset",39464149.66
"RUMOB3","Absolute",124495.89
"PRTE12","WHG",48804.77
"VELH22","Vinci",67413369.74
"FURN21","Legacy",725300.79
"ENGIB0","(fundo nao cadastrado)",34583459.82
"ENMTA4","Kinea",449105.64
"OMGE41","Inter",18905739.51
"GASP29","STK",1992036.62
"ERDVC3","San WM",805937.21
"CEAP15","BBM Asset",12548237.95
"CGOS16","Citrino",2406548.68
"NMCH11","SPX",27985573.26
"VSJH11","Andbank",539462.11
"CRCG12","Somma",8157489.44
"NNAE12","RB Asset",7775502.64
"PFOR26","Troon",631944.38
"GASP19","BTG WM",13261276.62
"CSAN23","XVI",1000158.38
"CASN13","Vinci",359937.57
"CCROA5","Plural",10221646.86
"ASAIA1","Global",1460420.45
"TIGR12","Sparta",43107633.83
"CEEBB6","XPG",4594610.23
"MGSP12","ASA",288899.08
"CTEE29","Trígono",114972.12
"DASAB4","Sparta",1888325.29
"MULPA0","XPG",1120964.92
"CMGTA0","Plural",13858779.92
"HVSP11","Kinea",534054060.95
"YDUQA0","Polo",432438.56
"TRPLB7","BR Partners",341776.54
"NEOE26","San WM",9214473.46
"CPFPA9","(fundo nao cadastrado)",684591.68
"APRB28","BRZ",430862.41
"CGOS18","Inter",2326454.6
"ELTN16","Sparta",16172212.62
"GSTS24","BR Partners",898445.7
"SBSPE3","Safra Asset",115065730.8
"TFLED0","Ibuina",14791670.57
"CBAN22","JGP",42395187.68
"EGIEB2","Safra Asset",82120337.95
"COGNA4","(fundo nao cadastrado)",11285816.48
"CTGE15","BRAM",44659920.2
"RLMS13","BTG Asset",58978207.16
"CSAN18","Riza",401683.39
"PALFB6","Oriz",541431.2
"CTEE29","Rafter",1867025.19
"BARU11","Legacy",43856955.47
"EGIEA1","Iridium",1915091.96
"VERO23","(fundo nao cadastrado)",453752.24
"CBAN52","BDR",349277.71
"CEPEC2","(fundo nao cadastrado)",366418.48
"HARG11","Paramis",2113187.48
"ISAEA9","Altera",3025436.43
"COLNA3","Icatu",168687871.88
"EDVP18","IAM",38761817.44
"CEROA2","IAM",122336074.67
"BSA318","Ibuina",377314.48
"RIS424","Sonata",617291.32
"JTEE11","Trígono",46769.23
"NTSD35","BBM Asset",277305.27
"LORTA7","(fundo nao cadastrado)",203289216.24
"ENMTC5","BTG Asset",5417984.48
"RENTE2","Inter",7122282.34
"ARTRA5","Kadima",11973.52
"NATUA3","Daycoval",5174875.09
"PSAN23","Atena",7620822.71
"CUTI11","ARX",28988733.44
"CMGD18","Sulamérica",739646.6
"BRKPA2","IAM",121129822.81
"ETEN21","San WM",174914.59
"VERO15","BB Asset",26271068.28
"ELTN16","JGP",28063545.46
"BTCL12","IAM",185970359.31
"SNGO10","Vinci",1789925.47
"ERDVB4","(fundo nao cadastrado)",22896261.8
"GASC22","Vinland",609124.27
"ENGIB4","San WM",1642941.44
"EGIEA0","Galapagos",3191.65
"VALEC1","Occam",6722721.3
"ENGIA8","(fundo nao cadastrado)",20375640.75
"CASN23","Icatu",49645374.88
"SMFTA2","Regia",30776293.09
"BCPSA7","IAM",885005383.43
"PALFB6","Rafter",5414312
"HAPV18","SAM",37046691.71
"AEEP31","BRAM",276696071.93
"DASAC5","XPG",1060299.94
"CHSF13","Jera",396004.91
"ESSDA4","(fundo nao cadastrado)",1743068.63
"TAEEC1","San WM",3369419.94
"ASAIA0","IAM",264479189.34
"RDORA5","ARX",7603058.88
"ENGIB9","XPG",9006289.28
"CEEBB7","BB Asset",226942194.74
"AURP12","Mirabaud",815982.58
"EGIEA1","Safra Asset",139506051.79
"VLIM13","SWM",453301.36
"IGTAB1","(fundo nao cadastrado)",48938031.53
"RIS414","UBS",14026318.6
"ENMTD5","IAM",86052352.06
"PETR27","Vinland",5883.39
"CPLDA1","Porto Asset",1910445.93
"RDORC9","Paramis",3132.82
"PEAG12","Safra Asset",194958368.35
"ENMTC3","Investcoop",1476452.44
"ELET23","Legacy",6013147.11
"COCE18","BRAM",1036795.95
"TBCR18","Legacy",2133430.99
"IOCHA3","Somma",5276873.05
"VALED1","IAM",246155201.32
"CHPA11","Tivio",787808.38
"RENTD9","Valora",6608361.47
"ENEV32","Porto Asset",269551.59
"CMGDB2","Proteus",35116831.72
"VAMO14","Principal",538204.83
"FLCLB1","Riza",1841594.44
"LSVE39","ARX",6106982.65
"RIGEA3","Nikos",752586.45
"NEOE26","Sparta",4453678.65
"TBSP22","CEF Asset",140337230.93
"CGOS17","Sulamérica",99315289.56
"SMAMA4","(fundo nao cadastrado)",3200377.86
"RSAN44","Capitânia",14378545.63
"VALEC1","BTG WM",152463.69
"ENEVD0","Mirabaud",4547157.32
"TBSP13","4UM",3943191.6
"RECV14","Absolute",208721467.33
"LMTPA0","Vinland",21729450.65
"FRAS16","(fundo nao cadastrado)",127071.07
"ENEV15","Galapagos",528157.85
"CAPP11","(fundo nao cadastrado)",3405014.03
"COCEA2","Absolute",79380684.66
"EKTRC1","Safra Asset",80314520.93
"NATUA3","VLGI",382940.75
"AEGE17","Regia",29661731.53
"CEEBB6","Safra Asset",7970598.49
"AURE12","Turim",1086072.55
"CMGD19","BRAM",53705612.98
"LORTA7","Funcef",161292071.22
"USIMB0","Ibuina",8321988.79
"PRLG17","DAO",3038912.1
"CLCD26","BRAM",21808492.59
"PCHSA2","(fundo nao cadastrado)",63158063.62
"CDGS26","(fundo nao cadastrado)",25990767.04
"ORIG21","G5",199414.61
"ENEV32","UBS",4506565.53
"NTSD36","Vinci",4419284.12
"DGDE11","XPG",518321.41
"VLIM18","SAM",94588906.92
"BBRM11","ARX",56801570.4
"VALEB0","Nikos",105754.56
"CIEL17","(fundo nao cadastrado)",2046598221.26
"CGEE23","Vinland",106035487.09
"BHIAB1","(fundo nao cadastrado)",64215903.12
"VLIM27","Tori 21",191127.66
"CMGDA3","BRAM",52261925.63
"SBFC13","Kadima",23641.13
"CDGS26","BRAM",99843003.25
"AEGPB7","Inter",12379516.44
"NTSD16","Somma",6359266.93
"LMTP26","Galapagos",317017.39
"ALGAA2","Vox",1040877.51
"ENEV32","ARX",5243620.72
"SBSPE3","Tivio",5685520.64
"AEAB11","Asset 1",2445554.42
"CIEL17","Maud",608062.31
"ANET12","Galapagos",1325085.05
"IVIAA0","Sulamérica",68578627.85
"MRFGA1","BTG WM",266015.42
"SAPR10","Trígono",1196002.04
"ENMTC3","BNP",17872000.1
"BSA319","CEF Asset",61986017.62
"TAEEB2","Galt",944820.01
"RENTE2","Polo",401152.08
"ALGAA2","Riza",112421016.23
"CSAN15","Global",53545.91
"CMGD28","Mirabaud",674641.91
"ASCP23","TAG",247743.07
"ESAM14","AZ Quest",3093999.97
"UNIP18","Guardian",2913544.5
"IOCHA5","Safra Asset",14160473
"CEEBB3","Somma",6551032.32
"EQTL17","Regia",128364184.43
"IOCHA4","Valora",1970271.61
"TIET29","TAG",361803.72
"CPFC16","IAM",5281980.92
"VSCL11","(fundo nao cadastrado)",687368.5
"ELET13","Porto Asset",58669598.63
"LCAMD3","Daycoval",863976.34
"VVRT11","ARX",52750325.15
"ENMTB2","Plural",187688.76
"ALPKA2","Kinea",86784222.17
"PEJA11","Maud",765923.36
"ARML15","Vinland",838005.1
"ISAEA8","UBS",11288565.79
"VERTC2","BRAM",278322320.5
"LIGT11","Butiá",39905.46
"CDAR11","Asset 1",11768334.35
"CSANA2","Galt",871151.52
"GDSS11","JGP",25494874.92
"ENGIB9","SAM",57896658.06
"SBSPB6","Rafter",192251.34
"PFOR26","VLGI",149481.13
"ESCEA4","BB Asset",133334729.58
"RDORD9","Polo",5624171.4
"ECRD14","Vinland",66235624.67
"ANHBA5","SAM",171887842.23
"AALR13","Root",8246505.9
"MGLUA0","Safra Asset",7588312.51
"ALIG12","Galapagos",448141.25
"PGMN26","Integral",539210.31
"NEOE26","Plural",17117531.1
"TBCR18","San WM",698739.69
"MGPRA0","Trígono",1474464.81
"BRKPA0","Capitânia",4012474.78
"GASC19","UBS",19428679.69
"GSTE13","BTG Asset",435391126.39
"CEPEA3","JGP",518841.69
"EQPA19","Galapagos",1017401.05
"CHSF14","Paramis",4163703.96
"LORTB9","Plural",2152369.54
"CHSF13","Andbank",105239.66
"RENTC4","Drys",5328027.2
"SBSPB1","JGP",7570674.67
"RBRAI7","Augme",6371238.32
"SBSPB1","Plural",17852524.97
"BTEL13","BDR",2072801.92
"CPGTA0","BRAM",39327963.42
"EQTR11","Portofino",51937.71
"NEOE16","Kinea",566544.59
"TFLEA3","Drys",252940.51
"PLSB1A","AZ Quest",3853963.5
"ARTP12","Augme",6106308.21
"PASS14","Brainvest",2081883.34
"SBSPE3","G5",481372.6
"KLBNA2","JGP",12673849.68
"HAPVA0","Occam",8264280.07
"NTSD26","Augme",5045574.7
"ENEV32","Galt",365017.78
"ORIG12","RBR",2466547.04
"ARTRA5","BTG Asset",1088.5
"ANHBA6","JGP",47035448.16
"ENGIC4","JGP",129107799.48
"RADLA0","Safra Asset",241298025.12
"IMPA12","Polo",17803030.54
"AZZA12","Brainvest",674064.03
"EQUA11","Monte Bravo",2245108.66
"AESLA6","(fundo nao cadastrado)",135973973.69
"RDORF1","BRAM",18271198.13
"RDORD9","Kinea",104562281.98
"SMTO14","Portofino",148405.15
"TAEEB2","Douro",535242.86
"HBSA12","Aramus",1059723.63
"AALM12","Investcoop",1673468.89
"ETBA12","TAG",621193.99
"SAPRA2","XPG",71024.08
"TIET18","BTG WM",3063030.05
"AESOA1","Capitânia",15207655.93
"EGIEA0","TAG",500025.27
"ISAEB1","Investcoop",37511.58
"ENGI39","Journey",252142.89
"CPLDA1","IAM",460200443.32
"MILS18","Augme",10053935.11
"JALL15","BRAM",417855.84
"LIGHB6","Icatu",11861519.79
"CDES11","Occam",9541258.02
"ARTRA7","Ibuina",5229373.18
"JSMLA5","Vinci",60463783.79
"EQPA18","Novus",4239795.98
"TFLEA3","Absolute",20026564.99
"NTSD16","(fundo nao cadastrado)",693368092.72
"CLTM14","Capitânia",25225892.82
"RENTA5","Legacy",29991055.57
"TAEEB8","Valora",1072484.88
"VAMOA1","BTG WM",4770597.07
"PETR27","Safra Asset",2167438.73
"CEPEA3","(fundo nao cadastrado)",314357559.56
"CSCF11","Inter",357960.2
"ANET12","(fundo nao cadastrado)",741669.69
"IRJS15","BR Partners",556865.58
"RDORC4","BRAM",39710229.26
"CPGT28","BTG WM",1086767.04
"CLTM14","Sparta",96752570.12
"APFD19","Andbank",272297.46
"ELTN27","BRAM",70212266.58
"MSGT12","Tivio",3310040.71
"SBSPJ8","Valora",4766466.84
"DESK18","Absolute",26668847.87
"GBSP11","XPG",242519.97
"CCLS21","Absolute",554368.79
"VALEC1","BB Asset",194332725.68
"CSANB2","BRAM",19344063
"CMGD28","Black Swan",431956.63
"ECOV17","SAM",62040355.95
"CPTE12","Riza",36659266.68
"ENGIB2","BR Partners",563117.2
"PSAN23","Absolute",77020692.4
"VALEA0","Tori 21",148914.63
"OPCT17","Occam",25642514.05
"GASC17","Rubik",803744.1
"ASAIA1","Portofino",1055013.08
"ENEV13","BRAM",459383.41
"JALL14","XPG",2608160.54
"SMFT19","SAM",116560213.53
"GUAR17","Valora",2791952.48
"RUMOB6","TAG",554190.92
"RESA17","XPG",263212
"EUFA17","ZSYS",501607.15
"ENEV39","Vinland",950201.37
"BFFT15","IAM",224373411.2
"CMPH14","Valora",2694154.61
"AURP12","Valora",5314623.36
"RDORC7","(fundo nao cadastrado)",401806450.65
"RENTF2","AMW",13640643.78
"TRPLB7","Vinland",3433539.8
"EKTRB0","Galapagos",30312.12
"DASAC5","JGP",45152041.66
"BCPSA5","BRAM",417614.48
"GASP19","Monte Bravo",535679.39
"JSMLB3","Butiá",261339.94
"TSSG21","IAM",422504058.12
"ANET11","Vinci",9396351.28
"TRPLA4","Scalare",2185439.93
"GASC15","BRAM",86831315.02
"ENERA9","Ibuina",14102277.23
"ADPD21","IAM",16511713.45
"SBSPE9","Safra Asset",27294521.6
"SNGOA2","UBS",8024206.05
"AMBP16","Asset 1",69606.8
"ALPA22","(fundo nao cadastrado)",86250738.45
"ANHBA5","Principal",630314.6
"RDORD3","Tivio",8799880.06
"CLAG13","Andbank",116946.45
"CRFN22","Regia",49671.63
"MSGT33","UBS",20938614.33
"VBRR11","Icatu",54397836.85
"ENTV12","Tenax",7485455.32
"CEPEC2","WHG",300861.18
"CBAN12","TAG",514363.55
"LMTPA0","Mirabaud",1698418.53
"BRMLB1","BB Asset",497685811.34
"CPGTA1","SAM",50677200.22
"CRCG14","Vinland",64107057.23
"EDVP17","Porto Asset",1179.31
"CPFPB0","Rafter",3207085.44
"CGOS34","BB Asset",22892490.71
"IVIAA0","RB Asset",30058310.67
"NNAE12","Tenax",4147828.47
"CESPA3","IAM",79327778.06
"CEED15","(fundo nao cadastrado)",2069885.71
"PETR27","Black Swan",176501.47
"CHSF13","Trígono",231093.28
"VDES11","San Tsy",127875938.98
"EQTR11","Vinland",473478.67
"VIXL18","SAM",94444013.79
"ACMB13","ARX",32144569.95
"EDPT11","Portofino",89547.92
"RECV13","(fundo nao cadastrado)",1253546.7
"PRPO12","Tenax",2775189.81
"CBAN52","Galapagos",84408.78
"SNGO10","XPG",2045327.58
"CMGD27","Maud",2474410.28
"HBSA12","Regia",26273265.54
"CEDO13","Kinea",27424465.84
"ELET23","Navi",273659.55
"ARTP13","Oriz",1099307.76
"ENGIB9","Turim",1036310.86
"NTSD16","Kinea",23177440.59
"CMGD28","Nikos",54575.17
"ERDVB4","Inter",8527371.93
"MSGT33","BTG WM",128800851.8
"LTTE15","Absolute",10842572.8
"USNA13","Scalare",4372493.2
"CESPA3","Perfin",4205455.27
"ENGIB4","Rafter",2320670.98
"TAEE26","Ibuina",1282.61
"CEEBB7","Vinland",106544.63
"SUMI37","Icatu",76287043.97
"TUPY35","SVN",26802404.75
"CTEE18","Sulamérica",659290.23
"AESOA1","EQI",4920555.06
"TAEEA4","Sonata",34541.76
"CDAR11","Riza",76579989.46
"PASS12","AF Invest",5214593.62
"CEAP14","IAM",19612587.98
"CAMLA1","BTG Asset",2942806.8
"EQPA17","Sparta",410100.36
"TRPLB4","Vinland",345166.34
"EKTRB3","IAM",951331.85
"HAPV15","Valora",1703035.78
"TUPY15","Tivio",11456267.9
"BKBR19","Investcoop",1212792.79
"RDORC3","Galapagos",3230808.04
"CPLD26","IAM",8862696.47
"ISPE13","(fundo nao cadastrado)",28644417.88
"CAJS11","BDR",205537.3
"ENEV18","Butiá",34024.48
"CEEBB7","IAM",19777880.07
"CART13","SWM",1043517.63
"ENGIB2","IAM",222766721.63
"AESLB7","IAM",62709829.49
"TBCR18","(fundo nao cadastrado)",25276403.12
"STBP35","Sparta",918307.78
"IOCHA4","Absolute",96515422.67
"SAPRB4","Safra Asset",117018313.87
"SBSPK8","JGP",9369195.6
"CEAP14","Plural",2866286.6
"RISP12","Heritage",2589897.98
"VALEA0","Porto Asset",410578.92
"SNRO11","Kinea",110928814.46
"EGIEA0","IAM",36928463.13
"DESK18","Icatu",52411641.87
"RODT12","BTG Asset",46950346.95
"MRSAA3","San WM",33671031.37
"ENGIC4","Asset 1",9734588.59
"USAS12","IAM",136212053.88
"APFD19","G5",178627.13
"ENGIB4","(fundo nao cadastrado)",1155132.22
"TAEEA7","BB Asset",85231574.91
"DIXE12","(fundo nao cadastrado)",2293394.89
"SBSPI8","(fundo nao cadastrado)",61466405.92
"PRLK11","Oriz",326378.88
"SBSPL8","BRAM",212926544.35
"CEPEB1","Sparta",10844364.5
"BRMLA1","BRAM",85951554.03
"ENEV13","Rafter",312751.94
"SBSPD3","UBS",14534218.57
"MRSAB1","Sparta",3928752.84
"AEAB11","XPG",2827223.64
"VLIM16","TAG",128533.32
"RENTE2","SAM",19056294.84
"AXIA18","BTG Asset",204114229.83
"PTAZ11","Nu Asset",3646254.2
"LCAMC2","G5",1411825.5
"LMTP18","SAM",105003769.3
"MSGT33","Oriz",663844.1
"MGPRA0","Inter",31744658.59
"CPFGA2","Absolute",93790.67
"CTNSA2","IAM",18123773.92
"RRRP14","IAM",257411596.67
"MSGT33","G5",909952.16
"ENAT24","BDR",1116527.25
"CEAB22","Regia",1502639.28
"CNRD12","RB Asset",16178335.83
"POTE11","Daycoval",575371.92
"LORTB9","BTG Asset",27241497.66
"JHSFA1","Polígono",422795.23
"EGIEA5","BRAM",11660005.1
"ENEV19","Portofino",574923.3
"CMGDB0","Butiá",229315.52
"UNDAC3","BB Asset",17926569.97
"CRTR12","Portofino",2296970
"VAMO22","Daycoval",1365949.94
"LIGHB0","Galt",263813.39
"CPLD29","WHG",584823.46
"VALEC1","Être-Davos",839160.09
"IOCHA4","BB Asset",244761070.87
"ELET23","San WM",6829217.08
"TRPLB7","San WM",32042866.05
"SVEA14","Vinland",28857207.94
"CSMGA7","AZ Quest",3173879.06
"ELET24","Somma",4981425.52
"TIET19","IAM",13232084.53
"RENTF2","Kinea",114440804.09
"SSCF12","Regia",127479.96
"PFOR26","IAM",52386436.73
"CSMGA8","BTG WM",5548097.39
"EKTRB0","Somma",810849.01
"SMFTA0","AZ Quest",75537285.48
"CCIA13","San Tsy",109391984.36
"SAPRB1","BB Asset",2620606.42
"CPFGA2","XPG",15964098.74
"PEJA11","Daycoval",352418.72
"CSRN29","XPG",2993387.97
"CSRNB2","TAG",16300.29
"HAPV19","Mirabaud",554664.53
"CRTR12","Nikos",6827965.18
"MATD23","Franklin Templeton",8191217.53
"PASS14","Tivio",122217.94
"PFOR26","Absolute",190510097.65
"ISAEB1","SAM",29059305.92
"RDORB3","BTG Asset",22297870.31
"ISPE12","Legacy",12926022.39
"RUMOB6","ARX",2769928.34
"GASC25","BR Partners",3963059.56
"CICC12","(fundo nao cadastrado)",10625921.8
"CESE32","Inter",36181629.38
"TFLEA3","DAO",275072.81
"CDES11","Novus",5241823.34
"ENEV16","Mirabaud",186756.7
"ETEN21","ARX",1334265.85
"CMGDA4","ASA",604150.98
"ERDVB4","Jera",116916.17
"CERT11","Black Swan",486989.38
"SMTO14","BB Asset",152281903.45
"DASAC5","Regia",19748724.37
"MNRVA1","Rubik",53612.41
"RDORE4","Paramis",778024.26
"CPGT29","Tivio",6624084.94
"CLCD16","Kinea",38233026.83
"CPIS15","Ace",258551.47
"LORTA7","Sulamérica",986185.81
"CLCD27","XPG",10242805.1
"BLMN12","UBS",20091525.77
"RISP22","Ace",293952.9
"CSMGA6","Sonata",1445665.72
"SUMI39","BB Asset",137033518.4
"CTNSA2","Tivio",4991435.39
"LORTA7","Trígono",1248861.49
"VPLT12","Portofino",78818.37
"NVNI11","(fundo nao cadastrado)",270458.05
"VSCF17","ARX",100402453.12
"PEJA23","TAG",54353.43
"ERDVC4","Oriz",741413.92
"EGIEA1","Vinci",53704.21
"SBSPD4","Rafter",2493488.68
"CPFPA2","ITAU Tsy",330962356.76
"VAMO13","(fundo nao cadastrado)",175727145.74
"TIET18","Andbank",171171.15
"HAPV15","ARX",80482010.63
"BRFS31","Previ",29240918.32
"IOCHA3","Drys",7977677.53
"TUPW11","Quantitas",1201913.39
"ENGIA1","ASA",414338.96
"CGOS16","Vinland",817809.84
"RISP24","JGP",20778201.42
"CMGDA4","Nu Asset",5538050.69
"EQTL17","Atena",11779254.28
"GGBRA8","BTG WM",10761332.38
"COMR16","Vinci",24857404.85
"ENGIA7","Investcoop",2300690.19
"UTEP33","(fundo nao cadastrado)",3134513.25
"RBRAB7","Valora",13620602.15
"CEED21","IAM",1745943.6
"CHSF13","Occam",1872614.99
"ERDVA6","BNP",100059522.14
"TRPLA4","BB Asset",19004594.51
"TBSP22","BTG Asset",10325411.78
"USIM29","Vinland",202511.95
"ENERA1","IAM",319122431.4
"AURP12","Proteus",51607677.03
"TPER31","SAM",0.06
"ELET32","Porto Asset",146808.57
"SBSPF3","TAG",819045.76
"RISP24","Icatu",54723432.91
"EGIEB2","San WM",28309453.31
"CTGE11","Turim",132215.76
"CSANA0","Absolute",31478126.45
"ARTRA8","JGP",25369734.2
"RDORC9","BRZ",9371314.65
"AEEP21","Inter",20319671.35
"EQUA11","Galt",1915826.07
"RLMS13","Vinland",22406729.34
"MOVI34","SPX",472473.11
"TOTS16","SAM",189413598.34
"RESA17","(fundo nao cadastrado)",9694045.1
"UNEG11","RBR",4210027.98
"RBRAE6","Occam",6678550.63
"VALE48","Sparta",144502.34
"LIGHB6","BTG WM",2576018.62
"CLCD26","Absolute",13590668.59
"PANT11","Brainvest",783535.06
"LIGH5B","Starboard",1443330.33
"CEED21","BTG WM",19802690.27
"CMTR19","BTG Asset",717876.73
"ENGIB9","G5",29137429.06
"CEPEA7","Augme",3558946.46
"CAEC12","(fundo nao cadastrado)",5968870.15
"ENSEA1","SVN",10906.46
"SBSPJ8","Ace",326026.33
"ENERC7","JGP",1878486.69
"LNDV21","IAM",4032044.52
"RDORD9","BRAM",56753671.82
"SPEA13","Riza",4867625.21
"UNIP29","Integral",1068318.51
"EQUA11","San WM",5990947.73
"RUMOA3","SWM",830068.84
"USIM29","IAM",258509084.15
"RTCQ12","(fundo nao cadastrado)",175504.47
"CEEBB2","Sulamérica",5375416.46
"SIMH16","Ibuina",39857622.1
"PFOR25","ZSYS",350978.5
"EGVG11","ARX",14461731.78
"QUAL16","BTG Asset",52484378.37
"RENTE4","AZ Quest",325942219.03
"CSAN23","RB Asset",7209141.62
"ALIG13","Daycoval",339950.76
"JALL14","SAM",5287564.09
"COGNA4","Root",17068395.43
"GASC16","Altera",1397732.3
"RECV24","IAM",67944563.51
"NTEN11","BTG Asset",63611265.15
"MSGT12","Oriz",641102.63
"ELPLB4","IAM",3768020.58
"URBI13","Tivio",3152404.67
"NTSD18","Valora",31571.99
"JSMLA5","PNBY",26509.73
"CPLDA1","SPX",10189044.97
"SAPR10","Sparta",2488234.13
"RPTA14","ARX",242777968.64
"ENSEB4","Valora",20236266.02
"ASAIA1","Daycoval",4717034.06
"EQPA18","San WM",806166.14
"RIS412","Valora",1709225.07
"CRSS13","BB Asset",126572087.12
"CASN34","RB Asset",10483005.34
"CSANC1","Root",7779475.25
"VALEC0","G5",2201176.33
"CPIS13","Daycoval",206130.43
"CEPE20","Riza",2595034.24
"STBP35","Rafter",422339.77
"SBSPM8","Sonata",907406.2
"IRJS15","Seven Pounds",2158393.71
"SVEA16","BB Asset",51360165.6
"AEEP31","(fundo nao cadastrado)",8073934.74
"CEEBB2","ARX",5647657.02
"RBRAB7","BTG Asset",4994220.7
"PFOR16","Absolute",298914547.86
"MRSAA2","UBS",3266530.21
"SAELA4","XPG",4001324.49
"CMGD19","VLGI",113927.9
"LORTB9","Safra Asset",15819642.18
"TFLEC0","XPG",79285071.91
"SMFT29","WHG",1027103.62
"CDGS16","(fundo nao cadastrado)",541646799.69
"CPIS13","(fundo nao cadastrado)",37103.47
"CSAN23","G5",6865087.13
"MNRVA1","Tyton",27089277.05
"EGIE27","Brainvest",21399.75
"ENEVB0","Augme",4254320.38
"SUZBA0","G5",2782160.51
"COMR16","Warren",993303.97
"ALIG15","G5",7201512.66
"QMCT14","Ibuina",8555310.71
"CTEE18","Plural",13394140.56
"MOTVA8","(fundo nao cadastrado)",437607386.87
"TIET19","BNP",78633906.23
"MRSAB1","XPG",13866248.9
"TBSP22","Kinea",184338178.2
"JSMLB3","Rio Bravo",264514.11
"GYEN11","IAM",62664865.31
"PFOR16","SFI",2063578.8
"NTSD18","Investcoop",3041435.36
"JHSFA3","Sparta",9879901.05
"UQFN15","PNBY",2102049.97
"TRRG12","Porto Asset",629524.45
"OMNG12","Icatu",1226449.51
"SBSPC6","XPG",5455698.6
"OMGE26","Vinci",4642162.16
"RDSM12","Portofino",7796696.59
"VSCF17","BB Asset",75845642.57
"BHIAA1","SAM",3971594.48
"HAPV28","Capri",530044.88
"UHSM12","AF Invest",109778.19
"VAMO34","UBS",5179756.87
"IOCHA5","SAM",39351801.48
"ENJG21","Oriz",103775.03
"NTEN11","BDR",1255492.35
"VSLE11","Kinea",62819410.77
"BRKP28","AF Invest",3066258.24
"CEBD25","IAM",178396791.68
"CPGT27","Kinea",1588015.86
"EBENA8","BBM Asset",1489723.81
"VVRT11","Iridium",9287091.48
"MRSAB2","(fundo nao cadastrado)",4594786
"TBEG11","Ibuina",1794272.05
"UNEG11","Sparta",154045404.37
"MRSAA3","(fundo nao cadastrado)",10584121.49
"VLIM15","UBS",80526658.74
"AESLB0","Absolute",50152205.25
"SERI11","Inter",8842438.03
"ENGIA5","AF Invest",715107.45
"AURP13","Asset 1",1729982.53
"TAEE16","Wise",1152610.42
"RAIZ13","San WM",17838994.02
"ELTN37","BBM Asset",2082317.24
"COMT11","Sparta",47857420.98
"SNGO10","Principal",1106038.85
"EQTL17","MAG",15681855.58
"ENGIB9","BR Partners",2049117.77
"CGOS13","Safra Asset",740579.47
"ISAEC0","Sparta",18037489.04
"SAPRB3","Maud",1301672.04
"RUMOA4","Lakewood",1244019.38
"RDORB9","MAG",3990404.61
"CMGD19","Vinland",59878.39
"AESLA9","Vinland",25508859.66
"TSSG14","Asset 1",5019482.47
"ARML14","AMW",2519547.2
"ESCEA6","BRAM",83758337.31
"PEJA12","(fundo nao cadastrado)",960.03
"AALM12","Kadima",85649.99
"GASC23","(fundo nao cadastrado)",2216671.37
"NTSD17","Porto Asset",23268127.6
"EGIE39","ARX",339360.8
"ENGIC9","PNBY",100079.39
"CRTR12","Ace",340521.16
"VERO12","Navi",638999.57
"LMTP17","Drys",5214543.11
"TRPLA4","Absolute",65563.2
"YDUQA1","BB Asset",21117432.77
"ITSA17","UBS",78159490.9
"CEPEB2","JGP",1380005.87
"CEEBD2","Oriz",3012333.01
