CD_ATIVO,GESTOR,VL_ALOCADO
"TBSP13","IAM",145621920.58
"TBSP12","Brainvest",529599.66
"BRST15","SVN",5206529.2
"VERTB5","IAM",20993782.02
"JHSFA1","Daycoval",1697649.9
"TFLEA9","RB Asset",14206038.78
"RDORC3","Wise",661339.9
"EEELB1","Riza",295899.05
"DESK19","Legacy",28471439.82
"LMTP26","Paramis",501609.79
"FRAS16","BB Asset",153479470.33
"CAMLA1","Monte Bravo",5842809.15
"TRPLA4","Galt",1206362.84
"VERO44","Icatu",113812.12
"HARG11","Newave",1053730.36
"PASS12","Rafter",539106.77
"CEEBB6","EQI",1098400.73
"SBSPF3","Porto Asset",225237.59
"RALM21","Vinci",55983488.6
"BRST15","Capitânia",46828564.95
"NEOE26","UBS",2962535.6
"CEOS21","BB Asset",0
"RBRAB7","(fundo nao cadastrado)",467640.68
"TXXI21","(fundo nao cadastrado)",990000
"CMGDA0","Safra Asset",201347153.98
"ARML14","Paramis",3313050.63
"ETBA12","Douro",551682.12
"HGLB23","Bocaina",40956208.07
"TAEEA5","BB Asset",46332930.43
"CEEBB7","BTG WM",6970149.83
"OMGE16","Vinci",12252948.09
"CESPA4","Bocaina",16060374.65
"CMGDA3","Kinea",105962017.91
"PLSB1A","Previ",32069683.45
"ELET17","IAM",128005986.7
"VLIM27","TAG",598177.9
"TRUH32","(fundo nao cadastrado)",4093054.53
"HAPV17","Augme",5927985.56
"CLTM14","Paramis",3033547.79
"ULFT14","Vinland",25105102.48
"ISAEA9","SWM",2512562.79
"CDAR11","Brave",3182719.69
"AESLA8","Kinea",4979894.13
"ANHBA6","CEF Asset",10891531.29
"AEGPB7","Vinland",55731.64
"ASAIA1","Monte Bravo",1255332.02
"CPLD27","Porto Asset",112286.2
"JALL15","XPG",1371634.92
"OVSA10","BTG Asset",87825.53
"CLCD27","SAM",59429315.02
"ALPA22","IAM",160024035.71
"AESLA8","(fundo nao cadastrado)",114498452.91
"ENERC3","Sulamérica",28285698.41
"MOVI28","(fundo nao cadastrado)",1007130.47
"TPEN11","Journey",2524341.22
"SMTO14","Être-Davos",557914.11
"RSAN15","San WM",54851.22
"RDORB3","BRAM",20474148.49
"UHSM12","SPX",8250069.58
"BRFS31","Monte Bravo",571847.67
"MSGT23","Vinci",3275050.65
"VBBR15","Integral",304247.92
"CLIS11","Iridium",18999543.24
"ELET13","Investcoop",3341286.59
"CGOSA0","San WM",47781617.19
"HAPVA0","Kinea",168776641.59
"BKBR19","DAO",1070426.11
"IPIA12","ITAU Tsy",149929401.77
"RAIZ13","UBS",353210.3
"ORIG12","BDR",285282.36
"JALL15","Riza",34906.88
"AESLB7","Somma",191726.15
"ODBH16","BTG Asset",150852705.57
"NTSD18","(fundo nao cadastrado)",513668238.77
"CGOS34","Rubik",386528.75
"CMGDA2","Valora",3747659.98
"MRSAB2","SAM",14730252.65
"BHIAA1","(fundo nao cadastrado)",20040603.62
"CGASA2","BRAM",57506700.5
"AEGPB5","XPG",88389670.18
"ARML15","Mirabaud",38954.89
"ENGIB0","BRAM",7212718.78
"PEJA23","Brainvest",184375.36
"ITPE12","San Tsy",22412477.9
"RDORE4","Sparta",29213556.63
"CEAB13","Franklin Templeton",16701918.95
"ELET42","Sparta",2857826.59
"QYAN11","Paramis",6692929.79
"ERDVC4","Vinland",5664272.11
"CESPA3","XPG",4645020.47
"CART13","Andbank",794496.38
"RDORB5","JGP",14059299.98
"EQUA11","Portofino",99782.61
"CSMGE1","BRZ",16489187.8
"BCBF16","Brainvest",98551.97
"CSANC1","XPG",1349074.85
"CTNSA3","Occam",4037767.45
"EGIE39","Atena",219334.24
"SBSPB1","CEF Asset",983445.48
"CEPEA1","Sparta",4296060.07
"TFLEA4","(fundo nao cadastrado)",81255571.23
"CGOS13","Jive",5422602.88
"SBSPE9","Porto Asset",651314.57
"QUAT13","Ace",210870.45
"NTSD35","SPX",23273909.03
"ENEV19","Galt",467987.57
"YDUQA0","BRAM",29311766.69
"RUMOA2","(fundo nao cadastrado)",2767407.28
"EKTRC0","BTG Asset",3458026.01
"TCII11","G5",2389.3
"PALF38","Galapagos",97031.52
"TRES11","PNBY",399961.66
"RSAN16","XPG",1296507.97
"RUMOA5","Inter",5684909.79
"EKTRA6","BTG Asset",15082369.11
"ENEV38","Daycoval",7351408.8
"RISP22","Kinea",236803035.19
"TPER3C","Plural",0
"BRKPA5","BB Asset",20061815.8
"CEEBD2","BR Partners",2477215.69
"ERDVA6","BRZ",10493288.31
"ELET17","4UM",7936214.83
"RISP14","Nikos",97262.91
"EGIEA6","San Tsy",188371626.97
"RENTE9","Regia",9860922.82
"ESAM14","Icatu",14777842.97
"ENGIA1","Iridium",1047147.57
"CESE32","Vinland",13343643.78
"TBSP13","CEF Asset",132031510.19
"RIPR13","BRAM",53452888.29
"HAPV28","SAM",3798654.98
"RLMS13","Ibuina",2129997.66
"BHSA11","Portofino",1626511.12
"ARTR19","BDR",3308192.28
"CMGD27","Kinea",5203698.52
"ANIM18","Quantitas",16946853.61
"RDORB9","ASA",72153.54
"CBAN32","Sparta",505546.45
"CSNP12","Iridium",496506.28
"PSAN23","AF Invest",858453.95
"CGEE23","RB Asset",30679925.17
"ELPLB4","Absolute",27453757.28
"ELET13","BTG WM",8031546.49
"CSMGE1","Jera",70079.05
"RDORG9","BRAM",52223464.69
"NTSD35","San WM",989782.47
"CSMGC0","Vinland",5330903.79
"BTEL13","Daycoval",2354779.6
"VSJX11","(fundo nao cadastrado)",132792.62
"MRSAA3","BRAM",67561189.35
"BTGH18","Riza",97445482.23
"UTRG22","IAM",72104571.45
"GYRA24","BTG Asset",0.03
"BRST15","Somma",2290872.86
"SABP12","WHG",1155367.17
"CGOS24","Inter",7649178.22
"TAEEC2","BR Partners",20624.59
"BRTE12","(fundo nao cadastrado)",173936856.63
"RRRP14","Paramis",1472574.39
"TAEEA2","UBS",4122966.44
"DASAB5","XPG",13161423.79
"LXIN12","(fundo nao cadastrado)",12128932.99
"EGIEB1","Vinland",12615.13
"SAPRA3","BB Asset",404360.48
"CEEBC3","G5",2447.09
"PALFA3","UBS",3109234.96
"ENMTC3","IAM",163392397.15
"PEJA23","Occam",11809614.73
"TRPLB4","BB Asset",97346367.16
"ORMA17","Vinci",47974498.59
"RESA27","BR Partners",17986.08
"PTAZ11","TAG",355247.77
"MRFGA1","Galapagos",851249.34
"POTE11","Asset 1",1098038.01
"VIXL26","Brave",743147.38
"ASAIA1","Reach",1812409.45
"EQUA11","Opportunity",1347065.2
"VPPCA1","BB Asset",3120332455.68
"RDORD4","CEF Asset",130905151.72
"LCAMD1","San WM",10588245.06
"EUFA18","BTG Asset",24676811.28
"EGIE29","Plural",10830436.92
"ELTN19","BB Asset",51661180.12
"CDGS16","BRAM",108353412.27
"MRSAA2","IAM",144044737.48
"ESSDA4","XPG",3149241.62
"CPLD19","(fundo nao cadastrado)",241639638.13
"JSMLA5","XVI",981841.84
"CGOS24","Somma",173592.06
"CSRN19","Turim",2668982.1
"CERT11","Douro",847548.82
"MULTA5","JGP",5309519.99
"RDORD7","IAM",646895427.71
"AMERG2","(fundo nao cadastrado)",8980879.23
"BGCE11","XPG",86585.2
"CPGTC0","BR Partners",3671466.02
"EUFA17","Kinea",501731543.57
"JSMLA5","Solis",607760.1
"BTEL23","AZ Quest",31574527.49
"CAEC32","Drys",490203.69
"CMGD28","XPG",11661667.72
"EKTRB6","Rafter",5929957
"MGPRA0","RB Asset",47938384.66
"CBAN12","Sparta",3934379.73
"EGIE49","Plural",1039690.46
"ENGIA9","Nikos",107866.04
"BRFS31","BB Asset",4845001.82
"IOCHA5","Trígono",4089.67
"RDORC7","Brave",4182490.47
"BRMLB1","SPX",56869589.63
"CMGD19","BTG Asset",1607178.26
"LSVE39","BTG Asset",231031.41
"TLPP27","4UM",2451492
"RDORD3","IAM",511640426.2
"EEELA0","BR Partners",787637.01
"MRSAB3","Novus",6493097.36
"ENGIB0","Galt",747542.67
"CMIN12","Journey",1686826.94
"ANHBA6","Wise",264749.45
"ANET11","JGP",6694469.09
"NATUA3","Investcoop",4890256.95
"SVEA14","BB Asset",65295214.78
"TAEED2","San WM",9516383.15
"OVSAA9","Integral",311597.08
"NEOE16","BTG Asset",5147741.35
"SMTO14","Douro",785543.07
"TPER21","BRZ",434693.55
"SMFT19","IAM",143052254.83
"CCRS12","BB Asset",187220283.26
"PEJA11","Safra Asset",1064259.24
"EKTT11","Absolute",38258389.85
"EQPA19","San WM",49414151.98
"COCEB2","JGP",57445473.79
"HGLB23","ARX",91354852.33
"RATL11","Inter",4619417.65
"ALIG13","Plural",9634204.52
"TEQU12","ITAU Tsy",125527122.77
"CSNAA1","Warren",596124.49
"LMTP17","ARX",6229951.11
"RSAN34","Novus",966262.83
"ELTN15","BB Asset",77070801.51
"AEGPB7","JGP",37276358.49
"EEELB1","BRAM",11392625.41
"VSCF17","Porto Asset",15098441.58
"BSA318","Nu Asset",5022802
"GASP29","Sparta",1224594.57
"RIS424","AF Invest",692188.87
"VIAD12","Ibuina",21224227.27
"TVVH11","Andbank",221826.6
"CESE22","Vinci",57716.04
"CEED16","San WM",4256761.72
"VBBR18","IAM",359826111.1
"TEPA23","IAM",19433233.18
"TIGR12","(fundo nao cadastrado)",4943639.84
"TEPA23","(fundo nao cadastrado)",1283518.12
"SBSPC4","Turim",822559.21
"VTII21","JGP",345429.26
"ANHBB6","BTG WM",81640116.14
"ATHD11","IAM",61302225.93
"APFD19","JGP",1841819.99
"GGBRA7","IAM",492927095.22
"EXSE11","Sparta",81860516.4
"ELET24","Portofino",1044066.12
"ASAIA1","Occam",9320554.05
"PEJA22","Ace",224335.67
"TRGP13","San Tsy",152573768.03
"USJE11","BBM Asset",2623376.58
"TPER1C","Plural",0
"RDORH6","Valora",1743391.99
"CGOSA0","BRAM",69510670.09
"SBSPE9","Black Swan",233446.08
"IOCHA4","Brainvest",214509.7
"ENERA1","UBS",658455.95
"VIXL26","IAM",10962450.35
"MRSAA1","UBS",15051352.73
"VLIM28","Altera",4455178.02
"ANHBA6","(fundo nao cadastrado)",452566181.18
"CMGDA0","JGP",5107638.54
"LTTE15","Newave",1661787.82
"CGASB1","(fundo nao cadastrado)",30362.72
"DESK18","BB Asset",53344113
"ELET16","Black Swan",947321.05
"TRPLA7","(fundo nao cadastrado)",933761.95
"ELTN19","Valora",2157371.38
"HYPEA8","Sulamérica",216242553.54
"SDMH11","Drys",845684.54
"ENEV28","Sparta",404615.63
"CSRNB2","BRAM",620429.6
"CSAN23","Kinea",60533585.96
"USAS22","IAM",134490718.52
"VLIM17","BTG WM",65878677.42
"TIMS12","Daycoval",165850.76
"CGOSB0","Ace",37812.53
"EKTRA8","San WM",1093369.14
"AESLB0","BB Asset",80253175.96
"CNVI21","(fundo nao cadastrado)",496639.89
"PALFB6","IAM",64835302.56
"BTEL13","Ibuina",39444952.19
"NTSD16","XPG",85755743.82
"ERDVB3","Integral",959974.39
"ENEV32","Seven Pounds",36501.78
"AEGP17","Mirabaud",1439762.59
"TRPLB4","Sonata",486911.75
"SUZBB1","SVN",10395644.31
"ERDVA6","Kinea",430754242.36
"ELPLC8","XPG",30819.41
"PCHSA2","Polígono",9717160.66
"CGOS13","Absolute",17123887.66
"ENGIB4","Plural",6119078.8
"JTEE12","SVN",134774.3
"MVLV19","Kinea",1209573.14
"FENS12","Safra Asset",5388909.77
"ASAI19","UBS",9942804.68
"SMTO24","Sonata",586762.53
"CAJS11","BR Partners",369967.16
"VERTB3","(fundo nao cadastrado)",5355721.03
"AEGE17","Capri",1045015.91
"CSNAB5","Seven Pounds",3141599.38
"RENTD1","Legacy",555885.92
"PEAG12","(fundo nao cadastrado)",17980279.2
"CGOS28","Absolute",102303592.41
"KLBNA5","IAM",491808342.3
"BHSA11","Legacy",39985742.72
"CMGDA2","Tivio",9694138.97
"LIGHD3","(fundo nao cadastrado)",2685317.31
"ENGIB8","(fundo nao cadastrado)",4532490.68
"ENAT14","BTG Asset",2373907.72
"EQTR11","(fundo nao cadastrado)",327328.36
"WAPA11","(fundo nao cadastrado)",242155742.15
"TFLEA9","Vinci",40409845.9
"CRTA12","Ibuina",5389035.93
"VALEA0","Principal",1063675.96
"BSA3A0","BRAM",362539372.77
"DESK18","SAM",26909963.21
"ANHBA6","Investcoop",20750632.37
"JCRZ16","ITAU Tsy",74094094.34
"ASCP13","BRAM",1165306.9
"CSAN33","IAM",820311.8
"RADL15","PNBY",794508.9
"VBBR17","Occam",18319465.26
"GASC18","Vêneto",380369.54
"SUMI19","JGP",54977904.95
"EQPA18","BB Asset",280560277.5
"ENEV39","Andbank",331358.19
"CMGDA4","Sulamérica",15607233.93
"LMTP18","(fundo nao cadastrado)",23206883.07
"GASC23","Rafter",1655558.84
"ELTN16","SAM",57545988.89
"TPER41","Plural",0
"PRSS11","SAM",23718187.6
"IVIAA0","Scalare",15501965.28
"BRKMB6","Principal",183829.28
"ENEVC0","IAM",183584150.45
"TAEE17","Nikos",161719.49
"ELET24","XVI",508308.72
"CRCG12","Occam",4454741.11
"TAEEA4","ARX",63849.92
"TBCR18","BTG WM",33221952.89
"MRSAB3","SPX",29968141.68
"HYPEA8","SAM",57332768.4
"CMGDB1","Vinland",75918.08
"PCHSI2","Safra Asset",53900091.75
"RAIZ13","Tori 21",67925.06
"BION16","Bocaina",9610981.59
"ITGE13","XPG",3646.21
"RNDNA1","Valora",911780.04
"CMGDA4","Kinea",5034591.54
"ENERA1","(fundo nao cadastrado)",64888.23
"FLRYA0","Regia",21190852.88
"RUMOA5","Occam",614553.33
"SAEL26","XPG",104544.96
"PETR26","BB Asset",31066017.22
"ALGAB1","Daycoval",2108146.62
"IGTAB1","Safra Asset",6283737.66
"CSANB0","Vinland",2152988.9
"MATD12","SAM",10934686.48
"NIGP12","Galt",1911853.76
"CLCD27","Safra Asset",42307714.19
"TSSA17","Tenax",539939.86
"EGIE29","Kinea",1357783.85
"CSAN18","Quantitas",2831867.92
"CICC12","RBR",11782760.32
"ENGIB6","IAM",1289820.54
"CPGT17","Riza",1687712.05
"AETE12","BRAM",73418950.42
"LORTB2","Galt",2887031.57
"CEEBA8","XPG",54103915.78
"SMTO14","Plural",15045827.78
"ELET24","Safra Asset",447857236.04
"PLSB1A","Ibuina",9720225.29
"CXER12","Rio Bravo",290561.56
"FSII14","Scalare",10367627.57
"MSGT33","EQI",55050.49
"BSA312","Galt",432358.39
"ANIM15","Cartor",23668287.42
"CLCD27","Tivio",251676.63
"CBAN72","Sparta",771650.17
"LCAMD1","BTG Asset",26285396.08
"OMNG12","BDR",463093.03
"MRSAC2","(fundo nao cadastrado)",14623104.81
"BRKPA0","Valora",19549689.76
"ELET23","Absolute",1092183.86
"JSMLA5","Tyton",13848879.04
"HZTC14","WHG",413231.47
"EQPA19","SVN",8139208.46
"CGOS34","IAM",111827600.16
"CSAN33","Funcef",99003146.64
"RMGG12","Capitânia",23485969.45
"CPLD37","SWM",922674.24
"EPRL12","JGP",34702999.59
"MOTVA8","BRAM",190653112.15
"CEEBC3","(fundo nao cadastrado)",9724719.33
"IOCHA4","ASA",584538.94
"ENEV39","TAG",143165.2
"WNTY12","Vinland",57797634.69
"CMIN11","XPG",655359.2
"ENEVB0","XPG",9572220.88
"HYPEC0","BRAM",134936161.28
"SUMI17","AZ Quest",17013095.74
"ISAEB0","San WM",49899557.58
"OMGE26","Tivio",3928448.65
"OZNH11","Polo",6328720.05
"ALUP18","XPG",14734927.14
"CPGT17","Atena",526235.39
"AEGPB5","Drys",3047041.14
"EEELA4","San Tsy",189333291.42
"JALL16","IAM",31345499.03
"SNGOA1","Troon",164810.93
"CEEBB6","BTG Asset",10984007.25
"CEEBD2","Rafter",2515922.2
"VALEC1","XPG",296852.87
"IGTAB1","BRAM",58425909.51
"FLRY27","BTG Asset",3042983.8
"ENEVB0","Paramis",999765.29
"MOVIA3","XPG",188872.65
"EQMAA0","Inter",6530247.55
"IVIAA0","BR Partners",6293797.94
"HYPEC0","Valora",1916033.59
"GTSA11","Vinci",3929440.58
"PETR17","Portofino",149063.47
"AURP13","Galapagos",2035273.56
"PTES11","(fundo nao cadastrado)",158576210.41
"RISP14","RB Asset",655116.53
"CSRN19","BTG WM",2402146.95
"CGOS13","BTG WM",5850516.04
"VLIM14","Safra Asset",2416997.62
"IVIAA0","JGP",41222826.06
"OMGE16","BTG Asset",14610123.49
"VBBR18","ARX",14528418.39
"ECOV16","BR Partners",202434.55
"PETR27","Sparta",2025060.19
"CEAL12","BB Asset",39817183.32
"WWAV23","Rio Bravo",14512.27
"RNDNA1","SFI",998321.87
"ENAT24","Suno",524767.8
"RIS412","Legacy",24642444.2
"CGOSB0","Plural",9453133.3
"EGIE39","Turim",1519622.45
"CXER12","Galapagos",43869.1
"CSMGA9","SAM",52320139.91
"VAMO14","Asset 1",4182168.12
"FGEN13","Journey",326431.23
"CPFPA9","G5",1012287.23
"ENEVA0","BTG WM",34355638.67
"TAEE16","BRAM",27152374.26
"RUMOA2","Safra Asset",30066361.15
"EVOT11","IAM",17429571.94
"BRKPA0","(fundo nao cadastrado)",8511646.66
"CEAP14","BRAM",73798113.54
"ERDVB4","AZ Quest",4290501.6
"OPCT16","IAM",278212477
"CTEE18","Maud",702803.4
"HFCK11","(fundo nao cadastrado)",29287.33
"CSAN24","Valora",3139827.74
"RGRA11","Suno",4149954.62
"AVTE11","IAM",24788272.55
"AZZA12","AZ Quest",1515886.11
"ELET14","XPG",16344818.25
"CEED13","Kinea",4443733.94
"CPLD27","BB Asset",345544866.15
"TSOL11","(fundo nao cadastrado)",2224433.14
"SAPRC1","ASA",2838296.89
"IRJS14","(fundo nao cadastrado)",6671802.64
"ENAT13","Absolute",32497985.63
"ACRC21","SAM",42330839.8
"SBSPE7","Rubik",106158.72
"TFLEC0","Brave",2373596.84
"NTSD18","XPG",1472307.3
"PASS12","Occam",49858229.64
"CEEBA7","BBM Asset",7151656.32
"TRPLB7","UBS",12071547.74
"RENTC8","BTG WM",1500034.68
"SVEA16","(fundo nao cadastrado)",8921262.17
"MULTB5","Porto Asset",80386.16
"SRNP31","Verde",1754621.43
"ANIM18","IAM",85532607.43
"APRB18","Riza",743923.1
"OMGE41","Vinland",1396146.86
"SAELB7","IAM",14310770.07
"BSA3A0","UBS",63024535
"NTSD26","BTG WM",15101577.74
"CSANA1","Paramis",2005924.03
"CBAN12","Inter",29483490.97
"ELPLA5","BB Asset",8604956.3
"PRPO12","XPG",9264565.22
"SBSPC6","BR Partners",212952.21
"ORIG12","BTG Asset",73619255.76
"RNDNA0","Trígono",1056832.48
"FGEN13","XPG",9507725
"TFLED0","AF Invest",3778959.07
"AEGPB5","JGP",29107905.12
"ECER12","Kinea",7572028.52
"SNGO19","IAM",2763415.25
"ENEVB0","Safra Asset",303120.33
"SAPR10","BRAM",109977.2
"CGOS34","Newave",636893.97
"CSANC2","Paramis",54734.82
"JALL13","San WM",1064111.1
"TIET29","Douro",311899.76
"ANHBA6","Principal",6133191.85
"ENMTA4","Vinland",253467.84
"CSMGB6","Sulamérica",807947.61
"MGLUA0","Solis",5685774.94
"RDORC9","Daycoval",20622322.28
"BCBF16","(fundo nao cadastrado)",233116799.48
"LORTA7","Paramis",657841.24
"MOVIA3","Vinland",7544805.89
"PTCE11","Kinea",751907407.05
"APRB28","Kinea",40611798.3
"ENMTC4","Safra Asset",109664079.77
"EQTR11","Absolute",43482.74
"VLIDA1","Valora",1544159.51
"EGIEC1","BTG WM",280790.57
"CEEBB8","Absolute",9236823.87
"DGDE11","Vinland",41545036.04
"GSHC17","Vinland",19346726.62
"TPER3C","SAM",0.06
"ELDC15","BTG Asset",80342343.03
"BCPSA5","Tenax",8080679.21
"ALUP18","Andbank",2239674.8
"CSANB1","Riza",21106790.09
"LCAMD1","Sparta",60329687.71
"TIET19","(fundo nao cadastrado)",77451091.99
"LORTB9","Iridium",1170389.33
"IRBR21","Scalare",1859133.56
"CHSF24","Paramis",4804165.75
"SNGO19","(fundo nao cadastrado)",1915576.47
"UNDAC3","Inter",2170154.49
"ENMTC2","(fundo nao cadastrado)",152521185.8
"ASAIA1","Icatu",154824600.86
"SUZBA1","Safra Asset",56543056.13
"CMGDB3","IAM",275246050.04
"NTSDA0","XPG",6506181.76
"ENEVA4","ARX",83166399.71
"ENAT24","Oriz",1116527.24
"TAEEB4","Galapagos",18810.73
"BBFU12","Legacy",4642255.32
"ENTE16","(fundo nao cadastrado)",17646322.33
"ARTRA7","BTG WM",13769165.87
"VAMOA1","Valora",3192239.95
"ISAEB8","SWM",2669188.31
"SAPR10","Sulamérica",1113519.14
"SNGOA2","Brainvest",353311.38
"SBSPE3","Butiá",445879.7
"ABSP12","Occam",10250554.38
"ELTN37","San WM",57112756.5
"DASAB4","SAM",19356941.66
"ARTRA5","Sulamérica",41073504.32
"AEEP11","Investcoop",451563.98
"MGPRA0","JGP",114801098.63
"ALUP18","BTG WM",71167266.43
"CMGD18","AZ Quest",44564494.46
"ECHP22","Iridium",2124741.17
"EUFA17","Integral",1831869.3
"AXIA28","SPX",9754204.02
"EDPT11","Sparta",26706350.5
"CPGTB0","Safra Asset",1327895.51
"VIXL19","Safra Asset",70712277.15
"LIGHA9","BTG WM",2199061.82
"ENMTA4","Nikos",406040.72
"TOME12","G5",445419.92
"IGTAB0","BBM Asset",296600.37
"OMNG12","Sparta",12153204.34
"GASC28","Portofino",995072.4
"AURE12","Daycoval",3258217.64
"LSVE39","JGP",140056.4
"ISAEA9","SAM",6233227.93
"EQTS11","BTG WM",2769895.43
"VLIM18","IAM",94123554.41
"AESLB7","(fundo nao cadastrado)",9631419.43
"SUZBA0","Portofino",837492.17
"COMR15","BTG WM",43191299.69
"SAELA3","Safra Asset",1850576.75
"ASCP13","Daycoval",1429239.91
"ELTN15","IAM",195354369.83
"SAELB7","Valora",6183093.56
"AURP12","Galt",625944.53
"PASS14","Sonata",370832.21
"ENAT12","Sparta",771718.73
"CRCG12","Sulamérica",23376245.9
"ENEV39","Valora",2335671.13
"MGPRA0","Daycoval",3957292.93
"MNRVA1","Aramus",910338.68
"CRTR12","Sparta",121883873.4
"CAEC12","AF Invest",1878070.29
"VERO13","(fundo nao cadastrado)",7934156.41
"VLIM15","San WM",55837621.54
"RADL14","Valora",388569.84
"SRNA11","(fundo nao cadastrado)",14297620.32
"ENMTA4","AZ Quest",9843411.28
"IGTAB1","JGP",11024513.2
"VERO12","Inter",9069309.64
"CPLD38","Guardian",2627893.16
"ELET32","Safra Asset",54550470.99
"COLNA3","Tivio",27772471.64
"VERO44","BTG WM",30192800.07
"ARTRA5","XPG",4354004.81
"AESLA9","Nu Asset",2182020.58
"TFLEA6","Turim",3690530.18
"CGOS24","Trígono",154674.97
"VLIM28","Daycoval",1001163.6
"CEAB22","Tivio",3752563.22
"CLCD16","(fundo nao cadastrado)",19234440.91
"NATUA3","JGP",5421199.16
"ESSDA2","BTG Asset",111191322.56
"RENTC4","Absolute",74581724.65
"CEPEB1","BRAM",15974216.68
"SAPRA2","Plural",3645494.81
"VAMO14","(fundo nao cadastrado)",22877940.13
"CPLD37","BR Partners",461914.51
"RSAN26","AF Invest",2030402.34
"BTEL23","JGP",5262421.24
"CSANC2","Valora",1101264.57
"FACL11","(fundo nao cadastrado)",522331.05
"ARTRA1","Capitânia",13379977.71
"AXIA18","UBS",39815962.4
"BRKMB6","EQI",2362430.41
"EXTZ11","Turim",363779.24
"EQMAA2","BB Asset",19363573.04
"CPLDC0","Occam",15425910.62
"TIET29","BTG WM",40941037.36
"TAEEC1","Galt",251010.01
"ENEV13","XPG",987442.49
"CCLS21","Sparta",5501545.36
"EOVC21","(fundo nao cadastrado)",520113.31
"AEGP19","ZSYS",538205.04
"PETR17","Turim",129620.43
"JSMLA5","Onze",1111444.97
"TNHL11","ARX",50908609.76
"SUZBA0","San WM",64848230.26
"GRRB14","JGP",5920243.22
"RDORC7","Altera",2084990.27
"SOLY11","Capitânia",35203186.83
"CMTR19","(fundo nao cadastrado)",138611817.14
"VBBR24","Absolute",66677680.13
"RAIZ23","BTG WM",43582.2
"PRNR22","(fundo nao cadastrado)",98691.25
"ELET42","Daycoval",3906167.92
"TOME12","BTG WM",15034189.23
"RIS424","Kinea",277875248.91
"PSAN13","Kinea",18998468.39
"ELTE12","(fundo nao cadastrado)",19803348.29
"CASN13","Principal",2474570.81
"HAPV18","SPX",32611524.42
"RUMOA5","Valora",837285.18
"IVIAA0","BRAM",203338246.26
"CBAN52","TAG",215387.93
"MSGT33","Icatu",6059871.18
"ELET13","Galt",2558323.58
"RAIZ23","Seven Pounds",842898.33
"PLSB1A","Sulamérica",2092319.69
"MVLVA1","Global",706395.74
"VBBR26","Monte Bravo",2155440.17
"CTGE11","BTG WM",192900.83
"USIMA0","Quantitas",10333338.02
"CCROA5","G5",801606.06
"CHSF13","BRAM",316339565.79
"ENEV48","Sparta",56763.58
"CEAP17","UBS",23788589.22
"EQPA18","Opportunity",868855.72
"FLRYB0","(fundo nao cadastrado)",109727073.99
"RDORC3","Absolute",46532309.17
"RUMOA3","Atena",309628.85
"SAELA7","IAM",60137606.49
"NEOE16","Riza",1703820.06
"CSAN24","Portofino",236712.35
"IGTAB0","BRAM",12280885.95
"SBSPD4","(fundo nao cadastrado)",1486817.69
"CPLD37","Nikos",84299.4
"ASCP23","Valora",3067295.21
"MRFGA1","SVN",4613771.4
"RBRAJ7","JGP",8638.8
"CESE32","Tori 21",135698.07
"TAEEA5","Sparta",29031704.84
"GASC18","BB Asset",199146.38
"GASP19","Rafter",1001125.24
"CMGDA4","IAM",287092547.95
"CGOSA1","Vinci",3146908.1
"PSAN23","Inter",3434837.75
"CVCN11","San WM",2008160.94
"INEL12","Vox",530720.3
"CPLD15","Safra Asset",124387838.66
"RBRAA5","Regia",19466411.11
"LIGHB4","Scalare",1403652.3
"CPFPB1","IAM",105397540.81
"COMR15","Turim",2254008.96
"VBBR26","XPG",215006.5
"SAELA1","SAM",8948826.24
"FRAG14","Plural",7494305.04
"RSAN15","BB Asset",54044301.28
"RIS414","XPG",31698287.15
"EGIE29","ASA",483044.41
"CTGE15","Sparta",226848.86
"RDORA5","JGP",31732871.5
"BRKMB8","Sparta",5631507.54
"OMGE41","BTG Asset",9627566.37
"COQE13","IAM",215449045.4
"RDORD4","Porto Asset",33195054.41
"CTEE19","XPG",3107863.3
"CAEC13","Capitânia",8309250.81
"SBSPF3","Turim",3202900.06
"RIS414","IAM",266537007.47
"MVLVA1","Vinland",4192.26
"ENAT12","XPG",1115194.1
"SBSPE3","Citrino",3854308.35
"EKTRB6","BB Asset",74124461.22
"EBENA2","Valora",1584487.76
"SBSPB6","IAM",16936495.65
"RIGEA3","UBS",2488693.2
"ENEV26","XPG",741502.76
"AEGPB7","Valora",13400925.35
"VLME12","IAM",22397859.37
"ALUP18","Tori 21",186639.57
"VPLT12","Kinea",59342.01
"CRCG12","IAM",55563523.85
"TLPP27","Quantitas",15913905.07
"CSRNA1","Turim",2144675.44
"PETR26","G5",2900170.17
"PRSS11","Sparta",24688299.04
"CAMLB1","SAM",95649490.25
"LMTPA2","Integral",108332.99
"OMGE26","BRAM",44631289.48
"ARTP13","Scalare",9848946.81
"CESE32","Être-Davos",560885.37
"AEGE17","Paramis",104501.59
"ODYA11","(fundo nao cadastrado)",1235177.33
"CMGD27","Paramis",715535.59
"ELTN26","Paramis",2349902.12
"EQPA18","Occam",16888795.62
"ENMTD5","SAM",106792745.96
"VAMO34","(fundo nao cadastrado)",6784366.37
"EQPA19","(fundo nao cadastrado)",104869636.34
"ASAB11","ARX",36215603.75
"EKTRA0","Quantitas",10783495.72
"COMT11","BTG Asset",16474108.74
"TRPLA4","Turim",1895869.28
"ARTRA5","Safra Asset",20105698.82
"GSTS24","Turim",324563.51
